height_bound,count_mod_inverse,primitive_height_prediction,observed_over_prediction,minimum_boundary_gap,decimal_precision_digits
10,10,8.99851456053655,1.1112945289720946,0.18108748982886283,80
20,36,35.9940582421462,1.000165076074885,0.07516252432396592,80
40,144,143.9762329685848,1.000165076074885,0.08276181841202074,80
80,577,575.9049318743392,1.001901473776404,0.05392558827380717,80
160,2306,2303.619727497357,1.0010332749256445,0.017411164479636736,80
320,9211,9214.478909989428,0.9996224517931604,0.003746872002619978,80
640,36857,36857.91563995771,0.9999751575762814,0.0069686513297901875,80
