cutoff,inventory,encoder,atom,cycle_length,allocation,sigma,min_roof_share,max_roof_share,max_singular_value,min_singular_value,universal_max_sv_lower_bound,block_s1_norm,amgm_block_s1_lower_bound,max_sv_bound_pass,s1_bound_pass,total_roof,finite_row_is_infinite_proof,theorem_gate
127,prime_evaluator,elias_delta,127,12,equal,2,1/12,1/12,0.44603202954837734,0.44603202954837734,0.44603202954837734,5.3523843545805283,5.3523843545805283,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,elias_delta,127,12,concentrated_positive,1,1/144,133/144,0.96691935114258587,0.011399964731048874,0.66785629408457126,10.647512827299494,8.0142755290148546,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,elias_delta,127,12,concentrated_positive,2,1/144,133/144,0.93493303161399932,0.00012995919586915826,0.44603202954837734,10.284393306949863,5.3523843545805283,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,elias_delta,127,12,hashed_positive,1,21/1580,57/395,0.93764415739261586,0.49706494259182649,0.66785629408457126,8.1977969803722832,8.0142755290148546,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,elias_delta,127,12,hashed_positive,2,21/1580,57/395,0.87917656589250848,0.24707355715381574,0.44603202954837734,5.8510857579438413,5.3523843545805283,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,framed_binary,127,16,equal,1,1/16,1/16,0.73877513075078438,0.73877513075078438,0.73877513075078438,11.82040209201255,11.82040209201255,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,framed_binary,127,16,equal,2,1/16,1/16,0.54578869381583861,0.54578869381583861,0.54578869381583861,8.7326191010534178,8.7326191010534178,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,framed_binary,127,16,concentrated_positive,1,1/256,241/256,0.98125530276688622,0.010458418787018264,0.73877513075078438,14.729287960290312,11.82040209201255,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,framed_binary,127,16,concentrated_positive,2,1/256,241/256,0.96286196920813361,0.00010937852352465655,0.54578869381583861,14.443038916645529,8.7326191010534178,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,framed_binary,127,16,hashed_positive,1,21/1994,114/997,0.95026250124681666,0.57470464850122549,0.73877513075078438,11.99000734668202,11.82040209201255,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,prime_evaluator,framed_binary,127,16,hashed_positive,2,21/1994,114/997,0.90299882127585629,0.33028543300891716,0.54578869381583861,9.2330439527309167,8.7326191010534178,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,raw_binary,126,8,equal,1,1/8,1/8,0.5463282800670145,0.5463282800670145,0.5463282800670145,4.370626240536116,4.370626240536116,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,raw_binary,126,8,equal,2,1/8,1/8,0.29847458960098228,0.29847458960098228,0.29847458960098228,2.3877967168078582,2.3877967168078582,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,raw_binary,126,8,concentrated_positive,1,1/64,57/64,0.92721769314800662,0.013469686357142399,0.5463282800670145,6.5039935383931891,4.370626240536116,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,raw_binary,126,8,concentrated_positive,2,1/64,57/64,0.85973265048671099,0.00018143245055978805,0.29847458960098228,6.0183099858575364,2.3877967168078582,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,raw_binary,126,8,hashed_positive,1,1/273,197/819,0.98244067539363988,0.31245153671060222,0.5463282800670145,4.7658344060227478,4.370626240536116,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,raw_binary,126,8,hashed_positive,2,1/273,197/819,0.96518968066791122,0.097625962792816823,0.29847458960098228,3.3259488246391573,2.3877967168078582,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_gamma,126,14,equal,1,1/14,1/14,0.70790264087019206,0.70790264087019206,0.70790264087019206,9.9106369721826884,9.9106369721826884,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_gamma,126,14,equal,2,1/14,1/14,0.50112614895099217,0.50112614895099217,0.50112614895099217,7.0157660853138903,7.0157660853138903,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_gamma,126,14,concentrated_positive,1,1/196,183/196,0.97562702932544021,0.010938046016885628,0.70790264087019206,12.694089427247608,9.9106369721826884,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_gamma,126,14,concentrated_positive,2,1/196,183/196,0.95184810035038347,0.00011964085066750754,0.50112614895099217,12.374144945405652,7.0157660853138903,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_gamma,126,14,hashed_positive,1,1/549,218/1647,0.99122943115336981,0.52721896816401748,0.70790264087019206,10.132640581700489,9.9106369721826884,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_gamma,126,14,hashed_positive,2,1/549,218/1647,0.98253578518463303,0.27795984039193128,0.50112614895099217,7.6680314071145448,7.0157660853138903,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_delta,126,12,equal,1,1/12,1/12,0.66829639935576179,0.66829639935576179,0.66829639935576179,8.0195567922691424,8.0195567922691424,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_delta,126,12,equal,2,1/12,1/12,0.44662007739187587,0.44662007739187587,0.44662007739187581,5.3594409287025107,5.3594409287025098,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_delta,126,12,concentrated_positive,1,1/144,133/144,0.96697243364849661,0.011483504028203351,0.66829639935576179,10.648180274161666,8.0195567922691424,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_delta,126,12,concentrated_positive,2,1/144,133/144,0.93503568743609611,0.0001318708647657626,0.44662007739187581,10.285524432661823,5.3594409287025098,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_delta,126,12,hashed_positive,1,1/415,197/1245,0.98841394990717391,0.46521339494899822,0.66829639935576179,8.2977604590552474,8.0195567922691424,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,elias_delta,126,12,hashed_positive,2,1/415,197/1245,0.9769621363711013,0.21642350283997258,0.44662007739187581,6.1306449014134925,5.3594409287025098,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,framed_binary,126,16,equal,1,1/16,1/16,0.73914023031290521,0.73914023031290521,0.73914023031290521,11.826243685006483,11.826243685006483,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,framed_binary,126,16,equal,2,1/16,1/16,0.5463282800670145,0.5463282800670145,0.5463282800670145,8.7412524810722321,8.7412524810722321,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,framed_binary,126,16,concentrated_positive,1,1/256,241/256,0.98128560401328646,0.010536540516723725,0.73914023031290521,14.729820600716021,11.826243685006483,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,framed_binary,126,16,concentrated_positive,2,1/256,241/256,0.96292143664372054,0.00011101868606056066,0.5463282800670145,14.443932568341868,8.7412524810722321,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,framed_binary,126,16,hashed_positive,1,1/595,218/1785,0.99190473965128922,0.55396733557856526,0.73914023031290521,12.047380194893316,11.826243685006483,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,composite_control,framed_binary,126,16,hashed_positive,2,1/595,218/1785,0.98387501254269183,0.30687980888801469,0.5463282800670145,9.4116826045233708,8.7412524810722321,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,raw_binary,121,8,equal,1,1/8,1/8,0.54910048677611245,0.54910048677611245,0.54910048677611245,4.3928038942088996,4.3928038942088996,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,raw_binary,121,8,equal,2,1/8,1/8,0.30151134457776363,0.30151134457776363,0.30151134457776363,2.412090756622109,2.412090756622109,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,raw_binary,121,8,concentrated_positive,1,1/64,57/64,0.9278045085525739,0.013964303511777484,0.54910048677611245,6.5085958633797949,4.3928038942088996,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,raw_binary,121,8,concentrated_positive,2,1/64,57/64,0.86082120609048329,0.00019500177256904095,0.30151134457776363,6.0259434444059519,2.412090756622109,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,raw_binary,121,8,hashed_positive,1,69/1342,251/1342,0.78146931457615421,0.40780049040103261,0.54910048677611245,4.5093735254847989,4.3928038942088996,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,raw_binary,121,8,hashed_positive,2,69/1342,251/1342,0.61069428962412431,0.16630123997132268,0.30151134457776363,2.6779911010795883,2.412090756622109,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_gamma,121,14,equal,1,1/14,1/14,0.70995302895073409,0.70995302895073409,0.70995302895073409,9.9393424053102777,9.9393424053102777,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_gamma,121,14,equal,2,1/14,1/14,0.5040333033163219,0.5040333033163219,0.5040333033163219,7.0564662464285064,7.0564662464285064,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_gamma,121,14,concentrated_positive,1,1/196,183/196,0.97582860354716816,0.01135948277421716,0.70995302895073409,12.697131328887403,9.9393424053102777,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_gamma,121,14,concentrated_positive,2,1/196,183/196,0.95224146350081629,0.00012903784889773637,0.5040333033163219,12.379268063359509,7.0564662464285064,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_gamma,121,14,hashed_positive,1,29/2255,251/2255,0.94018806448145964,0.58636616338682956,0.70995302895073409,10.030642184944352,9.9393424053102777,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_gamma,121,14,hashed_positive,2,29/2255,251/2255,0.88395359659339334,0.34382527756499004,0.5040333033163219,7.3247934271153214,7.0564662464285064,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_delta,121,12,equal,1,1/12,1/12,0.67055522742173079,0.67055522742173079,0.67055522742173079,8.0466627290607704,8.0466627290607704,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_delta,121,12,equal,2,1/12,1/12,0.44964431302260915,0.44964431302260915,0.44964431302260915,5.3957317562713101,5.3957317562713101,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_delta,121,12,concentrated_positive,1,1/144,133/144,0.96724437486799653,0.011921098870460103,0.67055522742173079,10.651609222418422,8.0466627290607704,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_delta,121,12,concentrated_positive,2,1/144,133/144,0.93556168071378143,0.00014211259827928517,0.44964431302260915,10.291320600449875,5.3957317562713101,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_delta,121,12,hashed_positive,1,29/1899,251/1899,0.92938011846473179,0.53052786594907086,0.67055522742173079,8.1630446267041084,8.0466627290607704,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,elias_delta,121,12,hashed_positive,2,29/1899,251/1899,0.86374740459751875,0.28145981654847529,0.44964431302260915,5.720343971730478,5.3957317562713101,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,framed_binary,121,16,equal,1,1/16,1/16,0.74101314885507419,0.74101314885507419,0.74101314885507419,11.856210381681187,11.856210381681187,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,framed_binary,121,16,equal,2,1/16,1/16,0.54910048677611245,0.54910048677611245,0.54910048677611245,8.7856077884177992,8.7856077884177992,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,framed_binary,121,16,concentrated_positive,1,1/256,241/256,0.98144082562449209,0.010945934246970483,0.74101314885507419,14.732558318614352,11.856210381681187,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,framed_binary,121,16,concentrated_positive,2,1/256,241/256,0.96322609420248473,0.00011981347653900128,0.54910048677611245,14.44851122651381,8.7856077884177992,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,framed_binary,121,16,hashed_positive,1,29/2477,251/2477,0.94539946224078142,0.6151013186673191,0.74101314885507419,11.945862161617907,11.856210381681187,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,square_control,framed_binary,121,16,hashed_positive,2,29/2477,251/2477,0.89378014320515875,0.37834963222627482,0.54910048677611245,9.0575641296040761,8.7856077884177992,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,raw_binary,89,8,equal,1,1/8,1/8,0.57059274999459653,0.57059274999459653,0.57059274999459653,4.5647419999567722,4.5647419999567722,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,raw_binary,89,8,equal,2,1/8,1/8,0.32557608634639618,0.32557608634639618,0.32557608634639618,2.6046086907711694,2.6046086907711694,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,raw_binary,89,8,concentrated_positive,1,1/64,57/64,0.93226800811729371,0.018357964484510807,0.57059274999459653,6.5442340213055665,4.5647419999567722,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,raw_binary,89,8,concentrated_positive,2,1/64,57/64,0.86912363895898637,0.00033701486001456012,0.32557608634639618,6.0842024875729193,2.6046086907711694,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,raw_binary,89,8,hashed_positive,1,53/1226,237/1226,0.82362180949752373,0.41991397951112219,0.57059274999459653,4.6838880376468985,4.5647419999567722,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,raw_binary,89,8,hashed_positive,2,53/1226,237/1226,0.67835288507997527,0.17632775018886715,0.32557608634639618,2.8888112191238369,2.6046086907711694,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_gamma,89,14,equal,1,1/14,1/14,0.72570122581410612,0.72570122581410612,0.72570122581410612,10.159817161397486,10.159817161397486,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_gamma,89,14,equal,2,1/14,1/14,0.52664226914809631,0.52664226914809631,0.52664226914809631,7.3729917680733479,7.3729917680733479,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_gamma,89,14,concentrated_positive,1,1/196,183/196,0.97735903624367615,0.015132346225081536,0.72570122581410612,12.720799817392871,10.159817161397486,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_gamma,89,14,concentrated_positive,2,1/196,183/196,0.95523068572716741,0.00022898790227573944,0.52664226914809631,12.418227902355452,7.3729917680733479,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_gamma,89,14,hashed_positive,1,22/1007,13/106,0.90659128328962102,0.57666536367498034,0.72570122581410612,10.276197594330069,10.159817161397486,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_gamma,89,14,hashed_positive,2,22/1007,13/106,0.82190775493672186,0.33254294166239728,0.52664226914809631,7.7148532670708168,7.3729917680733479,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_delta,89,12,equal,1,1/12,1/12,0.68794042882275808,0.68794042882275808,0.68794042882275808,8.2552851458730974,8.2552851458730974,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_delta,89,12,equal,2,1/12,1/12,0.47326203360884034,0.47326203360884034,0.47326203360884028,5.6791444033060845,5.6791444033060836,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_delta,89,12,concentrated_positive,1,1/144,133/144,0.96930972366184132,0.015831487777539073,0.68794042882275808,10.678238448057794,8.2552851458730974,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_delta,89,12,concentrated_positive,2,1/144,133/144,0.93956134038539529,0.00025063600525036909,0.47326203360884028,10.335425380244599,5.6791444033060836,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_delta,89,12,hashed_positive,1,44/1711,237/1711,0.89098331885918702,0.53700619013205042,0.68794042882275808,8.3651644374194021,8.2552851458730974,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,elias_delta,89,12,hashed_positive,2,44/1711,237/1711,0.79385127448533166,0.28837564824013984,0.47326203360884028,5.9877033191331916,5.6791444033060836,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,framed_binary,89,16,equal,1,1/16,1/16,0.75537589979731057,0.75537589979731057,0.75537589979731057,12.086014396756969,12.086014396756969,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,framed_binary,89,16,equal,2,1/16,1/16,0.57059274999459653,0.57059274999459653,0.57059274999459653,9.1294839999135444,9.1294839999135444,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,framed_binary,89,16,concentrated_positive,1,1/256,241/256,0.98261908564602396,0.014616118791486095,0.75537589979731057,14.753902403481845,12.086014396756969,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,framed_binary,89,16,concentrated_positive,2,1/256,241/256,0.96554026747582811,0.00021363092852683295,0.57059274999459653,14.483317643065948,9.1294839999135444,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,framed_binary,89,16,hashed_positive,1,22/1137,247/2274,0.91681335756812876,0.61412795820727539,0.75537589979731057,12.181118015301678,12.086014396756969,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,fibonacci_control,framed_binary,89,16,hashed_positive,2,22/1137,247/2274,0.84054673261534552,0.37715314905183706,0.57059274999459653,9.4186184086232103,9.1294839999135444,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,raw_binary,109,8,equal,1,1/8,1/8,0.55631617556011992,0.55631617556011992,0.55631617556011992,4.4505294044809594,4.4505294044809594,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,raw_binary,109,8,equal,2,1/8,1/8,0.30948768718983821,0.30948768718983821,0.30948768718983821,2.4759014975187057,2.4759014975187057,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,raw_binary,109,8,concentrated_positive,1,1/64,57/64,0.92931984426012482,0.01532558373346357,0.55631617556011992,6.5205644935543372,4.4505294044809594,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,raw_binary,109,8,concentrated_positive,2,1/64,57/64,0.86363537293566273,0.00023487351677140318,0.30948768718983821,6.0456824840664103,2.4759014975187057,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,raw_binary,109,8,hashed_positive,1,7/557,227/1114,0.9427466528005366,0.38444409991575856,0.55631617556011992,4.6129819312244331,4.4505294044809594,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,raw_binary,109,8,hashed_positive,2,7/557,227/1114,0.8887712513666155,0.14779726596003775,0.30948768718983821,2.8713921437056547,2.4759014975187057,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_gamma,109,14,equal,1,1/14,1/14,0.71526921884677164,0.71526921884677164,0.71526921884677164,10.013769063854802,10.013769063854802,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_gamma,109,14,equal,2,1/14,1/14,0.51161005542967097,0.51161005542967097,0.51161005542967086,7.1625407760153941,7.1625407760153923,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_gamma,109,14,concentrated_positive,1,1/196,183/196,0.97634873261739852,0.012523015930449058,0.71526921884677164,12.70505653995663,10.013769063854802,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_gamma,109,14,concentrated_positive,2,1/196,183/196,0.95325684768360042,0.0001568259279942809,0.51161005542967086,12.3924958458148,7.1625407760153923,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_gamma,109,14,hashed_positive,1,14/2033,227/2033,0.96820989657407885,0.59225092493808407,0.71526921884677164,10.10377125162011,10.013769063854802,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_gamma,109,14,hashed_positive,2,14/2033,227/2033,0.93743040382398846,0.35076115809001601,0.51161005542967086,7.4289184720927723,7.1625407760153923,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_delta,109,12,equal,1,1/12,1/12,0.67641691366467671,0.67641691366467671,0.67641691366467671,8.1170029639761196,8.1170029639761196,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_delta,109,12,equal,2,1/12,1/12,0.45753984109164664,0.45753984109164664,0.45753984109164664,5.4904780930997594,5.4904780930997594,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_delta,109,12,concentrated_positive,1,1/144,133/144,0.96794616808177814,0.013128353083357394,0.67641691366467671,10.660536201982916,8.1170029639761196,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_delta,109,12,concentrated_positive,2,1/144,133/144,0.93691978430419798,0.00017235365468129963,0.45753984109164664,10.306289981000859,5.4904780930997594,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_delta,109,12,hashed_positive,1,7/862,227/1724,0.96261976196310595,0.53917651308217007,0.67641691366467671,8.2140923327798614,8.1170029639761196,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,elias_delta,109,12,hashed_positive,2,7/862,227/1724,0.92663680612190669,0.29071131225944746,0.45753984109164664,5.7669296329850201,5.4904780930997594,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,framed_binary,109,16,equal,1,1/16,1/16,0.7458660573857212,0.7458660573857212,0.7458660573857212,11.933856918171539,11.933856918171539,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
127,matched_density_seeded_random,framed_binary,109,16,equal,2,1/16,1/16,0.55631617556011992,0.55631617556011992,0.55631617556011992,8.9010588089619187,8.9010588089619187,True,True,log(atom),False,STOP_WHOLE_OPERATOR_COMPACTNESS
