rule,inventory,control_id,N,mode,coefficient_exact_zero,coefficient_sign,coefficient_sha256,numerator_digits,denominator_digits,first_degree,active_edge_count,neutral_euler_safe
constant,tensor_primes,primary,16,2,False,-1,d71fc363bca5186d5bd75a0a9e3c5bbe6d41b13bddc313aa8f79758a122b500f,69,72,2,15,True
factor_depth_sum,tensor_primes,primary,16,2,False,-1,d71fc363bca5186d5bd75a0a9e3c5bbe6d41b13bddc313aa8f79758a122b500f,69,72,2,15,True
indecomposable_pair,tensor_primes,primary,16,2,False,-1,d71fc363bca5186d5bd75a0a9e3c5bbe6d41b13bddc313aa8f79758a122b500f,69,72,2,15,True
factor_depth_equal,tensor_primes,primary,16,2,False,-1,d71fc363bca5186d5bd75a0a9e3c5bbe6d41b13bddc313aa8f79758a122b500f,69,72,2,15,True
distinct_depth_equal,tensor_primes,primary,16,2,False,-1,d71fc363bca5186d5bd75a0a9e3c5bbe6d41b13bddc313aa8f79758a122b500f,69,72,2,15,True
tensor_coprime,tensor_primes,primary,16,2,False,-1,d71fc363bca5186d5bd75a0a9e3c5bbe6d41b13bddc313aa8f79758a122b500f,69,72,2,15,True
v2_equal,tensor_primes,primary,16,2,False,-1,30e8e89596c4cf11fc46c178615bf5eecc9da239a48a609155f54319984854b1,69,72,2,14,True
v2_parity_equal,tensor_primes,primary,16,2,False,-1,30e8e89596c4cf11fc46c178615bf5eecc9da239a48a609155f54319984854b1,69,72,2,14,True
entropy_increasing,tensor_primes,primary,16,2,False,-1,d71fc363bca5186d5bd75a0a9e3c5bbe6d41b13bddc313aa8f79758a122b500f,69,72,2,15,True
entropy_bin_equal,tensor_primes,primary,16,2,False,-1,8335f9124d5823ed4302fd145cad70f0f5fef253cd22b7d37e67d1f50cb7d042,72,74,2,11,True
ordered_consecutive_tensor_atoms,tensor_primes,primary,16,2,False,-1,d71fc363bca5186d5bd75a0a9e3c5bbe6d41b13bddc313aa8f79758a122b500f,69,72,2,15,True
consecutive_run_2,tensor_primes,primary,16,2,False,-1,30e8e89596c4cf11fc46c178615bf5eecc9da239a48a609155f54319984854b1,69,72,2,14,True
consecutive_run_3,tensor_primes,primary,16,2,False,-1,ffef54a1eee6325eb71ef50b34b9daa459229348259917a9996f3f774e017d4e,67,71,2,13,True
consecutive_run_4,tensor_primes,primary,16,2,False,-1,20af966a810a7b7144ee2742365e9764a4737dc89c3e3ff2608f2a496b3d0443,65,70,2,12,True
consecutive_run_5,tensor_primes,primary,16,2,False,-1,f8bdd94645fbcd6c9ee7184550b2a8d8cb82a04edaef2f029659de1999d21a91,64,69,2,11,True
consecutive_run_6,tensor_primes,primary,16,2,False,-1,af8061b5ebb755d771e03e5fedd7cb04b07877eeeadf30e9ad11ba2d5d4381ee,62,68,2,10,True
consecutive_run_7,tensor_primes,primary,16,2,False,-1,c14322c064004d96c63df925e1e67a7d8708dad5f6db3188d5b6c049492b3d5d,61,67,2,9,True
consecutive_run_8,tensor_primes,primary,16,2,False,-1,c19b7694318fc0876b100b66518b279211de68f8b992b2bd948b8f11ad67308b,59,65,2,8,True
constant,composites,deterministic,16,2,False,-1,ecf312f5c9e561b2a37cf1e55c88462b5c5c6cf9eb52d021eb0673f234d57691,48,51,2,15,True
factor_depth_sum,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,4,0,True
indecomposable_pair,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
factor_depth_equal,composites,deterministic,16,2,False,-1,a3a81ec3f66dfaf07f287eeeb45e45368987431010c802d7f6e75f297438ca21,45,49,2,6,True
distinct_depth_equal,composites,deterministic,16,2,False,-1,21983d8062eca62306969a04e8824b02606f5d0d92d1dfd1b73660a97ca7dda2,43,47,2,8,True
tensor_coprime,composites,deterministic,16,2,False,-1,f617e50e5128ef4c903276ab9ae120de3db9231ddbe26dc5e4c60604b60e3893,47,51,2,8,True
v2_equal,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
v2_parity_equal,composites,deterministic,16,2,False,-1,7d8f490677d9a40de16089248cfd87117f5192e0018b513389cdcd0343ab7532,43,47,2,4,True
entropy_increasing,composites,deterministic,16,2,False,-1,ecf312f5c9e561b2a37cf1e55c88462b5c5c6cf9eb52d021eb0673f234d57691,48,51,2,15,True
entropy_bin_equal,composites,deterministic,16,2,False,-1,1d895eef1227cbcca12823e70ec2c22f43b20956cd7054e414b02f59fa6ce06c,46,50,2,13,True
ordered_consecutive_tensor_atoms,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,composites,deterministic,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14000,16,2,False,-1,d6e52b3e68774a5c23af4111d71961701bb1a7ee5ddd4b11b386a8fd0dbf27a7,73,75,2,15,True
factor_depth_sum,shuffled_primes,14000,16,2,False,-1,d6e52b3e68774a5c23af4111d71961701bb1a7ee5ddd4b11b386a8fd0dbf27a7,73,75,2,15,True
indecomposable_pair,shuffled_primes,14000,16,2,False,-1,d6e52b3e68774a5c23af4111d71961701bb1a7ee5ddd4b11b386a8fd0dbf27a7,73,75,2,15,True
factor_depth_equal,shuffled_primes,14000,16,2,False,-1,d6e52b3e68774a5c23af4111d71961701bb1a7ee5ddd4b11b386a8fd0dbf27a7,73,75,2,15,True
distinct_depth_equal,shuffled_primes,14000,16,2,False,-1,d6e52b3e68774a5c23af4111d71961701bb1a7ee5ddd4b11b386a8fd0dbf27a7,73,75,2,15,True
tensor_coprime,shuffled_primes,14000,16,2,False,-1,d6e52b3e68774a5c23af4111d71961701bb1a7ee5ddd4b11b386a8fd0dbf27a7,73,75,2,15,True
v2_equal,shuffled_primes,14000,16,2,False,-1,25f1136434e1317dc1b9f107e75b97b6d5289338c1285bbabc9d6263f566e72d,72,75,2,13,True
v2_parity_equal,shuffled_primes,14000,16,2,False,-1,25f1136434e1317dc1b9f107e75b97b6d5289338c1285bbabc9d6263f566e72d,72,75,2,13,True
entropy_increasing,shuffled_primes,14000,16,2,False,-1,a42848a936355f0c6cb4fd0fa5ca54af82855a038a1941f933ba8260d77205e0,64,67,2,8,True
entropy_bin_equal,shuffled_primes,14000,16,2,False,-1,257cc809febc1c09b67ffcbc1b30f9d9d9637d3ccd36e79d062be2097910fb2f,59,63,2,5,True
ordered_consecutive_tensor_atoms,shuffled_primes,14000,16,2,False,-1,72e924c9ffca18a742b850d87789dba969a88a3f0c308b1bf2056dbd6e8fb3f0,35,39,2,1,True
consecutive_run_2,shuffled_primes,14000,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14000,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14000,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14000,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14000,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14000,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14000,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14001,16,2,False,-1,77e66e4e092cf0c3b9b296107f43a8ef87094e92c2f603ce65b763ac4d479a02,72,74,2,15,True
factor_depth_sum,shuffled_primes,14001,16,2,False,-1,77e66e4e092cf0c3b9b296107f43a8ef87094e92c2f603ce65b763ac4d479a02,72,74,2,15,True
indecomposable_pair,shuffled_primes,14001,16,2,False,-1,77e66e4e092cf0c3b9b296107f43a8ef87094e92c2f603ce65b763ac4d479a02,72,74,2,15,True
factor_depth_equal,shuffled_primes,14001,16,2,False,-1,77e66e4e092cf0c3b9b296107f43a8ef87094e92c2f603ce65b763ac4d479a02,72,74,2,15,True
distinct_depth_equal,shuffled_primes,14001,16,2,False,-1,77e66e4e092cf0c3b9b296107f43a8ef87094e92c2f603ce65b763ac4d479a02,72,74,2,15,True
tensor_coprime,shuffled_primes,14001,16,2,False,-1,77e66e4e092cf0c3b9b296107f43a8ef87094e92c2f603ce65b763ac4d479a02,72,74,2,15,True
v2_equal,shuffled_primes,14001,16,2,False,-1,70aa85f1caf8927d38f105858d62b131929b521a7b0b4218460ab17c2f596e1e,70,73,2,13,True
v2_parity_equal,shuffled_primes,14001,16,2,False,-1,70aa85f1caf8927d38f105858d62b131929b521a7b0b4218460ab17c2f596e1e,70,73,2,13,True
entropy_increasing,shuffled_primes,14001,16,2,False,-1,b356afdcc6aafa8cabc74ea6039d1f6e65c2ed18b078e7d0b64935488c75e17c,70,72,2,9,True
entropy_bin_equal,shuffled_primes,14001,16,2,False,-1,27e01002ffa72c2b11cdf2339315fdf36bbcb3a384fba876441066fadeb1c9c3,52,59,2,4,True
ordered_consecutive_tensor_atoms,shuffled_primes,14001,16,2,False,-1,4e085937a548870f3efd0eaa067ce57b6661b9eb130cb513cb4c475a1b19c4a3,41,49,2,2,True
consecutive_run_2,shuffled_primes,14001,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14001,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14001,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14001,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14001,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14001,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14001,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14002,16,2,False,-1,67ecf01a3ebe33a2c50f8f639ef2bf78b31c161f7593ab394a36b4f9e3bac2da,69,71,2,15,True
factor_depth_sum,shuffled_primes,14002,16,2,False,-1,67ecf01a3ebe33a2c50f8f639ef2bf78b31c161f7593ab394a36b4f9e3bac2da,69,71,2,15,True
indecomposable_pair,shuffled_primes,14002,16,2,False,-1,67ecf01a3ebe33a2c50f8f639ef2bf78b31c161f7593ab394a36b4f9e3bac2da,69,71,2,15,True
factor_depth_equal,shuffled_primes,14002,16,2,False,-1,67ecf01a3ebe33a2c50f8f639ef2bf78b31c161f7593ab394a36b4f9e3bac2da,69,71,2,15,True
distinct_depth_equal,shuffled_primes,14002,16,2,False,-1,67ecf01a3ebe33a2c50f8f639ef2bf78b31c161f7593ab394a36b4f9e3bac2da,69,71,2,15,True
tensor_coprime,shuffled_primes,14002,16,2,False,-1,67ecf01a3ebe33a2c50f8f639ef2bf78b31c161f7593ab394a36b4f9e3bac2da,69,71,2,15,True
v2_equal,shuffled_primes,14002,16,2,False,-1,dfb3f6f7406f93f39a71075dca669edb33e66456eac51f899be6a8ea10e78ec0,68,71,2,13,True
v2_parity_equal,shuffled_primes,14002,16,2,False,-1,dfb3f6f7406f93f39a71075dca669edb33e66456eac51f899be6a8ea10e78ec0,68,71,2,13,True
entropy_increasing,shuffled_primes,14002,16,2,False,-1,a1751006e8d5d507c2302035110b6801f2ea9a33f5ee1d7e12af6cc610c321ec,63,66,2,8,True
entropy_bin_equal,shuffled_primes,14002,16,2,False,-1,f4afb054e58d93a5c459a3a81fbe32d740780ec7e287493c1e8545f09e79c108,58,64,2,5,True
ordered_consecutive_tensor_atoms,shuffled_primes,14002,16,2,False,-1,9cdbaff6c30f7c04a3b9c1a8934a355c39d71b35e295217db9e7b0f184d3acb5,35,42,2,1,True
consecutive_run_2,shuffled_primes,14002,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14002,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14002,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14002,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14002,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14002,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14002,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14003,16,2,False,-1,6e1c08e0efd0a4e4b9dc11dd1d90e56844fe8bf5eeffc6f5ad90f02a29c8a518,68,71,2,15,True
factor_depth_sum,shuffled_primes,14003,16,2,False,-1,6e1c08e0efd0a4e4b9dc11dd1d90e56844fe8bf5eeffc6f5ad90f02a29c8a518,68,71,2,15,True
indecomposable_pair,shuffled_primes,14003,16,2,False,-1,6e1c08e0efd0a4e4b9dc11dd1d90e56844fe8bf5eeffc6f5ad90f02a29c8a518,68,71,2,15,True
factor_depth_equal,shuffled_primes,14003,16,2,False,-1,6e1c08e0efd0a4e4b9dc11dd1d90e56844fe8bf5eeffc6f5ad90f02a29c8a518,68,71,2,15,True
distinct_depth_equal,shuffled_primes,14003,16,2,False,-1,6e1c08e0efd0a4e4b9dc11dd1d90e56844fe8bf5eeffc6f5ad90f02a29c8a518,68,71,2,15,True
tensor_coprime,shuffled_primes,14003,16,2,False,-1,6e1c08e0efd0a4e4b9dc11dd1d90e56844fe8bf5eeffc6f5ad90f02a29c8a518,68,71,2,15,True
v2_equal,shuffled_primes,14003,16,2,False,-1,2d1890ae6f859e2925c5cbac05554edf72f51ef122a3fbbe84f6e83ae0e131d0,67,71,2,14,True
v2_parity_equal,shuffled_primes,14003,16,2,False,-1,2d1890ae6f859e2925c5cbac05554edf72f51ef122a3fbbe84f6e83ae0e131d0,67,71,2,14,True
entropy_increasing,shuffled_primes,14003,16,2,False,-1,799b24c23a4bdab5b27f0cbd834ba8b66d700b512b01f863b607375e9b3f3b93,60,63,2,6,True
entropy_bin_equal,shuffled_primes,14003,16,2,False,-1,f3970be3bcb921582725470f0b12a51cccc30e8b9a2a4ccf9c79e59005a3e530,63,66,2,7,True
ordered_consecutive_tensor_atoms,shuffled_primes,14003,16,2,False,-1,2fa711262c17f567cef1bf037f04f08746cacc8321ef2f42e8ade8e4f54a0fb2,36,39,2,1,True
consecutive_run_2,shuffled_primes,14003,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14003,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14003,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14003,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14003,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14003,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14003,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14004,16,2,False,-1,73ffb8eb84f958a617cf5b8a9d188be0db8a50c06055133e2f4e27124ee4af66,69,71,2,15,True
factor_depth_sum,shuffled_primes,14004,16,2,False,-1,73ffb8eb84f958a617cf5b8a9d188be0db8a50c06055133e2f4e27124ee4af66,69,71,2,15,True
indecomposable_pair,shuffled_primes,14004,16,2,False,-1,73ffb8eb84f958a617cf5b8a9d188be0db8a50c06055133e2f4e27124ee4af66,69,71,2,15,True
factor_depth_equal,shuffled_primes,14004,16,2,False,-1,73ffb8eb84f958a617cf5b8a9d188be0db8a50c06055133e2f4e27124ee4af66,69,71,2,15,True
distinct_depth_equal,shuffled_primes,14004,16,2,False,-1,73ffb8eb84f958a617cf5b8a9d188be0db8a50c06055133e2f4e27124ee4af66,69,71,2,15,True
tensor_coprime,shuffled_primes,14004,16,2,False,-1,73ffb8eb84f958a617cf5b8a9d188be0db8a50c06055133e2f4e27124ee4af66,69,71,2,15,True
v2_equal,shuffled_primes,14004,16,2,False,-1,909f81ca0ea5dbf471d0f4b29dff4e22343f341e123145bb53831cc5c4b4cba2,68,71,2,13,True
v2_parity_equal,shuffled_primes,14004,16,2,False,-1,909f81ca0ea5dbf471d0f4b29dff4e22343f341e123145bb53831cc5c4b4cba2,68,71,2,13,True
entropy_increasing,shuffled_primes,14004,16,2,False,-1,1ca3329274283e7a8c198cf1bd59850ae63f14b00e77c0578ccf3461835b1639,52,54,2,5,True
entropy_bin_equal,shuffled_primes,14004,16,2,False,-1,210860e314dff82ebcfe85ad0bf49112a8c8448212f092ffaa2fb2cc1702610b,46,53,2,3,True
ordered_consecutive_tensor_atoms,shuffled_primes,14004,16,2,False,-1,78350f8f6058dba6ebc8e5a0eb49e8977cb6301fcf71ed669ffa3e0b73b35491,31,35,2,1,True
consecutive_run_2,shuffled_primes,14004,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14004,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14004,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14004,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14004,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14004,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14004,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14005,16,2,False,-1,37565778d862d03ad4d7a0586f728b117186848aec36b2ac6e57605748197a7f,72,74,2,15,True
factor_depth_sum,shuffled_primes,14005,16,2,False,-1,37565778d862d03ad4d7a0586f728b117186848aec36b2ac6e57605748197a7f,72,74,2,15,True
indecomposable_pair,shuffled_primes,14005,16,2,False,-1,37565778d862d03ad4d7a0586f728b117186848aec36b2ac6e57605748197a7f,72,74,2,15,True
factor_depth_equal,shuffled_primes,14005,16,2,False,-1,37565778d862d03ad4d7a0586f728b117186848aec36b2ac6e57605748197a7f,72,74,2,15,True
distinct_depth_equal,shuffled_primes,14005,16,2,False,-1,37565778d862d03ad4d7a0586f728b117186848aec36b2ac6e57605748197a7f,72,74,2,15,True
tensor_coprime,shuffled_primes,14005,16,2,False,-1,37565778d862d03ad4d7a0586f728b117186848aec36b2ac6e57605748197a7f,72,74,2,15,True
v2_equal,shuffled_primes,14005,16,2,False,-1,057769e06ce37ad3fe3d6fc57e9d5934e39c8f31fa334e5b8246eef1cc3016e3,71,74,2,13,True
v2_parity_equal,shuffled_primes,14005,16,2,False,-1,057769e06ce37ad3fe3d6fc57e9d5934e39c8f31fa334e5b8246eef1cc3016e3,71,74,2,13,True
entropy_increasing,shuffled_primes,14005,16,2,False,-1,153ccb4ec8566b85ce3d6550f1fcace46d6867af6ba8c6fa7d72b72b9850896c,55,58,2,4,True
entropy_bin_equal,shuffled_primes,14005,16,2,False,-1,b9077b2072343366dbf299c79c23d70e04cfbd1b589492fd011b71d8089d5c65,55,58,2,5,True
ordered_consecutive_tensor_atoms,shuffled_primes,14005,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,shuffled_primes,14005,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14005,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14005,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14005,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14005,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14005,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14005,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14006,16,2,False,-1,aa8cef8a36a1d178635a258ddc99cc549afdcbed05a3c6818b0122c980ff07c6,71,73,2,15,True
factor_depth_sum,shuffled_primes,14006,16,2,False,-1,aa8cef8a36a1d178635a258ddc99cc549afdcbed05a3c6818b0122c980ff07c6,71,73,2,15,True
indecomposable_pair,shuffled_primes,14006,16,2,False,-1,aa8cef8a36a1d178635a258ddc99cc549afdcbed05a3c6818b0122c980ff07c6,71,73,2,15,True
factor_depth_equal,shuffled_primes,14006,16,2,False,-1,aa8cef8a36a1d178635a258ddc99cc549afdcbed05a3c6818b0122c980ff07c6,71,73,2,15,True
distinct_depth_equal,shuffled_primes,14006,16,2,False,-1,aa8cef8a36a1d178635a258ddc99cc549afdcbed05a3c6818b0122c980ff07c6,71,73,2,15,True
tensor_coprime,shuffled_primes,14006,16,2,False,-1,aa8cef8a36a1d178635a258ddc99cc549afdcbed05a3c6818b0122c980ff07c6,71,73,2,15,True
v2_equal,shuffled_primes,14006,16,2,False,-1,34cf554b9589b973aea814b58a9cb3a8b3041dc35db2b465f55913b09a1679ed,69,73,2,13,True
v2_parity_equal,shuffled_primes,14006,16,2,False,-1,34cf554b9589b973aea814b58a9cb3a8b3041dc35db2b465f55913b09a1679ed,69,73,2,13,True
entropy_increasing,shuffled_primes,14006,16,2,False,-1,25f93183183533ed0c945b5c61b41c6215dda554804a61dcbab1e1227565c337,54,57,2,6,True
entropy_bin_equal,shuffled_primes,14006,16,2,False,-1,3097cb2c934f95c5c7ec2d8a5f1dee40cdc62097aadd3e60bd317abcf82bfedf,63,65,2,6,True
ordered_consecutive_tensor_atoms,shuffled_primes,14006,16,2,False,-1,ba7614b024825b5beb2ef3b9e929ad6efe4ad8292048e9e3d8878986a76d5f04,40,43,2,2,True
consecutive_run_2,shuffled_primes,14006,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14006,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14006,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14006,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14006,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14006,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14006,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14007,16,2,False,-1,42ae8b1f5ddc555d315b181c8f4d26a70ab12757a2dbe86de15f4a0c31dc9ac2,71,73,2,15,True
factor_depth_sum,shuffled_primes,14007,16,2,False,-1,42ae8b1f5ddc555d315b181c8f4d26a70ab12757a2dbe86de15f4a0c31dc9ac2,71,73,2,15,True
indecomposable_pair,shuffled_primes,14007,16,2,False,-1,42ae8b1f5ddc555d315b181c8f4d26a70ab12757a2dbe86de15f4a0c31dc9ac2,71,73,2,15,True
factor_depth_equal,shuffled_primes,14007,16,2,False,-1,42ae8b1f5ddc555d315b181c8f4d26a70ab12757a2dbe86de15f4a0c31dc9ac2,71,73,2,15,True
distinct_depth_equal,shuffled_primes,14007,16,2,False,-1,42ae8b1f5ddc555d315b181c8f4d26a70ab12757a2dbe86de15f4a0c31dc9ac2,71,73,2,15,True
tensor_coprime,shuffled_primes,14007,16,2,False,-1,42ae8b1f5ddc555d315b181c8f4d26a70ab12757a2dbe86de15f4a0c31dc9ac2,71,73,2,15,True
v2_equal,shuffled_primes,14007,16,2,False,-1,94a94a26f2d0a9abb94d69814b9a20a089c94efb302a33fd0bce606052078109,70,73,2,13,True
