rule,inventory,control_id,N,mode,coefficient_exact_zero,coefficient_sign,coefficient_sha256,numerator_digits,denominator_digits,first_degree,active_edge_count,neutral_euler_safe
consecutive_run_5,random_increasing,14114,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,random_increasing,14114,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,random_increasing,14114,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,random_increasing,14114,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,random_increasing,14115,64,2,False,-1,d76aba5c819a22c1a074475611a2cfb7b7ee6eae37e44df698caea60c064afe5,457,461,2,63,True
factor_depth_sum,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
indecomposable_pair,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
factor_depth_equal,random_increasing,14115,64,2,False,-1,d2a169aede0d4e085bbad4a01272720f08442a8229be33c73b5d48ce13407d18,362,369,2,15,True
distinct_depth_equal,random_increasing,14115,64,2,False,-1,67c99ca895fb646000640f2b2f85bbf74aadff0341d9231392fe9026168dcd1d,392,396,2,26,True
tensor_coprime,random_increasing,14115,64,2,False,-1,0db00bfdcb31e018b9f5cc3c7af8d33609c7ed374dd67a34b87cbf956006df71,410,417,2,28,True
v2_equal,random_increasing,14115,64,2,False,-1,e4dc9cc9a0ff5f1492d2ea4b8e710756e06c6d445ecae2878e0b1661ce7b8c12,395,398,2,22,True
v2_parity_equal,random_increasing,14115,64,2,False,-1,37b960830910ac9780687cee5e1b44c13164b2bf187b246afc3886485203510c,436,439,2,40,True
entropy_increasing,random_increasing,14115,64,2,False,-1,d76aba5c819a22c1a074475611a2cfb7b7ee6eae37e44df698caea60c064afe5,457,461,2,63,True
entropy_bin_equal,random_increasing,14115,64,2,False,-1,62104a1e46b62dccf2460716371b8c7e775db28dc3ff0500c9dee8dc3da5cdde,454,460,2,57,True
ordered_consecutive_tensor_atoms,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,random_increasing,14115,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,prefix_preserving_shuffle,12,64,2,False,-1,666c0dc414a21a3f4f121274442a530139034eb6df669206d01f5c3c6511efc6,455,457,2,63,True
factor_depth_sum,prefix_preserving_shuffle,12,64,2,False,-1,666c0dc414a21a3f4f121274442a530139034eb6df669206d01f5c3c6511efc6,455,457,2,63,True
indecomposable_pair,prefix_preserving_shuffle,12,64,2,False,-1,666c0dc414a21a3f4f121274442a530139034eb6df669206d01f5c3c6511efc6,455,457,2,63,True
factor_depth_equal,prefix_preserving_shuffle,12,64,2,False,-1,666c0dc414a21a3f4f121274442a530139034eb6df669206d01f5c3c6511efc6,455,457,2,63,True
distinct_depth_equal,prefix_preserving_shuffle,12,64,2,False,-1,666c0dc414a21a3f4f121274442a530139034eb6df669206d01f5c3c6511efc6,455,457,2,63,True
tensor_coprime,prefix_preserving_shuffle,12,64,2,False,-1,666c0dc414a21a3f4f121274442a530139034eb6df669206d01f5c3c6511efc6,455,457,2,63,True
v2_equal,prefix_preserving_shuffle,12,64,2,False,-1,18f96976a5b28c5336f845490c300876039718ff95db4180ef03f92291ce34ff,454,457,2,62,True
v2_parity_equal,prefix_preserving_shuffle,12,64,2,False,-1,18f96976a5b28c5336f845490c300876039718ff95db4180ef03f92291ce34ff,454,457,2,62,True
entropy_increasing,prefix_preserving_shuffle,12,64,2,False,-1,c64550da8fbcdee388c8c4047f1369942e4be20fec395161b2b571023a081a06,249,251,2,12,True
entropy_bin_equal,prefix_preserving_shuffle,12,64,2,False,-1,e117032d8c0e6d39795be559e9ad509cf6c20500af0b59d3c18c280060adaa00,454,456,2,55,True
ordered_consecutive_tensor_atoms,prefix_preserving_shuffle,12,64,2,False,-1,33b5138894bd99cac71834a7102a3a5474489d71a8d85a738eb571c446d901d6,244,246,2,11,True
consecutive_run_2,prefix_preserving_shuffle,12,64,2,False,-1,dcd334c60eea1edd1b978e9d9885d8012ee7ebc4ddc0f299fbc6354c7f8aeca0,243,246,2,10,True
consecutive_run_3,prefix_preserving_shuffle,12,64,2,False,-1,da8e39db9e2b6ac2ae7b2b1a3fda5a0011a6b85038d4f883f4ef129a810b8b49,240,244,2,9,True
consecutive_run_4,prefix_preserving_shuffle,12,64,2,False,-1,06eecce8cd332293bbdf4187527e10ee45cc793c32fc8294614b0b1ada99b5ff,238,243,2,8,True
consecutive_run_5,prefix_preserving_shuffle,12,64,2,False,-1,148071d3ce681136a3e08b03a0258918e403a4ef4fb3df160b70f2005b8081db,234,239,2,7,True
consecutive_run_6,prefix_preserving_shuffle,12,64,2,False,-1,25081d645b078ea1d6816fc46da2b4cc0080c2e8d69c43066c67aca18e30090d,229,235,2,6,True
consecutive_run_7,prefix_preserving_shuffle,12,64,2,False,-1,153fd319ea906505f33ca3fe3462222bc4d28a4746276671184e852975dd56d1,233,239,2,5,True
consecutive_run_8,prefix_preserving_shuffle,12,64,2,False,-1,45d4a48d0364e64334741ce1351aef7835de0820b355d1f2c5592fe3999e1c82,229,235,2,4,True
constant,block_preserving_shuffle,12,64,2,False,-1,0c8f434c4cf47a5ec98d06e79a5470543d8e3959ab39dfdeb481e6d1a9fcaba1,455,457,2,63,True
factor_depth_sum,block_preserving_shuffle,12,64,2,False,-1,0c8f434c4cf47a5ec98d06e79a5470543d8e3959ab39dfdeb481e6d1a9fcaba1,455,457,2,63,True
indecomposable_pair,block_preserving_shuffle,12,64,2,False,-1,0c8f434c4cf47a5ec98d06e79a5470543d8e3959ab39dfdeb481e6d1a9fcaba1,455,457,2,63,True
factor_depth_equal,block_preserving_shuffle,12,64,2,False,-1,0c8f434c4cf47a5ec98d06e79a5470543d8e3959ab39dfdeb481e6d1a9fcaba1,455,457,2,63,True
distinct_depth_equal,block_preserving_shuffle,12,64,2,False,-1,0c8f434c4cf47a5ec98d06e79a5470543d8e3959ab39dfdeb481e6d1a9fcaba1,455,457,2,63,True
tensor_coprime,block_preserving_shuffle,12,64,2,False,-1,0c8f434c4cf47a5ec98d06e79a5470543d8e3959ab39dfdeb481e6d1a9fcaba1,455,457,2,63,True
v2_equal,block_preserving_shuffle,12,64,2,False,-1,fcd1a0f61ed3c31ebb5693448af6fe529b74318ae5166586c7d461341812e118,454,457,2,61,True
v2_parity_equal,block_preserving_shuffle,12,64,2,False,-1,fcd1a0f61ed3c31ebb5693448af6fe529b74318ae5166586c7d461341812e118,454,457,2,61,True
entropy_increasing,block_preserving_shuffle,12,64,2,False,-1,fa44577aee0c30b43db113785e55f46d1bf0d7dab8e1306381c8130a58197d87,455,457,2,62,True
entropy_bin_equal,block_preserving_shuffle,12,64,2,False,-1,e117032d8c0e6d39795be559e9ad509cf6c20500af0b59d3c18c280060adaa00,454,456,2,55,True
ordered_consecutive_tensor_atoms,block_preserving_shuffle,12,64,2,False,-1,fa44577aee0c30b43db113785e55f46d1bf0d7dab8e1306381c8130a58197d87,455,457,2,62,True
consecutive_run_2,block_preserving_shuffle,12,64,2,False,-1,ab9ebdd28ba8f82921ccbcbc455b8e6efd09cf44f584cb5c8628426b65a52e38,451,454,2,60,True
consecutive_run_3,block_preserving_shuffle,12,64,2,False,-1,1fc53fee479df68598d428484baeb44180ee9e5c47931e2d41e5e30598c1a4d7,444,448,2,58,True
consecutive_run_4,block_preserving_shuffle,12,64,2,False,-1,d92b08f82728f51ba513fddcdf446a9a5ec414c10c1579f381666c25b4fec061,441,446,2,56,True
consecutive_run_5,block_preserving_shuffle,12,64,2,False,-1,13c666f8d58c6bfa7309d556df2c9507abfd218fbe5f6671e423a580d0012fb3,433,438,2,54,True
consecutive_run_6,block_preserving_shuffle,12,64,2,False,-1,16e39b27a11a4c51be63b4e86ed058723e91251da284af5e29716704d37d844c,433,439,2,52,True
consecutive_run_7,block_preserving_shuffle,12,64,2,False,-1,fb229ae8b845882b6baa678c4e08d2a24359e04538264631958d3bbad33dbc76,431,437,2,50,True
consecutive_run_8,block_preserving_shuffle,12,64,2,False,-1,25626a783a9f3146c4b6438c992b62359374fb7d49f631f18f7fc7ff054efca4,424,430,2,48,True
constant,tensor_primes,primary,128,2,False,-1,e9f5df5dd0f582a00175224fcdb6ea3237b9407280c748b304cfc2645e0f991e,1074,1077,2,127,True
factor_depth_sum,tensor_primes,primary,128,2,False,-1,e9f5df5dd0f582a00175224fcdb6ea3237b9407280c748b304cfc2645e0f991e,1074,1077,2,127,True
indecomposable_pair,tensor_primes,primary,128,2,False,-1,e9f5df5dd0f582a00175224fcdb6ea3237b9407280c748b304cfc2645e0f991e,1074,1077,2,127,True
factor_depth_equal,tensor_primes,primary,128,2,False,-1,e9f5df5dd0f582a00175224fcdb6ea3237b9407280c748b304cfc2645e0f991e,1074,1077,2,127,True
distinct_depth_equal,tensor_primes,primary,128,2,False,-1,e9f5df5dd0f582a00175224fcdb6ea3237b9407280c748b304cfc2645e0f991e,1074,1077,2,127,True
tensor_coprime,tensor_primes,primary,128,2,False,-1,e9f5df5dd0f582a00175224fcdb6ea3237b9407280c748b304cfc2645e0f991e,1074,1077,2,127,True
v2_equal,tensor_primes,primary,128,2,False,-1,f017afa7fea2d5bbf5897a30a226d70d21901651db9e8929c7e0dd02de8ed30f,1073,1077,2,126,True
v2_parity_equal,tensor_primes,primary,128,2,False,-1,f017afa7fea2d5bbf5897a30a226d70d21901651db9e8929c7e0dd02de8ed30f,1073,1077,2,126,True
entropy_increasing,tensor_primes,primary,128,2,False,-1,e9f5df5dd0f582a00175224fcdb6ea3237b9407280c748b304cfc2645e0f991e,1074,1077,2,127,True
entropy_bin_equal,tensor_primes,primary,128,2,False,-1,c6e34aee30870f8a80d9ac3ca0b672409e4d9a814eada09e105635204d9fd720,1075,1077,2,119,True
ordered_consecutive_tensor_atoms,tensor_primes,primary,128,2,False,-1,e9f5df5dd0f582a00175224fcdb6ea3237b9407280c748b304cfc2645e0f991e,1074,1077,2,127,True
consecutive_run_2,tensor_primes,primary,128,2,False,-1,f017afa7fea2d5bbf5897a30a226d70d21901651db9e8929c7e0dd02de8ed30f,1073,1077,2,126,True
consecutive_run_3,tensor_primes,primary,128,2,False,-1,eb7e3a72f8c1a0a2788c3fe26464ac82a9ffa6d424f79850cdace880cc8354d2,1072,1076,2,125,True
consecutive_run_4,tensor_primes,primary,128,2,False,-1,8ba5ebf66bc7b1bc7d7000425b4ef7f47a714a2d13db9161494c5a3f23cef458,1071,1075,2,124,True
consecutive_run_5,tensor_primes,primary,128,2,False,-1,60c6371a3c0456c3baaf3cb8b3fac6072698e500e1cf12f9bb9947ee8c59cc3a,1068,1073,2,123,True
consecutive_run_6,tensor_primes,primary,128,2,False,-1,97eb66547132abd3d76803414ef56760ae1ad4b620415d6295e51bc38eb0784e,1068,1073,2,122,True
consecutive_run_7,tensor_primes,primary,128,2,False,-1,9001d54ad4468acbefbf0cecbe6d772b91d8b36dc0a8e6258ec160002ac028a0,1068,1073,2,121,True
consecutive_run_8,tensor_primes,primary,128,2,False,-1,1df49fd0b66d205deb7d3e12d9600aa3a5d462f2b24153f9a9ba71541ae30028,1063,1069,2,120,True
constant,composites,deterministic,128,2,False,-1,52bade53da555cad449180a218755bf1eb2c20ae0381101ff8ebc16e6746878a,477,480,2,127,True
factor_depth_sum,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,4,0,True
indecomposable_pair,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
factor_depth_equal,composites,deterministic,128,2,False,-1,1d7f5f542aecd88b5a0d86a35e060f3768fd285779cda944b9d6443aa95da3de,472,475,2,37,True
distinct_depth_equal,composites,deterministic,128,2,False,-1,fe0fa81aec405dbeca0761e90b10def89de7c98de355d745ad3b3b2e2a89d61f,472,477,2,67,True
tensor_coprime,composites,deterministic,128,2,False,-1,0b1adb180152354dea0ead1d3e6fbf0cf08ce6eb37c5261f525d56d23b62b533,474,479,2,90,True
v2_equal,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
v2_parity_equal,composites,deterministic,128,2,False,-1,8921a8f37633ceb91b5a3243ea9357ceaf361cb2240ca2fafb7d3f477f866409,455,460,2,42,True
entropy_increasing,composites,deterministic,128,2,False,-1,52bade53da555cad449180a218755bf1eb2c20ae0381101ff8ebc16e6746878a,477,480,2,127,True
entropy_bin_equal,composites,deterministic,128,2,False,-1,276f7463af5b8a43d174feb8cd0adce1cf8e3b28713c7bcb96e8a90391cb9d33,477,480,2,122,True
ordered_consecutive_tensor_atoms,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,composites,deterministic,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14000,128,2,False,-1,5cf542784039c761ad5ffb19c76e5fde0617bf9d7be558aceead29579339b49f,1076,1078,2,127,True
factor_depth_sum,shuffled_primes,14000,128,2,False,-1,5cf542784039c761ad5ffb19c76e5fde0617bf9d7be558aceead29579339b49f,1076,1078,2,127,True
indecomposable_pair,shuffled_primes,14000,128,2,False,-1,5cf542784039c761ad5ffb19c76e5fde0617bf9d7be558aceead29579339b49f,1076,1078,2,127,True
factor_depth_equal,shuffled_primes,14000,128,2,False,-1,5cf542784039c761ad5ffb19c76e5fde0617bf9d7be558aceead29579339b49f,1076,1078,2,127,True
distinct_depth_equal,shuffled_primes,14000,128,2,False,-1,5cf542784039c761ad5ffb19c76e5fde0617bf9d7be558aceead29579339b49f,1076,1078,2,127,True
tensor_coprime,shuffled_primes,14000,128,2,False,-1,5cf542784039c761ad5ffb19c76e5fde0617bf9d7be558aceead29579339b49f,1076,1078,2,127,True
v2_equal,shuffled_primes,14000,128,2,False,-1,b5790c7d72b54022aaaa9f1de71021bb68aef41b73c844944ccb536499a273c3,1075,1078,2,125,True
v2_parity_equal,shuffled_primes,14000,128,2,False,-1,b5790c7d72b54022aaaa9f1de71021bb68aef41b73c844944ccb536499a273c3,1075,1078,2,125,True
entropy_increasing,shuffled_primes,14000,128,2,False,-1,2ef38260908bf12baf67cd89664b78eb3939cf578db901d112208c4e3d227c93,996,999,2,62,True
entropy_bin_equal,shuffled_primes,14000,128,2,False,-1,479deaaf41a00b68c6a6cea9523e69cdfa881d7546873347242b5cf11891811f,763,770,2,27,True
ordered_consecutive_tensor_atoms,shuffled_primes,14000,128,2,False,-1,86c4bdf1125a1add8c71477c0591f4067c29c9a937b6e8096330f04a3d5fdf94,527,535,2,2,True
consecutive_run_2,shuffled_primes,14000,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14000,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14000,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14000,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14000,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14000,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14000,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14001,128,2,False,-1,41312c403e456d88b31112b13d604be6786df425aa0f974cb4a06ea3843caa99,1073,1075,2,127,True
factor_depth_sum,shuffled_primes,14001,128,2,False,-1,41312c403e456d88b31112b13d604be6786df425aa0f974cb4a06ea3843caa99,1073,1075,2,127,True
indecomposable_pair,shuffled_primes,14001,128,2,False,-1,41312c403e456d88b31112b13d604be6786df425aa0f974cb4a06ea3843caa99,1073,1075,2,127,True
factor_depth_equal,shuffled_primes,14001,128,2,False,-1,41312c403e456d88b31112b13d604be6786df425aa0f974cb4a06ea3843caa99,1073,1075,2,127,True
distinct_depth_equal,shuffled_primes,14001,128,2,False,-1,41312c403e456d88b31112b13d604be6786df425aa0f974cb4a06ea3843caa99,1073,1075,2,127,True
tensor_coprime,shuffled_primes,14001,128,2,False,-1,41312c403e456d88b31112b13d604be6786df425aa0f974cb4a06ea3843caa99,1073,1075,2,127,True
v2_equal,shuffled_primes,14001,128,2,False,-1,aa5bdb468e45298a629fe46d839446c82d4b3e83a6f7b2deabe70b417d4016e0,1072,1075,2,125,True
v2_parity_equal,shuffled_primes,14001,128,2,False,-1,aa5bdb468e45298a629fe46d839446c82d4b3e83a6f7b2deabe70b417d4016e0,1072,1075,2,125,True
entropy_increasing,shuffled_primes,14001,128,2,False,-1,39861826ee60eff14d1707b5a1ce31c6949c67f6c12a993ae1f01657f269cfec,985,988,2,62,True
entropy_bin_equal,shuffled_primes,14001,128,2,False,-1,92b0e670f450816df7c96c524f4fcc3d3b3e39758be994216d8ee731d04fe7b0,795,802,2,31,True
ordered_consecutive_tensor_atoms,shuffled_primes,14001,128,2,False,-1,ed88bcac1fa104966802d64a322ae1782609f71c37284d8c11e78e86319c9355,546,556,2,3,True
consecutive_run_2,shuffled_primes,14001,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14001,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14001,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14001,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14001,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14001,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14001,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14002,128,2,False,-1,76cdd7e58d53a096e9515eb3e3071e1d6451e861ad6ddde6ab996bcd1f8c7597,1075,1077,2,127,True
factor_depth_sum,shuffled_primes,14002,128,2,False,-1,76cdd7e58d53a096e9515eb3e3071e1d6451e861ad6ddde6ab996bcd1f8c7597,1075,1077,2,127,True
indecomposable_pair,shuffled_primes,14002,128,2,False,-1,76cdd7e58d53a096e9515eb3e3071e1d6451e861ad6ddde6ab996bcd1f8c7597,1075,1077,2,127,True
factor_depth_equal,shuffled_primes,14002,128,2,False,-1,76cdd7e58d53a096e9515eb3e3071e1d6451e861ad6ddde6ab996bcd1f8c7597,1075,1077,2,127,True
distinct_depth_equal,shuffled_primes,14002,128,2,False,-1,76cdd7e58d53a096e9515eb3e3071e1d6451e861ad6ddde6ab996bcd1f8c7597,1075,1077,2,127,True
tensor_coprime,shuffled_primes,14002,128,2,False,-1,76cdd7e58d53a096e9515eb3e3071e1d6451e861ad6ddde6ab996bcd1f8c7597,1075,1077,2,127,True
v2_equal,shuffled_primes,14002,128,2,False,-1,9da27a19ef85a6644484566d76cc2a1290a1154876acff883452a607baf4f589,1074,1077,2,125,True
v2_parity_equal,shuffled_primes,14002,128,2,False,-1,9da27a19ef85a6644484566d76cc2a1290a1154876acff883452a607baf4f589,1074,1077,2,125,True
entropy_increasing,shuffled_primes,14002,128,2,False,-1,6a2cd3442777335e355f9bbc8a73f270169e2e9eafcadabe768092f8dbdcc5a7,992,995,2,65,True
entropy_bin_equal,shuffled_primes,14002,128,2,False,-1,e8b55243a0c1fcfce29f0fb61e481a6a353c616b9f6c12d16a272d983098325e,827,833,2,35,True
ordered_consecutive_tensor_atoms,shuffled_primes,14002,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,shuffled_primes,14002,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14002,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14002,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14002,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14002,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14002,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14002,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14003,128,2,False,-1,430c9379eb54d60251a54660d4202691492f9476f065949f4484719b0fb1b015,1079,1082,2,127,True
factor_depth_sum,shuffled_primes,14003,128,2,False,-1,430c9379eb54d60251a54660d4202691492f9476f065949f4484719b0fb1b015,1079,1082,2,127,True
indecomposable_pair,shuffled_primes,14003,128,2,False,-1,430c9379eb54d60251a54660d4202691492f9476f065949f4484719b0fb1b015,1079,1082,2,127,True
factor_depth_equal,shuffled_primes,14003,128,2,False,-1,430c9379eb54d60251a54660d4202691492f9476f065949f4484719b0fb1b015,1079,1082,2,127,True
distinct_depth_equal,shuffled_primes,14003,128,2,False,-1,430c9379eb54d60251a54660d4202691492f9476f065949f4484719b0fb1b015,1079,1082,2,127,True
tensor_coprime,shuffled_primes,14003,128,2,False,-1,430c9379eb54d60251a54660d4202691492f9476f065949f4484719b0fb1b015,1079,1082,2,127,True
v2_equal,shuffled_primes,14003,128,2,False,-1,8b40d954df914e174db5e4fee0d51f1c2be4ad15aa4f553cfd0557751214a9f6,1078,1082,2,126,True
v2_parity_equal,shuffled_primes,14003,128,2,False,-1,8b40d954df914e174db5e4fee0d51f1c2be4ad15aa4f553cfd0557751214a9f6,1078,1082,2,126,True
entropy_increasing,shuffled_primes,14003,128,2,False,-1,3774019047e4da04b27682f40264dbd090a2bcf4b30c6b0d3f34559ece60e3b2,923,927,2,55,True
entropy_bin_equal,shuffled_primes,14003,128,2,False,-1,1d4bf5bd62d7dbe788323359d00e9af300baf04f61b355e9ee59f4c4ff822924,813,820,2,31,True
ordered_consecutive_tensor_atoms,shuffled_primes,14003,128,2,False,-1,31b7f10ff14b635ece51f6cb6ffdd64a9bd20ae270f993d7eb64f98a0de67d9b,530,541,2,2,True
consecutive_run_2,shuffled_primes,14003,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14003,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14003,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14003,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14003,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14003,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14003,128,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14004,128,2,False,-1,4b9025059d6be741aef75d089c18413a523077f1b43106d70875d56ef3a600e7,1075,1077,2,127,True
factor_depth_sum,shuffled_primes,14004,128,2,False,-1,4b9025059d6be741aef75d089c18413a523077f1b43106d70875d56ef3a600e7,1075,1077,2,127,True
indecomposable_pair,shuffled_primes,14004,128,2,False,-1,4b9025059d6be741aef75d089c18413a523077f1b43106d70875d56ef3a600e7,1075,1077,2,127,True
factor_depth_equal,shuffled_primes,14004,128,2,False,-1,4b9025059d6be741aef75d089c18413a523077f1b43106d70875d56ef3a600e7,1075,1077,2,127,True
