role,index,window,target,predicted,residual,percent_error
joint-L,97,train,231.2882,229.2944233275831,-1.9937766724168853,0.8620312979291141
joint-L,98,train,231.9872,232.3298825341091,0.34268253410908756,0.147716138696052
joint-L,99,train,233.6934,232.64874228703707,-1.0446577129629304,0.44702063171785356
joint-L,100,train,236.5242,233.26641878046095,-3.257781219539055,1.377356405618983
joint-L,101,development,237.7698204809252,233.76702801581445,-4.002792465110758,1.6834737297670952
joint-L,102,development,239.55547757332764,237.08359003832223,-2.4718875350054077,1.0318643347442413
joint-L,103,development,241.04915779621658,239.10263450398546,-1.9465232922311202,0.8075212998158304
joint-L,104,development,242.8232719342226,239.9161716353755,-2.907100298847098,1.197208272374565
joint-L,105,development,244.07089849707816,241.43887735477105,-2.63202114230711,1.0783838460522646
joint-L,106,development,247.1369900748975,241.8533719203804,-5.283618154517114,2.137930931713564
joint-L,107,development,248.10199006014847,242.33730927081098,-5.76468078933749,2.323512515131351
joint-L,108,development,249.5736896447072,242.78113723839562,-6.792552406311586,2.721662053392509
joint-L,109,development,251.014947795016,244.63991274179773,-6.375035053218284,2.5397033560026347
joint-L,110,development,253.06998674799948,245.11900104939338,-7.950985698606104,3.1418129825578602
joint-L,111,development,255.30625645491403,245.5169240021311,-9.78933245278293,3.8343488282323714
joint-L,112,development,256.38071369443446,249.61724825055632,-6.763465443878147,2.6380554708725614
joint-L,113,development,258.6104394915314,249.8296972051972,-8.780742286334203,3.395354922097699
joint-L,114,development,259.874406989678,252.23045986315742,-7.6439471265205725,2.941400507678382
joint-L,115,development,260.8050845045969,253.15376401711106,-7.651320487485833,2.93373133503882
joint-L,116,development,263.57389390487015,255.96199695740393,-7.611896947466221,2.887955569003935
joint-L,117,development,265.55785183887633,259.4158807998818,-6.141971038994541,2.312856123991054
joint-L,118,development,266.6149737815011,259.66577320677123,-6.9492005747298435,2.606455472536558
joint-L,119,development,267.92191508282406,259.75095788420606,-8.170957198617998,3.0497532074194336
joint-L,120,development,269.9704490239976,260.219546481783,-9.75090254221459,3.6118406949598523
joint-L,121,development,271.494055641645,261.74845036909653,-9.74560527254846,3.589620129809414
joint-L,122,development,273.4596091884033,262.75897192841717,-10.700637259986138,3.9130595160815154
joint-L,123,development,275.58749264934386,263.04520260693386,-12.542290042410002,4.551110038353137
joint-L,124,development,276.4520495031329,263.39206475651235,-13.059984746620557,4.7241410472786365
joint-L,125,development,278.25074352984194,266.5304471810638,-11.720296348778163,4.212134781778644
joint-L,126,development,279.22925092774517,268.2698558944379,-10.95939503330726,3.924873557084165
joint-L,127,development,282.4651147650521,270.7007879623931,-11.764326802658957,4.164877780551503
joint-L,128,development,283.2111857332339,270.93800850027185,-12.273177232962041,4.3335778568162056
joint-L,129,development,284.83596398090475,271.0648158665634,-13.771148114341372,4.834764515644022
joint-L,130,development,286.6674453630029,271.455348360936,-15.212097002066912,5.306531051268849
joint-L,131,development,287.9119205014222,272.22553046956983,-15.68639003185234,5.448329476783458
joint-L,132,development,289.5798549292188,273.98209663716403,-15.597758292054777,5.386340944147269
joint-L,133,development,291.8462913290674,275.23234893603876,-16.61394239302865,5.692702935291311
joint-L,134,development,293.5584341393563,284.4623846795722,-9.09604945978407,3.0985481600797913
joint-L,135,development,294.9653696192655,284.7203219835584,-10.245047635707124,3.473305238825559
joint-L,136,development,295.57325487895827,285.9530471908406,-9.62020768811766,3.2547625772356437
joint-L,137,development,297.97927706194344,286.4086007681783,-11.570676293765132,3.8830473071319784
joint-L,138,development,299.8403260537213,288.0244238662803,-11.815902187440997,3.9407315029813517
joint-L,139,development,301.64932546219416,288.2823962287195,-13.36692923347465,4.431280995902619
joint-L,140,development,302.6967495896069,288.67929197603996,-14.017457613566933,4.630858320273229
joint-L,141,development,304.8643713408573,289.111820938081,-15.752550402776308,5.167068337140642
joint-L,142,development,305.7289126020368,290.259474768939,-15.4694378330978,5.059854398930911
joint-L,143,development,307.2194961281701,291.639111354497,-15.580384773673075,5.071417982917671
joint-L,144,development,310.1094631467019,294.22779185571386,-15.881671290988038,5.121311400766566
joint-L,145,development,311.165141530356,296.1168706359533,-15.048270894402663,4.83610433366445
joint-L,146,development,312.4278011806009,296.9071835985095,-15.520617582091404,4.9677453553883995
joint-L,147,development,313.9852857311589,299.74167307089635,-14.243612660262556,4.536394954653464
joint-L,148,development,315.47561608947575,301.9263962289016,-13.54921986057417,4.294854869775835
joint-L,149,development,317.7348059423702,303.9872771498206,-13.747528792549588,4.326730510929002
joint-L,150,development,318.8531042563166,305.73049018647527,-13.122614069841347,4.1155672924835205
joint-L,151,development,321.1601343091136,306.4721499534907,-14.68798435562286,4.573414563803182
joint-L,152,development,322.14455867248296,307.6383388332227,-14.506219839260268,4.503015633428225
joint-L,153,development,323.4669695575121,307.85210443971033,-15.614865117801742,4.827344547470228
joint-L,154,development,324.8628660517396,311.59494686878145,-13.267919182958167,4.084159985476776
joint-L,155,development,327.44390126190547,313.3094757821993,-14.13442547970618,4.316594514429751
joint-L,156,development,329.03307168048093,315.7089704284382,-13.324101252042738,4.049471739722739
joint-L,157,development,329.9532397282339,320.6069018381456,-9.346337890088307,2.8326249797657455
joint-L,158,development,331.4744675826634,320.8436950527749,-10.630772529888532,3.207116556341529
joint-L,159,development,333.64537852486984,320.993055689018,-12.652322835851862,3.7921468871503525
joint-L,160,development,334.2113548332444,321.2194672868357,-12.991887546408691,3.8873267944145784
joint-L,161,development,336.84185042839067,323.3457001988601,-13.496150229530599,4.006672630602874
joint-L,162,development,338.3399928508066,324.8003240972746,-13.539668753531998,4.001793769470939
joint-L,163,development,339.85821672536355,325.41125153553946,-14.446965189824084,4.250880066701035
joint-L,164,development,341.04226111104657,325.465339075066,-15.576922035980544,4.567446270510314
joint-L,165,development,342.0548775103636,327.69298755328833,-14.361889957075277,4.19870930115304
joint-L,166,development,344.6617029402523,328.432924138585,-16.228778801667318,4.708610983820446
joint-L,167,development,346.34787056600993,328.7452898984815,-17.602580667528457,5.082341242278146
joint-L,168,development,347.2726775844205,329.5184240911662,-17.754253493254282,5.112482103904734
joint-L,169,development,349.31626087069617,331.7266023465327,-17.589658524163497,5.035453683238219
joint-L,170,development,350.4084193491921,333.3920452924763,-17.01637405671579,4.85615445208766
joint-L,171,development,351.87864902535927,335.7120088511493,-16.166640174209988,4.594379402952888
joint-L,172,development,353.4889004887188,337.07834885044133,-16.410551638277468,4.642451747590641
joint-L,173,development,356.0175749772649,338.744670515414,-17.272904461850942,4.851699937272473
joint-L,174,development,357.1513022520396,344.44806784911924,-12.703234402920373,3.556821527128515
joint-L,175,development,357.95268510163226,344.6913508746702,-13.261334226962049,3.7047729431605756
joint-L,176,development,359.74375495311443,345.6092306739917,-14.13452427912273,3.9290534121891536
joint-L,177,development,361.28936169580464,346.6473925379232,-14.64196915788142,4.052698670438445
joint-L,178,development,363.33133057897385,346.7497166879103,-16.58161389106357,4.563772098772908
joint-L,179,development,364.736024114089,348.50937753021014,-16.226646583878846,4.448874120205678
joint-L,180,development,366.2127102883313,348.6479526361867,-17.564757652144635,4.796326604370265
joint-L,181,development,367.9935754817403,349.04042057234443,-18.95315490939589,5.150403749463376
joint-L,182,development,368.96843809573437,350.8626169140436,-18.10582118169077,4.907146333473907
joint-L,183,development,370.050919212106,354.2980047442343,-15.752914467871733,4.256958610293971
joint-L,184,development,373.06192837211285,354.8438470111082,-18.218081361004636,4.883393339143656
joint-L,185,development,373.86487391090856,355.1087765694185,-18.756097341490033,5.016811861806408
joint-L,186,development,375.82591276673935,355.89506305548747,-19.93084971125188,5.303213278862491
joint-L,187,development,376.32409223066804,358.0117816038113,-18.312310626856743,4.866101056222625
joint-L,188,development,378.4366802499655,358.406890719712,-20.02978953025348,5.292771704112661
joint-L,189,development,379.87297534653237,359.28805693360226,-20.584918412930108,5.41889519625656
joint-L,190,development,381.4844686171865,359.86759231038405,-21.616876306802453,5.6665154377476465
joint-L,191,development,383.44352944953647,360.68374302179956,-22.759786427736913,5.935629285597905
joint-L,192,development,384.95611681486366,361.73005043639574,-23.22606637846792,6.033432218363216
joint-L,193,development,385.86130084597426,362.81624960263485,-23.0450512433394,5.972366545392015
joint-L,194,development,387.222890222388,363.08755282375404,-24.135337398633965,6.232931473852869
joint-L,195,development,388.84612835423223,365.0929062587191,-23.753222095513138,6.108643075873538
joint-L,196,development,391.45608356363806,365.3601144087734,-26.095969154864633,6.666384877020892
joint-L,197,development,392.2450833395191,365.4145953420729,-26.8304879974462,6.840235642730107
joint-L,198,development,393.427743844434,365.4699720380818,-27.95777180635224,7.106202407882824
joint-L,199,development,395.5828700109937,369.91973626785585,-25.66313374313785,6.487422911519056
joint-L,200,development,396.3818542225922,373.41704369293194,-22.96481052966027,5.793607927562737
joint-L,201,postfreeze-evaluation,397.9187362096142,376.4886924560432,-21.430043753571,5.385532724018845
joint-L,202,postfreeze-evaluation,399.9851198761949,376.522493838616,-23.4626260375789,5.865874721749938
joint-L,203,postfreeze-evaluation,401.8392286005332,376.74722161526324,-25.09200698526996,6.244290054173339
joint-L,204,postfreeze-evaluation,402.86191776388614,377.28311659848987,-25.57880116539627,6.349272551591184
joint-L,205,postfreeze-evaluation,404.236441800208,378.1288026468821,-26.10763915332592,6.458507065087788
joint-L,206,postfreeze-evaluation,405.13438745990993,379.81950600989177,-25.314881450018163,6.248514624674559
joint-L,207,postfreeze-evaluation,407.5814603868962,382.4169435299708,-25.16451685692539,6.174107338699361
joint-L,208,postfreeze-evaluation,408.9472455023511,383.337265088545,-25.609980413806113,6.262416655318657
joint-L,209,postfreeze-evaluation,410.51386919336665,385.5103742776278,-25.003494915738827,6.090779579474157
joint-L,210,postfreeze-evaluation,411.9722678042788,385.8299237779443,-26.142344026334456,6.345656266055815
joint-L,211,postfreeze-evaluation,413.26273607018504,385.99334173205636,-27.269394338128677,6.598561147186877
joint-L,212,postfreeze-evaluation,415.01880975515513,386.1142732111853,-28.90453654396981,6.964632894837311
joint-L,213,postfreeze-evaluation,415.4552149962946,391.16342550499695,-24.291789491297664,5.847029623039951
joint-L,214,postfreeze-evaluation,418.3877057895348,391.6133383192119,-26.774367470322886,6.399415446445128
joint-L,215,postfreeze-evaluation,419.8613648181523,392.4677138279639,-27.393650990188405,6.524451470321155
joint-L,216,postfreeze-evaluation,420.6438276250418,394.76531678709165,-25.87851083795016,6.152119474582672
joint-L,217,postfreeze-evaluation,422.07671005882673,395.0272626641879,-27.049447394638833,6.4086567086037105
joint-L,218,postfreeze-evaluation,423.7165796274818,399.1287765400729,-24.587803087408872,5.802889070100984
joint-L,219,postfreeze-evaluation,425.06988249446135,407.0445322134075,-18.025350281053875,4.240561616662819
joint-L,220,postfreeze-evaluation,427.2088250840746,412.33368241650015,-14.875142667574437,3.4819371216516917
joint-L,221,postfreeze-evaluation,428.12791407661666,412.7081447898732,-15.419769286743474,3.6016734204310703
joint-L,222,postfreeze-evaluation,430.3287454309386,416.4913005932271,-13.83744483771153,3.2155520598221887
joint-L,223,postfreeze-evaluation,431.3013069307036,421.16698313054405,-10.134323800159564,2.3497085766512242
joint-L,224,postfreeze-evaluation,432.1386417345886,421.6857220185981,-10.452919715990504,2.418881050311277
joint-L,225,postfreeze-evaluation,433.88921848092724,424.28823996587096,-9.600978515056283,2.2127718565282395
joint-L,226,postfreeze-evaluation,436.16100643264696,427.0343488228623,-9.126657609784672,2.0924973748642595
joint-L,227,postfreeze-evaluation,437.5816981676686,439.4592754836586,1.8775773159899813,0.42908040346571996
joint-L,228,postfreeze-evaluation,438.6217386562722,445.9596760807237,7.337937424451468,1.6729534306556277
joint-L,229,postfreeze-evaluation,439.91844221437066,447.7984767217054,7.880034507334756,1.7912489568907055
joint-L,230,postfreeze-evaluation,441.68319920118904,449.24047978525215,7.557280584063108,1.7110183492899231
joint-L,231,postfreeze-evaluation,442.90454630260945,452.3675331609988,9.462986858389343,2.1365747851059234
joint-L,232,postfreeze-evaluation,444.31933627755916,456.7024226948472,12.383086417288041,2.786978960004686
joint-L,233,postfreeze-evaluation,446.8606226964295,464.04146476872603,17.180842072296514,3.8447876585375824
joint-L,234,postfreeze-evaluation,447.4417041944933,472.6608901270649,25.219185932571577,5.636306516839418
joint-L,235,postfreeze-evaluation,449.1485456850233,477.5783653126736,28.429819627650318,6.329714278444406
joint-L,236,postfreeze-evaluation,450.1269457803135,483.28019177627795,33.153245995964426,7.365310232315
joint-L,237,postfreeze-evaluation,451.4033084453888,491.81498240599234,40.41167396060354,8.95245409250087
joint-L,238,postfreeze-evaluation,453.9867378066779,493.29091445229574,39.304176645617815,8.657560534809013
joint-L,239,postfreeze-evaluation,454.9746837686168,498.0403571818475,43.06567341323074,9.465509829362801
joint-L,240,postfreeze-evaluation,456.32842668924604,508.9487218296562,52.62029514041018,11.531233222129277
joint-W,1,train,14.1347,14.1347,0.0,0.0
joint-W,2,train,21.022,21.897616638802695,0.8756166388026969,4.165239457723799
joint-W,3,train,25.0108,24.137722218666116,-0.8730777813338833,3.4908030983970257
joint-W,4,train,30.4248,30.049552909813215,-0.3752470901867859,1.2333592667389297
joint-W,5,train,32.935,32.551496948900244,-0.38350305109975835,1.1644240203423664
joint-W,6,train,37.5861,38.85103494463263,1.2649349446326283,3.365432818602165
joint-W,7,train,40.9187,41.228452970647574,0.30975297064757257,0.7569961182725076
joint-W,8,train,43.327,41.88692245634405,-1.4400775436559456,3.323741647600678
joint-W,9,train,48.0051,42.0341097753618,-5.9709902246382,12.438241404846986
joint-W,10,train,49.7738,46.91812795781431,-2.855672042185688,5.737299627887941
joint-W,11,train,52.9703,56.34668357514206,3.3763835751420572,6.374106952654708
joint-W,12,train,56.4462,58.571871360577624,2.125671360577627,3.76583607147625
joint-W,13,train,59.347,60.06835058017308,0.7213505801730804,1.2154794348039166
joint-W,14,train,60.8317,60.67120178037111,-0.16049821962888444,0.2638397737181181
joint-W,15,train,65.1125,61.08694023607382,-4.025559763926175,6.182468441430101
joint-W,16,train,67.0798,65.67733550887635,-1.4024644911236521,2.090740418313191
joint-W,17,train,69.5464,67.45761269692592,-2.088787303074085,3.003444179819638
joint-W,18,train,72.0671,70.49559738222783,-1.5715026177721683,2.1806103170131284
joint-W,19,train,75.7046,73.41461010058222,-2.289989899417776,3.024901920646534
joint-W,20,train,77.1448,74.74393291872886,-2.4008670812711443,3.112156725108036
joint-W,21,train,79.3373,80.985427722201,1.6481277222009965,2.077368050338235
joint-W,22,train,82.9103,83.71534851955212,0.8050485195521162,0.9709873436136598
joint-W,23,train,84.7354,87.20702332409418,2.471623324094182,2.916872197563453
joint-W,24,train,87.4252,90.97409147553417,3.5488914755341625,4.059346133076232
joint-W,25,train,88.8091,92.02274982334372,3.213649823343715,3.618604200857474
joint-W,26,train,92.4918,99.91207662566138,7.420276625661387,8.022631871864736
joint-W,27,train,94.6513,100.1177406126438,5.466440612643794,5.775346574895214
joint-W,28,train,95.8706,101.26633174012112,5.395731740121121,5.628140159883344
joint-W,29,train,98.8311,102.23042331526364,3.3993233152636293,3.4395279575595428
joint-W,30,train,101.3178,103.58896994619202,2.2711699461920176,2.2416297493550172
joint-W,31,train,103.7255,103.71860869008191,-0.00689130991808895,0.006643795323318712
joint-W,32,train,105.4466,107.48443258550168,2.0378325855016755,1.9325730611529204
joint-W,33,train,107.1686,108.3430469025626,1.1744469025626074,1.095887137242259
joint-W,34,train,111.0295,110.04689466858366,-0.9826053314163374,0.8849948269751169
joint-W,35,train,111.8746,115.14240947232668,3.2678094723266753,2.9209574580169897
joint-W,36,train,114.3202,116.89056870586978,2.5703687058697824,2.248394164696862
joint-W,37,train,116.2266,118.87433576810797,2.647735768107964,2.278080721717717
joint-W,38,train,118.7907,120.08687416257933,1.2961741625793337,1.0911411100189945
joint-W,39,train,121.3701,120.49534043554111,-0.8747595644588841,0.720737285755622
joint-W,40,train,122.9468,123.20970536144094,0.2629053614409429,0.21383668500598868
joint-W,41,train,124.2568,125.91509854692615,1.6582985469261473,1.3345736788056246
joint-W,42,train,127.5166,128.0640812009323,0.547481200932296,0.4293411218086869
joint-W,43,train,129.5787,132.46324626913656,2.884546269136564,2.2260960089401762
joint-W,44,train,131.0876,134.25449246418967,3.166892464189658,2.4158596726079797
joint-W,45,train,133.4977,134.72392100222126,1.2262210022212514,0.918533429580623
joint-W,46,train,134.7565,140.71314427390317,5.95664427390318,4.4203020068814345
joint-W,47,train,138.116,141.46486443190815,3.34886443190814,2.4246752236584754
joint-W,48,train,139.7362,142.91472513410818,3.1785251341081846,2.274661207409522
joint-W,49,train,141.1237,145.02303702183704,3.8993370218370274,2.7630632004667017
joint-W,50,train,143.1118,145.59305636919473,2.481256369194739,1.733788806509833
joint-W,51,train,146.0009,147.37554719229968,1.3746471922996761,0.9415333688351758
joint-W,52,train,147.4427,149.44364788517288,2.0009478851728772,1.357102037044138
joint-W,53,train,150.0515,151.1698743241028,1.1183743241028026,0.7453269871362849
joint-W,54,train,150.9252,156.58159512821064,5.656395128210647,3.7478135713655822
joint-W,55,train,153.0246,157.5192775622619,4.494677562261899,2.9372254933271504
joint-W,56,train,156.1129,158.58131775874227,2.4684177587422766,1.581174751569074
joint-W,57,train,157.5975,161.15056569897382,3.5530656989738247,2.254519074841812
joint-W,58,train,158.8499,162.1984210062849,3.348521006284898,2.1079780385665323
joint-W,59,train,161.1889,164.9522639813637,3.7633639813637103,2.334753808335258
joint-W,60,train,163.0306,165.2508829269528,2.2202829269528195,1.3618810989794674
joint-W,61,train,165.5373,166.48094075235278,0.9436407523527919,0.5700472052841214
joint-W,62,train,167.1844,167.91339836528144,0.7289983652814271,0.4360444905633702
joint-W,63,train,169.0945,171.85540826752217,2.7609082675221543,1.6327605377597463
joint-W,64,train,169.9119,174.03666487136908,4.124764871369081,2.4275903402699166
joint-W,65,train,173.4115,176.01795135820512,2.6064513582051347,1.503044122336255
joint-W,66,train,174.7541,176.31409710681734,1.5599971068173488,0.8926812628815856
joint-W,67,train,176.4414,177.73227097612514,1.2908709761251487,0.7316145621861699
joint-W,68,train,178.3774,180.39673321730004,2.0193332173000442,1.132056649160737
joint-W,69,train,179.9164,184.63804600754153,4.721646007541523,2.6243555382063684
joint-W,70,train,182.207,184.90957164058923,2.702571640589241,1.4832424882629323
joint-W,71,train,184.8744,185.71524857164445,0.8408485716444432,0.4548215283697706
joint-W,72,train,185.9589,186.3458084154385,0.38690841543851207,0.2080612519425056
joint-W,73,train,187.2289,186.75044905837083,-0.4784509416291769,0.2555433170996448
joint-W,74,train,189.4161,186.8259092875014,-2.590190712498611,1.367460692358575
joint-W,75,train,192.0266,187.37191914608854,-4.654680853911458,2.4239771229149802
joint-W,76,train,193.0797,187.67445177276278,-5.405248227237223,2.7994906907547623
joint-W,77,train,195.2658,190.5749496344632,-4.690850365536818,2.4022897842514244
joint-W,78,train,196.8764,191.57049669676422,-5.305903303235766,2.6950428305453404
joint-W,79,train,198.0153,191.94886442225962,-6.0664355777403784,3.0636196181509097
joint-W,80,train,201.2647,192.96149240142358,-8.30320759857642,4.1255160982409835
joint-W,81,train,202.4935,194.71496313828715,-7.778536861712865,3.8413760746457863
joint-W,82,train,204.1896,195.67000622653825,-8.519593773461764,4.172393585893583
joint-W,83,train,205.3946,196.0474626391067,-9.3471373608933,4.550819428014806
joint-W,84,train,207.9062,202.82444469714443,-5.0817553028555835,2.444253852389002
joint-W,85,train,209.5765,203.62047786757907,-5.956022132420941,2.8419322454669014
joint-W,86,train,211.3289,204.20715793198923,-7.121742068010775,3.3699801910721985
joint-W,87,train,213.3479,206.05914943815253,-7.288750561847479,3.416368551950818
joint-W,88,train,214.547,209.40442863229816,-5.142571367701834,2.3969439645867032
joint-W,89,train,216.1695,210.46932744161253,-5.7001725583874645,2.63689954336179
joint-W,90,train,219.0675,210.87772383652594,-8.18977616347405,3.7384715503094026
joint-W,91,train,220.7149,211.5518631808565,-9.163036819143514,4.151526163001915
joint-W,92,train,221.3952,219.04635410069832,-2.348845899301665,1.060929008082228
joint-W,93,train,224.007,219.6860487752513,-4.320951224748711,1.9289358032332522
joint-W,94,train,224.9833,220.60014646681762,-4.383153533182394,1.9482128376561256
joint-W,95,train,227.4214,228.2263925911749,0.8049925911749085,0.353965190248107
joint-W,96,train,229.3374,228.89035974291056,-0.44704025708944073,0.194926888108717
joint-W,97,train,231.2882,229.29442347676994,-1.9937765232300535,0.8620312334265448
joint-W,98,train,231.9872,232.32988251530492,0.3426825153049151,0.14771613059035804
joint-W,99,train,233.6934,232.64874235292368,-1.0446576470763205,0.4470206035242418
joint-W,100,train,236.5242,233.26641880977763,-3.2577811902223743,1.377356393224192
joint-W,101,development,237.7698204809252,233.76702810048025,-4.0027923804449586,1.6834736941587916
joint-W,102,development,239.55547757332764,237.08359011090343,-2.471887462424206,1.0318643044459563
joint-W,103,development,241.04915779621658,239.10263446831664,-1.9465233278999392,0.807521314613152
joint-W,104,development,242.8232719342226,239.9161718665657,-2.9071000676568985,1.1972081771653218
joint-W,105,development,244.07089849707816,241.71322237488582,-2.357676122192345,0.9659800233089113
joint-W,106,development,247.1369900748975,241.85337202173946,-5.283618053158051,2.1379308907002526
joint-W,107,development,248.10199006014847,242.33730928583125,-5.764680774317213,2.3235125090772777
joint-W,108,development,249.5736896447072,242.7811373329247,-6.792552311782515,2.7216620155162925
joint-W,109,development,251.014947795016,244.63991272000774,-6.37503507500827,2.5397033646833873
joint-W,110,development,253.06998674799948,245.11900113834568,-7.950985609653799,3.1418129474085696
joint-W,111,development,255.30625645491403,245.24257953901707,-10.063676915896963,3.941805835719566
joint-W,112,development,256.38071369443446,249.34290359189671,-7.0378101025377475,2.7450622167023497
joint-W,113,development,258.6104394915314,249.8296971890169,-8.780742302514483,3.395354928354322
joint-W,114,development,259.874406989678,252.23045987060326,-7.643947119074738,2.9414005048132155
joint-W,115,development,260.8050845045969,253.15376415965403,-7.65132034494286,2.933731280383838
joint-W,116,development,263.57389390487015,255.96199716529003,-7.611896739580118,2.8879554901318967
joint-W,117,development,265.55785183887633,259.3914285000667,-6.166423338809636,2.3220640233793692
joint-W,118,development,266.6149737815011,259.69022562842184,-6.924748153079236,2.5972840365501275
joint-W,119,development,267.92191508282406,259.75095787727224,-8.170957205551815,3.0497532100074327
joint-W,120,development,269.9704490239976,259.9452018856182,-10.025247138379427,3.713460926787689
joint-W,121,development,271.494055641645,261.74845044870267,-9.745605192942321,3.5896201004879105
joint-W,122,development,273.4596091884033,262.7589718498148,-10.700637338588479,3.9130595448251904
joint-W,123,development,275.58749264934386,263.0452027016528,-12.542289947691074,4.551110003983316
joint-W,124,development,276.4520495031329,263.11772013009124,-13.334329373041669,4.823378736749267
joint-W,125,development,278.25074352984194,266.530447348826,-11.720296181015954,4.2121347214869065
joint-W,126,development,279.22925092774517,268.269856095287,-10.959394832458145,3.9248734851543383
joint-W,127,development,282.4651147650521,270.70078817559676,-11.764326589455322,4.164877705071869
joint-W,128,development,283.2111857332339,270.9380088833437,-12.273176849890206,4.33357772155607
joint-W,129,development,284.83596398090475,271.0648160510715,-13.771147929833262,4.834764450867051
joint-W,130,development,286.6674453630029,271.45534852459633,-15.21209683840658,5.306530994178191
joint-W,131,development,287.9119205014222,272.22553046389663,-15.686390037525541,5.448329478753922
joint-W,132,development,289.5798549292188,273.9820965853334,-15.597758343885403,5.386340962045829
joint-W,133,development,291.8462913290674,275.2323491114899,-16.613942217577517,5.69270287517366
joint-W,134,development,293.5584341393563,284.44597735949367,-9.112456779862612,3.104137275625609
joint-W,135,development,294.9653696192655,284.46238460242466,-10.502985016840853,3.5607519046720175
joint-W,136,development,295.57325487895827,285.95304704320154,-9.62020783575673,3.2547626271857215
joint-W,137,development,297.97927706194344,286.4086009037659,-11.570676158177548,3.883047261629625
joint-W,138,development,299.8403260537213,288.02442414744877,-11.81590190627253,3.940731409208619
joint-W,139,development,301.64932546219416,288.2823962892748,-13.366929172919356,4.431280975827887
joint-W,140,development,302.6967495896069,288.67929196502746,-14.017457624579436,4.63085832391136
joint-W,141,development,304.8643713408573,289.1118209750175,-15.752550365839795,5.167068325024922
joint-W,142,development,305.7289126020368,290.2594748839701,-15.469437718066729,5.059854361305725
joint-W,143,development,307.2194961281701,291.63911142297655,-15.580384705193524,5.0714179606275644
joint-W,144,development,310.1094631467019,294.22779171447166,-15.881671432230235,5.1213114463124825
joint-W,145,development,311.165141530356,296.11687070288417,-15.04827082747181,4.8361043121546965
joint-W,146,development,312.4278011806009,297.18152842109794,-15.246272759502972,4.879934724723734
joint-W,147,development,313.9852857311589,299.7416732112201,-14.243612519938836,4.536394909962287
joint-W,148,development,315.47561608947575,301.92639624189184,-13.549219847583913,4.294854865658162
joint-W,149,development,317.7348059423702,303.9872771833399,-13.747528759030274,4.32673050037954
joint-W,150,development,318.8531042563166,305.7304901813667,-13.122614074949922,4.115567294085693
joint-W,151,development,321.1601343091136,306.4721502942968,-14.687984014816777,4.573414457686001
joint-W,152,development,322.14455867248296,307.638339041642,-14.506219630840974,4.503015568730781
joint-W,153,development,323.4669695575121,307.852104413063,-15.614865144449084,4.82734455570827
joint-W,154,development,324.8628660517396,311.59494689322275,-13.267919158516861,4.0841599779532
joint-W,155,development,327.44390126190547,313.30947583343374,-14.13442542847173,4.316594498782964
joint-W,156,development,329.03307168048093,315.70897043970683,-13.324101240774098,4.049471736297964
joint-W,157,development,329.9532397282339,320.60690203567145,-9.346337692562429,2.8326249199009363
joint-W,158,development,331.4744675826634,320.8436950895207,-10.630772493142729,3.207116545255968
joint-W,159,development,333.64537852486984,320.99305588875393,-12.652322636115912,3.7921468272856087
joint-W,160,development,334.2113548332444,321.2194675766537,-12.9918872565907,3.8873267076975995
joint-W,161,development,336.84185042839067,323.34570028331706,-13.496150145073614,4.006672605529688
joint-W,162,development,338.3399928508066,324.80032425330654,-13.539668597500054,4.00179372335403
joint-W,163,development,339.85821672536355,325.19099450569274,-14.667222219670805,4.31568857183855
joint-W,164,development,341.04226111104657,325.41125178383413,-15.631009327212439,4.583305680735807
joint-W,165,development,342.0548775103636,327.6929875172729,-14.3618899930907,4.198709311682176
joint-W,166,development,344.6617029402523,328.43292420195894,-16.228778738293386,4.70861096543316
joint-W,167,development,346.34787056600993,328.74528992420227,-17.602580641807663,5.0823412348518575
joint-W,168,development,347.2726775844205,329.518424224463,-17.754253359957488,5.112482065520834
joint-W,169,development,349.31626087069617,331.72660245351193,-17.58965841718424,5.0354536526128895
joint-W,170,development,350.4084193491921,333.666390257468,-16.742029091724135,4.777861537350853
joint-W,171,development,351.87864902535927,335.71200916028323,-16.166639865076036,4.594379315100455
joint-W,172,development,353.4889004887188,337.07834896709653,-16.410551521622267,4.642451714589548
joint-W,173,development,356.0175749772649,339.0190152667427,-16.998559710522215,4.774640609135022
joint-W,174,development,357.1513022520396,344.4480678474334,-12.703234404606235,3.556821527600545
joint-W,175,development,357.95268510163226,344.69135096931893,-13.261334132313323,3.7047729167188894
joint-W,176,development,359.74375495311443,345.33488600643125,-14.408868946683185,4.00531454633899
joint-W,177,development,361.28936169580464,346.64739266925034,-14.641969026554307,4.0526986340888795
joint-W,178,development,363.33133057897385,346.7497169562173,-16.58161362275655,4.563772024926533
joint-W,179,development,364.736024114089,348.5093777071975,-16.22664640689152,4.448874071680905
joint-W,180,development,366.2127102883313,348.64795252129557,-17.564757767035758,4.796326635743048
joint-W,181,development,367.9935754817403,349.0404206849198,-18.953154796820513,5.150403718871706
joint-W,182,development,368.96843809573437,350.8626172226917,-18.10582087304266,4.9071462498222775
joint-W,183,development,370.050919212106,354.29800473048857,-15.752914481617438,4.256958614008515
joint-W,184,development,373.06192837211285,354.5695022659902,-18.49242610612265,4.956931999685926
joint-W,185,development,373.86487391090856,355.10877641065633,-18.756097500252224,5.016811904271535
joint-W,186,development,375.82591276673935,355.89506313692914,-19.93084962981021,5.303213257192438
