role,index,window,target,predicted,residual,percent_error
CS03-Q0103,229,postfreeze-evaluation,439.91844221437066,439.27249922547844,-0.6459429888922159,0.14683244140454796
CS03-Q0103,230,postfreeze-evaluation,441.68319920118904,440.6870466303499,-0.996152570839115,0.22553553602236118
CS03-Q0103,231,postfreeze-evaluation,442.90454630260945,443.7545616033828,0.8500153007733502,0.19191839593188256
CS03-Q0103,232,postfreeze-evaluation,444.31933627755916,448.0069160817303,3.6875798041711505,0.8299390782911097
CS03-Q0103,233,postfreeze-evaluation,446.8606226964295,455.20622438013146,8.345601683701943,1.8676073164252487
CS03-Q0103,234,postfreeze-evaluation,447.4417041944933,463.66153790665317,16.21983371215987,3.625016076979149
CS03-Q0103,235,postfreeze-evaluation,449.1485456850233,468.48538565140217,19.336839966378875,4.30522154689093
CS03-Q0103,236,postfreeze-evaluation,450.1269457803135,474.07865056591277,23.951704785599247,5.321099971937469
CS03-Q0103,237,postfreeze-evaluation,451.4033084453888,482.1818195764745,30.77851113108568,6.818406191369174
CS03-Q0103,238,postfreeze-evaluation,453.9867378066779,483.89877150563706,29.912033698959135,6.58874614784378
CS03-Q0103,239,postfreeze-evaluation,454.9746837686168,488.5577858327272,33.58310206411039,7.381312249274403
CS03-Q0103,240,postfreeze-evaluation,456.32842668924604,499.2584577478252,42.930031058579175,9.40770474678624
CS03-S-winner,1,train,14.1347,14.1347,0.0,0.0
CS03-S-winner,2,train,21.022,16.78167817660451,-4.240321823395487,20.170877287581995
CS03-S-winner,3,train,25.0108,25.090853200747368,0.08005320074736844,0.3200745307921715
CS03-S-winner,4,train,30.4248,29.60501997419763,-0.8197800258023697,2.6944467204463782
CS03-S-winner,5,train,32.935,35.365979162309586,2.4309791623095833,7.381142135447345
CS03-S-winner,6,train,37.5861,36.71952742200861,-0.8665725779913913,2.305566627001448
CS03-S-winner,7,train,40.9187,40.97551400927927,0.056814009279271716,0.13884607594882464
CS03-S-winner,8,train,43.327,42.193058032961915,-1.1339419670380835,2.6171716644080676
CS03-S-winner,9,train,48.0051,42.902239833405325,-5.102860166594674,10.629829261046584
CS03-S-winner,10,train,49.7738,46.92272150944625,-2.8510784905537534,5.728070773285852
CS03-S-winner,11,train,52.9703,54.14544619300574,1.1751461930057374,2.218500165197738
CS03-S-winner,12,train,56.4462,54.3879543423956,-2.0582456576043953,3.64638480111043
CS03-S-winner,13,train,59.347,58.687774710343156,-0.6592252896568453,1.1107980010056875
CS03-S-winner,14,train,60.8317,61.361681281241715,0.5299812812417173,0.8712254979586586
CS03-S-winner,15,train,65.1125,61.82889047146205,-3.2836095285379443,5.042978734556259
CS03-S-winner,16,train,67.0798,66.25370858948203,-0.8260914105179751,1.231505476340083
CS03-S-winner,17,train,69.5464,66.93859355539776,-2.6078064446022466,3.749736067722048
CS03-S-winner,18,train,72.0671,69.00155783840435,-3.065542161595644,4.253733203633343
CS03-S-winner,19,train,75.7046,71.08554679188306,-4.619053208116938,6.101416833477672
CS03-S-winner,20,train,77.1448,77.86281317258909,0.7180131725890817,0.9307343756015722
CS03-S-winner,21,train,79.3373,80.79529795310087,1.4579979531008718,1.837720659892474
CS03-S-winner,22,train,82.9103,84.7991412885838,1.8888412885837909,2.2781744711860776
CS03-S-winner,23,train,84.7354,86.78295608464495,2.0475560846449525,2.41641165869867
CS03-S-winner,24,train,87.4252,89.58734254023932,2.1621425402393157,2.4731342224430892
CS03-S-winner,25,train,88.8091,92.36353883322775,3.5544388332277492,4.002336284488582
CS03-S-winner,26,train,92.4918,99.32362947062718,6.831829470627184,7.386416385698174
CS03-S-winner,27,train,94.6513,100.36381498692093,5.712514986920922,6.035326495167971
CS03-S-winner,28,train,95.8706,101.10055773016516,5.229957730165168,5.455225825399203
CS03-S-winner,29,train,98.8311,101.25043094024578,2.4193309402457714,2.447944968988275
CS03-S-winner,30,train,101.3178,104.63354095737725,3.315740957377244,3.2726144442311655
CS03-S-winner,31,train,103.7255,104.76244611699282,1.036946116992823,0.9997022111176355
CS03-S-winner,32,train,105.4466,108.50671473205111,3.0601147320511046,2.902051590142408
CS03-S-winner,33,train,107.1686,108.81490019719857,1.6463001971985705,1.5361777584092453
CS03-S-winner,34,train,111.0295,114.32786259633505,3.2983625963350534,2.9707083219640307
CS03-S-winner,35,train,111.8746,116.01265477387352,4.13805477387352,3.698833134485862
CS03-S-winner,36,train,114.3202,116.12093698711287,1.8007369871128702,1.5751695563101449
CS03-S-winner,37,train,116.2266,116.94550021615515,0.7189002161551485,0.6185332928564963
CS03-S-winner,38,train,118.7907,119.76853910655473,0.9778391065547254,0.8231613304364107
CS03-S-winner,39,train,121.3701,121.71606003768468,0.34596003768469075,0.28504552413213036
CS03-S-winner,40,train,122.9468,123.3237954746095,0.376995474609501,0.3066330108709629
CS03-S-winner,41,train,124.2568,124.10428657155285,-0.15251342844715055,0.12274050872640414
CS03-S-winner,42,train,127.5166,125.96821256136373,-1.5483874386362686,1.2142634281625049
CS03-S-winner,43,train,129.5787,130.06946984641405,0.49076984641405375,0.3787426841093897
CS03-S-winner,44,train,131.0876,132.0444401513494,0.9568401513493825,0.7299242272719788
CS03-S-winner,45,train,133.4977,132.12324156254328,-1.374458437456724,1.0295746199797629
CS03-S-winner,46,train,134.7565,136.1676717216522,1.4111717216522095,1.0472012271409614
CS03-S-winner,47,train,138.116,137.73343481513345,-0.3825651848665643,0.27698831769423116
CS03-S-winner,48,train,139.7362,141.21478453221508,1.4785845322150806,1.0581256197142048
CS03-S-winner,49,train,141.1237,141.4746093233588,0.3509093233587919,0.24865371539917946
CS03-S-winner,50,train,143.1118,143.18218186944904,0.07038186944905078,0.04917964098631335
CS03-S-winner,51,train,146.0009,147.46744111770352,1.466541117703514,1.0044740256419749
CS03-S-winner,52,train,147.4427,147.85084090253866,0.408140902538662,0.27681323153920945
CS03-S-winner,53,train,150.0515,148.5894484999286,-1.4620515000713965,0.9743664675604019
CS03-S-winner,54,train,150.9252,151.98174563964392,1.0565456396439288,0.7000458767945504
CS03-S-winner,55,train,153.0246,153.68283179456384,0.6582317945638465,0.4301476981896025
CS03-S-winner,56,train,156.1129,158.3052602353806,2.1923602353805904,1.404342777169978
CS03-S-winner,57,train,157.5975,160.4026592919141,2.8051592919140944,1.7799516438484713
CS03-S-winner,58,train,158.8499,161.14213556785722,2.292235567857233,1.443019836875713
CS03-S-winner,59,train,161.1889,162.0896568985862,0.9007568985862235,0.5588206747401487
CS03-S-winner,60,train,163.0306,165.37332605560755,2.3427260556075566,1.4369854834660223
CS03-S-winner,61,train,165.5373,170.16658125084498,4.629281250844997,2.7965185192974618
CS03-S-winner,62,train,167.1844,170.22696704207996,3.042567042079952,1.8198869284932995
