control_type,control_id,N,s,z,E,degree,d0_residual,magnitude_min,magnitude_max,magnitude_range
inventory,random_increasing,8,(1.5+0j),0.15,4.202561155128153e-06,8,0.0,0.994926907817174,0.994935270334668,8.362517494031607e-06
inventory,random_increasing,8,(1.5+0j),0.35,2.2981258552173536e-05,8,0.0,0.9881753280255653,0.9882207480947908,4.542006922547692e-05
inventory,random_increasing,8,(1.5+0j),0.6,6.790979708347483e-05,8,0.0,0.9797560387947345,0.9798891178996446,0.00013307910491011654
inventory,random_increasing,8,(2+0j),0.15,2.2886991046501847e-07,8,0.0,0.9989154107188402,0.9989158679623061,4.5724346597886267e-07
inventory,random_increasing,8,(2+0j),0.35,1.2475146727558956e-06,8,0.0,0.9974694510386389,0.9974719397572952,2.4887186562683183e-06
inventory,random_increasing,8,(2+0j),0.6,3.6714868162989738e-06,8,0.0,0.9956622579646394,0.9956695691131893,7.311148549904445e-06
inventory,random_increasing,8,(1.5+0.75j),0.15,3.3808331513492194e-06,8,0.0,1.0031739126945207,1.003180695793699,6.783099178342411e-06
inventory,random_increasing,8,(1.5+0.75j),0.35,1.8372845255561805e-05,8,0.0,1.0074185727809517,1.0074555917505739,3.7018969622160114e-05
inventory,random_increasing,8,(1.5+0.75j),0.6,5.3868599014854076e-05,8,0.0,1.0127449254827976,1.012854040014275,0.00010911453147732786
inventory,primes,16,(1.25+0j),0.15,0.004245413995069073,16,0.0,0.837443139853389,0.8445840288659063,0.007140889012517304
inventory,primes,16,(1.25+0j),0.35,0.026089510912575876,16,0.0,0.6432698306590163,0.6777319774187915,0.034462146759775214
inventory,primes,16,(1.25+0j),0.6,0.09069103255544786,16,0.0,0.4353530817676173,0.5221295181026645,0.08677643633504722
inventory,primes,16,(1.5+0j),0.15,0.002476971247592009,16,0.0,0.8824978023070702,0.8868804997974522,0.004382697490382004
inventory,primes,16,(1.5+0j),0.35,0.014907066657411004,16,0.0,0.7351541218364152,0.7574034871258722,0.02224936528945709
inventory,primes,16,(1.5+0j),0.6,0.05019716738737497,16,0.0,0.5659747283927419,0.625789875288117,0.05981514689537515
inventory,primes,16,(2+0j),0.15,0.0009338650979783976,16,0.0,0.9332062051094294,0.9349508117058061,0.0017446065963766522
inventory,primes,16,(2+0j),0.35,0.005442519935223395,16,0.0,0.8457876882118736,0.8550444945733622,0.009256806361488623
inventory,primes,16,(2+0j),0.6,0.017499109780530035,16,0.0,0.7392496437898294,0.7655826861987453,0.026333042408915874
inventory,primes,16,(1.5+0.75j),0.15,0.002148005449267069,16,0.0,0.9372272319686138,0.9412622362003328,0.004035004231718986
inventory,primes,16,(1.5+0.75j),0.35,0.012721776131986155,16,0.0,0.8515319700606097,0.8734768580619146,0.021944888001304896
inventory,primes,16,(1.5+0.75j),0.6,0.04167574225226169,16,0.0,0.7413256694953647,0.8058013468754607,0.06447567738009596
