control_type,control_id,N,s,z,E,degree,d0_residual,magnitude_min,magnitude_max,magnitude_range
positive_charge,15021,2,(1.25+0j),0.15,0.002832715277032613,4,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15022,2,(1.25+0j),0.15,0.002832715277032613,4,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15023,2,(1.25+0j),0.15,0.002832715277032613,2,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15024,2,(1.25+0j),0.15,0.002832715277032613,4,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15025,2,(1.25+0j),0.15,0.002832715277032613,6,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15026,2,(1.25+0j),0.15,0.002832715277032613,3,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15027,2,(1.25+0j),0.15,0.002832715277032613,5,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15028,2,(1.25+0j),0.15,0.002832715277032613,6,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15029,2,(1.25+0j),0.15,0.002832715277032613,3,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15030,2,(1.25+0j),0.15,0.002832715277032613,4,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15031,2,(1.25+0j),0.15,0.002832715277032613,3,0.0,0.8987837900645664,0.9038902523640641,0.005106462299497627
positive_charge,15000,2,(1.25+0j),0.35,0.01788496769138703,5,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15001,2,(1.25+0j),0.35,0.01788496769138703,6,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15002,2,(1.25+0j),0.35,0.01788496769138703,6,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15003,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15004,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15005,2,(1.25+0j),0.35,0.01788496769138703,5,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15006,2,(1.25+0j),0.35,0.01788496769138703,5,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15007,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15008,2,(1.25+0j),0.35,0.01788496769138703,3,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15009,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15010,2,(1.25+0j),0.35,0.01788496769138703,3,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15011,2,(1.25+0j),0.35,0.01788496769138703,5,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15012,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15013,2,(1.25+0j),0.35,0.01788496769138703,6,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15014,2,(1.25+0j),0.35,0.01788496769138703,3,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15015,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15016,2,(1.25+0j),0.35,0.01788496769138703,6,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15017,2,(1.25+0j),0.35,0.01788496769138703,5,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15018,2,(1.25+0j),0.35,0.01788496769138703,3,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15019,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15020,2,(1.25+0j),0.35,0.01788496769138703,3,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15021,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15022,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15023,2,(1.25+0j),0.35,0.01788496769138703,2,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15024,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15025,2,(1.25+0j),0.35,0.01788496769138703,6,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15026,2,(1.25+0j),0.35,0.01788496769138703,3,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15027,2,(1.25+0j),0.35,0.01788496769138703,5,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15028,2,(1.25+0j),0.35,0.01788496769138703,6,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15029,2,(1.25+0j),0.35,0.01788496769138703,3,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15030,2,(1.25+0j),0.35,0.01788496769138703,4,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15031,2,(1.25+0j),0.35,0.01788496769138703,3,0.0,0.7633397939009762,0.7911416441982416,0.02780185029726545
positive_charge,15000,2,(1.25+0j),0.6,0.06442464059634638,5,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15001,2,(1.25+0j),0.6,0.06442464059634638,6,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15002,2,(1.25+0j),0.6,0.06442464059634638,6,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15003,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15004,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15005,2,(1.25+0j),0.6,0.06442464059634638,5,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15006,2,(1.25+0j),0.6,0.06442464059634638,5,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15007,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15008,2,(1.25+0j),0.6,0.06442464059634638,3,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15009,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15010,2,(1.25+0j),0.6,0.06442464059634638,3,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15011,2,(1.25+0j),0.6,0.06442464059634638,5,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15012,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15013,2,(1.25+0j),0.6,0.06442464059634638,6,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15014,2,(1.25+0j),0.6,0.06442464059634638,3,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15015,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15016,2,(1.25+0j),0.6,0.06442464059634638,6,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15017,2,(1.25+0j),0.6,0.06442464059634638,5,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15018,2,(1.25+0j),0.6,0.06442464059634638,3,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15019,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15020,2,(1.25+0j),0.6,0.06442464059634638,3,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15021,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15022,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15023,2,(1.25+0j),0.6,0.06442464059634638,2,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15024,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15025,2,(1.25+0j),0.6,0.06442464059634638,6,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15026,2,(1.25+0j),0.6,0.06442464059634638,3,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15027,2,(1.25+0j),0.6,0.06442464059634638,5,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15028,2,(1.25+0j),0.6,0.06442464059634638,6,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15029,2,(1.25+0j),0.6,0.06442464059634638,3,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15030,2,(1.25+0j),0.6,0.06442464059634638,4,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15031,2,(1.25+0j),0.6,0.06442464059634638,3,0.0,0.5932488261523617,0.6749522229443253,0.08170339679196359
positive_charge,15000,2,(1.5+0j),0.15,0.0018234758893001532,5,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15001,2,(1.5+0j),0.15,0.0018234758893001532,6,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15002,2,(1.5+0j),0.15,0.0018234758893001532,6,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15003,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15004,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15005,2,(1.5+0j),0.15,0.0018234758893001532,5,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15006,2,(1.5+0j),0.15,0.0018234758893001532,5,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15007,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15008,2,(1.5+0j),0.15,0.0018234758893001532,3,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15009,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15010,2,(1.5+0j),0.15,0.0018234758893001532,3,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15011,2,(1.5+0j),0.15,0.0018234758893001532,5,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15012,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15013,2,(1.5+0j),0.15,0.0018234758893001532,6,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15014,2,(1.5+0j),0.15,0.0018234758893001532,3,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15015,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15016,2,(1.5+0j),0.15,0.0018234758893001532,6,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15017,2,(1.5+0j),0.15,0.0018234758893001532,5,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15018,2,(1.5+0j),0.15,0.0018234758893001532,3,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15019,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15020,2,(1.5+0j),0.15,0.0018234758893001532,3,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15021,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15022,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15023,2,(1.5+0j),0.15,0.0018234758893001532,2,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15024,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15025,2,(1.5+0j),0.15,0.0018234758893001532,6,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15026,2,(1.5+0j),0.15,0.0018234758893001532,3,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15027,2,(1.5+0j),0.15,0.0018234758893001532,5,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15028,2,(1.5+0j),0.15,0.0018234758893001532,6,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15029,2,(1.5+0j),0.15,0.0018234758893001532,3,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15030,2,(1.5+0j),0.15,0.0018234758893001532,4,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15031,2,(1.5+0j),0.15,0.0018234758893001532,3,0.0,0.9179534851628142,0.9213073329187202,0.003353847755906081
positive_charge,15000,2,(1.5+0j),0.35,0.0111717336209512,5,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15001,2,(1.5+0j),0.35,0.0111717336209512,6,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15002,2,(1.5+0j),0.35,0.0111717336209512,6,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15003,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15004,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15005,2,(1.5+0j),0.35,0.0111717336209512,5,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15006,2,(1.5+0j),0.35,0.0111717336209512,5,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15007,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15008,2,(1.5+0j),0.35,0.0111717336209512,3,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15009,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15010,2,(1.5+0j),0.35,0.0111717336209512,3,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15011,2,(1.5+0j),0.35,0.0111717336209512,5,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15012,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15013,2,(1.5+0j),0.35,0.0111717336209512,6,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15014,2,(1.5+0j),0.35,0.0111717336209512,3,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15015,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15016,2,(1.5+0j),0.35,0.0111717336209512,6,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15017,2,(1.5+0j),0.35,0.0111717336209512,5,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15018,2,(1.5+0j),0.35,0.0111717336209512,3,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15019,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15020,2,(1.5+0j),0.35,0.0111717336209512,3,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15021,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15022,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15023,2,(1.5+0j),0.35,0.0111717336209512,2,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15024,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15025,2,(1.5+0j),0.35,0.0111717336209512,6,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15026,2,(1.5+0j),0.35,0.0111717336209512,3,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15027,2,(1.5+0j),0.35,0.0111717336209512,5,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15028,2,(1.5+0j),0.35,0.0111717336209512,6,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15029,2,(1.5+0j),0.35,0.0111717336209512,3,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15030,2,(1.5+0j),0.35,0.0111717336209512,4,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15031,2,(1.5+0j),0.35,0.0111717336209512,3,0.0,0.8081039322594573,0.826363770041613,0.018259837782155675
positive_charge,15000,2,(1.5+0j),0.6,0.03850058673548791,5,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15001,2,(1.5+0j),0.6,0.03850058673548791,6,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15002,2,(1.5+0j),0.6,0.03850058673548791,6,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15003,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15004,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15005,2,(1.5+0j),0.6,0.03850058673548791,5,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15006,2,(1.5+0j),0.6,0.03850058673548791,5,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15007,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15008,2,(1.5+0j),0.6,0.03850058673548791,3,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15009,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15010,2,(1.5+0j),0.6,0.03850058673548791,3,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15011,2,(1.5+0j),0.6,0.03850058673548791,5,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15012,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15013,2,(1.5+0j),0.6,0.03850058673548791,6,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15014,2,(1.5+0j),0.6,0.03850058673548791,3,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15015,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15016,2,(1.5+0j),0.6,0.03850058673548791,6,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15017,2,(1.5+0j),0.6,0.03850058673548791,5,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15018,2,(1.5+0j),0.6,0.03850058673548791,3,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15019,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15020,2,(1.5+0j),0.6,0.03850058673548791,3,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15021,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15022,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15023,2,(1.5+0j),0.6,0.03850058673548791,2,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15024,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15025,2,(1.5+0j),0.6,0.03850058673548791,6,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15026,2,(1.5+0j),0.6,0.03850058673548791,3,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15027,2,(1.5+0j),0.6,0.03850058673548791,5,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15028,2,(1.5+0j),0.6,0.03850058673548791,6,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15029,2,(1.5+0j),0.6,0.03850058673548791,3,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15030,2,(1.5+0j),0.6,0.03850058673548791,4,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15031,2,(1.5+0j),0.6,0.03850058673548791,3,0.0,0.6700620271866932,0.7237235912811916,0.053661564094498404
positive_charge,15000,2,(2+0j),0.15,0.0007750018343238682,5,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15001,2,(2+0j),0.15,0.0007750018343238682,6,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15002,2,(2+0j),0.15,0.0007750018343238682,6,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15003,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15004,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15005,2,(2+0j),0.15,0.0007750018343238682,5,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15006,2,(2+0j),0.15,0.0007750018343238682,5,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15007,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15008,2,(2+0j),0.15,0.0007750018343238682,3,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15009,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15010,2,(2+0j),0.15,0.0007750018343238682,3,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15011,2,(2+0j),0.15,0.0007750018343238682,5,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15012,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15013,2,(2+0j),0.15,0.0007750018343238682,6,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15014,2,(2+0j),0.15,0.0007750018343238682,3,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15015,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15016,2,(2+0j),0.15,0.0007750018343238682,6,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15017,2,(2+0j),0.15,0.0007750018343238682,5,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15018,2,(2+0j),0.15,0.0007750018343238682,3,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15019,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15020,2,(2+0j),0.15,0.0007750018343238682,3,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15021,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15022,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15023,2,(2+0j),0.15,0.0007750018343238682,2,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15024,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15025,2,(2+0j),0.15,0.0007750018343238682,6,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15026,2,(2+0j),0.15,0.0007750018343238682,3,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15027,2,(2+0j),0.15,0.0007750018343238682,5,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15028,2,(2+0j),0.15,0.0007750018343238682,6,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15029,2,(2+0j),0.15,0.0007750018343238682,3,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15030,2,(2+0j),0.15,0.0007750018343238682,4,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15031,2,(2+0j),0.15,0.0007750018343238682,3,0.0,0.9457248263888889,0.9471918402777777,0.001467013888888813
positive_charge,15000,2,(2+0j),0.35,0.00455356278758765,5,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15001,2,(2+0j),0.35,0.00455356278758765,6,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15002,2,(2+0j),0.35,0.00455356278758765,6,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15003,2,(2+0j),0.35,0.00455356278758765,4,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15004,2,(2+0j),0.35,0.00455356278758765,4,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15005,2,(2+0j),0.35,0.00455356278758765,5,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15006,2,(2+0j),0.35,0.00455356278758765,5,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15007,2,(2+0j),0.35,0.00455356278758765,4,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15008,2,(2+0j),0.35,0.00455356278758765,3,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15009,2,(2+0j),0.35,0.00455356278758765,4,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15010,2,(2+0j),0.35,0.00455356278758765,3,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
positive_charge,15011,2,(2+0j),0.35,0.00455356278758765,5,0.0,0.8730203510802469,0.8810074266975308,0.007987075617283956
