inventory,N,s,z,degree,E,d0_residual,magnitude_min,magnitude_max,magnitude_range
shuffled_primes,2,(1.25+0j),0.6,2,1.0322985840118532e-05,0.0,0.9935896692574601,0.9936101830933973,2.0513835937263636e-05
shuffled_primes,2,(1.5+0j),0.15,2,8.942232266560987e-08,0.0,0.9994020531975205,0.9994022319352422,1.7873772173437885e-07
shuffled_primes,2,(1.5+0j),0.35,2,4.872434498289034e-07,0.0,0.998604621858123,0.9986055949857191,9.731275960600527e-07
shuffled_primes,2,(1.5+0j),0.6,2,1.4333288759703581e-06,0.0,0.9976075611794437,0.9976104209829915,2.8598035477500616e-06
shuffled_primes,2,(2+0j),0.15,2,1.855046598600402e-09,0.0,0.9999138617578989,0.9999138654676725,3.709773599425148e-09
shuffled_primes,2,(2+0j),0.35,2,1.0100858303679584e-08,0.0,0.9997990062626089,0.9997990264602653,2.0197656436238276e-08
shuffled_primes,2,(2+0j),0.6,2,2.9688417852785272e-08,0.0,0.9996554296519967,0.9996554890083748,5.935637803489158e-08
shuffled_primes,2,(1.5+0.75j),0.15,2,8.060465749496254e-08,0.0,1.000554222284725,1.0005543835832111,1.6129848612322917e-07
shuffled_primes,2,(1.5+0.75j),0.35,2,4.3852360489325356e-07,0.0,1.0012930586741158,1.0012939368545293,8.781804134994076e-07
shuffled_primes,2,(1.5+0.75j),0.6,2,1.2875340378045602e-06,0.0,1.0022164004865357,1.0022189812606757,2.580774139948616e-06
random_increasing,2,(1.25+0j),0.15,2,1.142751852579425e-05,0.0,0.9932601230756635,0.9932828243319973,2.270125633385689e-05
random_increasing,2,(1.25+0j),0.35,2,6.278165229927406e-05,0.0,0.9842682125916699,0.9843918083205984,0.000123595728928505
random_increasing,2,(1.25+0j),0.6,2,0.00018661099328812453,0.0,0.9730196331895524,0.973382853290893,0.0003632201013406
random_increasing,2,(1.5+0j),0.15,2,2.588845862883104e-06,0.0,0.9967866484077793,0.9967918094751224,5.161067343051329e-06
random_increasing,2,(1.5+0j),0.35,2,1.4155532918940968e-05,0.0,0.9925004881717897,0.9925285873162127,2.809914442303274e-05
random_increasing,2,(1.5+0j),0.6,2,4.182467426959267e-05,0.0,0.9871400694808633,0.9872226465583517,8.257707748837717e-05
random_increasing,2,(2+0j),0.15,2,1.3775244452181147e-07,0.0,0.9992579288982757,0.9992582041987585,2.7530048285484554e-07
random_increasing,2,(2+0j),0.35,2,7.507285230668245e-07,0.0,0.9982683570517874,0.9982698559099712,1.4988581837904746e-06
random_increasing,2,(2+0j),0.6,2,2.2089570341619283e-06,0.0,0.997031161279801,0.9970355660875249,4.404807723901172e-06
random_increasing,2,(1.5+0.75j),0.15,2,2.4531757600338998e-06,0.0,1.0018754586871685,1.0018803742104723,4.915523303727909e-06
random_increasing,2,(1.5+0.75j),0.35,2,1.3322757267894872e-05,0.0,1.0043778763026174,1.0044046388160843,2.6762513466893623e-05
random_increasing,2,(1.5+0.75j),0.6,2,3.9029919812238896e-05,0.0,1.0075087848315225,1.0075874334290793,7.864859755679632e-05
primes,3,(1.25+0j),0.15,2,0.0037264876376221162,0.0,0.8799627734885783,0.8865456452728481,0.00658287178426975
primes,3,(1.25+0j),0.35,2,0.023165682818128086,0.0,0.723694214841259,0.7580191158883328,0.034324901047073864
primes,3,(1.25+0j),0.6,2,0.08170851739998475,0.0,0.5355610870996479,0.6308683032357187,0.09530721613607085
primes,3,(1.5+0j),0.15,2,0.0022900043572808824,0.0,0.9052145691309248,0.9093699756451166,0.004155406514191773
primes,3,(1.5+0j),0.35,2,0.013865387709977757,0.0,0.7806738454071863,0.8026269244426608,0.0219530790354745
primes,3,(1.5+0j),0.6,2,0.04704443151855912,0.0,0.6284681142849847,0.6905191188479615,0.06205100456297674
primes,3,(2+0j),0.15,2,0.0009064117628214071,0.0,0.9399268496527777,0.9416323170138889,0.0017054673611112126
primes,3,(2+0j),0.35,2,0.005291498251454946,0.0,0.860159947029321,0.8693114418595679,0.009151494830246909
primes,3,(2+0j),0.6,2,0.017049467327914774,0.0,0.7610920444444443,0.7874946222222222,0.02640257777777788
primes,3,(1.5+0.75j),0.15,2,0.002130799012227003,0.0,0.9294630145662784,0.9334324697724224,0.003969455206144001
primes,3,(1.5+0.75j),0.35,2,0.012596146906189088,0.0,0.8351184906976954,0.8564254227907032,0.021306932093007824
primes,3,(1.5+0.75j),0.6,2,0.04116425612767459,0.0,0.7169957229751552,0.7785590871615874,0.06156336418643216
composites,3,(1.25+0j),0.15,2,0.0006601708472214187,0.0,0.946628307489953,0.9478790059881589,0.0012506984982059155
composites,3,(1.25+0j),0.35,2,0.0037886466038974426,0.0,0.8763350077381644,0.8830005082659897,0.00666550052782533
composites,3,(1.25+0j),0.6,2,0.011919940398746675,0.0,0.7899686480288642,0.809028599922201,0.019059951893336757
composites,3,(1.5+0j),0.15,2,0.0002878890994640614,0.0,0.964518964349042,0.9650744732661288,0.0005555089170867777
composites,3,(1.5+0j),0.35,2,0.0016239659133161478,0.0,0.9175459211321308,0.9205308952279563,0.0029849740958254323
composites,3,(1.5+0j),0.6,2,0.004994266197900088,0.0,0.8593970078358469,0.8680242092297733,0.008627201393926365
composites,3,(2+0j),0.15,2,5.713738801548481e-05,0.0,0.9841290587849088,0.9842415263387891,0.00011246755388039098
composites,3,(2+0j),0.35,2,0.00031626154378265896,0.0,0.9630136750951226,0.9636229961830893,0.000609321087966741
composites,3,(2+0j),0.6,2,0.0009490492242256664,0.0,0.9366954718695746,0.938475101047092,0.0017796291775173945
composites,3,(1.5+0.75j),0.15,2,0.0002698873452393272,0.0,0.9880911509085537,0.9886246397502775,0.0005334888417237726
composites,3,(1.5+0.75j),0.35,2,0.0014894946844152047,0.0,0.9720878616001613,0.9749880066597324,0.0029001450595711464
composites,3,(1.5+0.75j),0.6,2,0.004449549606126986,0.0,0.9518956384210373,0.9604045126582164,0.008508874237179054
shuffled_primes,3,(1.25+0j),0.15,2,6.634246531199143e-07,0.0,0.9983453849051876,0.9983467095599478,1.324654760104238e-06
shuffled_primes,3,(1.25+0j),0.35,2,3.619510703237683e-06,0.0,0.9961384486228395,0.9961456597164935,7.211093653980427e-06
shuffled_primes,3,(1.25+0j),0.6,2,1.0664714205777466e-05,0.0,0.9933785210779426,0.9933997094999619,2.1188422019369213e-05
shuffled_primes,3,(1.5+0j),0.15,2,9.089481701445753e-08,0.0,0.9993912356985756,0.999391417377559,1.8167898341303612e-07
shuffled_primes,3,(1.5+0j),0.35,2,4.952611839527304e-07,0.0,0.9985793965917645,0.9985803857074828,9.891157182195798e-07
shuffled_primes,3,(1.5+0j),0.6,2,1.4568942111568642e-06,0.0,0.9975643512456331,0.9975672579413251,2.9066956919177045e-06
shuffled_primes,3,(2+0j),0.15,2,1.862506114413633e-09,0.0,0.9999134112427364,0.999913414967426,3.724689667805592e-09
shuffled_primes,3,(2+0j),0.35,2,1.014147151890298e-08,0.0,0.9997979551581068,0.999797975436952,2.0278845269672274e-08
shuffled_primes,3,(2+0j),0.6,2,2.9807772061687733e-08,0.0,0.999653627967612,0.9996536875625088,5.959489679518981e-08
shuffled_primes,3,(1.5+0.75j),0.15,2,7.991517308131587e-08,0.0,1.000553617033196,1.0005537769510502,1.5991785429214644e-07
shuffled_primes,3,(1.5+0.75j),0.35,2,4.347715070191142e-07,0.0,1.0012916477070386,1.001292518367634,8.706605953978652e-07
shuffled_primes,3,(1.5+0.75j),0.6,2,1.276513928353254e-06,0.0,1.0022139844469662,1.0022165431108483,2.558663882101797e-06
random_increasing,3,(1.25+0j),0.15,2,1.7210234999540802e-05,0.0,0.9909412270728921,0.9909753363226976,3.4109249805514e-05
random_increasing,3,(1.25+0j),0.35,2,9.449271413143163e-05,0.0,0.9788886438648056,0.9790736570367847,0.00018501317197916478
random_increasing,3,(1.25+0j),0.6,2,0.00028064905863663385,0.0,0.9638648546861975,0.964406022092562,0.0005411674063644512
random_increasing,3,(1.5+0j),0.15,2,3.7120625933315204e-06,0.0,0.9957763783052216,0.9957837711011546,7.392795932981144e-06
random_increasing,3,(1.5+0j),0.35,2,2.02914778999918e-05,0.0,0.9901498505186676,0.9901900345416798,4.018402301220192e-05
random_increasing,3,(1.5+0j),0.6,2,5.9933198933696376e-05,0.0,0.9831247239453477,0.9832425746278298,0.0001178506824821568
random_increasing,3,(2+0j),0.15,2,1.813369086295869e-07,0.0,0.9990667008017583,0.999067063137158,3.623353996839995e-07
random_increasing,3,(2+0j),0.35,2,9.882088834558173e-07,0.0,0.9978224645717737,0.9978244366877698,1.97211599606284e-06
random_increasing,3,(2+0j),0.6,2,2.9075471661848737e-06,0.0,0.996267431243181,0.9962732246491186,5.793405937648544e-06
random_increasing,3,(1.5+0.75j),0.15,2,3.4485944925929127e-06,0.0,1.0026867333787999,1.002693649052893,6.915674093166402e-06
random_increasing,3,(1.5+0.75j),0.35,2,1.8733907565265404e-05,0.0,1.0062730417186523,1.0063107448675133,3.770314886097914e-05
random_increasing,3,(1.5+0.75j),0.6,2,5.490131349796287e-05,0.0,1.0107623168045725,1.0108733072226634,0.00011099041809092824
primes,4,(1.25+0j),0.15,4,0.004012065708669629,0.0,0.868121906019595,0.8751158847820986,0.006993978762503517
primes,4,(1.25+0j),0.35,4,0.024793114378561742,0.0,0.7003005651251284,0.7359075769385246,0.035607011813396205
primes,4,(1.25+0j),0.6,4,0.08678048882622422,0.0,0.5047177679830109,0.6006063244835339,0.09588855650052297
primes,4,(1.5+0j),0.15,4,0.0024082667701520273,0.0,0.8977767847979843,0.9021113947386208,0.004334609940636502
primes,4,(1.5+0j),0.35,4,0.014528370839938845,0.0,0.7654113185115891,0.787979384619461,0.022568066107871987
primes,4,(1.5+0j),0.6,4,0.049066706555152044,0.0,0.6068669125524413,0.6694885154673123,0.06262160291487096
primes,4,(2+0j),0.15,4,0.0009271255218364148,0.0,0.9370301101911819,0.938769211588068,0.0017391013968861557
primes,4,(2+0j),0.35,4,0.005405655574197876,0.0,0.8539183829292643,0.863200531492583,0.00928214856331877
primes,4,(2+0j),0.6,4,0.017390138671352726,0.0,0.751515855395437,0.7781162343782683,0.026600378982831296
primes,4,(1.5+0.75j),0.15,4,0.002174928851525071,0.0,0.9286155771632858,0.9326637259134157,0.004048148750129932
primes,4,(1.5+0.75j),0.35,4,0.012856290500142312,0.0,0.8332957937836911,0.855000804351994,0.021705010568302874
primes,4,(1.5+0.75j),0.6,4,0.042017115362323484,0.0,0.7141796693702978,0.7768245907745611,0.06264492140426337
composites,4,(1.25+0j),0.15,4,0.0007703086878502192,0.0,0.93741609646832,0.9388614092535128,0.001445312785192776
composites,4,(1.25+0j),0.35,4,0.004405428227392312,0.0,0.8561301491497645,0.8637067539245912,0.00757660477482669
composites,4,(1.25+0j),0.6,4,0.013798604990249362,0.0,0.7581310327899867,0.7793457084358822,0.02121467564589552
composites,4,(1.5+0j),0.15,4,0.000325462148041527,0.0,0.9591244844754009,0.9597490051578986,0.0006245206824977423
composites,4,(1.5+0j),0.35,4,0.0018319157986986614,0.0,0.9054634014478719,0.9087869544606934,0.0033235530128215007
composites,4,(1.5+0j),0.6,4,0.005618173333132394,0.0,0.8397743884976174,0.8492636738823904,0.009489285384773005
composites,4,(2+0j),0.15,4,6.155667914574053e-05,0.0,0.9823022564197995,0.9824231983942054,0.00012094197440593035
composites,4,(2+0j),0.35,4,0.0003404575858158968,0.0,0.9588293030991684,0.9594824068686048,0.0006531037694363917
composites,4,(2+0j),0.6,4,0.001020658325564792,0.0,0.9296903962329509,0.9315901275875619,0.0018997313546109673
composites,4,(1.5+0.75j),0.15,4,0.0002979391408194184,0.0,0.9885015053039768,0.9890907063376289,0.0005892010336520093
composites,4,(1.5+0.75j),0.35,4,0.0016439027390378802,0.0,0.9729895692704049,0.9761937789316619,0.003204209661257007
composites,4,(1.5+0.75j),0.6,4,0.004909594420011679,0.0,0.9533197190070847,0.9627265550320696,0.009406836024984933
shuffled_primes,4,(1.25+0j),0.15,4,6.657519152139793e-07,0.0,0.9983020178927025,0.9983033471365481,1.329243845660244e-06
shuffled_primes,4,(1.25+0j),0.35,4,3.632182982584981e-06,0.0,0.996037475403379,0.9960447110103963,7.235607017319623e-06
shuffled_primes,4,(1.25+0j),0.6,4,1.0701961179660391e-05,0.0,0.99320588830123,0.9932271470304601,2.12587292300892e-05
shuffled_primes,4,(1.5+0j),0.15,4,9.098830801039029e-08,0.0,0.9993827253262527,0.9993829071905557,1.8186430295052958e-07
shuffled_primes,4,(1.5+0j),0.35,4,4.95770203610724e-07,0.0,0.9985595548968356,0.9985605450094741,9.901126385436498e-07
shuffled_primes,4,(1.5+0j),0.6,4,1.4583901538768464e-06,0.0,0.9975303708648927,0.9975332804460783,2.9095811855395226e-06
shuffled_primes,4,(2+0j),0.15,4,1.8626573664272675e-09,0.0,0.9999130839951019,0.9999130877200929,3.724990982334475e-09
shuffled_primes,4,(2+0j),0.35,4,1.0142295002942358e-08,0.0,0.9997971916679901,0.9997972119484665,2.0280476409340054e-08
shuffled_primes,4,(2+0j),0.6,4,2.981019209955296e-08,0.0,0.9996523193153435,0.9996523789150007,5.95996572094748e-08
shuffled_primes,4,(1.5+0.75j),0.15,4,7.984066659702579e-08,0.0,1.0005521264581418,1.000552286227018,1.5976887612900725e-07
shuffled_primes,4,(1.5+0.75j),0.35,4,4.3436579792228086e-07,0.0,1.0012881674741618,1.0012890373213097,8.698471478663095e-07
shuffled_primes,4,(1.5+0.75j),0.6,4,1.2753214105684322e-06,0.0,1.002208013569291,1.0022105698340258,2.5562647347765477e-06
random_increasing,4,(1.25+0j),0.15,4,4.8073398652948176e-05,0.0,0.9848356783211452,0.9849303716697155,9.469334857037381e-05
random_increasing,4,(1.25+0j),0.35,4,0.0002662250020611802,0.0,0.9646242027513133,0.9651379536847667,0.0005137509334534052
random_increasing,4,(1.25+0j),0.6,4,0.0007994646467586851,0.0,0.9393734584213355,0.9408766518954829,0.0015031934741474018
random_increasing,4,(1.5+0j),0.15,4,1.4855489795068455e-05,0.0,0.9917719897639962,0.9918014567190881,2.9466955091983493e-05
random_increasing,4,(1.5+0j),0.35,4,8.168065189801927e-05,0.0,0.9807907210701233,0.9809509574092691,0.0001602363391457473
random_increasing,4,(1.5+0j),0.6,4,0.0002430434679933086,0.0,0.9670472866055687,0.9675174699328485,0.00047018332727977175
random_increasing,4,(2+0j),0.15,4,1.5932271121517796e-06,0.0,0.9973987139936588,0.9974018921640678,3.178170409068315e-06
random_increasing,4,(2+0j),0.35,4,8.70319537351427e-06,0.0,0.9939273133031287,0.9939446141408906,1.730083776196878e-05
random_increasing,4,(2+0j),0.6,4,2.5683875083733914e-05,0.0,0.9895832126040411,0.9896340465728894,5.0833968848307265e-05
random_increasing,4,(1.5+0.75j),0.15,4,1.2570914283665627e-05,0.0,1.0013725633648243,1.001397739883779,2.5176518954728166e-05
random_increasing,4,(1.5+0.75j),0.35,4,6.8392651878427e-05,0.0,1.0032341234986728,1.0033713582175277,0.0001372347188548506
random_increasing,4,(1.5+0.75j),0.6,4,0.00020078885828141166,0.0,1.0056120639655166,1.0060159691549238,0.0004039051894071388
primes,8,(1.25+0j),0.15,8,0.004211748087699825,0.0,0.8492706702053597,0.8564547442267233,0.007184074021363562
primes,8,(1.25+0j),0.35,8,0.025904995838612572,0.0,0.6647671916191883,0.7001226252462464,0.035355433627058064
primes,8,(1.25+0j),0.6,8,0.09014397027123831,0.0,0.4607394611587163,0.5519721302300302,0.09123266907131394
primes,8,(1.5+0j),0.15,8,0.0024705516543093824,0.0,0.8876510695831142,0.892047906206025,0.004396836622910794
primes,8,(1.5+0j),0.35,8,0.014872007387234142,0.0,0.7452305444660505,0.7677310382570592,0.022500493791008713
primes,8,(1.5+0j),0.6,8,0.05009372616227836,0.0,0.5793731144890049,0.6404717730166938,0.06109865852768892
primes,8,(2+0j),0.15,8,0.0009336174810623967,0.0,0.9341581534655711,0.9359040762150789,0.0017459227495078
primes,8,(2+0j),0.35,8,0.005441170863111165,0.0,0.8478030761078333,0.8570796275540059,0.009276551446172565
primes,8,(2+0j),0.6,8,0.01749514169821396,0.0,0.7422736186210417,0.7687082784035333,0.0264346597824916
primes,8,(1.5+0.75j),0.15,8,0.0021536241997801666,0.0,0.9325913872438786,0.9366169591948256,0.004025571950946993
primes,8,(1.5+0.75j),0.35,8,0.012752755762611999,0.0,0.8417236748741191,0.8634692871030911,0.021745612228971978
primes,8,(1.5+0.75j),0.6,8,0.041767994568923716,0.0,0.7267234919213394,0.7900749206728253,0.0633514287514858
composites,8,(1.25+0j),0.15,8,0.000978100279302183,0.0,0.913297021038477,0.9150853619620407,0.0017883409235637249
composites,8,(1.25+0j),0.35,8,0.005560163211121785,0.0,0.8048516534699868,0.813851845556318,0.009000192086331182
composites,8,(1.25+0j),0.6,8,0.017281412672712857,0.0,0.6805303815607269,0.7044634267659624,0.023933045205235537
composites,8,(1.5+0j),0.15,8,0.0003878330770876731,0.0,0.9458990806208069,0.9466330671655819,0.0007339865447750782
composites,8,(1.5+0j),0.35,8,0.0021754025516502852,0.0,0.8763551851941355,0.8801763448726619,0.0038211596785264756
composites,8,(1.5+0j),0.6,8,0.006642271949894687,0.0,0.7935462403717992,0.8041585409619982,0.01061230059019902
composites,8,(2+0j),0.15,8,6.73251113045788e-05,0.0,0.9783989052840635,0.978530655784502,0.0001317505004385655
composites,8,(2+0j),0.35,8,0.00037197850937036806,0.0,0.9499390379523321,0.9506460147348935,0.0007069767825613749
composites,8,(2+0j),0.6,8,0.001113716553775561,0.0,0.9149129891319123,0.9169531684819869,0.0020401793500746113
composites,8,(1.5+0.75j),0.15,8,0.0003321339111965581,0.0,0.9925135240939764,0.9931730377957722,0.0006595137017957331
composites,8,(1.5+0.75j),0.35,8,0.001833912961213754,0.0,0.9821843801803095,0.9857934770604222,0.0036090968801126833
composites,8,(1.5+0.75j),0.6,8,0.005482454426446059,0.0,0.9687104129543187,0.9793906001109393,0.010680187156620558
shuffled_primes,8,(1.25+0j),0.15,8,7.916261460189606e-07,0.0,0.9975425847165392,0.9975441640793731,1.5793628338478527e-06
shuffled_primes,8,(1.25+0j),0.35,8,4.3178606964008324e-06,0.0,0.9942697178877488,0.994278304161096,8.586273347210849e-06
shuffled_primes,8,(1.25+0j),0.6,8,1.2718346876864844e-05,0.0,0.9901845615931978,0.9902097489349914,2.5187341793575513e-05
shuffled_primes,8,(1.5+0j),0.15,8,1.0035354018158827e-07,0.0,0.999176966581408,0.9991771671233197,2.0054191174345704e-07
shuffled_primes,8,(1.5+0j),0.35,8,5.467662833448751e-07,0.0,0.9980798620039746,0.9980809534374047,1.0914334300782258e-06
shuffled_primes,8,(1.5+0j),0.6,8,1.6082840866395103e-06,0.0,0.9967089207043885,0.996712126691737,3.2059873484868717e-06
shuffled_primes,8,(2+0j),0.15,8,1.9179720111936127e-09,0.0,0.9998976949574183,0.99989769879297,3.835551654063352e-09
shuffled_primes,8,(2+0j),0.35,8,1.0443456159869031e-08,0.0,0.9997612881359319,0.9997613090178585,2.088192663229904e-08
shuffled_primes,8,(2+0j),0.6,8,3.069525052790735e-08,0.0,0.999590779451935,0.9995908408173158,6.13653807768344e-08
shuffled_primes,8,(1.5+0.75j),0.15,8,7.765620505057685e-08,0.0,1.0006961278471547,1.0006962832666466,1.554194919428653e-07
shuffled_primes,8,(1.5+0.75j),0.35,8,4.224872374440232e-07,0.0,1.0016244522874003,1.001625298629895,8.463424947535714e-07
shuffled_primes,8,(1.5+0.75j),0.6,8,1.2404666239270688e-06,0.0,1.0027851051616299,1.0027875929955756,2.487833945741258e-06
random_increasing,8,(1.25+0j),0.15,8,1.9357948462921488e-05,0.0,0.9885368427313674,0.98857511556276,3.827283139257176e-05
random_increasing,8,(1.25+0j),0.35,8,0.00010629038649389785,0.0,0.9733392135892449,0.9735461487866359,0.00020693519739101163
random_increasing,8,(1.25+0j),0.6,8,0.0003157167346528095,0.0,0.9544814050172414,0.9550842868560807,0.0006028818388392754
random_increasing,8,(1.5+0j),0.15,8,4.202561155128153e-06,0.0,0.994926907817174,0.994935270334668,8.362517494031607e-06
random_increasing,8,(1.5+0j),0.35,8,2.2981258552173536e-05,0.0,0.9881753280255653,0.9882207480947908,4.542006922547692e-05
random_increasing,8,(1.5+0j),0.6,8,6.790979708347483e-05,0.0,0.9797560387947345,0.9798891178996446,0.00013307910491011654
random_increasing,8,(2+0j),0.15,8,2.2886991046501847e-07,0.0,0.9989154107188402,0.9989158679623061,4.5724346597886267e-07
random_increasing,8,(2+0j),0.35,8,1.2475146727558956e-06,0.0,0.9974694510386389,0.9974719397572952,2.4887186562683183e-06
random_increasing,8,(2+0j),0.6,8,3.6714868162989738e-06,0.0,0.9956622579646394,0.9956695691131893,7.311148549904445e-06
random_increasing,8,(1.5+0.75j),0.15,8,3.3808331513492194e-06,0.0,1.0031739126945207,1.003180695793699,6.783099178342411e-06
random_increasing,8,(1.5+0.75j),0.35,8,1.8372845255561805e-05,0.0,1.0074185727809517,1.0074555917505739,3.7018969622160114e-05
random_increasing,8,(1.5+0.75j),0.6,8,5.3868599014854076e-05,0.0,1.0127449254827976,1.012854040014275,0.00010911453147732786
primes,16,(1.25+0j),0.15,16,0.004245413995069073,0.0,0.837443139853389,0.8445840288659063,0.007140889012517304
primes,16,(1.25+0j),0.35,16,0.026089510912575876,0.0,0.6432698306590163,0.6777319774187915,0.034462146759775214
primes,16,(1.25+0j),0.6,16,0.09069103255544786,0.0,0.4353530817676173,0.5221295181026645,0.08677643633504722
primes,16,(1.5+0j),0.15,16,0.002476971247592009,0.0,0.8824978023070702,0.8868804997974522,0.004382697490382004
primes,16,(1.5+0j),0.35,16,0.014907066657411004,0.0,0.7351541218364152,0.7574034871258722,0.02224936528945709
primes,16,(1.5+0j),0.6,16,0.05019716738737497,0.0,0.5659747283927419,0.625789875288117,0.05981514689537515
primes,16,(2+0j),0.15,16,0.0009338650979783976,0.0,0.9332062051094294,0.9349508117058061,0.0017446065963766522
primes,16,(2+0j),0.35,16,0.005442519935223395,0.0,0.8457876882118736,0.8550444945733622,0.009256806361488623
primes,16,(2+0j),0.6,16,0.017499109780530035,0.0,0.7392496437898294,0.7655826861987453,0.026333042408915874
primes,16,(1.5+0.75j),0.15,16,0.002148005449267069,0.0,0.9372272319686138,0.9412622362003328,0.004035004231718986
primes,16,(1.5+0.75j),0.35,16,0.012721776131986155,0.0,0.8515319700606097,0.8734768580619146,0.021944888001304896
primes,16,(1.5+0.75j),0.6,16,0.04167574225226169,0.0,0.7413256694953647,0.8058013468754607,0.06447567738009596
composites,16,(1.25+0j),0.15,16,0.0010819462102449003,0.0,0.8889879806753558,0.8909137379719279,0.0019257572965720726
composites,16,(1.25+0j),0.35,16,0.0061313988293580975,0.0,0.7553904278617807,0.7647106785062714,0.009320250644490713
composites,16,(1.25+0j),0.6,16,0.018982125994664055,0.0,0.6097858874370108,0.6333815720307465,0.023595684593735733
composites,16,(1.5+0j),0.15,16,0.00041158234971671193,0.0,0.9340192536949952,0.9347884219196108,0.0007691682246155906
composites,16,(1.5+0j),0.35,16,0.0023053589044249893,0.0,0.850796900155438,0.8547287441833814,0.003931844027943443
composites,16,(1.5+0j),0.6,16,0.0070266139528049,0.0,0.7541113461758273,0.7647839201237214,0.010672573947894115
composites,16,(2+0j),0.15,16,6.859990751338704e-05,0.0,0.9756650920822517,0.9757989623358122,0.00013387025356048632
composites,16,(2+0j),0.35,16,0.000378927722658322,0.0,0.9437518793787649,0.9444673779875801,0.000715498608815146
composites,16,(2+0j),0.6,16,0.0011341706048398287,0.0,0.9047102885031783,0.9067648099484634,0.0020545214452851734
composites,16,(1.5+0.75j),0.15,16,0.0003298100026154665,0.0,1.000481896859368,1.0011420424840884,0.0006601456247203874
composites,16,(1.5+0.75j),0.35,16,0.0018237460995659753,0.0,1.000694732759312,1.0043513684367371,0.003656635677425024
composites,16,(1.5+0.75j),0.6,16,0.005461994709816172,0.0,1.000236833816453,1.0112233386805451,0.01098650486409225
shuffled_primes,16,(1.25+0j),0.15,16,1.028431103217044e-06,0.0,0.9963073019574211,0.9963093512263641,2.0492689429829625e-06
shuffled_primes,16,(1.25+0j),0.35,16,5.607878225074865e-06,0.0,0.9913980321126993,0.9914091514539284,1.1119341229104407e-05
shuffled_primes,16,(1.25+0j),0.6,16,1.651216273033646e-05,0.0,0.985284425517432,0.9853169644082567,3.253889082466266e-05
shuffled_primes,16,(1.5+0j),0.15,16,1.186157355344971e-07,0.0,0.9988452183161565,0.9988454552737052,2.369575486937947e-07
