census_id,census_schema,metric_control_id,group_source_lock,marked_word_cutoff,alphabet_order,canonical_marked_word,marked_length,inverse_marked_word,marked_cyclic_inverse_orbit_size,canonical_rule,marked_root_word,marked_root_length,marked_repetition_exponent,marked_class_status,exact_number_field,exact_psl_matrix_key_sha256,exact_inverse_paired_psl_key_sha256,exact_trace,exact_trace_squared,exact_trace_squared_key_sha256,absolute_trace_decimal,geodesic_length_decimal,bolza_systole_ratio_decimal,gamma_primitivity_status,gamma_primitivity_exact_margin_to_2sys,canonical_homology_vector,inverse_paired_homology_axis_key,homology_axis_multiplicity_within_proved_set,owner_distinctness_status,primitive_axis_owner_id,owner_credit_status,owner_counting_convention,marked_census_completeness,full_gamma_conjugacy_completeness,exact_matrix_collision_group_size,exact_inverse_pair_collision_group_size,trace_squared_isospectral_group_size,arithmetic_label,target_data_used,formal_route_a_tuple,route_b_invocation_allowed
B28R5-C0114,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f0*f3^-1*f1^-1,4,f1*f3*f0^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f0*f3^-1*f1^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",60a5fb2ec834de26dd1beadc4578a65c226ca1fc8a6141d32644d5f3e3a153d1,60a5fb2ec834de26dd1beadc4578a65c226ca1fc8a6141d32644d5f3e3a153d1,62+(44)*s,7716+(5456)*s,bed0cae697c8453046958ea2049977452410366edd8129a96830ffe22304a4a7,124.2253967444161821472743039,9.644065648624525315276033326251562829492014770902773654743266329771103,3.154601963741078416743108567,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-52+(-36)*s,"(2,-1,0,-1)","(-2,1,0,1)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,16,NONE,false,UNASSIGNED,false
B28R5-C0115,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f0*f3^-1*f2,4,f2^-1*f3*f0^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f0*f3^-1*f2,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",e8af189e4b789ecae35305a0bdb4ecf759990407146dcd065e84591c5e2a9163,58a089ec6e7b06429b6d9d8a90326ba8475b6cb16f32c04b0f4e987b2f2b51c9,66+(46)*s,8588+(6072)*s,7450501987547a374165eb7a98c538ac8e55f20565661b28abf7ffb0effabbc8,131.0538238691623722448776813,9.751099758308308849880584929139098593055107002203051555902331629329791,3.189613132774741982975775112,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-56+(-38)*s,"(2,0,1,-1)","(-2,0,-1,1)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,16,NONE,false,UNASSIGNED,false
B28R5-C0116,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f0*f3^-1*f2^-1,4,f2*f3*f0^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f0*f3^-1*f2^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",3c6af0e961b18021b5ef5b203702b02f1745e1d67a89cea9d2b568ac06e89a00,3c6af0e961b18021b5ef5b203702b02f1745e1d67a89cea9d2b568ac06e89a00,138+(98)*s,38252+(27048)*s,933117a54a8cfd82b9a0821a6a5f817535c57f3982f658df3ae78cb219f00fd1,276.5929291125633147825654950,11.24506756758241828684121671730005315558823220028130857217745494472786,3.678294354638285724328068980,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-128+(-90)*s,"(2,0,-1,-1)","(-2,0,1,1)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,16,NONE,false,UNASSIGNED,false
B28R5-C0117,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f0*f3^-1*f3^-1,4,f3*f3*f0^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f0*f3^-1*f3^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",e12ace8af9c25f5e20633a0c4245a9ab2350974655ff5592cf3668f616b05211,e12ace8af9c25f5e20633a0c4245a9ab2350974655ff5592cf3668f616b05211,194+(136)*s,74628+(52768)*s,21db24c35f27e46afa315031870f7cd80ca199573f1a885aabbaa951e819fb7f,386.3330444827409266370296665,11.91338621381837873886955839661887586452690596263610605748087530228251,3.896903330420344097129904194,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-184+(-128)*s,"(2,0,0,-2)","(-2,0,0,2)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,4,NONE,false,UNASSIGNED,false
B28R5-C0118,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0*f1,4,f1^-1*f0^-1*f1^-1*f0^-1,4,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1,2,2,MARKED_CYCLIC_POWER,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",1b40ccac2ee31ce344ec2ef6e1fd1ec17ac3187466fca15311bf018aa6578942,e4c33075fc7aa302934ad75243ee357fb917801af015bff437e86a294d5626e8,170+(120)*s,57700+(40800)*s,f3f44e6fb09d9d7508d73ff839ca1497d7b272a59f60aa659adcb596f02f2a22,339.7056274847714058562026469,11.65614155088361323521154920921821643669229747605345117392302975487562,3.812757851903027798910583896,PROVED_GROUP_REPETITION_OF_MARKED_ROOT,NOT_APPLICABLE,"(2,2,0,0)","(-2,-2,0,0)",0,NOT_APPLICABLE_MARKED_POWER,,WITHHELD_MARKED_POWER,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,4,NONE,false,UNASSIGNED,false
B28R5-C0119,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0*f1^-1,4,f1*f0^-1*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0*f1^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",c53af4163a3f0639164fc14307bb3ec39851d685bf8454ff5d8531ba1b2c1835,c53af4163a3f0639164fc14307bb3ec39851d685bf8454ff5d8531ba1b2c1835,34+(24)*s,2308+(1632)*s,12719eb70383418a5673b29a1cc0a0ac0f75a49ec812bc1ccaf2e66d089475e8,67.94112549695428117124052938,8.436849640523807789893868247401987882481913115822765425084400859870521,2.759718091257553596976234509,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-24+(-16)*s,"(2,0,0,0)","(-2,0,0,0)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,12,NONE,false,UNASSIGNED,false
B28R5-C0120,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0*f2,4,f2^-1*f0^-1*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0*f2,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",bbd2deaca44b32ba90b1f864dcc65bfa3710653ed9ac3a67a500788f7fe1808d,b2d7c853192dd7b227e4022ef30dd862a55d8ca580800479de30b76fcb46c4eb,106+(74)*s,22188+(15688)*s,510695344794b0fc14bcc9fb8d389aa88acfef3b796392e47e41d7625e0e19cc,210.6518036156090336113249656,10.70036802828787071776233004539979517422909906850282925784761995405196,3.500121548799649334214785079,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-96+(-66)*s,"(2,1,1,0)","(-2,-1,-1,0)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,8,NONE,false,UNASSIGNED,false
B28R5-C0121,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0*f2^-1,4,f2*f0^-1*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0*f2^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",89160b7fe16cd5d6022f2bca97f4b59df0c0ddd364b086e436f37f52b8e72983,89160b7fe16cd5d6022f2bca97f4b59df0c0ddd364b086e436f37f52b8e72983,98+(70)*s,19404+(13720)*s,bbef7c30d18ccea619afb45e88ec4f16a3de7a2fde48fd88be3d9f2652185f0a,196.9949493661166534161182107,10.56630464227516599348298331895786447514276382725185276814517583005535,3.456269024751166256469409736,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-88+(-62)*s,"(2,1,-1,0)","(-2,-1,1,0)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,8,NONE,false,UNASSIGNED,false
B28R5-C0122,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0*f3,4,f3^-1*f0^-1*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0*f3,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",8b0e59407a620e1ed442dffc5543ac6ed787f2b7d00969e19961aba95402d7b1,63528767f588c7d4e568eb3467792d045e3eb60934515cf9acafca24464f6ddd,38+(28)*s,3012+(2128)*s,273209ef0eae36c4afd7e48658684609a641c99115476f55177ed838e9d298aa,77.59797974644666136644728428,8.702750556431752051979376545144090682763621513313924500764208114586055,2.846695055335290556230986756,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-28+(-20)*s,"(2,1,0,1)","(-2,-1,0,-1)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,8,NONE,false,UNASSIGNED,false
B28R5-C0123,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0*f3^-1,4,f3*f0^-1*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0*f3^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",6ac0390de29730d37378f833ea6244e0f7066fa561c37dd443aadd14393e64e5,6ac0390de29730d37378f833ea6244e0f7066fa561c37dd443aadd14393e64e5,166+(116)*s,54468+(38512)*s,001a62559faac321bc54c0f1fdef4b5861a98daded43c9fbadb8d72247414a1b,330.0487732352790256609958920,11.59846252214618721401503437601658554444419405877900704829056274076744,3.793890873602469126089907681,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-156+(-108)*s,"(2,1,0,-1)","(-2,-1,0,1)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,4,NONE,false,UNASSIGNED,false
B28R5-C0124,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0^-1*f1,4,f1^-1*f0*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0^-1*f1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",5de6c905376b62f6f1f3c25dd7fd7b54c3fc2a1d2ea26ad774212b641a849e65,e54aab00bd3550e1dd50c8b84e593a41a17c0e29e30222b03394e4ae3f0c8169,34+(24)*s,2308+(1632)*s,12719eb70383418a5673b29a1cc0a0ac0f75a49ec812bc1ccaf2e66d089475e8,67.94112549695428117124052938,8.436849640523807789893868247401987882481913115822765425084400859870521,2.759718091257553596976234509,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-24+(-16)*s,"(0,2,0,0)","(0,-2,0,0)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,12,NONE,false,UNASSIGNED,false
B28R5-C0125,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0^-1*f1^-1,4,f1*f0*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0^-1*f1^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",86e81f127a9a66343b6b3a190c839cf307c59f85c54cc2d7276eb3596cfadda3,86e81f127a9a66343b6b3a190c839cf307c59f85c54cc2d7276eb3596cfadda3,-22+(-16)*s,996+(704)*s,d9028a3ecc2f2e0811365da7d1c64ccae2f6304d2985276b151b45001765e3a3,44.62741699796952078082701959,7.595691830411369401778198952962231160874292372263290321983687379675359,2.484572921546343833117221274,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-12+(-8)*s,"(0,0,0,0)","(0,0,0,0)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,4,NONE,false,UNASSIGNED,false
B28R5-C0126,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0^-1*f2,4,f2^-1*f0*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0^-1*f2,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",dd12d5165310257398eef46751d6263687b7b76196fced128ffc4d06b3700b62,37c1a7f42e7f9885e940dd6d59c9b38ca0b2bc2670bdada545782980c08b897c,42+(30)*s,3564+(2520)*s,c44b692a3e6544ef7f97be8eec239751b9cea9e53c02affad4f2a79d29570fe2,84.42640687119285146405066173,8.871479810735269266340162200360172334830135868039142837677545428858339,2.901886885872275564889811071,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-32+(-22)*s,"(0,1,1,0)","(0,-1,-1,0)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,32,NONE,false,UNASSIGNED,false
B28R5-C0127,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0^-1*f2^-1,4,f2*f0*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0^-1*f2^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",cf423e1f1295d77764c9217c837e4eb4b9db05468d05a44e8f5dc925e616666f,cf423e1f1295d77764c9217c837e4eb4b9db05468d05a44e8f5dc925e616666f,-30+(-22)*s,1868+(1320)*s,5511f0e85764dc4e816839b8d36242375801228350f26bbf9ebad5a471791319,61.11269837220809107363715193,8.224903623255259494645857897115585714419242633442943597320914874120617,2.690389931678110864988808937,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-20+(-14)*s,"(0,1,-1,0)","(0,-1,1,0)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,24,NONE,false,UNASSIGNED,false
B28R5-C0128,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0^-1*f3,4,f3^-1*f0*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0^-1*f3,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",abe636fab5e3e8efe34a0a88a1d9e77552f1ae1919a521c20d603d70c989f45f,508549c9ddc2825b417cac0fed56a9d025c843b4c536f48e056952247d37dc48,30+(20)*s,1700+(1200)*s,855cdde11fe03dd2d580e58d9e920f37be8256f8de5f537d75afd29120723875,58.28427124746190097603377448,8.130075528900082242722720979770595764183529365134606469718641784128146,2.659371385810649701785837983,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-20+(-12)*s,"(0,1,0,1)","(0,-1,0,-1)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,16,NONE,false,UNASSIGNED,false
B28R5-C0129,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f0^-1*f3^-1,4,f3*f0*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f0^-1*f3^-1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",53082a73130285e489a5ab7b9ad2866ba6dd7c9a044f53ecc698091144b36bad,53082a73130285e489a5ab7b9ad2866ba6dd7c9a044f53ecc698091144b36bad,-18+(-12)*s,612+(432)*s,396a97094fb3a83ead9193d77f064d120b29834a52fbb6379cf6f804f7820f72,34.97056274847714058562026469,7.107375874112204971256376819917671233917975533218221139749478266782192,2.324843349932825137741615046,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-8+(-4)*s,"(0,1,0,-1)","(0,-1,0,1)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,24,NONE,false,UNASSIGNED,false
B28R5-C0130,p28_round5_matched_marked_cyclic_census/1.0,BOLZA_ARITHMETIC_CURVATURE_MINUS_1,Ebbens-Iordanov-Teillaud-Vegter_JoCG_2022_doi:10.20382/jocg.v13i1a5_equations_5-6_Theorem_2,4,"f0,f0^-1,f1,f1^-1,f2,f2^-1,f3,f3^-1",f0*f1*f1*f1,4,f1^-1*f1^-1*f1^-1*f0^-1,8,LEX_MIN_OVER_CYCLIC_ROTATIONS_AND_INVERSION,f0*f1*f1*f1,4,1,MARKED_CYCLIC_PRIMITIVE_CANDIDATE,"Q(s,t,i);s^2=2;t^2=1+s;i^2=-1",465c8356fc7e55e1eb526d277e94a3a1b8cd058180666b6ad70688e49731c242,a60051d1daa2a6890acec058450125278a1610efea48642ac23b37ba96279bf1,194+(138)*s,75724+(53544)*s,8a0d9ae16158f31095c8c3ce666b32f6b1220b460c47c8f181decfb462748167,389.1614716074871167346330439,11.92797549709347735147827628439866226076807191308943013549134425760142,3.901675527473540742627869162,NOT_ESTABLISHED_MARKED_PRIMITIVE_ONLY,-184+(-130)*s,"(1,3,0,0)","(-1,-3,0,0)",0,NOT_EVALUATED_GAMMA_PRIMITIVITY_OPEN,,WITHHELD_GAMMA_PRIMITIVITY_OPEN,INVERSE_PAIRED_AXIS;NO_SIGNED_K_OR_ORIENTATION_OWNER_CREDIT,COMPLETE_FOR_DECLARED_MARKED_CYCLIC_EQUIVALENCE_AT_LENGTH_LE_4,NOT_ESTABLISHED,1,1,8,NONE,false,UNASSIGNED,false
