n_atoms,base_word_length,group_order,base_primitive_necklaces,mixed_base_primitive_necklaces,base_necklaces_closing_after_one_traversal,mixed_members_closing_after_one_traversal,lifted_primitive_cycles_total,base_necklace_q_distribution_json,degree_distribution_sha256
3,6,5,19544,19544,4571,4571,37828,"{""1"": 4571, ""5"": 14973}",9496f71f5fd5dcdeb1d0c72cfd6dfce4f1da9907c9dd9af0446bddaf733b5f79
3,6,6,19544,19544,2742,2742,47808,"{""1"": 2742, ""2"": 3776, ""3"": 7002, ""6"": 6024}",9496f71f5fd5dcdeb1d0c72cfd6dfce4f1da9907c9dd9af0446bddaf733b5f79
3,6,7,19544,19544,1218,1218,26852,"{""1"": 1218, ""7"": 18326}",9496f71f5fd5dcdeb1d0c72cfd6dfce4f1da9907c9dd9af0446bddaf733b5f79
3,6,8,19544,19544,2076,2076,46996,"{""1"": 2076, ""2"": 2626, ""4"": 5042, ""8"": 9800}",9496f71f5fd5dcdeb1d0c72cfd6dfce4f1da9907c9dd9af0446bddaf733b5f79
3,7,2,117648,117648,58824,58824,176472,"{""1"": 58824, ""2"": 58824}",79e94971ddece17937442da7308f21e8cd7d6dd149017f7542392df4be612b34
3,7,3,117648,117648,39204,39204,196056,"{""1"": 39204, ""3"": 78444}",79e94971ddece17937442da7308f21e8cd7d6dd149017f7542392df4be612b34
3,7,4,117648,117648,29730,29730,235932,"{""1"": 29730, ""2"": 29094, ""4"": 58824}",79e94971ddece17937442da7308f21e8cd7d6dd149017f7542392df4be612b34
3,7,5,117648,117648,22251,22251,206652,"{""1"": 22251, ""5"": 95397}",79e94971ddece17937442da7308f21e8cd7d6dd149017f7542392df4be612b34
3,7,6,117648,117648,24975,24975,304830,"{""1"": 24975, ""2"": 14229, ""3"": 33849, ""6"": 44595}",79e94971ddece17937442da7308f21e8cd7d6dd149017f7542392df4be612b34
3,7,7,117648,117648,13908,13908,201096,"{""1"": 13908, ""7"": 103740}",79e94971ddece17937442da7308f21e8cd7d6dd149017f7542392df4be612b34
3,7,8,117648,117648,4941,4941,255696,"{""1"": 4941, ""2"": 24789, ""4"": 29094, ""8"": 58824}",79e94971ddece17937442da7308f21e8cd7d6dd149017f7542392df4be612b34
3,8,2,720300,720300,360000,360000,1080300,"{""1"": 360000, ""2"": 360300}",67d2d28eb49a56b1108f8ffcc130f799698602915b380f8c3b857803a49d41f6
3,8,3,720300,720300,240120,240120,1200540,"{""1"": 240120, ""3"": 480180}",67d2d28eb49a56b1108f8ffcc130f799698602915b380f8c3b857803a49d41f6
3,8,4,720300,720300,179985,179985,1440270,"{""1"": 179985, ""2"": 180015, ""4"": 360300}",67d2d28eb49a56b1108f8ffcc130f799698602915b380f8c3b857803a49d41f6
3,8,5,720300,720300,138432,138432,1274028,"{""1"": 138432, ""5"": 581868}",67d2d28eb49a56b1108f8ffcc130f799698602915b380f8c3b857803a49d41f6
3,8,6,720300,720300,121284,121284,1803108,"{""1"": 121284, ""2"": 118836, ""3"": 238716, ""6"": 241464}",67d2d28eb49a56b1108f8ffcc130f799698602915b380f8c3b857803a49d41f6
3,8,7,720300,720300,139653,139653,1558218,"{""1"": 139653, ""7"": 580647}",67d2d28eb49a56b1108f8ffcc130f799698602915b380f8c3b857803a49d41f6
3,8,8,720300,720300,72873,72873,1731762,"{""1"": 72873, ""2"": 107112, ""4"": 180015, ""8"": 360300}",67d2d28eb49a56b1108f8ffcc130f799698602915b380f8c3b857803a49d41f6
3,9,2,4483696,4483696,2241848,2241848,6725544,"{""1"": 2241848, ""2"": 2241848}",fa881d4ea6450a994fa9cbe7f234b28a25917f06323219486f4f80f7b1af47fe
3,9,3,4483696,4483696,1494502,1494502,7472700,"{""1"": 1494502, ""3"": 2989194}",fa881d4ea6450a994fa9cbe7f234b28a25917f06323219486f4f80f7b1af47fe
3,9,4,4483696,4483696,1117790,1117790,8961124,"{""1"": 1117790, ""2"": 1124058, ""4"": 2241848}",fa881d4ea6450a994fa9cbe7f234b28a25917f06323219486f4f80f7b1af47fe
3,9,5,4483696,4483696,941328,941328,8249008,"{""1"": 941328, ""5"": 3542368}",fa881d4ea6450a994fa9cbe7f234b28a25917f06323219486f4f80f7b1af47fe
3,9,6,4483696,4483696,627974,627974,10970496,"{""1"": 627974, ""2"": 866528, ""3"": 1613874, ""6"": 1375320}",fa881d4ea6450a994fa9cbe7f234b28a25917f06323219486f4f80f7b1af47fe
3,9,7,4483696,4483696,735080,735080,8894176,"{""1"": 735080, ""7"": 3748616}",fa881d4ea6450a994fa9cbe7f234b28a25917f06323219486f4f80f7b1af47fe
3,9,8,4483696,4483696,793475,793475,12135024,"{""1"": 793475, ""2"": 324315, ""4"": 1124058, ""8"": 2241848}",fa881d4ea6450a994fa9cbe7f234b28a25917f06323219486f4f80f7b1af47fe
3,10,2,28245840,28245840,14122080,14122080,42367920,"{""1"": 14122080, ""2"": 14123760}",98f96eb177b41060bf4e9505d895a344c8b552fdb5aef484907741ca1f2532d0
3,10,3,28245840,28245840,9415350,9415350,47076540,"{""1"": 9415350, ""3"": 18830490}",98f96eb177b41060bf4e9505d895a344c8b552fdb5aef484907741ca1f2532d0
3,10,4,28245840,28245840,7078116,7078116,56524152,"{""1"": 7078116, ""2"": 7043964, ""4"": 14123760}",98f96eb177b41060bf4e9505d895a344c8b552fdb5aef484907741ca1f2532d0
3,10,5,28245840,28245840,5561148,5561148,50490432,"{""1"": 5561148, ""5"": 22684692}",98f96eb177b41060bf4e9505d895a344c8b552fdb5aef484907741ca1f2532d0
3,10,6,28245840,28245840,4893543,4893543,70985706,"{""1"": 4893543, ""2"": 4521807, ""3"": 9228537, ""6"": 9601953}",98f96eb177b41060bf4e9505d895a344c8b552fdb5aef484907741ca1f2532d0
3,10,7,28245840,28245840,3121701,3121701,46976046,"{""1"": 3121701, ""7"": 25124139}",98f96eb177b41060bf4e9505d895a344c8b552fdb5aef484907741ca1f2532d0
3,10,8,28245840,28245840,4629024,4629024,75040248,"{""1"": 4629024, ""2"": 2449092, ""4"": 7043964, ""8"": 14123760}",98f96eb177b41060bf4e9505d895a344c8b552fdb5aef484907741ca1f2532d0
4,1,2,15,11,7,7,22,"{""1"": 7, ""2"": 8}",5c073b9de0d6867c3c5e74bf0d72f38fde13385ee75901f9c8a722ac1ec5d0e6
4,1,3,15,11,4,4,23,"{""1"": 4, ""3"": 11}",5c073b9de0d6867c3c5e74bf0d72f38fde13385ee75901f9c8a722ac1ec5d0e6
4,1,4,15,11,1,1,24,"{""1"": 1, ""2"": 6, ""4"": 8}",5c073b9de0d6867c3c5e74bf0d72f38fde13385ee75901f9c8a722ac1ec5d0e6
4,1,5,15,11,0,0,15,"{""5"": 15}",5c073b9de0d6867c3c5e74bf0d72f38fde13385ee75901f9c8a722ac1ec5d0e6
4,1,6,15,11,0,0,30,"{""2"": 4, ""3"": 7, ""6"": 4}",5c073b9de0d6867c3c5e74bf0d72f38fde13385ee75901f9c8a722ac1ec5d0e6
4,1,7,15,11,0,0,15,"{""7"": 15}",5c073b9de0d6867c3c5e74bf0d72f38fde13385ee75901f9c8a722ac1ec5d0e6
4,1,8,15,11,0,0,24,"{""2"": 1, ""4"": 6, ""8"": 8}",5c073b9de0d6867c3c5e74bf0d72f38fde13385ee75901f9c8a722ac1ec5d0e6
4,2,2,105,105,49,49,154,"{""1"": 49, ""2"": 56}",970fc89eefe6008309cb46d63d841f1f131da09a61a971366267ad50a13e1aa8
4,2,3,105,105,36,36,177,"{""1"": 36, ""3"": 69}",970fc89eefe6008309cb46d63d841f1f131da09a61a971366267ad50a13e1aa8
4,2,4,105,105,31,31,216,"{""1"": 31, ""2"": 18, ""4"": 56}",970fc89eefe6008309cb46d63d841f1f131da09a61a971366267ad50a13e1aa8
4,2,5,105,105,28,28,217,"{""1"": 28, ""5"": 77}",970fc89eefe6008309cb46d63d841f1f131da09a61a971366267ad50a13e1aa8
4,2,6,105,105,12,12,250,"{""1"": 12, ""2"": 24, ""3"": 37, ""6"": 32}",970fc89eefe6008309cb46d63d841f1f131da09a61a971366267ad50a13e1aa8
4,2,7,105,105,4,4,129,"{""1"": 4, ""7"": 101}",970fc89eefe6008309cb46d63d841f1f131da09a61a971366267ad50a13e1aa8
4,2,8,105,105,0,0,216,"{""2"": 31, ""4"": 18, ""8"": 56}",970fc89eefe6008309cb46d63d841f1f131da09a61a971366267ad50a13e1aa8
4,3,2,1120,1120,560,560,1680,"{""1"": 560, ""2"": 560}",07ab52f201721312cf619efe609c3741eb2894f448785e067bccd1fb46345498
4,3,3,1120,1120,370,370,1860,"{""1"": 370, ""3"": 750}",07ab52f201721312cf619efe609c3741eb2894f448785e067bccd1fb46345498
4,3,4,1120,1120,260,260,2200,"{""1"": 260, ""2"": 300, ""4"": 560}",07ab52f201721312cf619efe609c3741eb2894f448785e067bccd1fb46345498
4,3,5,1120,1120,230,230,2040,"{""1"": 230, ""5"": 890}",07ab52f201721312cf619efe609c3741eb2894f448785e067bccd1fb46345498
4,3,6,1120,1120,278,278,2976,"{""1"": 278, ""2"": 92, ""3"": 282, ""6"": 468}",07ab52f201721312cf619efe609c3741eb2894f448785e067bccd1fb46345498
4,3,7,1120,1120,256,256,2656,"{""1"": 256, ""7"": 864}",07ab52f201721312cf619efe609c3741eb2894f448785e067bccd1fb46345498
4,3,8,1120,1120,164,164,2856,"{""1"": 164, ""2"": 96, ""4"": 300, ""8"": 560}",07ab52f201721312cf619efe609c3741eb2894f448785e067bccd1fb46345498
4,4,2,12600,12600,6272,6272,18872,"{""1"": 6272, ""2"": 6328}",6e8b0974b261fa32d5614ef5c46c840c7f284f9bc1fb870ac3b467c04376b70e
4,4,3,12600,12600,4199,4199,20998,"{""1"": 4199, ""3"": 8401}",6e8b0974b261fa32d5614ef5c46c840c7f284f9bc1fb870ac3b467c04376b70e
4,4,4,12600,12600,3214,3214,25300,"{""1"": 3214, ""2"": 3058, ""4"": 6328}",6e8b0974b261fa32d5614ef5c46c840c7f284f9bc1fb870ac3b467c04376b70e
4,4,5,12600,12600,2310,2310,21840,"{""1"": 2310, ""5"": 10290}",6e8b0974b261fa32d5614ef5c46c840c7f284f9bc1fb870ac3b467c04376b70e
4,4,6,12600,12600,1555,1555,30380,"{""1"": 1555, ""2"": 2644, ""3"": 4717, ""6"": 3684}",6e8b0974b261fa32d5614ef5c46c840c7f284f9bc1fb870ac3b467c04376b70e
4,4,7,12600,12600,2108,2108,25248,"{""1"": 2108, ""7"": 10492}",6e8b0974b261fa32d5614ef5c46c840c7f284f9bc1fb870ac3b467c04376b70e
4,4,8,12600,12600,2707,2707,36128,"{""1"": 2707, ""2"": 507, ""4"": 3058, ""8"": 6328}",6e8b0974b261fa32d5614ef5c46c840c7f284f9bc1fb870ac3b467c04376b70e
4,5,2,151872,151872,75936,75936,227808,"{""1"": 75936, ""2"": 75936}",d847d4608efb1e39d7333ec07a8fc91820dab0af99e63a99f0cdf6845d2f1baf
4,5,3,151872,151872,50626,50626,253124,"{""1"": 50626, ""3"": 101246}",d847d4608efb1e39d7333ec07a8fc91820dab0af99e63a99f0cdf6845d2f1baf
4,5,4,151872,151872,37656,37656,303120,"{""1"": 37656, ""2"": 38280, ""4"": 75936}",d847d4608efb1e39d7333ec07a8fc91820dab0af99e63a99f0cdf6845d2f1baf
4,5,5,151872,151872,32362,32362,281320,"{""1"": 32362, ""5"": 119510}",d847d4608efb1e39d7333ec07a8fc91820dab0af99e63a99f0cdf6845d2f1baf
4,5,6,151872,151872,24950,24950,378960,"{""1"": 24950, ""2"": 25676, ""3"": 50986, ""6"": 50260}",d847d4608efb1e39d7333ec07a8fc91820dab0af99e63a99f0cdf6845d2f1baf
4,5,7,151872,151872,13264,13264,231456,"{""1"": 13264, ""7"": 138608}",d847d4608efb1e39d7333ec07a8fc91820dab0af99e63a99f0cdf6845d2f1baf
4,5,8,151872,151872,14280,14280,360240,"{""1"": 14280, ""2"": 23376, ""4"": 38280, ""8"": 75936}",d847d4608efb1e39d7333ec07a8fc91820dab0af99e63a99f0cdf6845d2f1baf
4,6,2,1897840,1897840,948640,948640,2846480,"{""1"": 948640, ""2"": 949200}",1ca551dfec95f01718c0c9dceec4292e83417ad14e52240cb941fca67d21656a
4,6,3,1897840,1897840,632587,632587,3163014,"{""1"": 632587, ""3"": 1265253}",1ca551dfec95f01718c0c9dceec4292e83417ad14e52240cb941fca67d21656a
4,6,4,1897840,1897840,475620,475620,3797720,"{""1"": 475620, ""2"": 473020, ""4"": 949200}",1ca551dfec95f01718c0c9dceec4292e83417ad14e52240cb941fca67d21656a
4,6,5,1897840,1897840,366019,366019,3361916,"{""1"": 366019, ""5"": 1531821}",1ca551dfec95f01718c0c9dceec4292e83417ad14e52240cb941fca67d21656a
4,6,6,1897840,1897840,351991,351991,4815636,"{""1"": 351991, ""2"": 280596, ""3"": 596649, ""6"": 668604}",1ca551dfec95f01718c0c9dceec4292e83417ad14e52240cb941fca67d21656a
4,6,7,1897840,1897840,294768,294768,3666448,"{""1"": 294768, ""7"": 1603072}",1ca551dfec95f01718c0c9dceec4292e83417ad14e52240cb941fca67d21656a
4,6,8,1897840,1897840,144742,144742,4376688,"{""1"": 144742, ""2"": 330878, ""4"": 473020, ""8"": 949200}",1ca551dfec95f01718c0c9dceec4292e83417ad14e52240cb941fca67d21656a
4,7,2,24408480,24408480,12204240,12204240,36612720,"{""1"": 12204240, ""2"": 12204240}",aac117fdc779d3b763ca7045589891b2b666860e60ba53fd7e2a176d801c2d93
4,7,3,24408480,24408480,8136164,8136164,40680808,"{""1"": 8136164, ""3"": 16272316}",aac117fdc779d3b763ca7045589891b2b666860e60ba53fd7e2a176d801c2d93
4,7,4,24408480,24408480,6096540,6096540,48805800,"{""1"": 6096540, ""2"": 6107700, ""4"": 12204240}",aac117fdc779d3b763ca7045589891b2b666860e60ba53fd7e2a176d801c2d93
4,7,5,24408480,24408480,4949700,4949700,44207280,"{""1"": 4949700, ""5"": 19458780}",aac117fdc779d3b763ca7045589891b2b666860e60ba53fd7e2a176d801c2d93
4,7,6,24408480,24408480,3754252,3754252,60393552,"{""1"": 3754252, ""2"": 4381912, ""3"": 8449988, ""6"": 7822328}",aac117fdc779d3b763ca7045589891b2b666860e60ba53fd7e2a176d801c2d93
4,7,7,24408480,24408480,4054830,4054830,48737460,"{""1"": 4054830, ""7"": 20353650}",aac117fdc779d3b763ca7045589891b2b666860e60ba53fd7e2a176d801c2d93
4,7,8,24408480,24408480,3652524,3652524,63415896,"{""1"": 3652524, ""2"": 2444016, ""4"": 6107700, ""8"": 12204240}",aac117fdc779d3b763ca7045589891b2b666860e60ba53fd7e2a176d801c2d93
4,8,2,320355000,320355000,160174336,160174336,480529336,"{""1"": 160174336, ""2"": 160180664}",d69e4f3a3ea6824a0f5fa0de55cac0610bc4530fd66ccb1cf77a8a58f40375b2
4,8,3,320355000,320355000,106784997,106784997,533924994,"{""1"": 106784997, ""3"": 213570003}",d69e4f3a3ea6824a0f5fa0de55cac0610bc4530fd66ccb1cf77a8a58f40375b2
4,8,4,320355000,320355000,80111582,80111582,640752500,"{""1"": 80111582, ""2"": 80062754, ""4"": 160180664}",d69e4f3a3ea6824a0f5fa0de55cac0610bc4530fd66ccb1cf77a8a58f40375b2
4,8,5,320355000,320355000,63892228,63892228,575923912,"{""1"": 63892228, ""5"": 256462772}",d69e4f3a3ea6824a0f5fa0de55cac0610bc4530fd66ccb1cf77a8a58f40375b2
4,8,6,320355000,320355000,53969389,53969389,802038108,"{""1"": 53969389, ""2"": 52815608, ""3"": 106204947, ""6"": 107365056}",d69e4f3a3ea6824a0f5fa0de55cac0610bc4530fd66ccb1cf77a8a58f40375b2
4,8,7,320355000,320355000,40361519,40361519,562524114,"{""1"": 40361519, ""7"": 279993481}",d69e4f3a3ea6824a0f5fa0de55cac0610bc4530fd66ccb1cf77a8a58f40375b2
4,8,8,320355000,320355000,48554423,48554423,834970192,"{""1"": 48554423, ""2"": 31557159, ""4"": 80062754, ""8"": 160180664}",d69e4f3a3ea6824a0f5fa0de55cac0610bc4530fd66ccb1cf77a8a58f40375b2
4,9,2,4271484000,4271484000,2135742000,2135742000,6407226000,"{""1"": 2135742000, ""2"": 2135742000}",0f1808775d056b04ab0b3b39d869993cb4b01dce468b59fcd7c6640b1e49c372
4,9,3,4271484000,4271484000,1423827750,1423827750,7119139500,"{""1"": 1423827750, ""3"": 2847656250}",0f1808775d056b04ab0b3b39d869993cb4b01dce468b59fcd7c6640b1e49c372
4,9,4,4271484000,4271484000,1067762500,1067762500,8542751000,"{""1"": 1067762500, ""2"": 1067979500, ""4"": 2135742000}",0f1808775d056b04ab0b3b39d869993cb4b01dce468b59fcd7c6640b1e49c372
4,9,5,4271484000,4271484000,853253890,853253890,7684499560,"{""1"": 853253890, ""5"": 3418230110}",0f1808775d056b04ab0b3b39d869993cb4b01dce468b59fcd7c6640b1e49c372
4,9,6,4271484000,4271484000,728475066,728475066,10711831632,"{""1"": 728475066, ""2"": 695352684, ""3"": 1407266934, ""6"": 1440389316}",0f1808775d056b04ab0b3b39d869993cb4b01dce468b59fcd7c6640b1e49c372
4,9,7,4271484000,4271484000,590752356,590752356,7815998136,"{""1"": 590752356, ""7"": 3680731644}",0f1808775d056b04ab0b3b39d869993cb4b01dce468b59fcd7c6640b1e49c372
4,9,8,4271484000,4271484000,454441220,454441220,10360515880,"{""1"": 454441220, ""2"": 613321280, ""4"": 1067979500, ""8"": 2135742000}",0f1808775d056b04ab0b3b39d869993cb4b01dce468b59fcd7c6640b1e49c372
4,10,2,57664963104,57664963104,28832443584,28832443584,86497406688,"{""1"": 28832443584, ""2"": 28832519520}",55cdfe4a8f6095808991534b6bafd810ec880c2a689c954efb60208b90a4a437
4,10,3,57664963104,57664963104,19221654375,19221654375,96108271854,"{""1"": 19221654375, ""3"": 38443308729}",55cdfe4a8f6095808991534b6bafd810ec880c2a689c954efb60208b90a4a437
4,10,4,57664963104,57664963104,14416710072,14416710072,115330826832,"{""1"": 14416710072, ""2"": 14415733512, ""4"": 28832519520}",55cdfe4a8f6095808991534b6bafd810ec880c2a689c954efb60208b90a4a437
4,10,5,57664963104,57664963104,11553731059,11553731059,103879887340,"{""1"": 11553731059, ""5"": 46111232045}",55cdfe4a8f6095808991534b6bafd810ec880c2a689c954efb60208b90a4a437
4,10,6,57664963104,57664963104,9404784347,9404784347,143750284132,"{""1"": 9404784347, ""2"": 9816870028, ""3"": 19427659237, ""6"": 19015649492}",55cdfe4a8f6095808991534b6bafd810ec880c2a689c954efb60208b90a4a437
4,10,7,57664963104,57664963104,8860097340,8860097340,110825547144,"{""1"": 8860097340, ""7"": 48804865764}",55cdfe4a8f6095808991534b6bafd810ec880c2a689c954efb60208b90a4a437
4,10,8,57664963104,57664963104,6420693444,6420693444,141013600608,"{""1"": 6420693444, ""2"": 7996016628, ""4"": 14415733512, ""8"": 28832519520}",55cdfe4a8f6095808991534b6bafd810ec880c2a689c954efb60208b90a4a437
5,1,2,31,26,15,15,46,"{""1"": 15, ""2"": 16}",902d46dd84ed80a99670d106c22cda8f9eaa4fc8051294d3041b2f68f59e4c6e
5,1,3,31,26,10,10,51,"{""1"": 10, ""3"": 21}",902d46dd84ed80a99670d106c22cda8f9eaa4fc8051294d3041b2f68f59e4c6e
5,1,4,31,26,5,5,56,"{""1"": 5, ""2"": 10, ""4"": 16}",902d46dd84ed80a99670d106c22cda8f9eaa4fc8051294d3041b2f68f59e4c6e
5,1,5,31,26,1,1,35,"{""1"": 1, ""5"": 30}",902d46dd84ed80a99670d106c22cda8f9eaa4fc8051294d3041b2f68f59e4c6e
5,1,6,31,26,0,0,66,"{""2"": 10, ""3"": 15, ""6"": 6}",902d46dd84ed80a99670d106c22cda8f9eaa4fc8051294d3041b2f68f59e4c6e
5,1,7,31,26,0,0,31,"{""7"": 31}",902d46dd84ed80a99670d106c22cda8f9eaa4fc8051294d3041b2f68f59e4c6e
5,1,8,31,26,0,0,56,"{""2"": 5, ""4"": 10, ""8"": 16}",902d46dd84ed80a99670d106c22cda8f9eaa4fc8051294d3041b2f68f59e4c6e
5,2,2,465,465,225,225,690,"{""1"": 225, ""2"": 240}",2038fc90f5c6c5b0fe4a201cd3e528c3aa5c33d88207a720e9cf4648be671c3b
5,2,3,465,465,155,155,775,"{""1"": 155, ""3"": 310}",2038fc90f5c6c5b0fe4a201cd3e528c3aa5c33d88207a720e9cf4648be671c3b
5,2,4,465,465,115,115,920,"{""1"": 115, ""2"": 110, ""4"": 240}",2038fc90f5c6c5b0fe4a201cd3e528c3aa5c33d88207a720e9cf4648be671c3b
5,2,5,465,465,125,125,965,"{""1"": 125, ""5"": 340}",2038fc90f5c6c5b0fe4a201cd3e528c3aa5c33d88207a720e9cf4648be671c3b
5,2,6,465,465,100,100,1200,"{""1"": 100, ""2"": 55, ""3"": 125, ""6"": 185}",2038fc90f5c6c5b0fe4a201cd3e528c3aa5c33d88207a720e9cf4648be671c3b
5,2,7,465,465,60,60,825,"{""1"": 60, ""7"": 405}",2038fc90f5c6c5b0fe4a201cd3e528c3aa5c33d88207a720e9cf4648be671c3b
5,2,8,465,465,20,20,1000,"{""1"": 20, ""2"": 95, ""4"": 110, ""8"": 240}",2038fc90f5c6c5b0fe4a201cd3e528c3aa5c33d88207a720e9cf4648be671c3b
5,3,2,9920,9920,4960,4960,14880,"{""1"": 4960, ""2"": 4960}",3057c6477ec5cd194c77acd2ba9d7ba842ac2f025407f62913df665f87c84dad
5,3,3,9920,9920,3300,3300,16520,"{""1"": 3300, ""3"": 6620}",3057c6477ec5cd194c77acd2ba9d7ba842ac2f025407f62913df665f87c84dad
5,3,4,9920,9920,2500,2500,19880,"{""1"": 2500, ""2"": 2460, ""4"": 4960}",3057c6477ec5cd194c77acd2ba9d7ba842ac2f025407f62913df665f87c84dad
5,3,5,9920,9920,1750,1750,16920,"{""1"": 1750, ""5"": 8170}",3057c6477ec5cd194c77acd2ba9d7ba842ac2f025407f62913df665f87c84dad
5,3,6,9920,9920,1605,1605,24690,"{""1"": 1605, ""2"": 1695, ""3"": 3355, ""6"": 3265}",3057c6477ec5cd194c77acd2ba9d7ba842ac2f025407f62913df665f87c84dad
5,3,7,9920,9920,2030,2030,22100,"{""1"": 2030, ""7"": 7890}",3057c6477ec5cd194c77acd2ba9d7ba842ac2f025407f62913df665f87c84dad
5,3,8,9920,9920,2100,2100,28280,"{""1"": 2100, ""2"": 400, ""4"": 2460, ""8"": 4960}",3057c6477ec5cd194c77acd2ba9d7ba842ac2f025407f62913df665f87c84dad
5,4,2,230640,230640,115200,115200,345840,"{""1"": 115200, ""2"": 115440}",05f1c2d1b2579454b5b891194015d3125dfaf2098c780cdd34f2a7a43d0c165a
5,4,3,230640,230640,76880,76880,384400,"{""1"": 76880, ""3"": 153760}",05f1c2d1b2579454b5b891194015d3125dfaf2098c780cdd34f2a7a43d0c165a
5,4,4,230640,230640,57410,57410,460660,"{""1"": 57410, ""2"": 57790, ""4"": 115440}",05f1c2d1b2579454b5b891194015d3125dfaf2098c780cdd34f2a7a43d0c165a
5,4,5,230640,230640,48250,48250,423640,"{""1"": 48250, ""5"": 182390}",05f1c2d1b2579454b5b891194015d3125dfaf2098c780cdd34f2a7a43d0c165a
5,4,6,230640,230640,36005,36005,571610,"{""1"": 36005, ""2"": 40875, ""3"": 79195, ""6"": 74565}",05f1c2d1b2579454b5b891194015d3125dfaf2098c780cdd34f2a7a43d0c165a
5,4,7,230640,230640,22770,22770,367260,"{""1"": 22770, ""7"": 207870}",05f1c2d1b2579454b5b891194015d3125dfaf2098c780cdd34f2a7a43d0c165a
5,4,8,230640,230640,26275,26275,565760,"{""1"": 26275, ""2"": 31135, ""4"": 57790, ""8"": 115440}",05f1c2d1b2579454b5b891194015d3125dfaf2098c780cdd34f2a7a43d0c165a
5,5,2,5725824,5725824,2862912,2862912,8588736,"{""1"": 2862912, ""2"": 2862912}",ed6d23d9839685839dfb65431f616a99ea3243db316c49908a8b0740f74146e9
5,5,3,5725824,5725824,1908608,1908608,9543040,"{""1"": 1908608, ""3"": 3817216}",ed6d23d9839685839dfb65431f616a99ea3243db316c49908a8b0740f74146e9
5,5,4,5725824,5725824,1432504,1432504,11453744,"{""1"": 1432504, ""2"": 1430408, ""4"": 2862912}",ed6d23d9839685839dfb65431f616a99ea3243db316c49908a8b0740f74146e9
5,5,5,5725824,5725824,1124494,1124494,10223800,"{""1"": 1124494, ""5"": 4601330}",ed6d23d9839685839dfb65431f616a99ea3243db316c49908a8b0740f74146e9
5,5,6,5725824,5725824,1017205,1017205,14440362,"{""1"": 1017205, ""2"": 891403, ""3"": 1845707, ""6"": 1971509}",ed6d23d9839685839dfb65431f616a99ea3243db316c49908a8b0740f74146e9
5,5,7,5725824,5725824,886530,886530,11045004,"{""1"": 886530, ""7"": 4839294}",ed6d23d9839685839dfb65431f616a99ea3243db316c49908a8b0740f74146e9
5,5,8,5725824,5725824,506880,506880,13481264,"{""1"": 506880, ""2"": 925624, ""4"": 1430408, ""8"": 2862912}",ed6d23d9839685839dfb65431f616a99ea3243db316c49908a8b0740f74146e9
5,6,2,147912160,147912160,73953600,73953600,221865760,"{""1"": 73953600, ""2"": 73958560}",076c23a1fde50a11dda9e3a775d58f37119fb9940582003710f318bafd675a39
5,6,3,147912160,147912160,49303950,49303950,246520060,"{""1"": 49303950, ""3"": 98608210}",076c23a1fde50a11dda9e3a775d58f37119fb9940582003710f318bafd675a39
5,6,4,147912160,147912160,36973260,36973260,295812280,"{""1"": 36973260, ""2"": 36980340, ""4"": 73958560}",076c23a1fde50a11dda9e3a775d58f37119fb9940582003710f318bafd675a39
5,6,5,147912160,147912160,29790750,29790750,267075160,"{""1"": 29790750, ""5"": 118121410}",076c23a1fde50a11dda9e3a775d58f37119fb9940582003710f318bafd675a39
5,6,6,147912160,147912160,23563770,23563770,367601200,"{""1"": 23563770, ""2"": 25740180, ""3"": 50389830, ""6"": 48218380}",076c23a1fde50a11dda9e3a775d58f37119fb9940582003710f318bafd675a39
5,6,7,147912160,147912160,22278725,22278725,281584510,"{""1"": 22278725, ""7"": 125633435}",076c23a1fde50a11dda9e3a775d58f37119fb9940582003710f318bafd675a39
5,6,8,147912160,147912160,22491430,22491430,385778000,"{""1"": 22491430, ""2"": 14481830, ""4"": 36980340, ""8"": 73958560}",076c23a1fde50a11dda9e3a775d58f37119fb9940582003710f318bafd675a39
5,7,2,3930373440,3930373440,1965186720,1965186720,5895560160,"{""1"": 1965186720, ""2"": 1965186720}",b792d97a498d9259ccb6d9b904894d788b7fa6ca859331ad795e8c7ef709ac04
5,7,3,3930373440,3930373440,1310124480,1310124480,6550622400,"{""1"": 1310124480, ""3"": 2620248960}",b792d97a498d9259ccb6d9b904894d788b7fa6ca859331ad795e8c7ef709ac04
5,7,4,3930373440,3930373440,982593020,982593020,7860746200,"{""1"": 982593020, ""2"": 982593700, ""4"": 1965186720}",b792d97a498d9259ccb6d9b904894d788b7fa6ca859331ad795e8c7ef709ac04
5,7,5,3930373440,3930373440,783917000,783917000,7066041440,"{""1"": 783917000, ""5"": 3146456440}",b792d97a498d9259ccb6d9b904894d788b7fa6ca859331ad795e8c7ef709ac04
5,7,6,3930373440,3930373440,669915750,669915750,9855640620,"{""1"": 669915750, ""2"": 640208730, ""3"": 1295270970, ""6"": 1324977990}",b792d97a498d9259ccb6d9b904894d788b7fa6ca859331ad795e8c7ef709ac04
5,7,7,3930373440,3930373440,517303510,517303510,7034194500,"{""1"": 517303510, ""7"": 3413069930}",b792d97a498d9259ccb6d9b904894d788b7fa6ca859331ad795e8c7ef709ac04
