a,angular_momentum_range_scaled,centered,completed_natural_time,completed_steps,dt,energy,ftle_natural,ftle_physical,initial_energy,initial_p0,initial_p1,initial_potential_fraction,initial_q0,initial_q1,max_relative_energy_drift,n,natural_time_scale,p_scale,poincare_crossings,poincare_occupancy_24,q_scale,radial_fraction,renormalizations_per_natural_time,resolution,sali,seed_index,sobol_0,sobol_1,sobol_2,status,steps_per_natural_time,total_natural_time,u_radius_fraction
0.0,3.689549954373289e-14,True,80.0,163840,3.47671275727457e-05,1000.0,-3.337225830667275e-05,-0.0004686912362032147,1000.0,-43.70942802438156,5.35286111226205e-15,0.044742950890704,9.68060172991822e-17,0.790481119671258,7.327471075768699e-07,1,0.0712030772689832,44.721359549995796,34,0.029513888888888888,1.2703512729988213,0.88,8,primary,1.396036543367918,0,0.5,0.5,0.5,ok,2048,80.0,0.6222539674441618
0.0,5.453029763073743e-14,True,80.0,327680,1.738356378637285e-05,1000.0,-3.339938363168641e-05,-0.00046907219340414004,1000.0,-43.70942802438156,5.35286111226205e-15,0.044742950890704,9.68060172991822e-17,0.790481119671258,1.83186959361592e-07,1,0.0712030772689832,44.721359549995796,34,0.029513888888888888,1.2703512729988213,0.88,8,refined,1.3960180061834395,0,0.5,0.5,0.5,ok,4096,80.0,0.6222539674441618
0.0,3.001667759490133e-14,True,80.0,163840,3.47671275727457e-05,1000.0,0.0546600427897027,0.7676640516984113,1000.0,2.5697193283358277e-15,41.966701421584844,0.11939798589577433,0.9681376972492541,-5.928133660350942e-17,1.4525964820677473e-07,1,0.0712030772689832,44.721359549995796,34,0.012152777777777778,1.2703512729988213,0.88,8,primary,0.43140036624389794,1,0.75,0.25,0.25,ok,2048,80.0,0.762102355330306
0.0,9.630350728364178e-14,True,80.0,327680,1.738356378637285e-05,1000.0,0.0546579250349243,0.767634309236995,1000.0,2.5697193283358277e-15,41.966701421584844,0.11939798589577433,0.9681376972492541,-5.928133660350942e-17,3.631510674040328e-08,1,0.0712030772689832,44.721359549995796,34,0.012152777777777778,1.2703512729988213,0.88,8,refined,0.43150358947457107,1,0.75,0.25,0.25,ok,4096,80.0,0.762102355330306
0.0,2.3825737840952933e-14,True,80.0,163840,3.47671275727457e-05,1000.0,0.06370785987924232,0.8947346424168402,1000.0000000000001,-8.14601786720571e-15,-44.34485585491417,0.01676687960344229,-0.5589545601194813,1.0267828693787093e-16,1.7869172922928553e-06,1,0.0712030772689832,44.721359549995796,36,0.034722222222222224,1.2703512729988213,0.88,8,primary,1.331331199552071,2,0.25,0.75,0.75,ok,2048,80.0,0.44
0.0,2.2575042941165377e-14,True,80.0,163840,3.47671275727457e-05,1000.0,0.0590537828426831,0.8293712169151929,1000.0,-31.186699519122353,-31.186699519122346,0.02738977310397376,0.48406884862462707,0.484068848624627,3.3392318938467726e-06,1,0.0712030772689832,44.721359549995796,44,0.003472222222222222,1.2703512729988213,0.88,8,primary,0.9716744453804574,3,0.375,0.375,0.625,ok,2048,80.0,0.5388877434122992
0.0,1.63215684422276e-14,True,80.0,163840,3.47671275727457e-05,1000.0,0.06134068301160275,0.8614892131680857,1000.0,28.371741803468126,28.371741803468122,0.19504426703733926,-0.7394273801308247,-0.7394273801308243,4.690241475714174e-06,1,0.0712030772689832,44.721359549995796,44,0.003472222222222222,1.2703512729988213,0.88,8,primary,0.09002260456202713,4,0.875,0.875,0.125,ok,2048,80.0,0.823164625090267
0.0,1.0255698178257955e-14,True,80.0,163840,3.47671275727457e-05,1000.0,0.059339356127440956,0.8333819043139838,999.9999999999999,30.44518878777412,-30.445188787774136,0.0730904796767924,0.6249301963803267,-0.6249301963803267,3.707077171611673e-06,1,0.0712030772689832,44.721359549995796,44,0.003472222222222222,1.2703512729988213,0.88,8,primary,0.6779118449012472,5,0.625,0.125,0.875,ok,2048,80.0,0.6957010852370435
0.0,9.380211748406667e-17,True,80.0,163840,3.47671275727457e-05,1000.0,0.0601377335580425,0.8445945858612367,999.9999999999999,-31.460070150202153,31.460070150202156,0.010263986144359203,-0.27947728005974065,0.2794772800597407,3.232515567447081e-06,1,0.0712030772689832,44.721359549995796,43,0.001736111111111111,1.2703512729988213,0.88,8,primary,1.2582361009489735,6,0.125,0.625,0.375,ok,2048,80.0,0.3111269837220809
0.0,2.8265704735198758e-14,True,80.0,163840,3.47671275727457e-05,1000.0,0.05112525932682665,0.7180203621493947,999.9999999999999,41.045244576315376,-17.00149697443058,0.01311849914944048,0.4472213015705973,0.18524512849268934,2.6598296873316944e-06,1,0.0712030772689832,44.721359549995796,39,0.019097222222222224,1.2703512729988213,0.88,8,primary,0.9301251130357652,7,0.1875,0.3125,0.9375,ok,2048,80.0,0.381051177665153
1.02,1.1371300799564474,True,80.0,327680,4.061323963707817e-05,100.0,0.5161443306944274,3.1027271060371344,100.0,-12.779257273376446,1.5650076515320998e-15,0.1834529177042759,7.152060364832555e-17,0.5840100484329112,1.2457476564975424e-06,1,0.1663518295534722,14.142135623730951,29,0.04513888888888889,2.0582032638649626,0.88,8,primary,4.1910000110727263e-16,0,0.5,0.5,0.5,ok,4096,80.0,0.622253967444162
1.02,1.1770724704513365,True,80.0,655360,2.0306619818539086e-05,100.0,0.5332910693314652,3.2058022491423452,100.0,-12.779257273376446,1.5650076515320998e-15,0.1834529177042759,7.152060364832555e-17,0.5840100484329112,2.26538692942313e-07,1,0.1663518295534722,14.142135623730951,27,0.041666666666666664,2.0582032638649626,0.88,8,refined,3.775804075071496e-16,0,0.5,0.5,0.5,ok,8192,80.0,0.622253967444162
1.02,1.1436786839729511,True,80.0,327680,4.061323963707817e-05,100.0,0.5013774387922477,3.013958067897803,100.0,7.175057430995865e-16,11.717758027851655,0.3134707340035905,0.7152633116593615,-1.1244673538608168,1.2398786788025973e-06,1,0.1663518295534722,14.142135623730951,29,0.043402777777777776,2.0582032638649626,0.88,8,primary,1.0205600981444537e-15,1,0.75,0.25,0.25,ok,4096,80.0,0.762102355330306
1.02,1.1641436114128194,True,80.0,655360,2.0306619818539086e-05,100.0,0.505253105175326,3.03725607666321,100.0,7.175057430995865e-16,11.717758027851655,0.3134707340035905,0.7152633116593615,-1.1244673538608168,2.7960655998526815e-07,1,0.1663518295534722,14.142135623730951,32,0.04513888888888889,2.0582032638649626,0.88,8,refined,1.4807547565400304e-14,1,0.75,0.25,0.25,ok,8192,80.0,0.762102355330306
1.02,1.17432976455051,True,80.0,327680,4.061323963707817e-05,100.0,0.5392985417028541,3.2419153017460607,100.0,-2.4544528556552738e-15,-13.361419022280055,0.10736240855526351,-0.41295746552799556,0.1739861928891061,1.3288122720211959e-06,1,0.1663518295534722,14.142135623730951,28,0.03993055555555555,2.0582032638649626,0.88,8,primary,2.294713511102948e-14,2,0.25,0.75,0.75,ok,4096,80.0,0.44
1.02,1.1415574251747271,True,80.0,327680,4.061323963707817e-05,100.0,0.5301432083740802,3.1868793375889553,100.00000000000001,-9.271773024187802,-9.271773024187798,0.14034224987943436,0.35763165582968076,-0.07414361182421886,1.4472036554025178e-06,1,0.1663518295534722,14.142135623730951,28,0.03993055555555555,2.0582032638649626,0.88,8,primary,8.473409486550036e-16,3,0.375,0.375,0.625,ok,4096,80.0,0.5388877434122992
1.02,1.1510869238899368,True,80.0,327680,4.061323963707817e-05,100.0,0.5225288769310381,3.1411068837272764,99.99999999999999,7.682685575575539,7.6826855755755386,0.40976342346843536,-0.5462913779173025,-0.39042522900226223,1.015183153185717e-06,1,0.1663518295534722,14.142135623730951,29,0.04513888888888889,2.0582032638649626,0.88,8,primary,5.551115123125783e-17,4,0.875,0.875,0.125,ok,4096,80.0,0.8231646250902671
1.02,1.1639202838860292,True,80.0,327680,4.061323963707817e-05,100.0,0.4320685454969926,2.597317664956058,99.99999999999999,8.718908053573239,-8.718908053573243,0.23980642353335668,0.461700482368312,-1.0681295559715511,8.851525628017499e-07,1,0.1663518295534722,14.142135623730951,25,0.03819444444444445,2.0582032638649626,0.88,8,primary,3.213076783679692e-13,5,0.625,0.125,0.875,ok,4096,80.0,0.6957010852370434
1.02,1.1593615080754651,True,80.0,327680,4.061323963707817e-05,100.0,0.46998616198530596,2.825253940680186,100.0,-9.580539171120174,9.580539171120174,0.08213269190631971,-0.20647873276399778,0.3369579656340538,1.1139614163369061e-06,1,0.1663518295534722,14.142135623730951,25,0.03819444444444445,2.0582032638649626,0.88,8,primary,3.896746918125698e-15,6,0.125,0.625,0.375,ok,4096,80.0,0.311126983722081
1.02,1.0691865531899765,True,80.0,327680,4.061323963707817e-05,100.0,0.4276840366364433,2.5709608231207843,100.00000000000001,12.437051918024753,-5.1515955803841775,0.09390401282261522,0.3304085669991629,-0.25287398624952984,1.3245657235927408e-06,1,0.1663518295534722,14.142135623730951,32,0.04861111111111111,2.0582032638649626,0.88,8,primary,1.015596370555043e-13,7,0.1875,0.3125,0.9375,ok,4096,80.0,0.381051177665153
1.02,1.3792814086158305,True,80.0,327680,1.738356378637285e-05,1000.0,0.7157596241504885,10.052369245876411,1000.0,-43.70942802438156,5.35286111226205e-15,0.044742950890704,9.68060172991822e-17,0.7904811196712579,5.63858912971682e-06,1,0.0712030772689832,44.721359549995796,28,0.03993055555555555,3.1448131028256157,0.88,8,primary,9.506031400676578e-16,0,0.5,0.5,0.5,ok,4096,80.0,0.6222539674441618
1.02,1.338163619172854,True,80.0,655360,8.691781893186426e-06,1000.0,0.719375707679643,10.103154740939974,1000.0,-43.70942802438156,5.35286111226205e-15,0.044742950890704,9.68060172991822e-17,0.7904811196712579,1.408235223379961e-06,1,0.0712030772689832,44.721359549995796,30,0.04513888888888889,3.1448131028256157,0.88,8,refined,3.249781623518109e-15,0,0.5,0.5,0.5,ok,8192,80.0,0.6222539674441618
1.02,1.366663346143456,True,80.0,327680,1.738356378637285e-05,1000.0,0.709687891874123,9.967095792688028,1000.0,2.5697193283358277e-15,41.966701421584844,0.11939798589577433,0.9681376972492541,-1.7717254176047539,3.801612544066302e-06,1,0.0712030772689832,44.721359549995796,28,0.041666666666666664,3.1448131028256157,0.88,8,primary,3.4219371797089426e-16,1,0.75,0.25,0.25,ok,4096,80.0,0.762102355330306
1.02,1.3256246959539824,True,80.0,655360,8.691781893186426e-06,1000.0,0.7926541020512713,11.132301193344064,1000.0,2.5697193283358277e-15,41.966701421584844,0.11939798589577433,0.9681376972492541,-1.7717254176047539,1.063444165765759e-06,1,0.0712030772689832,44.721359549995796,27,0.03993055555555555,3.1448131028256157,0.88,8,refined,3.645825866992492e-15,1,0.75,0.25,0.25,ok,8192,80.0,0.762102355330306
1.02,1.3347090141428128,True,80.0,327680,1.738356378637285e-05,1000.0,0.6954378964716187,9.766964057528995,1000.0000000000001,-8.14601786720571e-15,-44.34485585491417,0.01676687960344229,-0.5589545601194813,0.15225946218521152,3.882594745959977e-06,1,0.0712030772689832,44.721359549995796,26,0.03993055555555555,3.1448131028256157,0.88,8,primary,4.47545209131181e-16,2,0.25,0.75,0.75,ok,4096,80.0,0.44
1.02,1.3551853824280016,True,80.0,327680,1.738356378637285e-05,1000.0,0.7134508875903445,10.019944571990164,1000.0,-31.186699519122353,-31.186699519122346,0.02738977310397376,0.48406884862462707,-0.16278475696480238,4.475149740414963e-06,1,0.0712030772689832,44.721359549995796,25,0.03819444444444445,3.1448131028256157,0.88,8,primary,0.0,3,0.375,0.375,0.625,ok,4096,80.0,0.5388877434122992
1.02,1.3613714457668282,True,80.0,327680,1.738356378637285e-05,1000.0,0.5920974987943932,8.31561670512683,1000.0,28.371741803468126,28.371741803468122,0.19504426703733926,-0.7394273801308247,-0.6741225196570938,3.1964099712240566e-06,1,0.0712030772689832,44.721359549995796,28,0.03298611111111111,3.1448131028256157,0.88,8,primary,5.964543396834415e-15,4,0.875,0.875,0.125,ok,4096,80.0,0.823164625090267
1.02,1.3452859860007036,True,80.0,327680,1.738356378637285e-05,1000.0,0.7281140030330019,10.22587830414144,1000.0,30.44518878777412,-30.445188787774136,0.0730904796767925,0.6249301963803267,-1.5498036902506946,4.866212884735433e-06,1,0.0712030772689832,44.721359549995796,30,0.046875,3.1448131028256157,0.88,8,primary,1.3841832454285204e-15,5,0.625,0.125,0.875,ok,4096,80.0,0.6957010852370435
1.02,1.3751114157623774,True,80.0,327680,1.738356378637285e-05,1000.0,0.6884885873498557,9.66936561953578,999.9999999999999,-31.460070150202153,31.460070150202156,0.010263986144359203,-0.27947728005974065,0.4352767122233289,4.151264530378285e-06,1,0.0712030772689832,44.721359549995796,27,0.043402777777777776,3.1448131028256157,0.88,8,primary,1.5449287945012552e-15,6,0.125,0.625,0.375,ok,4096,80.0,0.3111269837220809
1.02,1.3044265307772935,True,80.0,327680,1.738356378637285e-05,1000.0,0.7374139500188448,10.356489892046701,999.9999999999999,41.045244576315376,-17.00149697443058,0.01311849914944048,0.4472213015705973,-0.3955610901302621,4.199525834906127e-06,1,0.0712030772689832,44.721359549995796,31,0.043402777777777776,3.1448131028256157,0.88,8,primary,6.552858632770472e-15,7,0.1875,0.3125,0.9375,ok,4096,80.0,0.381051177665153
1.02,0.7157610421860724,True,80.0,655360,2.0306619818539086e-05,100.0,0.7247930826395478,4.356988946770616,100.0,-12.779257273376446,1.5650076515320998e-15,0.18345291770427596,0.5840100484329112,-0.8399374606860703,6.068891607924343e-07,2,0.1663518295534722,14.142135623730951,31,0.041666666666666664,3.3870947259759863,0.88,8,primary,2.1458129720553474e-15,0,0.5,0.5,0.5,ok,8192,80.0,0.622253967444162
1.02,0.7171688758919302,True,80.0,1310720,1.0153309909269543e-05,100.0,0.7081723383619348,4.257075742796683,100.0,-12.779257273376446,1.5650076515320998e-15,0.18345291770427596,0.5840100484329112,-0.8399374606860703,1.8176052620333395e-07,2,0.1663518295534722,14.142135623730951,28,0.03125,3.3870947259759863,0.88,8,refined,6.38378239159465e-16,0,0.5,0.5,0.5,ok,16384,80.0,0.622253967444162
1.02,0.8912895460574612,True,80.0,655360,2.0306619818539086e-05,100.0,0.7280513864366567,4.376575769505628,100.0,7.175057430995865e-16,11.717758027851655,0.3134707340035905,-1.1244673538608168,-1.057576609882128,7.744576222989962e-07,2,0.1663518295534722,14.142135623730951,28,0.03819444444444445,3.3870947259759863,0.88,8,primary,1.0992016137513104e-15,1,0.75,0.25,0.25,ok,8192,80.0,0.762102355330306
1.02,0.9913719038369555,True,80.0,1310720,1.0153309909269543e-05,100.0,0.7060900729520723,4.244558504991413,100.0,7.175057430995865e-16,11.717758027851655,0.3134707340035905,-1.1244673538608168,-1.057576609882128,1.9361324291367054e-07,2,0.1663518295534722,14.142135623730951,20,0.017361111111111112,3.3870947259759863,0.88,8,refined,3.1257315094059784e-15,1,0.75,0.25,0.25,ok,16384,80.0,0.762102355330306
1.02,0.7161503297647244,True,80.0,655360,2.0306619818539086e-05,100.0,0.5963129301596896,3.584649064337525,100.0,-2.4544528556552738e-15,-13.361419022280055,0.10736240855526351,0.1739861928891061,0.2354915492235077,4.870751921259853e-07,2,0.1663518295534722,14.142135623730951,27,0.034722222222222224,3.3870947259759863,0.88,8,primary,4.291048120745935e-16,2,0.25,0.75,0.75,ok,8192,80.0,0.44
1.02,0.718728941324373,True,80.0,655360,2.0306619818539086e-05,100.0,0.5935157871065637,3.567834442817377,100.00000000000001,-9.271773024187802,-9.271773024187798,0.14034224987943436,-0.07414361182421886,-0.3007703566786426,4.888513828404939e-07,2,0.1663518295534722,14.142135623730951,26,0.03298611111111111,3.3870947259759863,0.88,8,primary,0.0,3,0.375,0.375,0.625,ok,8192,80.0,0.5388877434122992
1.02,0.9619691494335446,True,80.0,655360,2.0306619818539086e-05,100.0,0.9804420961533993,5.8937860724774636,99.99999999999999,7.682685575575541,7.682685575575539,0.40976342346843514,-0.39042522900226223,0.7197574426905644,5.985868945401763e-07,2,0.1663518295534722,14.142135623730951,30,0.03819444444444445,3.3870947259759863,0.88,8,primary,0.0,4,0.875,0.875,0.125,ok,8192,80.0,0.8231646250902671
1.02,0.970183909511257,True,80.0,655360,2.0306619818539086e-05,100.0,0.8012529375869434,4.816616322992639,100.0,8.718908053573239,-8.718908053573243,0.2398064235333568,-1.0681295559715511,-0.7254836921550183,8.120365511388172e-07,2,0.1663518295534722,14.142135623730951,28,0.036458333333333336,3.3870947259759863,0.88,8,primary,2.6466946166351067e-15,5,0.625,0.125,0.875,ok,8192,80.0,0.6957010852370434
1.02,0.7171439459319588,True,80.0,655360,2.0306619818539086e-05,100.0,0.8075368752045895,4.854391306499064,100.0,-9.580539171120174,9.580539171120174,0.08213269190631971,0.3369579656340538,-0.1932313210658542,5.097655976271653e-07,2,0.1663518295534722,14.142135623730951,28,0.03298611111111111,3.3870947259759863,0.88,8,primary,1.0810041770590471e-15,6,0.125,0.625,0.375,ok,8192,80.0,0.311126983722081
1.02,0.7138364991328444,True,80.0,655360,2.0306619818539086e-05,100.0,0.7371785015894332,4.431442104172796,100.00000000000001,12.437051918024753,-5.1515955803841775,0.09390401282261522,-0.25287398624952984,-0.1825777734390082,6.564633372363459e-07,2,0.1663518295534722,14.142135623730951,30,0.03819444444444445,3.3870947259759863,0.88,8,primary,2.0188500319289843e-15,7,0.1875,0.3125,0.9375,ok,8192,80.0,0.381051177665153
1.02,1.0793871222811766,True,80.0,655360,8.691781893186426e-06,1000.0,1.0321563127717326,14.495950910556369,999.9999999999999,-43.70942802438156,5.35286111226205e-15,0.04474295089070397,0.7904811196712579,-1.3033648920489944,7.1577117245169585e-06,2,0.0712030772689832,44.721359549995796,27,0.03125,7.9036826785770815,0.88,8,primary,0.0,0,0.5,0.5,0.5,ok,8192,80.0,0.6222539674441618
1.02,1.1451383201532896,True,80.0,1310720,4.345890946593213e-06,1000.0,1.0351014909032368,14.537313984238962,999.9999999999999,-43.70942802438156,5.35286111226205e-15,0.04474295089070397,0.7904811196712579,-1.3033648920489944,2.2593248349949137e-06,2,0.0712030772689832,44.721359549995796,26,0.03125,7.9036826785770815,0.88,8,refined,4.027386864194826e-15,0,0.5,0.5,0.5,ok,16384,80.0,0.6222539674441618
1.02,1.1309737396681219,True,80.0,655360,8.691781893186426e-06,1000.0,1.0048775631004236,14.112838962062089,1000.0000000000001,2.569719328335828e-15,41.96670142158485,0.11939798589577416,-1.7717254176047539,-2.6771898257508946,8.863497040124456e-06,2,0.0712030772689832,44.721359549995796,26,0.034722222222222224,7.9036826785770815,0.88,8,primary,0.0,1,0.75,0.25,0.25,ok,8192,80.0,0.762102355330306
1.02,1.0685409397101209,True,80.0,1310720,4.345890946593213e-06,1000.0,1.0620374189499489,14.915611230367192,1000.0000000000001,2.569719328335828e-15,41.96670142158485,0.11939798589577416,-1.7717254176047539,-2.6771898257508946,2.198923777314121e-06,2,0.0712030772689832,44.721359549995796,27,0.029513888888888888,7.9036826785770815,0.88,8,refined,4.267143314468672e-15,1,0.75,0.25,0.25,ok,16384,80.0,0.762102355330306
1.02,0.7774660827853275,True,80.0,655360,8.691781893186426e-06,1000.0,1.077517102992515,15.133013126974676,1000.0000000000001,-8.14601786720571e-15,-44.34485585491417,0.01676687960344229,0.15225946218521152,0.4070241714163789,6.111834410035043e-06,2,0.0712030772689832,44.721359549995796,29,0.034722222222222224,7.9036826785770815,0.88,8,primary,1.2216623780218724e-14,2,0.25,0.75,0.75,ok,8192,80.0,0.44
1.02,1.056127407081571,True,80.0,655360,8.691781893186426e-06,1000.0,0.8993251264770331,12.63042498963438,1000.0,-31.186699519122353,-31.186699519122346,0.02738977310397376,-0.16278475696480238,-0.3739459977037164,6.418236075433015e-06,2,0.0712030772689832,44.721359549995796,24,0.027777777777777776,7.9036826785770815,0.88,8,primary,4.726685702145816e-15,3,0.375,0.375,0.625,ok,8192,80.0,0.5388877434122992
1.02,1.1563873444310504,True,80.0,655360,8.691781893186426e-06,1000.0,1.1452826879065183,16.084735826514837,1000.0,28.371741803468126,28.371741803468122,0.19504426703733926,-0.6741225196570938,0.8438685825772733,8.770309585656833e-06,2,0.0712030772689832,44.721359549995796,23,0.026041666666666668,7.9036826785770815,0.88,8,primary,5.508372867045955e-15,4,0.875,0.875,0.125,ok,8192,80.0,0.823164625090267
1.02,1.1573782509037644,True,80.0,655360,8.691781893186426e-06,1000.0,1.151974340110445,16.17871564396918,1000.0,30.44518878777412,-30.445188787774136,0.0730904796767925,-1.5498036902506946,-1.769097076814369,7.421982906635094e-06,2,0.0712030772689832,44.721359549995796,25,0.027777777777777776,7.9036826785770815,0.88,8,primary,1.2270271936777611e-15,5,0.625,0.125,0.875,ok,8192,80.0,0.6957010852370435
1.02,1.1573412142875297,True,80.0,655360,8.691781893186426e-06,1000.0,1.090911523334906,15.321128877812116,999.9999999999999,-31.460070150202153,31.460070150202156,0.010263986144359203,0.4352767122233289,-0.28051331705600774,6.936768285299878e-06,2,0.0712030772689832,44.721359549995796,27,0.03125,7.9036826785770815,0.88,8,primary,1.2693350839883674e-12,6,0.125,0.625,0.375,ok,8192,80.0,0.3111269837220809
1.02,0.8669312578708435,True,80.0,655360,8.691781893186426e-06,1000.0,1.1576878661613184,16.25895832827466,999.9999999999999,41.045244576315376,-17.00149697443058,0.013118499149440478,-0.3955610901302621,-0.2735455496784437,1.006417365579182e-05,2,0.0712030772689832,44.721359549995796,29,0.03298611111111111,7.9036826785770815,0.88,8,primary,8.838484034734537e-15,7,0.1875,0.3125,0.9375,ok,8192,80.0,0.381051177665153
6.0,1.1260544697307404,True,80.0,655360,2.0306619818539086e-05,100.0,0.698877430562655,4.201200746866494,100.0,-12.779257273376446,1.5650076515320998e-15,0.1834529177042759,7.152060364832555e-17,0.584010048432911,3.7930348099735054e-06,1,0.1663518295534722,14.142135623730951,12,0.015625,8.452452253316345,0.88,8,primary,1.1107649934270853e-16,0,0.5,0.5,0.5,ok,8192,80.0,0.622253967444162
6.0,1.1260788867981013,True,80.0,1310720,1.0153309909269543e-05,100.0,0.7550045840611459,4.538601024634099,100.0,-12.779257273376446,1.5650076515320998e-15,0.1834529177042759,7.152060364832555e-17,0.584010048432911,8.637916471343487e-07,1,0.1663518295534722,14.142135623730951,13,0.017361111111111112,8.452452253316345,0.88,8,refined,2.023208220574598e-15,0,0.5,0.5,0.5,ok,16384,80.0,0.622253967444162
6.0,0.9270084185679275,True,80.0,655360,2.0306619818539086e-05,100.0,0.7503077836276372,4.510366887106931,100.0,7.175057430995865e-16,11.717758027851655,0.3134707340035905,0.7152633116593615,-5.4239006958750915,4.190593691504319e-06,1,0.1663518295534722,14.142135623730951,17,0.020833333333333332,8.452452253316345,0.88,8,primary,6.599273490462401e-16,1,0.75,0.25,0.25,ok,8192,80.0,0.762102355330306
6.0,0.9653810852087061,True,80.0,1310720,1.0153309909269543e-05,100.0,0.7060878568293993,4.244545183090001,100.0,7.175057430995865e-16,11.717758027851655,0.3134707340035905,0.7152633116593615,-5.4239006958750915,7.015048390712764e-07,1,0.1663518295534722,14.142135623730951,15,0.020833333333333332,8.452452253316345,0.88,8,refined,7.019976673680206e-15,1,0.75,0.25,0.25,ok,16384,80.0,0.762102355330306
