atom_cutoff,atom_count,point,sigma,t,q,sector,partial_norm,infinite_limit_status
509,97,critical_imag,0.5,1.0,2,relative_ratio_minus_identity,13.083137083713808,NOT_COMPACT_NO_OPEN_DOMAIN
509,97,critical_imag,0.5,1.0,4,L_s,0.819936624731655,S_q
509,97,critical_imag,0.5,1.0,4,L_1_minus_s,0.819936624731655,S_q
509,97,critical_imag,0.5,1.0,4,difference,1.2869917140277227,S_q_BY_TRIANGLE
509,97,critical_imag,0.5,1.0,4,relative_ratio_minus_identity,4.708169636131899,NOT_COMPACT_NO_OPEN_DOMAIN
509,97,right_strip,0.75,0.0,1,L_s,4.157980182380083,DIVERGENT_INFINITE_LIMIT
509,97,right_strip,0.75,0.0,1,L_1_minus_s,29.12361283351135,DIVERGENT_INFINITE_LIMIT
509,97,right_strip,0.75,0.0,1,difference,24.965632651131266,NO_COMMON_S_q_CERTIFICATE
509,97,right_strip,0.75,0.0,1,relative_ratio_minus_identity,1268.6907774822664,NOT_COMPACT_NO_OPEN_DOMAIN
509,97,right_strip,0.75,0.0,2,L_s,0.9157444667737835,S_q
509,97,right_strip,0.75,0.0,2,L_1_minus_s,3.1678312897217666,DIVERGENT_INFINITE_LIMIT
509,97,right_strip,0.75,0.0,2,difference,2.583102492481493,NO_COMMON_S_q_CERTIFICATE
509,97,right_strip,0.75,0.0,2,relative_ratio_minus_identity,141.11562083991788,NOT_COMPACT_NO_OPEN_DOMAIN
509,97,right_strip,0.75,0.0,4,L_s,0.6465646857487922,S_q
509,97,right_strip,0.75,0.0,4,L_1_minus_s,1.2038962406883456,DIVERGENT_INFINITE_LIMIT
509,97,right_strip,0.75,0.0,4,difference,0.8565464111340719,NO_COMMON_S_q_CERTIFICATE
509,97,right_strip,0.75,0.0,4,relative_ratio_minus_identity,49.626431885067866,NOT_COMPACT_NO_OPEN_DOMAIN
509,97,right_outer,1.25,0.0,1,L_s,1.2533653532593438,S_q
509,97,right_outer,1.25,0.0,1,L_1_minus_s,353.64578071457686,DIVERGENT_INFINITE_LIMIT
509,97,right_outer,1.25,0.0,1,difference,352.3924153613175,NO_COMMON_S_q_CERTIFICATE
509,97,right_outer,1.25,0.0,1,relative_ratio_minus_identity,402827.8510885195,NOT_COMPACT_NO_OPEN_DOMAIN
509,97,right_outer,1.25,0.0,2,L_s,0.5231373374829419,S_q
509,97,right_outer,1.25,0.0,2,L_1_minus_s,36.955253719630534,DIVERGENT_INFINITE_LIMIT
509,97,right_outer,1.25,0.0,2,difference,36.90207481476119,NO_COMMON_S_q_CERTIFICATE
509,97,right_outer,1.25,0.0,2,relative_ratio_minus_identity,53682.62125956428,NOT_COMPACT_NO_OPEN_DOMAIN
509,97,right_outer,1.25,0.0,4,L_s,0.4348447676207493,S_q
509,97,right_outer,1.25,0.0,4,L_1_minus_s,12.253975467478613,DIVERGENT_INFINITE_LIMIT
509,97,right_outer,1.25,0.0,4,difference,12.248829353324199,NO_COMMON_S_q_CERTIFICATE
509,97,right_outer,1.25,0.0,4,relative_ratio_minus_identity,21680.881110669434,NOT_COMPACT_NO_OPEN_DOMAIN
