word,hecke_prime,a_p,cycle_id,cycle_branches,cycle_degree,cycle_owner_matrix,cycle_owner_determinant,cycle_owner_c_mod_11,expected_trace_from_base_power,cycle_owner_trace,trace_identity_exact,root_search_max_exponent,primitive_in_gamma0_11_exact,primitive_root_exponent,period_real,period_imag,comparison_period_real,comparison_period_imag,closed_control_period,nonmodular_control_period_real,nonmodular_control_period_imag,analytic_evidence_token,finite_owner_evidence_token,period_evidence_token
LLRRRLRR,7,-2,3,b_2,1,"[[47,-11],[77,-18]]",1,0,29,29,true,3,true,1,-2.5384186085591076,-2.9176332338769906,-2.5384186085591076,-2.9176332338769893,-19.285788761185287,-5.146779789698339,-3.8537820028835816,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,7,-2,4,b_5,1,"[[80,-53],[77,-51]]",1,0,29,29,true,3,true,1,0.6346046521397771,1.4588166169384946,0.6346046521397766,1.4588166169384955,7.739080424173309,-1.7071009577158194,3.455326286457034,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,13,4,1,b_0|b_4|b_3|b_10|b_2|b_7|b_1,7,"[[14761885345,409355973],[84554750423,2344754164]]",1,0,17106639509,17106639509,true,24,true,1,-1.9038139564193277,4.376449850815483,-1.9038139564193237,4.376449850815483,11.794357534003948,-1.2465683816423434,9.169637883117755,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,13,4,2,b_5|b_8|b_6|infinity|b_11|b_9|b_12,7,"[[47282943200,-16874562887],[84554750423,-30176303691]]",1,0,17106639509,17106639509,true,24,true,1,4.442232564978445,1.458816616938495,4.442232564978444,1.45881661693849,19.161964162689316,2.0325422503970305,-8.678221872069914,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,2,-2,1,b_0|b_1|infinity,3,"[[6101,540],[7920,701]]",1,0,6802,6802,true,9,true,1,2.5384186085591076,-2.0539125955565396e-15,2.538418608559108,-2.3869795029440866e-15,7.615255825677315,6.589747388236694,-1.2331427860654138,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,3,-1,1,b_0,1,"[[17,1],[33,2]]",1,0,19,19,true,3,true,1,-1.2692093042795543,-1.1102230246251565e-16,-1.2692093042795534,1.0177044392397268e-16,-3.807627912838663,-2.882506187405811,-0.9234979051611377,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,3,-1,2,b_1|b_2|infinity,3,"[[10061,-2760],[11880,-3259]]",1,0,6802,6802,true,9,true,1,2.538418608559107,-1.0824674490095276e-15,2.538418608559107,3.0531133177191805e-16,7.615255825677317,0.63198547202484,0.650984927687853,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,5,1,1,b_0|b_4|b_1,3,"[[6101,216],[19800,701]]",1,0,6802,6802,true,9,true,1,-3.807627912838658,2.917633233876994,-3.807627912838658,2.917633233876992,0.24764919699200227,-6.781475819423406,4.532143409169855,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,5,1,2,b_2|b_3|infinity,3,"[[14021,-5112],[19800,-7219]]",1,0,6802,6802,true,9,true,1,2.538418608559103,-2.917633233876992,2.538418608559107,-2.91763323387699,-4.055277109830659,4.37095644793674,-2.5838184056400912,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,7,-2,1,b_0|b_1|infinity|b_4|b_5|b_3|b_2,7,"[[786290777,19884189],[3572525957,90344162]]",1,0,876634939,876634939,true,21,true,1,3.8076279128386608,-5.995204332975845e-15,3.8076279128386643,-7.549516567451064e-15,11.422883738515957,4.730703788495838,3.9436962163979326,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,7,-2,2,b_6,1,"[[83,-69],[77,-64]]",1,0,19,19,true,3,true,1,-1.2692093042795538,2.2343238370581275e-15,-1.2692093042795525,2.347659104155279e-15,-3.8076279128386528,-1.5167718780692339,-3.4042230879856263,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,13,4,1,b_0|b_4|b_7|b_10|b_1|b_9|b_5,7,"[[786290777,10706871],[6634691063,90344162]]",1,0,876634939,876634939,true,21,true,1,-2.5384186085591147,-2.917633233876983,-2.5384186085591094,-2.9176332338769857,-19.285788761185277,-3.714516826814749,-1.8303640377008237,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRLRRRRR,13,4,2,b_2|infinity|b_12|b_11|b_8|b_6|b_3,7,"[[1807012479,-253395947],[6634691063,-930377540]]",1,0,876634939,876634939,true,21,true,1,-2.5384186085591027,2.9176332338769964,-2.538418608559102,2.917633233876993,4.055277109830677,2.967093357919998,0.5134032563059812,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,2,-2,1,b_0,1,"[[41,13],[22,7]]",1,0,48,48,true,4,true,1,0.6346046521397785,1.4588166169384964,0.6346046521397782,1.4588166169384948,7.739080424173321,-0.9986859403266525,3.730229140701385,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,2,-2,2,b_1|infinity,2,"[[2495,-456],[1056,-193]]",1,0,2302,2302,true,8,true,1,-1.9038139564193284,1.4588166169384973,-1.9038139564193288,1.4588166169384973,0.1238245984960038,-2.5986455948900717,4.7086808573415775,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,3,-1,1,b_0|b_1,2,"[[1967,416],[1584,335]]",1,0,2302,2302,true,8,true,1,-1.9038139564193282,1.458816616938496,-1.903813956419328,1.458816616938496,0.12382459849599936,-1.3714252692333826,-1.3768930805885553,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,3,-1,2,b_2|infinity,2,"[[3023,-1376],[1584,-721]]",1,0,2302,2302,true,8,true,1,1.2692093042795547,-1.1796119636642288e-16,1.2692093042795527,-4.2327252813834093e-16,3.807627912838664,2.2392867360474176,-1.0459444214992248,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,5,1,1,b_0|b_1|b_4|infinity|b_2,5,"[[217251209,27567826],[291582775,37000039]]",1,0,254251248,254251248,true,20,true,1,-5.828670879282072e-16,-2.917633233876991,3.0531133177191805e-16,-2.917633233876991,-11.670532935507966,-3.4861989952449735,-5.677674767677283,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,5,1,2,b_3,1,"[[74,-35],[55,-26]]",1,0,48,48,true,4,true,1,0.6346046521397765,1.4588166169384946,0.6346046521397768,1.4588166169384953,7.7390804241733075,4.433296313215306,2.2582095203575583,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,7,-2,1,b_0|b_2|infinity,3,"[[94375,8554],[177331,16073]]",1,0,110448,110448,true,12,true,1,-1.269209304279553,5.048045315092509e-16,-1.2692093042795514,5.082739784612045e-16,-3.8076279128386568,-4.824083904105456,3.9058905857980895,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,7,-2,2,b_1|b_4|b_5,3,"[[119708,-6251],[177331,-9260]]",1,0,110448,110448,true,12,true,1,1.9038139564193313,1.4588166169384982,1.9038139564193313,1.4588166169384984,11.546708337011987,9.704265894119711,-0.4774777460709716,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,7,-2,3,b_3,1,"[[74,-25],[77,-26]]",1,0,48,48,true,4,true,1,0.6346046521397762,-1.4588166169384955,0.6346046521397765,-1.4588166169384955,-3.9314525113346535,-1.6489066875166933,-3.476105890281057,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,7,-2,4,b_6,1,"[[107,-82],[77,-59]]",1,0,48,48,true,4,true,1,-2.538418608559106,2.917633233876991,-2.538418608559105,2.9176332338769932,4.055277109830646,-5.163203412021684,3.7830376019302214,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,13,4,1,b_0,1,"[[41,2],[143,7]]",1,0,48,48,true,4,true,1,0.6346046521397767,1.458816616938494,0.6346046521397767,1.4588166169384946,7.739080424173306,4.253402536247054,1.8881932321017143,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,13,4,2,b_1|infinity|b_3|b_11|b_2|b_6,6,"[[13221509183,-371759472],[36373729392,-1022748481]]",1,0,12198760702,12198760702,true,24,true,1,-2.5384186085591116,-2.917633233876992,-2.5384186085591116,-2.9176332338769915,-19.2857887611853,-7.2268930469351575,1.676148016352176,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,13,4,3,b_4,1,"[[85,-22],[143,-37]]",1,0,48,48,true,4,true,1,-2.5384186085591085,-2.917633233876989,-2.538418608559108,-2.917633233876991,-19.28578876118528,-4.918635548227324,-5.023103414816873,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLLRLR,13,4,4,b_5|b_7|b_10|b_12|b_8|b_9,6,"[[24413425919,-8198274672],[36373729392,-12214665217]]",1,0,12198760702,12198760702,true,24,true,1,6.980651173537535,-1.4588166169385066,6.980651173537534,-1.4588166169385033,15.10668705285858,8.582790561633937,0.9408230793632031,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,2,-2,1,b_0|infinity,2,"[[1919,696],[1056,383]]",1,0,2302,2302,true,8,true,1,1.903813956419332,1.4588166169384953,1.9038139564193304,1.4588166169384955,11.546708337011978,2.598645594890076,4.708680857341573,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,2,-2,2,b_1,1,"[[51,-7],[22,-3]]",1,0,48,48,true,4,true,1,-0.6346046521397758,1.4588166169384955,-0.6346046521397759,1.4588166169384962,3.931452511334655,0.9986859403266563,3.730229140701383,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,3,-1,1,b_0|b_2,2,"[[1919,464],[1584,383]]",1,0,2302,2302,true,8,true,1,1.9038139564193304,1.4588166169384955,1.9038139564193322,1.4588166169384957,11.546708337011973,1.3714252692333806,-1.3768930805885546,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,3,-1,2,b_1|infinity,2,"[[2447,-224],[1584,-145]]",1,0,2302,2302,true,8,true,1,-1.2692093042795534,-3.5388358909926865e-16,-1.2692093042795527,4.163336342344337e-17,-3.807627912838661,-2.239286736047418,-1.0459444214992217,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,5,1,1,b_0|infinity|b_3|b_1|b_2,5,"[[211949704,30748729],[291582775,42301544]]",1,0,254251248,254251248,true,20,true,1,-1.7763568394002505e-15,-2.917633233876991,-1.6653345369377348e-15,-2.9176332338769893,-11.67053293550797,3.4861989952449703,-5.67767476767729,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,5,1,2,b_4,1,"[[84,-55],[55,-36]]",1,0,48,48,true,4,true,1,-0.634604652139776,1.4588166169384948,-0.634604652139776,1.4588166169384957,3.9314525113346512,-4.433296313215302,2.25820952035756,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,1,b_0|b_3|b_6,3,"[[92072,9541],[177331,18376]]",1,0,110448,110448,true,12,true,1,-1.9038139564193273,1.4588166169384946,-1.9038139564193273,1.458816616938495,0.1238245984959967,-9.704265894119716,-0.47747774607096805,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,2,b_1,1,"[[51,-2],[77,-3]]",1,0,48,48,true,4,true,1,-0.6346046521397765,-1.4588166169384948,-0.6346046521397768,-1.4588166169384957,-7.739080424173309,1.6489066875166918,-3.4761058902810604,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,3,b_2|b_4|infinity,3,"[[142738,-25991],[177331,-32290]]",1,0,110448,110448,true,12,true,1,1.2692093042795531,3.3133218391157016e-16,1.2692093042795527,4.145989107584569e-16,3.8076279128386608,4.824083904105465,3.905890585798078,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,4,b_5,1,"[[95,-58],[77,-47]]",1,0,48,48,true,4,true,1,2.5384186085591076,2.917633233876991,2.5384186085591094,2.917633233876989,19.285788761185287,5.163203412021688,3.7830376019302143,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,1,b_0|b_3|b_5|b_1|b_2|b_11,6,"[[10169168255,567422352],[36373729392,2029592447]]",1,0,12198760702,12198760702,true,24,true,1,-6.98065117353755,-1.458816616938487,-6.980651173537549,-1.4588166169384915,-26.777219988366596,-8.582790561633946,0.9408230793632137,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,2,b_4|b_8|b_12|b_7|infinity|b_9,6,"[[21361084991,-5380729200],[36373729392,-9162324289]]",1,0,12198760702,12198760702,true,24,true,1,2.538418608559099,-2.917633233876983,2.5384186085590983,-2.917633233876991,-4.055277109830635,7.2268930469351655,1.6761480163521632,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,3,b_6,1,"[[106,-43],[143,-58]]",1,0,48,48,true,4,true,1,2.538418608559104,-2.9176332338769893,2.538418608559107,-2.9176332338769915,-4.055277109830644,4.918635548227319,-5.023103414816872,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,4,b_10,1,"[[150,-107],[143,-102]]",1,0,48,48,true,4,true,1,-0.6346046521397767,1.458816616938498,-0.6346046521397775,1.4588166169384957,3.931452511334662,-4.253402536247059,1.8881932321017179,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLLRRLRRR,2,-2,1,b_0,1,"[[37,5],[22,3]]",1,0,40,40,true,3,true,1,-0.6346046521397778,-1.4588166169384953,-0.634604652139778,-1.4588166169384953,-7.739080424173315,0.9774229064938534,-3.737868693598266,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
