word,hecke_prime,a_p,cycle_id,cycle_branches,cycle_degree,cycle_owner_matrix,cycle_owner_determinant,cycle_owner_c_mod_11,expected_trace_from_base_power,cycle_owner_trace,trace_identity_exact,root_search_max_exponent,primitive_in_gamma0_11_exact,primitive_root_exponent,period_real,period_imag,comparison_period_real,comparison_period_imag,closed_control_period,nonmodular_control_period_real,nonmodular_control_period_imag,analytic_evidence_token,finite_owner_evidence_token,period_evidence_token
LRRLRRR,2,-2,1,b_0,1,"[[15,2],[22,3]]",1,0,18,18,true,3,true,1,-0.6346046521397777,-1.4588166169384955,-0.6346046521397773,-1.4588166169384948,-7.739080424173315,0.963255675198533,-3.7467920990645847,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,2,-2,2,b_1|infinity,2,"[[467,-171],[396,-145]]",1,0,322,322,true,6,true,1,1.9038139564193288,-1.4588166169384962,1.9038139564193288,-1.4588166169384966,-0.12382459849599847,2.5394319123447926,-4.737963697719333,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,3,-1,1,b_0|infinity,2,"[[269,24],[594,53]]",1,0,322,322,true,6,true,1,-1.2692093042795531,9.71445146547012e-17,-1.269209304279554,5.551115123125783e-17,-3.807627912838659,-2.0952268512556973,1.192847127910234,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,3,-1,2,b_1|b_2,2,"[[467,-114],[594,-145]]",1,0,322,322,true,6,true,1,1.9038139564193313,-1.4588166169384962,1.9038139564193277,-1.4588166169384962,-0.12382459849599048,1.3341890772488292,1.1045266115267434,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,5,1,1,b_0|infinity|b_3|b_1|b_2,5,"[[1554279,83204],[5720275,306219]]",1,0,1860498,1860498,true,15,true,1,8.326672684688674e-17,2.220446049250313e-15,-6.938893903907228e-16,4.440892098500626e-16,9.131584377541913e-15,2.9066434841756994,2.8513546512313104,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,5,1,2,b_4,1,"[[59,-44],[55,-41]]",1,0,18,18,true,3,true,1,-0.6346046521397753,1.4588166169384962,-0.6346046521397746,1.4588166169384948,3.931452511334659,-4.001927195325525,0.8011467489978399,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,7,-2,1,b_0|b_4|b_3|b_1,4,"[[86617,3312],[446292,17065]]",1,0,103682,103682,true,12,true,1,3.8076279128386568,-2.9176332338769893,3.807627912838657,-2.9176332338769937,-0.2476491969919863,14.57911767611132,-3.7737227421946615,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,7,-2,2,b_2|b_5|infinity|b_6,4,"[[214129,-52992],[446292,-110447]]",1,0,103682,103682,true,12,true,1,-2.538418608559108,3.0531133177191805e-16,-2.538418608559108,1.3322676295501878e-15,-7.615255825677323,-12.519516714367498,0.028323009190264425,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,13,4,1,b_0|b_2|b_8|b_11|b_4|b_6|b_3,7,"[[500473011,10304396],[4788968041,98601567]]",1,0,599074578,599074578,true,21,true,1,-4.442232564978428,4.37644985081549,-4.442232564978426,4.376449850815491,4.179101708326677,-1.6623106849365348,2.0504418545103,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR,13,4,2,b_1|infinity|b_5|b_9|b_7|b_12|b_10,7,"[[868855168,-48945881],[4788968041,-269780590]]",1,0,599074578,599074578,true,21,true,1,1.903813956419334,1.4588166169384964,1.9038139564193357,1.4588166169384997,11.546708337011987,0.8389972114141511,-1.5717435649660234,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,2,-2,1,b_0|infinity|b_1,3,"[[41003,12996],[30096,9539]]",1,0,50542,50542,true,11,true,1,-1.2692093042795496,2.917633233876992,-1.2692093042795498,2.917633233876992,7.8629050226693185,-3.603041855835329,8.435314935263984,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,3,-1,1,b_0|infinity|b_2,3,"[[41003,8664],[45144,9539]]",1,0,50542,50542,true,11,true,1,-1.2692093042795531,1.7763568394002505e-15,-1.2692093042795538,1.6653345369377348e-15,-3.8076279128386523,-2.5755553601071273,-4.464656565835405,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,3,-1,2,b_1,1,"[[41,-5],[33,-4]]",1,0,37,37,true,3,true,1,0.6346046521397781,1.4588166169384944,0.634604652139778,1.4588166169384944,7.739080424173312,3.4515150496397564,2.031005052774015,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,5,1,1,b_0|infinity|b_2|b_4|b_3,5,"[[56051071,7106209],[102853025,13039806]]",1,0,69090877,69090877,true,18,true,1,-1.9984014443252818e-15,2.7755575615628914e-15,-4.440892098500626e-16,-2.9976021664879227e-15,5.10702591327572e-15,-3.0338413530353723,-2.5434572246299125,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,5,1,2,b_1,1,"[[41,-3],[55,-4]]",1,0,37,37,true,3,true,1,0.634604652139776,-1.4588166169384955,0.6346046521397762,-1.4588166169384953,-3.931452511334654,3.9690378685290817,-0.8572136226295209,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,7,-2,1,b_0|b_6|b_1|b_2|b_4|b_3|infinity,7,"[[76621773054,6938701789],[196840013909,17825405263]]",1,0,94447178317,94447178317,true,26,true,1,-1.9038139564193268,1.4588166169385,-1.9038139564193237,1.4588166169384964,0.12382459849601979,-1.707320574735805,1.3908331666942944,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,7,-2,2,b_5,1,"[[85,-53],[77,-48]]",1,0,37,37,true,3,true,1,0.6346046521397785,1.4588166169384946,0.6346046521397777,1.4588166169384964,7.739080424173314,-0.2136693335227561,2.3430450854151035,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,13,4,1,b_0|b_8|b_10|b_5|b_4|b_11|b_12|b_2|infinity|b_3|b_6|b_7|b_1,13,"[[195729841299822689118,9544161004203937039],[933820805621848366079,45534886549455469399]]",1,0,241264727849278158517,241264727849278158517,true,48,true,1,1.9038139564193117,-7.294083084692489,1.9038139564193073,-7.294083084692486,-23.46489046951202,1.1926456506278997,-5.634440448875035,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR,13,4,2,b_9,1,"[[129,-83],[143,-92]]",1,0,37,37,true,3,true,1,0.6346046521397751,1.4588166169384948,0.634604652139776,1.4588166169384922,7.739080424173305,-0.5124734156589802,5.114156795582397,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,2,-2,1,b_0|infinity|b_1,3,"[[21811,2940],[18480,2491]]",1,0,24302,24302,true,10,true,1,1.2692093042795514,-2.9176332338769946,1.2692093042795511,-2.917633233876993,-7.862905022669324,3.5334349226523383,-8.471856263064716,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,3,-1,1,b_0|b_2|infinity,3,"[[21811,1960],[27720,2491]]",1,0,24302,24302,true,10,true,1,1.2692093042795538,-3.191891195797325e-16,1.2692093042795527,-1.429412144204889e-15,3.8076279128386603,2.6729155034869208,4.417258278191381,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,3,-1,2,b_1,1,"[[37,-9],[33,-8]]",1,0,29,29,true,3,true,1,-0.6346046521397778,-1.4588166169384962,-0.6346046521397778,-1.4588166169384946,-7.739080424173318,-3.4649664474087274,-2.086438266740689,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,5,1,1,b_0|b_2|b_1,3,"[[21811,1176],[46200,2491]]",1,0,24302,24302,true,10,true,1,-1.903813956419329,-1.4588166169384942,-1.9038139564193297,-1.458816616938495,-11.546708337011964,-3.1549406186087383,-1.5879491296807653,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,5,1,2,b_3|b_4|infinity,3,"[[49531,-27048],[46200,-25229]]",1,0,24302,24302,true,10,true,1,1.2692093042795556,2.9176332338769893,1.2692093042795543,2.917633233876992,15.478160848346624,2.100860163907731,5.175621697499567,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,7,-2,1,b_0,1,"[[26,1],[77,3]]",1,0,29,29,true,3,true,1,-0.6346046521397767,1.4588166169384966,-0.6346046521397767,1.4588166169384955,3.9314525113346566,1.707100957715821,3.4553262864570295,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,7,-2,2,b_1|b_5|b_2,3,"[[31051,-3240],[64680,-6749]]",1,0,24302,24302,true,10,true,1,-1.9038139564193322,-1.4588166169384964,-1.9038139564193324,-1.458816616938497,-11.546708337011982,-9.702844441752791,0.5252050799222827,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,7,-2,3,b_3,1,"[[59,-23],[77,-30]]",1,0,29,29,true,3,true,1,2.538418608559105,-2.9176332338769915,2.538418608559105,-2.9176332338769915,-4.0552771098306515,5.146779789698336,-3.8537820028835825,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,7,-2,4,b_4|infinity|b_6,3,"[[58771,-31320],[64680,-34469]]",1,0,24302,24302,true,10,true,1,1.2692093042795531,-3.469446951953614e-16,1.269209304279553,-2.3592239273284576e-16,3.807627912838658,4.87457506615748,-3.8708015699961935,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,13,4,1,b_0|infinity|b_5|b_3|b_6|b_12|b_2,7,"[[15353177306,318387979],[84554750423,1753462203]]",1,0,17106639509,17106639509,true,24,true,1,-4.442232564978433,1.4588166169384995,-4.442232564978429,1.458816616938502,-7.4914312271813,-2.0325422503970314,-8.678221872069912,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRLRRR,13,4,2,b_1|b_8|b_7|b_11|b_10|b_4|b_9,7,"[[21857388877,-1228067919],[84554750423,-4750749368]]",1,0,17106639509,17106639509,true,24,true,1,1.9038139564193368,4.376449850815488,1.903813956419337,4.376449850815491,23.217241272519964,1.2465683816423683,9.169637883117751,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,2,-2,1,b_0|b_1|infinity,3,"[[20971,3780],[18480,3331]]",1,0,24302,24302,true,10,true,1,-1.2692093042795536,-2.917633233876991,-1.2692093042795538,-2.917633233876991,-15.478160848346626,-3.533434922652345,-8.471856263064714,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,3,-1,1,b_0,1,"[[25,3],[33,4]]",1,0,29,29,true,3,true,1,0.6346046521397769,-1.4588166169384964,0.6346046521397771,-1.4588166169384955,-3.931452511334655,3.464966447408725,-2.0864382667406915,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,3,-1,2,b_1|infinity|b_2,3,"[[30211,-6440],[27720,-5909]]",1,0,24302,24302,true,10,true,1,-1.2692093042795534,-1.1102230246251565e-15,-1.2692093042795534,-1.2212453270876722e-15,-3.8076279128386643,-2.672915503486923,4.417258278191381,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,5,1,1,b_0|infinity|b_4,3,"[[20971,1512],[46200,3331]]",1,0,24302,24302,true,10,true,1,-1.2692093042795534,2.9176332338769924,-1.2692093042795525,2.9176332338769915,7.86290502266931,-2.100860163907724,5.175621697499562,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,5,1,2,b_1|b_3|b_2,3,"[[30211,-3864],[46200,-5909]]",1,0,24302,24302,true,10,true,1,1.90381395641933,-1.4588166169384942,1.9038139564193297,-1.458816616938496,-0.12382459849598693,3.15494061860874,-1.5879491296807682,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,7,-2,1,b_0|b_4|b_3,3,"[[20971,1080],[64680,3331]]",1,0,24302,24302,true,10,true,1,1.903813956419329,-1.4588166169384935,1.9038139564193284,-1.458816616938494,-0.12382459849598693,9.702844441752784,0.52520507992228,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRRRLRR,7,-2,2,b_1|b_6|infinity,3,"[[30211,-2760],[64680,-5909]]",1,0,24302,24302,true,10,true,1,-1.2692093042795545,9.540979117872439e-17,-1.2692093042795536,5.0133508455729725e-16,-3.807627912838663,-4.874575066157497,-3.8708015699961793,PROVED,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
