word,hecke_prime,branch_id,branch_matrix,target_branch_id,gluing_matrix,branch_determinant,gluing_determinant,gluing_c_mod_11,right_action_identity_exact,endpoint_gluing_exact,evidence_token
LLLRLLRLR,5,b_1,"[[1,1],[0,5]]",b_4,"[[52,-35],[55,-37]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,5,b_2,"[[1,2],[0,5]]",b_0,"[[63,8],[55,7]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,5,b_3,"[[1,3],[0,5]]",b_3,"[[74,-35],[55,-26]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,5,b_4,"[[1,4],[0,5]]",infinity,"[[17,54],[11,35]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,5,infinity,"[[5,0],[0,1]]",b_2,"[[205,-56],[11,-3]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,7,b_0,"[[1,0],[0,7]]",b_2,"[[41,-8],[77,-15]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,7,b_1,"[[1,1],[0,7]]",b_4,"[[52,-25],[77,-37]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,7,b_2,"[[1,2],[0,7]]",infinity,"[[9,40],[11,49]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,7,b_3,"[[1,3],[0,7]]",b_3,"[[74,-25],[77,-26]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,7,b_4,"[[1,4],[0,7]]",b_5,"[[85,-53],[77,-48]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,7,b_5,"[[1,5],[0,7]]",b_1,"[[96,-5],[77,-4]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,7,b_6,"[[1,6],[0,7]]",b_6,"[[107,-82],[77,-59]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,7,infinity,"[[7,0],[0,1]]",b_0,"[[287,26],[11,1]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_0,"[[1,0],[0,13]]",b_0,"[[41,2],[143,7]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_1,"[[1,1],[0,13]]",infinity,"[[4,33],[11,91]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_2,"[[1,2],[0,13]]",b_6,"[[63,-26],[143,-59]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_3,"[[1,3],[0,13]]",b_11,"[[74,-59],[143,-114]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_4,"[[1,4],[0,13]]",b_4,"[[85,-22],[143,-37]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_5,"[[1,5],[0,13]]",b_7,"[[96,-47],[143,-70]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_6,"[[1,6],[0,13]]",b_1,"[[107,-3],[143,-4]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_7,"[[1,7],[0,13]]",b_10,"[[118,-85],[143,-103]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_8,"[[1,8],[0,13]]",b_9,"[[129,-83],[143,-92]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_9,"[[1,9],[0,13]]",b_5,"[[140,-47],[143,-48]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_10,"[[1,10],[0,13]]",b_12,"[[151,-132],[143,-125]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_11,"[[1,11],[0,13]]",b_2,"[[162,-17],[143,-15]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,b_12,"[[1,12],[0,13]]",b_8,"[[173,-98],[143,-81]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,13,infinity,"[[13,0],[0,1]]",b_3,"[[533,-97],[11,-2]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,2,b_0,"[[1,0],[0,2]]",infinity,"[[20,29],[11,16]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,2,b_1,"[[1,1],[0,2]]",b_1,"[[51,-7],[22,-3]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,2,infinity,"[[2,0],[0,1]]",b_0,"[[80,29],[11,4]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,3,b_0,"[[1,0],[0,3]]",b_2,"[[40,-17],[33,-14]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,3,b_1,"[[1,1],[0,3]]",infinity,"[[17,37],[11,24]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,3,b_2,"[[1,2],[0,3]]",b_0,"[[62,15],[33,8]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,3,infinity,"[[3,0],[0,1]]",b_1,"[[120,-11],[11,-1]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,5,b_0,"[[1,0],[0,5]]",infinity,"[[8,29],[11,40]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,5,b_1,"[[1,1],[0,5]]",b_2,"[[51,-13],[55,-14]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,5,b_2,"[[1,2],[0,5]]",b_0,"[[62,9],[55,8]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,5,b_3,"[[1,3],[0,5]]",b_1,"[[73,-4],[55,-3]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,5,b_4,"[[1,4],[0,5]]",b_4,"[[84,-55],[55,-36]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,5,infinity,"[[5,0],[0,1]]",b_3,"[[200,-91],[11,-5]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,7,b_0,"[[1,0],[0,7]]",b_3,"[[40,-13],[77,-25]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,7,b_1,"[[1,1],[0,7]]",b_1,"[[51,-2],[77,-3]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,7,b_2,"[[1,2],[0,7]]",b_4,"[[62,-29],[77,-36]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,7,b_3,"[[1,3],[0,7]]",b_6,"[[73,-55],[77,-58]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,7,b_4,"[[1,4],[0,7]]",infinity,"[[12,61],[11,56]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,7,b_5,"[[1,5],[0,7]]",b_5,"[[95,-58],[77,-47]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,7,b_6,"[[1,6],[0,7]]",b_0,"[[106,11],[77,8]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,7,infinity,"[[7,0],[0,1]]",b_2,"[[280,-51],[11,-2]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_0,"[[1,0],[0,13]]",b_3,"[[40,-7],[143,-25]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_1,"[[1,1],[0,13]]",b_2,"[[51,-5],[143,-14]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_2,"[[1,2],[0,13]]",b_11,"[[62,-49],[143,-113]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_3,"[[1,3],[0,13]]",b_5,"[[73,-24],[143,-47]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_4,"[[1,4],[0,13]]",b_8,"[[84,-47],[143,-80]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_5,"[[1,5],[0,13]]",b_1,"[[95,-2],[143,-3]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_6,"[[1,6],[0,13]]",b_6,"[[106,-43],[143,-58]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_7,"[[1,7],[0,13]]",infinity,"[[9,85],[11,104]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_8,"[[1,8],[0,13]]",b_12,"[[128,-111],[143,-124]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_9,"[[1,9],[0,13]]",b_4,"[[139,-35],[143,-36]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_10,"[[1,10],[0,13]]",b_10,"[[150,-107],[143,-102]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_11,"[[1,11],[0,13]]",b_0,"[[161,9],[143,8]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,b_12,"[[1,12],[0,13]]",b_7,"[[172,-83],[143,-69]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLRLLR,13,infinity,"[[13,0],[0,1]]",b_9,"[[520,-331],[11,-7]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,2,b_0,"[[1,0],[0,2]]",b_0,"[[37,5],[22,3]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,2,b_1,"[[1,1],[0,2]]",infinity,"[[24,13],[11,6]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,2,infinity,"[[2,0],[0,1]]",b_1,"[[74,-27],[11,-4]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,3,b_0,"[[1,0],[0,3]]",b_1,"[[37,-9],[33,-8]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,3,b_1,"[[1,1],[0,3]]",infinity,"[[16,13],[11,9]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,3,b_2,"[[1,2],[0,3]]",b_2,"[[59,-34],[33,-19]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,3,infinity,"[[3,0],[0,1]]",b_0,"[[111,10],[11,1]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,5,b_0,"[[1,0],[0,5]]",b_0,"[[37,2],[55,3]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,5,b_1,"[[1,1],[0,5]]",b_1,"[[48,-7],[55,-8]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,5,b_2,"[[1,2],[0,5]]",b_4,"[[59,-44],[55,-41]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,5,b_3,"[[1,3],[0,5]]",infinity,"[[14,19],[11,15]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,5,b_4,"[[1,4],[0,5]]",b_2,"[[81,-28],[55,-19]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,5,infinity,"[[5,0],[0,1]]",b_3,"[[185,-101],[11,-6]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,7,b_0,"[[1,0],[0,7]]",b_5,"[[37,-25],[77,-52]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,7,b_1,"[[1,1],[0,7]]",b_1,"[[48,-5],[77,-8]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,7,b_2,"[[1,2],[0,7]]",b_3,"[[59,-23],[77,-30]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,7,b_3,"[[1,3],[0,7]]",infinity,"[[10,19],[11,21]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,7,b_4,"[[1,4],[0,7]]",b_2,"[[81,-20],[77,-19]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,7,b_5,"[[1,5],[0,7]]",b_4,"[[92,-49],[77,-41]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,7,b_6,"[[1,6],[0,7]]",b_0,"[[103,4],[77,3]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,7,infinity,"[[7,0],[0,1]]",b_6,"[[259,-212],[11,-9]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_0,"[[1,0],[0,13]]",b_8,"[[37,-22],[143,-85]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_1,"[[1,1],[0,13]]",b_0,"[[48,1],[143,3]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_2,"[[1,2],[0,13]]",b_6,"[[59,-26],[143,-63]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_3,"[[1,3],[0,13]]",b_9,"[[70,-47],[143,-96]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_4,"[[1,4],[0,13]]",b_3,"[[81,-17],[143,-30]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_5,"[[1,5],[0,13]]",b_12,"[[92,-83],[143,-129]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_6,"[[1,6],[0,13]]",b_11,"[[103,-85],[143,-118]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_7,"[[1,7],[0,13]]",b_7,"[[114,-59],[143,-74]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_8,"[[1,8],[0,13]]",b_1,"[[125,-7],[143,-8]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_9,"[[1,9],[0,13]]",b_4,"[[136,-39],[143,-41]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_10,"[[1,10],[0,13]]",b_10,"[[147,-110],[143,-107]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_11,"[[1,11],[0,13]]",b_2,"[[158,-21],[143,-19]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,b_12,"[[1,12],[0,13]]",infinity,"[[13,46],[11,39]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRLRRR,13,infinity,"[[13,0],[0,1]]",b_5,"[[481,-175],[11,-4]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,2,b_0,"[[1,0],[0,2]]",infinity,"[[18,13],[11,8]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,2,b_1,"[[1,1],[0,2]]",b_1,"[[47,-15],[22,-7]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,2,infinity,"[[2,0],[0,1]]",b_0,"[[72,13],[11,2]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,3,b_0,"[[1,0],[0,3]]",infinity,"[[12,13],[11,12]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,3,b_1,"[[1,1],[0,3]]",b_1,"[[47,-10],[33,-7]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,3,b_2,"[[1,2],[0,3]]",b_0,"[[58,7],[33,4]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,3,infinity,"[[3,0],[0,1]]",b_2,"[[108,-59],[11,-6]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,5,b_0,"[[1,0],[0,5]]",b_3,"[[36,-19],[55,-29]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,5,b_1,"[[1,1],[0,5]]",b_1,"[[47,-6],[55,-7]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,5,b_2,"[[1,2],[0,5]]",b_2,"[[58,-19],[55,-18]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,5,b_3,"[[1,3],[0,5]]",b_0,"[[69,5],[55,4]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,5,b_4,"[[1,4],[0,5]]",infinity,"[[16,29],[11,20]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,5,infinity,"[[5,0],[0,1]]",b_4,"[[180,-131],[11,-8]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,7,b_0,"[[1,0],[0,7]]",b_6,"[[36,-29],[77,-62]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,7,b_1,"[[1,1],[0,7]]",b_2,"[[47,-11],[77,-18]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,7,b_2,"[[1,2],[0,7]]",b_0,"[[58,3],[77,4]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,7,b_3,"[[1,3],[0,7]]",b_3,"[[69,-26],[77,-29]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,7,b_4,"[[1,4],[0,7]]",b_5,"[[80,-53],[77,-51]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,7,b_5,"[[1,5],[0,7]]",infinity,"[[13,33],[11,28]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,7,b_6,"[[1,6],[0,7]]",b_4,"[[102,-53],[77,-40]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,7,infinity,"[[7,0],[0,1]]",b_1,"[[252,-23],[11,-1]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_0,"[[1,0],[0,13]]",b_0,"[[36,1],[143,4]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_1,"[[1,1],[0,13]]",b_7,"[[47,-24],[143,-73]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_2,"[[1,2],[0,13]]",b_10,"[[58,-43],[143,-106]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_3,"[[1,3],[0,13]]",b_3,"[[69,-14],[143,-29]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_4,"[[1,4],[0,13]]",b_8,"[[80,-47],[143,-84]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_5,"[[1,5],[0,13]]",infinity,"[[7,33],[11,52]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_6,"[[1,6],[0,13]]",b_1,"[[102,-5],[143,-7]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_7,"[[1,7],[0,13]]",b_6,"[[113,-49],[143,-62]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_8,"[[1,8],[0,13]]",b_12,"[[124,-111],[143,-128]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_9,"[[1,9],[0,13]]",b_2,"[[135,-17],[143,-18]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_10,"[[1,10],[0,13]]",b_9,"[[146,-97],[143,-95]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_11,"[[1,11],[0,13]]",b_5,"[[157,-56],[143,-51]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,b_12,"[[1,12],[0,13]]",b_4,"[[168,-47],[143,-40]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRRRLRR,13,infinity,"[[13,0],[0,1]]",b_11,"[[468,-383],[11,-9]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,2,b_0,"[[1,0],[0,2]]",infinity,"[[14,5],[11,4]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,2,b_1,"[[1,1],[0,2]]",b_1,"[[39,-16],[22,-9]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,2,infinity,"[[2,0],[0,1]]",b_0,"[[56,5],[11,1]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,3,b_0,"[[1,0],[0,3]]",b_2,"[[28,-17],[33,-20]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,3,b_1,"[[1,1],[0,3]]",infinity,"[[13,7],[11,6]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,3,b_2,"[[1,2],[0,3]]",b_0,"[[50,3],[33,2]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,3,infinity,"[[3,0],[0,1]]",b_1,"[[84,-23],[11,-3]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,5,b_0,"[[1,0],[0,5]]",b_0,"[[28,1],[55,2]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,5,b_1,"[[1,1],[0,5]]",b_3,"[[39,-22],[55,-31]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,5,b_2,"[[1,2],[0,5]]",infinity,"[[10,9],[11,10]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,5,b_3,"[[1,3],[0,5]]",b_1,"[[61,-10],[55,-9]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,5,b_4,"[[1,4],[0,5]]",b_4,"[[72,-55],[55,-42]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,5,infinity,"[[5,0],[0,1]]",b_2,"[[140,-51],[11,-4]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,7,b_0,"[[1,0],[0,7]]",infinity,"[[4,5],[11,14]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,7,b_1,"[[1,1],[0,7]]",b_0,"[[39,1],[77,2]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,7,b_2,"[[1,2],[0,7]]",b_2,"[[50,-13],[77,-20]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,7,b_3,"[[1,3],[0,7]]",b_5,"[[61,-42],[77,-53]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,7,b_4,"[[1,4],[0,7]]",b_3,"[[72,-29],[77,-31]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,7,b_5,"[[1,5],[0,7]]",b_6,"[[83,-69],[77,-64]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,7,b_6,"[[1,6],[0,7]]",b_1,"[[94,-11],[77,-9]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,7,infinity,"[[7,0],[0,1]]",b_4,"[[196,-107],[11,-6]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_0,"[[1,0],[0,13]]",b_9,"[[28,-19],[143,-97]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_1,"[[1,1],[0,13]]",infinity,"[[3,7],[11,26]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_2,"[[1,2],[0,13]]",b_2,"[[50,-7],[143,-20]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_3,"[[1,3],[0,13]]",b_7,"[[61,-32],[143,-75]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_4,"[[1,4],[0,13]]",b_0,"[[72,1],[143,2]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_5,"[[1,5],[0,13]]",b_3,"[[83,-18],[143,-31]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_6,"[[1,6],[0,13]]",b_10,"[[94,-71],[143,-108]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_7,"[[1,7],[0,13]]",b_6,"[[105,-47],[143,-64]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_8,"[[1,8],[0,13]]",b_5,"[[116,-43],[143,-53]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_9,"[[1,9],[0,13]]",b_1,"[[127,-8],[143,-9]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_10,"[[1,10],[0,13]]",b_8,"[[138,-83],[143,-86]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_11,"[[1,11],[0,13]]",b_11,"[[149,-124],[143,-119]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,b_12,"[[1,12],[0,13]]",b_4,"[[160,-47],[143,-42]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLRRRRR,13,infinity,"[[13,0],[0,1]]",b_12,"[[364,-331],[11,-10]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,2,b_0,"[[1,0],[0,2]]",infinity,"[[12,13],[11,12]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,2,b_1,"[[1,1],[0,2]]",b_1,"[[35,-8],[22,-5]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,2,infinity,"[[2,0],[0,1]]",b_0,"[[48,13],[11,3]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,3,b_0,"[[1,0],[0,3]]",infinity,"[[8,13],[11,18]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,3,b_1,"[[1,1],[0,3]]",b_2,"[[35,-17],[33,-16]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,3,b_2,"[[1,2],[0,3]]",b_1,"[[46,-7],[33,-5]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,3,infinity,"[[3,0],[0,1]]",b_0,"[[72,13],[11,2]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,5,b_0,"[[1,0],[0,5]]",b_2,"[[24,-7],[55,-16]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,5,b_1,"[[1,1],[0,5]]",infinity,"[[7,19],[11,30]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,5,b_2,"[[1,2],[0,5]]",b_0,"[[46,5],[55,6]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,5,b_3,"[[1,3],[0,5]]",b_3,"[[57,-28],[55,-27]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,5,b_4,"[[1,4],[0,5]]",b_4,"[[68,-47],[55,-38]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,5,infinity,"[[5,0],[0,1]]",b_1,"[[120,-11],[11,-1]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,7,b_0,"[[1,0],[0,7]]",b_2,"[[24,-5],[77,-16]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,7,b_1,"[[1,1],[0,7]]",infinity,"[[5,19],[11,42]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
