word,hecke_prime,a_p,cycle_id,cycle_degree,cycle_branches,cycle_owner_matrix,owner_recomputed_equal_exact,owner_determinant,owner_c_mod_11,primitive_in_gamma0_11_exact_recomputed,primitive_root_exponent_recomputed,homology_coordinates_y0_11,compact_homology_coordinates_x0_11,conjugate_homology_coordinates_y0_11,real_symmetrized_coordinates_y0_11,source_real_eigenspace_coordinate_k,owner_real_eigenspace_coordinate_k,normalized_real_period_ratio_exact,normalized_real_period_square_exact,compact_homology_zero_exact,real_projection_zero_exact,full_complex_period_zero_exact,exact_instance_classification,round4_period_real_crosscheck,round4_period_imag_crosscheck,proof_evidence_token,quadrature_evidence_token,target_data_used,formal_a2_evaluation_run,route_b_invocation_allowed
LLLRLRLLR,13,4,4,1,b_10,"[[150,-107],[143,-102]]",true,1,0,true,1,-2|0|1,0|1,2|1|-1,0|1|0,1,1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397767,1.458816616938498,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,2,-2,1,1,b_0,"[[37,5],[22,3]]",true,1,0,true,1,-2|1|-1,1|-1,2|0|1,0|1|0,1,1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397778,-1.4588166169384953,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,2,-2,2,2,b_1|infinity,"[[1919,-700],[880,-321]]",true,1,0,true,1,-9|-1|-1,-1|-1,9|-2|1,0|-3|0,1,-3,-3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.9038139564193302,-1.4588166169384957,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,3,-1,1,3,b_0|b_1|infinity,"[[59123,5330],[52767,4757]]",true,1,0,true,1,-14|2|-1,2|-1,14|1|1,0|3|0,1,3,3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.9038139564193326,-1.458816616938494,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,3,-1,2,1,b_2,"[[59,-34],[33,-19]]",true,1,0,true,1,-1|-2|0,-2|0,1|-2|0,0|-4|0,1,-4,-4,16,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,2.5384186085591063,-2.9235872981795788e-15,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,5,1,1,1,b_0,"[[37,2],[55,3]]",true,1,0,true,1,-2|1|-1,1|-1,2|0|1,0|1|0,1,1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397767,-1.4588166169384948,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,5,1,2,1,b_1,"[[48,-7],[55,-8]]",true,1,0,true,1,0|0|1,0|1,0|1|-1,0|1|0,1,1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.634604652139775,1.4588166169384964,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,5,1,3,2,b_2|b_4,"[[2359,-816],[2200,-761]]",true,1,0,true,1,-2|1|0,1|0,2|1|0,0|2|0,1,2,2,4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795531,1.1102230246251565e-15,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,5,1,4,2,b_3|infinity,"[[2799,-1528],[2200,-1201]]",true,1,0,true,1,-19|-2|1,-2|1,19|-1|-1,0|-3|0,1,-3,-3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.9038139564193293,1.4588166169384955,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,7,-2,1,7,b_0|b_5|b_4|b_2|b_3|infinity|b_6,"[[150976611043,5833156570],[314407139123,12147484677]]",true,1,0,true,1,-30|-1|-1,-1|-1,30|-2|1,0|-3|0,1,-3,-3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.9038139564193275,-1.4588166169384944,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,7,-2,2,1,b_1,"[[48,-5],[77,-8]]",true,1,0,true,1,0|1|-1,1|-1,0|0|1,0|1|0,1,1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397781,-1.4588166169384964,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,13,4,1,3,b_0|b_8|b_1,"[[59123,1230],[228657,4757]]",true,1,0,true,1,-5|-3|4,-3|4,5|1|-4,0|-2|0,1,-2,-2,4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795585,5.83526646775398,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,13,4,2,3,b_2|b_6|b_11,"[[94301,-12546],[228657,-30421]]",true,1,0,true,1,-2|1|1,1|1,2|2|-1,0|3|0,1,3,3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.903813956419322,1.458816616938497,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,13,4,3,3,b_3|b_9|b_4,"[[111890,-23493],[228657,-48010]]",true,1,0,true,1,3|4|0,4|0,-3|4|0,0|8|0,1,8,8,64,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-5.076837217118211,1.7763568394002505e-15,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,13,4,4,3,b_5|b_12|infinity,"[[147068,-53505],[228657,-83188]]",true,1,0,true,1,-47|0|-2,0|-2,47|-2|2,0|-2|0,1,-2,-2,4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.269209304279554,-2.9176332338769884,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,13,4,5,1,b_7,"[[114,-59],[143,-74]]",true,1,0,true,1,1|-2|0,-2|0,-1|-2|0,0|-4|0,1,-4,-4,16,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,2.5384186085591085,1.2721305490496586e-15,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRLRRR,13,4,6,1,b_10,"[[147,-110],[143,-107]]",true,1,0,true,1,-4|0|1,0|1,4|1|-1,0|1|0,1,1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397763,1.4588166169384948,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,2,-2,1,2,b_0|infinity,"[[1439,260],[880,159]]",true,1,0,true,1,-9|2|-1,2|-1,9|1|1,0|3|0,-1,3,-3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.903813956419331,-1.458816616938495,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,2,-2,2,1,b_1,"[[47,-15],[22,-7]]",true,1,0,true,1,-2|0|-1,0|-1,2|-1|1,0|-1|0,-1,-1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397762,-1.4588166169384955,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,3,-1,1,3,b_0|infinity|b_2,"[[57524,6929],[52767,6356]]",true,1,0,true,1,-14|-1|-1,-1|-1,14|-2|1,0|-3|0,-1,-3,3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.9038139564193295,-1.4588166169384948,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,3,-1,2,1,b_1,"[[47,-10],[33,-7]]",true,1,0,true,1,-1|2|0,2|0,1|2|0,0|4|0,-1,4,-4,16,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-2.5384186085591067,5.906010634252704e-16,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,5,1,1,2,b_0|b_3,"[[1439,104],[2200,159]]",true,1,0,true,1,-2|-1|0,-1|0,2|-1|0,0|-2|0,-1,-2,2,4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795518,0.0,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,5,1,2,1,b_1,"[[47,-6],[55,-7]]",true,1,0,true,1,0|-1|1,-1|1,0|0|-1,0|-1|0,-1,-1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397763,1.4588166169384953,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,5,1,3,1,b_2,"[[58,-19],[55,-18]]",true,1,0,true,1,-2|0|-1,0|-1,2|-1|1,0|-1|0,-1,-1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397769,-1.4588166169384966,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,5,1,4,2,b_4|infinity,"[[3199,-2328],[2200,-1601]]",true,1,0,true,1,-19|1|1,1|1,19|2|-1,0|3|0,-1,3,-3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.9038139564193295,1.4588166169384953,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,7,-2,1,7,b_0|b_6|b_4|b_5|infinity|b_1|b_2,"[[146893401444,7583103541],[314407139123,16230694276]]",true,1,0,true,1,-30|2|-1,2|-1,30|1|1,0|3|0,-1,3,-3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.9038139564193293,-1.4588166169384924,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,7,-2,2,1,b_3,"[[69,-26],[77,-29]]",true,1,0,true,1,0|0|-1,0|-1,0|-1|1,0|-1|0,-1,-1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397753,-1.4588166169384948,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,13,4,1,1,b_0,"[[36,1],[143,4]]",true,1,0,true,1,-4|-1|1,-1|1,4|0|-1,0|-1|0,-1,-1,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397771,1.4588166169384966,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,13,4,2,3,b_1|b_7|b_6,"[[75113,-3690],[228657,-11233]]",true,1,0,true,1,3|-4|0,-4|0,-3|-4|0,0|-8|0,-1,-8,8,64,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,5.076837217118216,-2.220446049250313e-15,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,13,4,3,3,b_2|b_10|b_9,"[[92702,-11685],[228657,-28822]]",true,1,0,true,1,-5|-1|4,-1|4,5|3|-4,0|2|0,-1,2,-2,4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795491,5.835266467753976,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,13,4,4,1,b_3,"[[69,-14],[143,-29]]",true,1,0,true,1,1|2|0,2|0,-1|2|0,0|4|0,-1,4,-4,16,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-2.5384186085591067,2.578955567618853e-16,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,13,4,5,3,b_4|b_8|b_12,"[[127880,-35793],[228657,-64000]]",true,1,0,true,1,-2|-2|1,-2|1,2|-1|-1,0|-3|0,-1,-3,3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.9038139564193324,1.4588166169384955,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLLRRRLRR,13,4,6,3,b_5|infinity|b_11,"[[145469,-51906],[228657,-81589]]",true,1,0,true,1,-47|2|-2,2|-2,47|0|2,0|2|0,-1,2,-2,4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.269209304279555,-2.917633233876989,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,2,-2,1,2,b_0|infinity,"[[839,75],[660,59]]",true,1,0,true,1,-8|-1|1,-1|1,8|0|-1,0|-1|0,2,-1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397768,1.4588166169384955,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,2,-2,2,1,b_1,"[[39,-16],[22,-9]]",true,1,0,true,1,-1|-1|-1,-1|-1,1|-2|1,0|-3|0,2,-3,-3/2,9/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.9038139564193308,-1.4588166169384955,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,3,-1,1,2,b_0|b_2,"[[839,50],[990,59]]",true,1,0,true,1,-3|-1|1,-1|1,3|0|-1,0|-1|0,2,-1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.634604652139777,1.4588166169384955,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,3,-1,2,2,b_1|infinity,"[[1169,-320],[990,-271]]",true,1,0,true,1,-9|0|-1,0|-1,9|-1|1,0|-1|0,2,-1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397776,-1.4588166169384973,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,5,1,1,1,b_0,"[[28,1],[55,2]]",true,1,0,true,1,-3|1|0,1|0,3|1|0,0|2|0,2,2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795536,-7.336434700485246e-17,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,5,1,2,2,b_1|b_3,"[[1169,-192],[1650,-271]]",true,1,0,true,1,-1|0|-1,0|-1,1|-1|1,0|-1|0,2,-1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397758,-1.458816616938495,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,5,1,3,2,b_2|infinity,"[[1499,-546],[1650,-601]]",true,1,0,true,1,-13|0|-1,0|-1,13|-1|1,0|-1|0,2,-1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,0.6346046521397755,-1.458816616938494,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,5,1,4,1,b_4,"[[72,-55],[55,-42]]",true,1,0,true,1,-1|0|2,0|2,1|2|-2,0|2|0,2,2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795507,2.917633233876991,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,7,-2,1,7,b_0|infinity|b_4|b_3|b_5|b_6|b_1,"[[20274559082,517825285],[55821565723,1425718708]]",true,1,0,true,1,-25|-4|2,-4|2,25|-2|-2,0|-6|0,2,-6,-3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,3.8076279128386616,2.9176332338769893,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,7,-2,2,1,b_2,"[[50,-13],[77,-20]]",true,1,0,true,1,1|2|-2,2|-2,-1|0|2,0|2|0,2,2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795538,-2.917633233876989,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,13,4,1,6,b_0|b_9|b_1|infinity|b_12|b_4,"[[676571219,9304650],[3459468870,47576879]]",true,1,0,true,1,-42|1|0,1|0,42|1|0,0|2|0,2,2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795576,6.217248937900877e-15,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,13,4,2,1,b_2,"[[50,-7],[143,-20]]",true,1,0,true,1,-1|0|2,0|2,1|2|-2,0|2|0,2,2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795534,2.9176332338769897,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,13,4,3,6,b_3|b_7|b_6|b_10|b_8|b_5,"[[1474910189,-320079960],[3459468870,-750762091]]",true,1,0,true,1,4|2|-2,2|-2,-4|0|2,0|2|0,2,2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795551,-2.917633233876993,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRLRRRRR,13,4,4,1,b_11,"[[149,-124],[143,-119]]",true,1,0,true,1,-3|1|0,1|0,3|1|0,0|2|0,2,2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.2692093042795507,1.5774418808215767e-15,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,2,-2,1,2,b_0|infinity,"[[719,195],[660,179]]",true,1,0,true,1,-8|0|1,0|1,8|1|-1,0|1|0,-2,1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397776,1.4588166169384955,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,2,-2,2,1,b_1,"[[35,-8],[22,-5]]",true,1,0,true,1,-1|2|-1,2|-1,1|1|1,0|3|0,-2,3,-3/2,9/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-1.9038139564193297,-1.4588166169384946,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,3,-1,1,2,b_0|infinity,"[[719,130],[990,179]]",true,1,0,true,1,-9|1|-1,1|-1,9|0|1,0|1|0,-2,1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397768,-1.4588166169384957,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,3,-1,2,2,b_1|b_2,"[[1049,-160],[990,-151]]",true,1,0,true,1,-3|0|1,0|1,3|1|-1,0|1|0,-2,1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397761,1.4588166169384966,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,5,1,1,2,b_0|b_2,"[[719,78],[1650,179]]",true,1,0,true,1,-1|1|-1,1|-1,1|0|1,0|1|0,-2,1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.6346046521397777,-1.4588166169384962,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,5,1,2,2,b_1|infinity,"[[1049,-96],[1650,-151]]",true,1,0,true,1,-13|1|-1,1|-1,13|0|1,0|1|0,-2,1,-1/2,1/4,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-0.634604652139777,-1.4588166169384955,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,5,1,3,1,b_3,"[[57,-28],[55,-27]]",true,1,0,true,1,-3|-1|0,-1|0,3|-1|0,0|-2|0,-2,-2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795534,1.3588667228484988e-17,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,5,1,4,1,b_4,"[[68,-47],[55,-38]]",true,1,0,true,1,-1|-2|2,-2|2,1|0|-2,0|-2|0,-2,-2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795545,2.917633233876993,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,7,-2,1,7,b_0|b_2|b_1|infinity|b_5|b_4|b_6,"[[17374737486,1346345741],[55821565723,4325540304]]",true,1,0,true,1,-25|2|2,2|2,25|4|-2,0|6|0,-2,6,-3,9,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,-3.80762791283866,2.9176332338769915,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,7,-2,2,1,b_3,"[[57,-20],[77,-27]]",true,1,0,true,1,1|0|-2,0|-2,-1|-2|2,0|-2|0,-2,-2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795534,-2.9176332338769915,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,13,4,1,1,b_0,"[[24,1],[143,6]]",true,1,0,true,1,-3|-1|0,-1|0,3|-1|0,0|-2|0,-2,-2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795538,1.8503717077085943e-16,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,13,4,2,6,b_1|b_5|b_4|b_8|b_6|b_3,"[[845915849,-29774880],[3459468870,-121767751]]",true,1,0,true,1,4|0|-2,0|-2,-4|-2|2,0|-2|0,-2,-2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795514,-2.917633233876998,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,13,4,3,6,b_2|b_11|b_7|b_12|infinity|b_10,"[[1112028839,-124682310],[3459468870,-387880741]]",true,1,0,true,1,-42|-1|0,-1|0,42|-1|0,0|-2|0,-2,-2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795507,-6.8833827526759706e-15,PROVED,NUMERICAL_OBSERVATION,false,false,false
LLRRRRRLR,13,4,4,1,b_9,"[[123,-80],[143,-93]]",true,1,0,true,1,-1|-2|2,-2|2,1|0|-2,0|-2|0,-2,-2,1,1,false,false,false,TRUE_REAL_PROJECTION_NONKERNEL,1.2692093042795556,2.9176332338769915,PROVED,NUMERICAL_OBSERVATION,false,false,false
