target_index,target,predicted,residual,absolute_error,percent_error,shifted_energy,original_eigen_index,phase,hbase_expectation,integer_branch,branch_margin
1,14.1347,14.1347,0.0,0.0,0.0,0.06662192369085673,171,-1.0919921545954667,12.265621710998511,9540,0.4006301020453975
2,21.022,16.781678394412346,-4.240321605587653,4.240321605587653,20.170876251487265,0.07909808467084822,59,0.7689006959528885,12.278606313594628,9550,0.20390923779268633
3,25.0108,25.090853338162123,0.08005333816212357,0.08005333816212357,0.3200750802138419,0.11826221401469539,183,-2.1305193737558414,12.317832485124603,9580,0.15565346346920705
4,30.4248,29.605020243545958,-0.819779756454043,0.819779756454043,2.6944458351543576,0.13953910585522067,46,0.7035260612039651,12.338997616076988,9597,0.24257993290484592
5,32.935,35.63875616328942,2.7037561632894196,2.7037561632894196,8.20937046694829,0.1679782728708581,43,-0.04851865366292259,12.36665187439074,9619,0.1469261508409545
6,37.5861,36.719527649290335,-0.8665723507096672,0.8665723507096672,2.305566022305233,0.17307233751090045,7,0.1895443939579036,12.371825135608061,9623,0.20852443418334587
7,40.9187,40.975514327820704,0.05681432782070317,0.05681432782070317,0.1388468544228022,0.1931323331051722,35,2.68737272315282,12.392111445651492,9639,0.38454948530306865
8,43.327,41.92028178194412,-1.4067182180558788,1.4067182180558788,3.246747335508757,0.19758536183830522,64,-0.22500903688857574,12.397134143331467,9642,0.17236786637295154
9,48.0051,43.1750168696747,-4.830083130325299,4.830083130325299,10.06160414273754,0.20349937948756747,148,2.289131491341634,12.402961947709224,9647,0.2394236623240431
10,49.7738,47.195498551891134,-2.578301448108867,2.578301448108867,5.180037385349054,0.22244935535073473,157,-2.3547477922472497,12.420935648202084,9661,0.001239394752701628
11,52.9703,53.8726699812149,0.9023699812148962,0.9023699812148962,1.703539495179178,0.25392126529117753,185,0.9217580966918174,12.453259532412744,9686,0.3361037796494202
12,56.4462,54.38795486591039,-2.05824513408961,2.05824513408961,3.6463838736524514,0.25634998824017785,99,1.6189671517057318,12.455906765291786,9688,0.1661490032383881
13,59.347,58.68777541933704,-0.6592245806629649,0.6592245806629649,1.110796806347355,0.2766165886487304,137,3.10711839085545,12.476071531541699,9704,0.2453545645585109
14,60.8317,61.6344586873646,0.8027586873646015,0.8027586873646015,1.3196387530918938,0.2905053664667001,200,-1.935442887978516,12.489384567264228,9714,0.30683915459121636
15,65.1125,61.82889111184824,-3.283608888151754,3.283608888151754,5.04297775104896,0.2914217963977901,241,-0.13084782691489497,12.48996344448313,9715,0.044294126475506346
16,67.0798,66.25370919752845,-0.8260908024715548,0.8260908024715548,1.2315045698877376,0.31227755512277966,192,-1.5219114626808834,12.510914264590681,9731,0.11823189221104258
17,69.5464,66.93859425915446,-2.6078057408455493,2.6078057408455493,3.7497350557980704,0.31550566469091024,129,1.5518829578674476,12.514805913584164,9734,0.36567396664941043
18,72.0671,69.2743352137494,-2.7927647862506007,2.7927647862506007,3.875228483247697,0.3265148517015035,213,-1.9844975429766807,12.525319423868327,9742,0.2487937731184502
19,75.7046,71.35832411777238,-4.346275882227616,4.346275882227616,5.741098800109393,0.3363374407721178,11,0.27802242828732604,12.534938131062196,9750,0.09021654612479324
20,77.1448,78.13559065996367,0.9907906599636647,0.9907906599636647,1.2843259169298056,0.3682811349719568,116,1.2489200969663359,12.567425192969031,9775,0.48715763941618206
21,79.3373,80.79529869282017,1.4579986928201691,1.4579986928201691,1.8377215922651378,0.38081729531529085,3,2.8165962439586347,12.580174368940943,9785,0.3214762741808954
22,82.9103,84.79914214473857,1.888842144738561,1.888842144738561,2.278175503813834,0.3996888492162469,193,-1.4440351522265118,12.598435241675524,9799,0.20354219491309777
23,84.7354,86.78295697277485,2.0475569727748564,2.0475569727748564,2.4164127068201204,0.40903928184589056,113,3.1259118894949713,12.608637160199065,9807,0.1341808335728274
24,87.4252,89.5873435798103,2.162143579810291,2.162143579810291,2.4731354115407123,0.42225736433321437,88,1.3610366224914139,12.620960785794008,9817,0.1701197942111321
25,88.8091,92.63631650005895,3.8272165000589524,3.8272165000589524,4.309486865714158,0.43662827006367166,9,0.24550302983818262,12.635394539326118,9828,0.2190021680034988
26,92.4918,99.32363043840168,6.831830438401681,6.831830438401681,7.38641743203363,0.4681479852961896,136,-2.994800703304638,12.66732884427718,9852,0.4585342125919851
27,94.6513,100.09103924867055,5.4397392486705485,5.4397392486705485,5.747136329528013,0.4717650589657705,204,-1.8218726466226267,12.671394795102222,9855,0.10940217736788327
28,95.8706,101.10055887447437,5.229958874474377,5.229958874474377,5.455227018996832,0.47652328796778143,26,0.057418128038222764,12.675790479673488,9859,0.39138550716052123
29,98.8311,101.25043175801385,2.41933175801384,2.41933175801384,2.44794579642829,0.47722969275957006,31,2.8884053969503585,12.675780997035828,9860,0.05180461246527557
30,101.3178,104.76244720245224,3.4446472024522308,3.4446472024522308,3.3998440574629836,0.49378308440852514,168,-2.6097448394144527,12.693507943076288,9872,0.035416850760157104
31,103.7255,104.90631865887215,1.1808186588721554,1.1808186588721554,1.138407295093449,0.4944612023162911,13,0.359480344445639,12.692990135545173,9873,0.03440464188315673
32,105.4466,108.50671561870521,3.060115618705211,3.060115618705211,2.9020524309984497,0.5114311678277481,142,-0.8912797656944681,12.710811315922344,9886,0.3035291895375849
33,107.1686,108.81490136797531,1.6463013679753118,1.6463013679753118,1.5361788508717216,0.5128837580822623,248,-1.7068985511894532,12.712338154491277,9887,0.2457796141570725
34,111.0295,114.32786366476012,3.2983636647601173,3.2983636647601173,2.97070928425339,0.5388683317518108,125,-3.0297237702938586,12.738232391533856,9907,0.3160425135829428
35,111.8746,116.01265576401346,4.138055764013458,4.138055764013458,3.6988340195303113,0.546809362737358,131,2.1447794510434255,12.745376749054476,9914,0.06431305845762836
36,114.3202,116.12093806233585,1.8007380623358529,1.8007380623358529,1.5751704968464477,0.5473197361457718,81,-0.3494138214120234,12.745947744116695,9914,0.11146395734795078
37,116.2266,116.94550138304531,0.7189013830453064,0.7189013830453064,0.6185342968350673,0.5512061995748212,67,-0.49299268819999226,12.750732630524404,9917,0.18975188931290177
38,118.7907,119.768540179233,0.9778401792329987,0.9778401792329987,0.8231622334349394,0.5645121965366204,186,-2.6875057207531055,12.763984975873736,9927,0.23148156173010648
