inventory,atom_count,c,base_log_D_real,base_log_D_imag,haar_log_D_real,haar_log_D_imag,analytic_difference,phase_log_D_range,determinant_blind
tensor_primes,128,0.25,0.18128099729374958,0.3266415692888869,0.18128099729374958,0.3266415692888869,0.0,0.0,True
tensor_primes,128,1.0,0.18128099729374958,0.3266415692888869,0.18128099729374958,0.3266415692888869,0.0,0.0,True
tensor_primes,128,3.0,0.18128099729374958,0.3266415692888869,0.18128099729374958,0.3266415692888869,0.0,0.0,True
composites,128,0.25,0.13497977392054597,-0.15776780751365,0.13497977392054597,-0.15776780751365,0.0,0.0,True
composites,128,1.0,0.13497977392054597,-0.15776780751365,0.13497977392054597,-0.15776780751365,0.0,0.0,True
composites,128,3.0,0.13497977392054597,-0.15776780751365,0.13497977392054597,-0.15776780751365,0.0,0.0,True
random_increasing,128,0.25,-0.018184959896574954,0.015479437429913109,-0.018184959896574954,0.015479437429913109,0.0,0.0,True
random_increasing,128,1.0,-0.018184959896574954,0.015479437429913109,-0.018184959896574954,0.015479437429913109,0.0,0.0,True
random_increasing,128,3.0,-0.018184959896574954,0.015479437429913109,-0.018184959896574954,0.015479437429913109,0.0,0.0,True
