target_index,target,predicted,residual,absolute_error,percent_error,shifted_energy,original_eigen_index,phase,hbase_expectation,integer_branch,branch_margin
1,14.1347,14.1347,0.0,0.0,0.0,0.20020593033232714,220,2.456422754070853,12.905139666689923,10038,0.3758669511662447
2,21.022,14.545626733633519,-6.47637326636648,6.47637326636648,30.80759807043326,0.20602635588119078,137,-0.8552377189446976,12.911471878413677,10042,0.22607102525762457
3,25.0108,16.505430519777565,-8.505369480222434,8.505369480222434,34.00678698891053,0.2337852994932792,87,1.7169672409031038,12.938782646784876,10064,0.42534288145179744
4,30.4248,19.15513941421825,-11.26966058578175,11.26966058578175,37.0410342410854,0.27131615860746905,20,0.516148437829645,12.97665601041633,10093,0.30826062736741733
5,32.935,20.686891181747956,-12.248108818252046,12.248108818252046,37.18873179976331,0.29301211166317387,245,1.3022430069695892,12.998400504257551,10110,0.2705061035903782
6,37.5861,21.7191382245125,-15.866961775487503,15.866961775487503,42.21497249112704,0.3076330077224796,141,-1.0349925515595808,13.01321635624455,10121,0.11887138797465013
7,40.9187,22.039758234208165,-18.878941765791836,18.878941765791836,46.13768708632443,0.31217431580289734,126,1.904390097738035,13.017750985767819,10125,0.12406590104183124
8,43.327,22.06679004617456,-21.260209953825438,21.260209953825438,49.06919462188806,0.31255719828807926,228,0.03324457381982557,13.017797324542629,10125,0.385826137922777
9,48.0051,23.127730050721418,-24.87736994927858,24.87736994927858,51.82234793652879,0.32758450559825114,146,1.993063793223001,13.03242040399803,10137,0.2997695937501703
10,49.7738,28.56486740154937,-21.20893259845063,21.20893259845063,42.61063571286627,0.40459690357395317,249,2.6248308939865233,13.110248081259556,10197,0.06611456213977362
11,52.9703,30.297748153289355,-22.672551846710647,22.672551846710647,42.80238519832934,0.4291416765834324,252,2.055121751776559,13.133947223113385,10216,0.27616222154210845
12,56.4462,31.010456603619033,-25.435743396380964,25.435743396380964,45.061923382585476,0.43923658191244286,219,2.9868330083359567,13.144180252175836,10224,0.38359344093623804
13,59.347,31.246419283383585,-28.100580716616417,28.100580716616417,47.34962292384858,0.44257879135629175,139,-0.7801636189425636,13.147185229559325,10226,0.12129781251132954
14,60.8317,31.95806706395592,-28.87363293604408,28.87363293604408,47.46478059308564,0.45265867320581243,38,0.22496733554000484,13.158001271379993,10234,0.30612453266439843
15,65.1125,33.699588085672715,-31.41291191432728,31.41291191432728,48.244057461051696,0.47732582824597003,133,-0.9428224130518189,13.182144592047122,10253,0.2864424791532656
16,67.0798,33.74466755941734,-33.33513244058267,33.33513244058267,49.69474035489472,0.4779643404167224,184,2.219955885412161,13.183528898505424,10254,0.13348639380819805
17,69.5464,34.31069711387203,-35.235702886127974,35.235702886127974,50.66502778882583,0.48598166469988335,8,0.7384286895118252,13.190745909044162,10260,0.24403780628199456
18,72.0671,34.55711122814387,-37.50998877185613,37.50998877185613,52.04870013065065,0.48947190977015786,215,2.531167719746825,13.194583480092163,10263,0.4858156201753445
19,75.7046,37.05654026474089,-38.64805973525911,38.64805973525911,51.05113789024591,0.5248741832935817,140,-0.8336304821308076,13.230062441442637,10290,0.4261686169593304
20,77.1448,38.550289758834275,-38.59451024116573,38.59451024116573,50.028660701908265,0.5460318666648885,227,2.5829863741396135,13.250900406965917,10307,0.32515812885139894
21,79.3373,39.39044756710065,-39.94685243289935,39.94685243289935,50.35065780269727,0.5579319830897109,0,0.9758218815840233,13.262497852864003,10316,0.08974410584596626
