target_index,target,predicted,residual
1,14.1347,14.1347,0.0
2,21.022,14.582118465947172,-6.439881534052827
3,25.0108,16.511830014069115,-8.498969985930884
4,30.4248,19.18786849722319,-11.236931502776812
5,32.935,20.724280812803524,-12.210719187196478
6,37.5861,21.771132380140852,-15.81496761985915
7,40.9187,22.091538120417795,-18.827161879582206
8,43.327,22.094812303980177,-21.23218769601982
9,48.0051,23.128043039588086,-24.877056960411913
10,49.7738,28.627154801432606,-21.146645198567395
11,52.9703,30.301677725662767,-22.668622274337235
12,56.4462,31.02471832582779,-25.421481674172206
13,59.347,31.237042617841425,-28.109957382158576
14,60.8317,32.00127746186446,-28.830422538135537
15,65.1125,33.70718496575222,-31.405315034247778
16,67.0798,33.80499664656683,-33.27480335343318
17,69.5464,34.31493281497606,-35.231467185023945
18,72.0671,34.58608612225082,-37.48101387774918
19,75.7046,37.092942044531675,-38.611657955468324
20,77.1448,38.565301304553216,-38.57949869544679
21,79.3373,39.384748233840554,-39.952551766159445
22,82.9103,39.704168477880586,-43.20613152211942
23,84.7354,40.992948250219335,-43.74245174978066
24,87.4252,41.716945748455466,-45.70825425154454
25,88.8091,42.58655001528049,-46.222549984719514
26,92.4918,43.076085036812465,-49.41571496318753
27,94.6513,45.59574169295736,-49.055558307042645
28,95.8706,45.74617706978882,-50.124422930211175
29,98.8311,46.106172968948094,-52.72492703105191
30,101.3178,46.972409984176075,-54.34539001582393
31,103.7255,47.55436060887327,-56.17113939112673
32,105.4466,50.98075511589586,-54.46584488410414
33,107.1686,52.16873854398516,-54.99986145601484
34,111.0295,53.11037978225685,-57.91912021774315
35,111.8746,53.712920859264756,-58.161679140735245
36,114.3202,53.81921740507648,-60.50098259492352
37,116.2266,54.149325702395515,-62.07727429760449
38,118.7907,54.78418056857907,-64.00651943142094
39,121.3701,55.28775000688494,-66.08234999311506
40,122.9468,55.76153125440329,-67.18526874559672
41,124.2568,55.89717107901301,-68.35962892098698
42,127.5166,56.28987684705171,-71.2267231529483
43,129.5787,57.7088107591547,-71.8698892408453
44,131.0876,57.76033617772384,-73.32726382227617
45,133.4977,58.01041844198559,-75.48728155801442
46,134.7565,58.84565066395184,-75.91084933604816
47,138.116,59.465353126000096,-78.65064687399992
48,139.7362,60.94742664654796,-78.78877335345203
49,141.1237,61.056973520773454,-80.06672647922656
50,143.1118,61.836721901148316,-81.27507809885168
51,146.0009,62.02455975186492,-83.97634024813507
52,147.4427,62.09968313489993,-85.34301686510008
53,150.0515,62.48881916444251,-87.5626808355575
54,150.9252,63.15053948216719,-87.7746605178328
55,153.0246,63.43325383364621,-89.59134616635379
56,156.1129,64.15358895053487,-91.95931104946513
57,157.5975,64.78051525550019,-92.8169847444998
58,158.8499,64.95793437809776,-93.89196562190223
59,161.1889,66.0568899253833,-95.13201007461669
60,163.0306,67.11574760693316,-95.91485239306684
61,165.5373,67.2454259430352,-98.29187405696479
62,167.1844,67.98188816327371,-99.2025118367263
63,169.0945,68.195225185473,-100.899274814527
64,169.9119,68.56681694639173,-101.34508305360828
65,173.4115,69.43883993956238,-103.9726600604376
66,174.7541,69.94520745932341,-104.80889254067658
67,176.4414,70.78621070623728,-105.6551892937627
68,178.3774,71.38925888526522,-106.98814111473477
69,179.9164,71.41327246009665,-108.50312753990336
70,182.207,73.41397862074619,-108.7930213792538
71,184.8744,73.42739545785433,-111.44700454214568
72,185.9589,73.70025075730558,-112.25864924269442
73,187.2289,74.21353774398128,-113.01536225601873
74,189.4161,74.42186770552479,-114.99423229447521
75,192.0266,75.3854357956209,-116.64116420437911
76,193.0797,75.76716681020218,-117.31253318979782
77,195.2658,77.10128383802761,-118.1645161619724
78,196.8764,77.22796180873222,-119.64843819126777
79,198.0153,77.49573268002928,-120.51956731997072
80,201.2647,78.06608859196807,-123.19861140803194
81,202.4935,79.01406821843871,-123.4794317815613
82,204.1896,79.59342277226153,-124.59617722773848
83,205.3946,79.73951132574183,-125.65508867425817
84,207.9062,80.8783349159088,-127.02786508409122
85,209.5765,82.16342261833198,-127.41307738166803
86,211.3289,83.21981881392252,-128.1090811860775
87,213.3479,83.36187450172932,-129.9860254982707
88,214.547,83.74042815277934,-130.80657184722065
89,216.1695,83.93372770083785,-132.23577229916214
90,219.0675,84.13637241300202,-134.93112758699797
91,220.7149,84.39092807536727,-136.32397192463273
92,221.3952,85.03410173270264,-136.36109826729734
93,224.007,85.2662766248691,-138.7407233751309
94,224.9833,85.76440653012249,-139.21889346987751
95,227.4214,85.90383288202757,-141.51756711797242
96,229.3374,85.94143870525549,-143.3959612947445
97,231.2882,85.98144770538333,-145.30675229461667
98,231.9872,85.98535435528409,-146.0018456447159
99,233.6934,86.53130790994273,-147.16209209005729
100,236.5242,88.09121756711743,-148.43298243288257
