n,final_residue,accepts,independent_prime_audit,cycle_length_if_accepted,residue_path_sha256
2498,0,0,0,0,8950efb4ad6b467adcbb56dfecbf59bcbfb527a859765beb10c8879df732f51f
2499,0,0,0,0,84ef771cd3c779c0bc1d15ffbe7d6203c86842e5a9ac1d776f580fffa56743fc
2500,0,0,0,0,8d19a4196af32ef8135df81c2cf6fb5be7caf1c2bb734561608e2bc4faeac711
2501,0,0,0,0,69247258632e89dd93d8189483392e95bbae82f67f64330beff23f03f0fc46bc
2502,0,0,0,0,7eca99943970b5ccf45269b0bd8aca2387343c716884ebcd707b7075d7b8f48a
2503,2502,1,1,2502,6a24d44a3d744bc2a73b2e742e2c159e1869d2cdb43b95cd3afab72bb875bf48
2504,0,0,0,0,8b79a2f98cd41688e5495ee64e23842bdbfa3adb3bd32b0c6c810fdbec03d0ed
2505,0,0,0,0,08a4be5d0d7c5b505ff9bcdb0bd7e0cf9690c73e434481c0aa56c1ac347b4d0e
2506,0,0,0,0,cbb132fc7d22b1fb29ab5b6851e4f811728d0a5a965ae1eaac18b49930b6500f
2507,0,0,0,0,41a0cbed6a1a543378c82130549eddc9d6423fefff7bd81be7f1916ca93e9505
2508,0,0,0,0,958b62082e5f88bfde414535da78aadd0b26fa9973e2d8d57588f1889d2e060d
2509,0,0,0,0,e46db57d61f00822ef7168f131918e9064cbbf447c89fb8447ed1c118e984c89
2510,0,0,0,0,d99c11a7015fe747a15d1264826e4f67f06301e80706fd86072904e2c0bfb567
2511,0,0,0,0,aebd4223aaa576f3242ad685f75489cf0c454a5970414519dac44270d4b598c9
2512,0,0,0,0,d23190e1a13c5cde9768ec055b7924c21665513a091aead18a2775fd282d4319
2513,0,0,0,0,a5832c6623a5658da7a6faef95c461f8280bf412695098d1268b06dbb4c13863
2514,0,0,0,0,424923c4c5f6b965f286f76ba1fb0c01ae0e626af765518931d3ecaafd507226
2515,0,0,0,0,0defe43a798c958fc91bb4852dfec63d9b0ceee74d9a60af0db4f03efb0933af
2516,0,0,0,0,80b389ff1dc9c93edccbbc3df679a8dd1b9938a44ff2d3bea258e844fe138a38
2517,0,0,0,0,bb41e25819dbc4737ed13c8f1fdfb101be15939ca9ca91a2d05880e2764a07f6
2518,0,0,0,0,4c1dd3b06749383a6eaf6f7eb43874aba99b6bc6ccf3dabaa6a66bda20a37b91
2519,0,0,0,0,38e6c9f099d86ddf8900cd3d462674b313dae99aa23d80ee13feaeda18ab34ff
2520,0,0,0,0,c5d7e88a4add304ed3816b407c2dc8e1582779fac2e8b71b813a3c8256566006
2521,2520,1,1,2520,a50cc40a54ae829fea074c15585bc29db19867f7345e66f14a94e8019aa668bc
2522,0,0,0,0,06ce1068418c9e9b95de378b8538c8b29883bbc02658d5ab46460493a7dcca7f
2523,0,0,0,0,a47ab2b44690ea6874ddd7fceb4f661b137cc0d820c3de10636a7193eb4e14f8
2524,0,0,0,0,aaa0a57aed3ceda52580f1109ac8a61d1c241bf84469ca95f71ee7651092f877
2525,0,0,0,0,c28d71b3f3eae0062635236e4261495ebdd155a7b2b0a8c7324bc01879abf757
2526,0,0,0,0,c66a5811aa848b3263b21729d379e5cd6f8e9e83c4d475873ba728db71484056
2527,0,0,0,0,fa68fcba80004b8b3a30bfe160368618cda92698030992c684c047e6ec9e1fc0
2528,0,0,0,0,76c53eebfc58acdc8411c487f81ff64d3624cbf4bfae9ec6a2df9eccaad50b23
2529,0,0,0,0,a7c0ab3ff86fcb7c3c5a1aadf11c8c832af6835a7a09907ce0b98ec2a0189a7d
2530,0,0,0,0,221d85edca818eccebaf3d4194d3847545849d41baa81b3d00c8df9c0a79592c
2531,2530,1,1,2530,1bdb91389ea29418e9bf0d092e58425a5c6ef241aa512acfd3e021aa86d2cbf0
2532,0,0,0,0,1d88d0d50660763b2a777655df282826b964c9f43c9012d0598ee50bb5498f4f
2533,0,0,0,0,520cf12aa49d3011cc364fffa2de8ba6e11456128064aac0e10a1f73c3917db2
2534,0,0,0,0,a8893bdadeade286bb8f0e6c4322f908ace9fc278d73694a9832a9203eed3fff
2535,0,0,0,0,d27e25c983fac10044e9b200fc76646cf62eaf1b8b9f802760357079a5c0eae2
2536,0,0,0,0,ab530ed58778c75cc53aa2203c246be6bbb9f05e54f18a71de3d40081d2674c6
2537,0,0,0,0,a2ba1b355e501db2f2d23ddee8fd12176626ed7babf2f2f31cdc93b07ac748a3
2538,0,0,0,0,acb93d6caf57acfaf343af8fe0005da8639f1b99be0ba21c363af5f5603f776c
2539,2538,1,1,2538,7b80b6561ff45695108a0d5622fe09d9ee9268f925b47e528e3177a1e9e9890b
2540,0,0,0,0,02f425610064195972fdb6b4b870ea33cbc0f345e7d8c342206bd2d63739ad6e
2541,0,0,0,0,b61d103478935108cac780aa01dbaaeb74283ec63724610132b8ad9c73e3cf55
2542,0,0,0,0,400b33f455860b3a183e3f20531c5b3b148cb96cd3ff4d696ddc2a12b203e950
2543,2542,1,1,2542,39845b6c380e5000a901af445c2f8c33310f646488758ba16334f50d7659346b
2544,0,0,0,0,386c9e45faa3a98fdc68f12ba4691c1103d09973e3c5f27361a3302672b7093c
2545,0,0,0,0,08831f0625dcd26335251f8155de797045d79b4632d62ba44efbab858b2bb535
2546,0,0,0,0,eaa25d0f6919be20fe132200cb98f7df1014f139fec8401b9eac30d3b523e952
2547,0,0,0,0,17650c2aaada133dfa8977acb48f64e77ca03074999e8197883bc5103654c320
2548,0,0,0,0,f35c477e92b092e1cc4d985debdf70d11d7d4b76ffe4814e79c7c74ba8a8878a
2549,2548,1,1,2548,49767fed5b2cf1860998b0be1d374e332b8548fa97090a667699354c3f983c22
2550,0,0,0,0,145674419e7153906f50c86350ea168b1d1311d5fc45ca5be1d1dd10fbfa1c01
2551,2550,1,1,2550,42fe4851d62382da3cfdf2df60ec90cd8d947e0559a43d053084a94e2ed99024
2552,0,0,0,0,113d177b07a5e6caa9eb5f5ba8f237ff7c49e630465164d08e7a523cd1dead62
2553,0,0,0,0,919b25495a476aff8f4b98dde9c083aeff8e44709b7f21dd1dbdd176b81e36ca
2554,0,0,0,0,6a0a7f2645a58ff06cbb9425ae9a417be9e7e78d3f3852a438621bf5e46f4dd7
2555,0,0,0,0,c06236570a06151dd7cbb37522b73244261078dc63cb1543eac3564bf964bb79
2556,0,0,0,0,7fd52eab78ea933929b0c650eba0270d0147b08ec60f457324aaf50c4e67ce25
2557,2556,1,1,2556,a80009fa207e569f13dd729c653464886cad9bb92b649cc90d246f0986ad317d
2558,0,0,0,0,c6daa798abcb4d015ecf991e0a6b8713f3a88f2417691d48a0550cc6fe242dc8
2559,0,0,0,0,10ca32a4ecc25a53adb55fb2c4c7cb0c3a8f37dd93f53277dbfd5aa9e319f490
2560,0,0,0,0,d7a8352ed6df5d894bb8e186ed85ccf7433f296c5e9b72bd7da50b4804c72efe
2561,0,0,0,0,664c3c5d07299bc895764b4df77e9b1302936587583a14f7b400b37914569608
2562,0,0,0,0,6b0400b7332bda47b74266e7ff6361fdd24f6cda50a10a7fe8f1d86aa2f9f3f9
2563,0,0,0,0,8dff02326412a0f077178baf7767ed44bef5c29bd963ffbc31fcefbd0ca11401
2564,0,0,0,0,a87d708167342f89bf009486b02c4a4a0ef3132915eddd3b5e3b30b0a219dce3
2565,0,0,0,0,58e5c75fd831410f656a8d1d4aa52bee332f0a771f0f5f72737e8d708066a92e
2566,0,0,0,0,271f615552e172a600ea065bd679899a391e5fa51d91a849b897ad615c23a085
2567,0,0,0,0,3ef686865b712a57f78016129be5ef4758d058937b39a8918a47d34ec9fc319f
2568,0,0,0,0,6fe94a45074b2ba89b8eca5d03a64b113ffa8fc1cc1f42fe08fa4dfa93293a70
2569,0,0,0,0,62354b0247c1e9a785c335b8bd5164ecf26efb19fe102da788449eee764497e1
2570,0,0,0,0,7f716b174a182d7f806f769d1fb57969f870d90f61266962734bcecc2cdad35d
2571,0,0,0,0,7b678f63167d1ed7afbd00d5bcf15ebc214aebf032fcd9fa6fb3f36ca9f72326
2572,0,0,0,0,6f9702c41da9c12d0bcf25ffb3aff54c96a3b0a48917ad13bf0191c469047dd6
2573,0,0,0,0,fdaa36eb705a58af31a6df70b21f1926156f147cd807e33f7207067d682f3131
2574,0,0,0,0,5888648d35fb0db4f7ea21834ef504c8e9995b825db93afcba75cc91f83b2aad
2575,0,0,0,0,bd84c191b207709a04a7a62b26d48e10c3af3598b7d651f78f544fd92db20101
2576,0,0,0,0,743faf44cd7a0137e4f8f78936bb8ab27516cf14838e972c01c90c1230635fca
2577,0,0,0,0,43c4d45c562786366f8ef89cd9df20e5a4c3d7604550ff94722cd3542415a91f
2578,0,0,0,0,3b5b96e3de2904a6ba2b815a5963ef84eca32bbc1cba73bc31a197904f6eb1cc
2579,2578,1,1,2578,d66ab6badd682ce507e9de1a6f9c5ae7ec9443285c16df1a9583321f6e95a2b4
2580,0,0,0,0,8157c41b9f1467ec07d967c20231925399dfd08bd488af05efc0997667c9811e
2581,0,0,0,0,5c7477a6df552076a5f7799c1558dd27e45423bfaba3598920a35be8d213c225
2582,0,0,0,0,0a290516b3ba84dbac7fb154cd7fba35e31685f30e3de48b233746bb3f58b884
2583,0,0,0,0,721c4e7bbb5d3e9d52cab756c24f73c1731dd6a5aff9f614e9d67d3ceca86b22
2584,0,0,0,0,2d484427aa3d7a598a3f4ffa8b573f32f262399e24f10917ab4f06e15872b23b
2585,0,0,0,0,ffc8af71b347f9b2dc8946a99218c7f9403a1b1c1742fd56884f3b131b31a34f
2586,0,0,0,0,786e567eedf9f66f362307379cc5b1fb52d258cc7e0e0468f633bd595aa928cd
2587,0,0,0,0,8cb4507a2ab98de54f597b6100f989d1140ed009a96d608346848cd965bee202
2588,0,0,0,0,7ae497eecf56388b4cc06787ae48867493e46cfcebd9ef415753b65bd51b351c
2589,0,0,0,0,cde74d2f84294fa80a7a97bcdea7637b743887acd29c2cab9dd749176ea78a3d
2590,0,0,0,0,39ced6089ca461ce9601d429abda468801e024a20e8d480e76c2700f65c45e6b
2591,2590,1,1,2590,a1a9db5dfcbdd75e8cff3ff377926e93abbc03214de4264d423a4e0132e0eef7
2592,0,0,0,0,b605b07cb75d4d271da2b6bb65fa27352a7657cda147fde779b30b234d22b482
2593,2592,1,1,2592,091ff42c5e4dcff5e973909feedb09d27f6e2d3808515e63cfbe8d156216f03c
2594,0,0,0,0,3b1cecaf500269c74e71e986b139a35329dcb4406a3663da8da2559d31572ecd
2595,0,0,0,0,c9d736462c1c0b6cfda2041df56fc9c766044cfd7a796c43e7515c5a841481b7
2596,0,0,0,0,4accddf413a3b9e19f003c6ffebff045e847fdcee4c2683ac668c6f36c257def
2597,0,0,0,0,65e0fd254a656b1e75e872a6cd35df8e6fb6416602b70c886b0153e23858a6e6
2598,0,0,0,0,b5c3c706e6f82663ad35e1978e3dde591e5e84193ba4615a46a4f65c39e13b1e
2599,0,0,0,0,8013f2863dc09c799cf6ad37b4ed25799093f6dbec8600807b009c00ba251606
2600,0,0,0,0,3046fa130bc890c770871e6415759f4984a79112ec0bd85173dd9229234a8676
2601,0,0,0,0,d3469c7e4c595d756a36c5e3bfa97f30939524ca8311ae78a6cac13cc4861d7b
2602,0,0,0,0,90fd89f289c5c4b738accbd09d15fc0209205b202265ca84908fb28fa81bde9e
2603,0,0,0,0,3aa901f0ca40263dabb25c18a0c86421c88f1241ddaf27c0a4cc2a8eba61c0bb
2604,0,0,0,0,0ad60779c72aedde8c74d3e61ddec09130d134c3712fa277fd08cc2f80ae6b67
2605,0,0,0,0,7c42fa83fad79e24501c653ebb96a9738fb25c68da13cc9d5b0eab609b1ba271
2606,0,0,0,0,bcebf669135256486a66db7e228de474ee07ef51a5b4f17583d7460782a81ffc
2607,0,0,0,0,4fd9d094832effb2513e0014c778f7546657bbdad7d25eac9dcf91e30fc741a9
2608,0,0,0,0,3aa660881714c6581f1aec43c21c3fe1c1588b7250573ab2155e0a86b69771b8
2609,2608,1,1,2608,a54e6111ee9cc0c51a539a01b2f72d4223621369dd2c2ca64bd77d730e274702
2610,0,0,0,0,891872b20140266e7ec5087a56768c6fb2328a30af62134e8dae0238c8bccf10
2611,0,0,0,0,48c276f28728f9ff017036a720fb3888eebbe658fa3d9fe0d2e3777a7a9e4561
2612,0,0,0,0,c98dbe8fa09e153229d847586a89fa109328f7045ffccfd0c8ef67e3e0ed3470
2613,0,0,0,0,101dc38a14b283974726ec7e8b9f16fb50226b2c498e42d864ddd4e1bbdf17f4
2614,0,0,0,0,a671ab5515534e80a650ac5c6636516571fdf7eb04c4ec09f8947fed79378a57
2615,0,0,0,0,a077d1d29ef6306a018514d77eafdb11c14e3e57de6578087ba7ed1fb669f9a8
2616,0,0,0,0,06c81458d945e34976fda8e918a6f958df5156e3f27904f1dacc76fb2d41d9c5
2617,2616,1,1,2616,018ed89f7c3a7d7732c79b9facd7187d8176925d0c1c12d783e553eadd919257
2618,0,0,0,0,12d702f257f0df52990d1b7fa177da8f01b3db96548c95fb4c94bfb0886fd125
2619,0,0,0,0,110a1420c24f3c80e3b6a961fbad3904b54cf9f0ea2b792edf136a9ab8055f6b
2620,0,0,0,0,7b84f00261431c3877e47311a8d40b3869ba6b5942518ba0754b3780f52555c7
2621,2620,1,1,2620,95b22e8cd50b8bd077961654e1ae4cdb7a3db97732d4083f42260b7eb9c84f3a
2622,0,0,0,0,d1ae9eedd9be2e218db065b7225fb9faee6adf4000596269240094365f59b01c
2623,0,0,0,0,9a5bd5247886bef267cdbadf109d4804f66f19767f37bb52256624c4367a7f33
2624,0,0,0,0,2913254b171d8e46594976e071db6ef0069e1ed65193d28092f2a55f9f615765
2625,0,0,0,0,22318b4a01df30089dd83c78fdbfc18f031700e7208f7ebfc79b8358aacee437
2626,0,0,0,0,4231e06a7dedbaaf2aea5db10275bb2d15636b959f2b738dce9f65199ef91832
2627,0,0,0,0,bc7a335e9a13b8c56535dd77c3f1b93e309c3e767998ba591110f53cbee7c63e
2628,0,0,0,0,48497a4e1830ff6bb92c9fef20b768636481cf03f9284855e6bb2cfae024e477
2629,0,0,0,0,100d56056ad6ad203a17ee4fc2706df627496cad31594a8e9ab28c31dc74b6b9
2630,0,0,0,0,243dd009ab9b57d683ebe7ba0826503f64f1b703c521b14bb3c8804b1beb50b0
2631,0,0,0,0,3f0c512ff883e9ab5251a5830e71b866606616251946760b92dfba9c75d5d2cc
2632,0,0,0,0,e45df002ee2898837fd3bb92f989b1744c2b2139b3e2e5fdfb02d7025adcb554
2633,2632,1,1,2632,f2429012451032fd72c04e2382e0a5519eda7e93f2eece922d8ce3654e2f4c8c
2634,0,0,0,0,dd806bf1bf061dca1a457508cb5137f146e91acaaf9fc4cb7a9605dc2a94d879
2635,0,0,0,0,7ad5fc9466a39183efba4f20b381a7a6d37654e3e1d1cd633efb3eb7fdcf34ad
2636,0,0,0,0,1d6eb93f19599c6475389f2df7b80caec7643725905a7ff46b61b825f663c484
2637,0,0,0,0,236a13bc029fbaf8ebf0f7bcc00372d533faaafaa04a2009a3872eb01482ac52
2638,0,0,0,0,298165500747d89d1b252b0afa36389bd9ff4883eb2cc813488a9be47440cdbf
2639,0,0,0,0,902c0a1a28139aff110243b2d7d11c9d9e4b76c77680278041f70541872e9ffb
2640,0,0,0,0,959a091721b49dcf3098cd357ef3c79851ff2238ed6a67e016dc3b507bc29119
2641,0,0,0,0,539ac65711be1628d9fd9d710fb3751cf549d005a8a2cb9f0e6dc18beb0625eb
2642,0,0,0,0,47ebb6a3fbb69d10117c5fa975933b940ba033317a8803a664f18b392d5c2414
2643,0,0,0,0,4d12d53d945f91f357270546b13ab843c33dfbac02bbf2fdb25c4bed22bf9951
2644,0,0,0,0,3e98aca1e2548cbf865b1ea8d20fa015306948214cfc20e035f5f3a1a4d2920b
2645,0,0,0,0,813984268f8fda88fac53cb2ece411803cda3e09b2e32dc610800cc838a1f0d6
2646,0,0,0,0,248bd265c97e5ad648be50de327eae84c15cfffed1b970824ee31e8150fb4ea3
2647,2646,1,1,2646,20c861e77a990b34ce18ee3ebd538da387964f6a2b23dad11798d74d72edbe06
2648,0,0,0,0,01425da7921523b69a4da15eac5fdf967e0ec5c796f07c526844a1f2e2a9bbac
2649,0,0,0,0,f5fd25d9b6d522f6a030071200d7343fa15bef9d56a8b2b406f3daddd27b0265
2650,0,0,0,0,e741149169c53d0601161aab8fef7f14b10d3caf990c36c1f2c023f45384a35c
2651,0,0,0,0,a6943e0dda5e5f01ac22d15d1570380a2d703a874f11015008738b7cbe6908ce
2652,0,0,0,0,65f3d111381e29a09931a59918bede029309f43ea1f8d17d26ccdbad8ec5954e
2653,0,0,0,0,77388d115769adcb05a3de91db5a82f22e0b08a92592083aa220363bd27e8ad3
2654,0,0,0,0,4e15f4d15692f62df3b330f8dabc5e3fa478043e72ee32126e4fb9fb8d20536b
2655,0,0,0,0,9e8f293e9be4defc4b8413773046ebf34bcbfb9b4bc69bc775834b5945508e70
2656,0,0,0,0,114ed0084480ffecfac3e7719d3de2c57a1867a38d132e230b8630cd615ca509
2657,2656,1,1,2656,402618bec9e94bf36999b9689923662f8df0ca87f9f527baabb8d0fca694083a
2658,0,0,0,0,cbd689df55a632d27bd122e08ebd3c9fd7dd85ff96c32b390e94d7f94d35c91e
2659,2658,1,1,2658,30bc11124d9f4d89617285c25e93fb5cc60ed92b3df71b18c2ac75496d73991f
2660,0,0,0,0,cd7158e0b68b2bba0140d8981975c855ac4809574eec32803f3cb20acaf4cf99
2661,0,0,0,0,503583813a54233fecac9bced29c44608c84ab84903d1048ad0903ca18564604
2662,0,0,0,0,63c71010cdd3b0260e34174db2b556d59b3beafb9ac25a9b50b157914319e2bd
2663,2662,1,1,2662,64c613ca2f580d08c41a15f7881f9dcdf642e744e823aa6f445239e898b8db53
2664,0,0,0,0,6ec1ddb1b0742e8b34fa9a46e5c829f3dd9b4ab91942a1190c508dc1c51625cc
2665,0,0,0,0,8b218236adab8188c65b9155eff73ba0473448689eca025fd692f2bc6d90677e
2666,0,0,0,0,8f69b4d14645c504cb04dc7f462b95bf09e1c9193ed139d0bbfeba6aff9464ed
2667,0,0,0,0,38523228d240cc2239030b50a68cca4b633ea888f8039fd2448af03f5e9895bb
2668,0,0,0,0,7e76c2b7f8b218133569024c3b2b275eae366093ab7aa238ad6147519f3579f8
2669,0,0,0,0,c02fdb90a609cc92b95a0bf3c8a9d28b9e2b0e44fd55a87cf8a990ee928347fb
2670,0,0,0,0,f280fbde342d0cdcc3a895dc7cd2991950ee74ba12eacc677fd232a6d092c329
2671,2670,1,1,2670,b657769a00d0430867da74356166251167e2694dbb69354af3991710f62b2465
2672,0,0,0,0,e8e1ccba8d0902ce3cc63a474ea6162c8b861775011f28d7afb8078fdc915ba4
2673,0,0,0,0,de4360330018a63c00dff363cf4ac5ba706f18dafec2327af7c69ed8533d4b3d
2674,0,0,0,0,4b96f7fdcd96a6c0844d51e2b1a0bd5f29c30da9c2d0496d82e05c7e94f9255f
2675,0,0,0,0,af3c60289c4e59f3811caec6d3c61f79d708da1376976b41d021559f5421920b
2676,0,0,0,0,2946d52e01d674450d01be4e763206fd3eb5e2dd812f4534c8b161e90bb4bd45
2677,2676,1,1,2676,111bf14c27d9f2f0a47de7798fb396521d3543ffb3160b194f8dc2abdeb7cbda
2678,0,0,0,0,47758e723494b889b0685cd013a7ac0044db7fa8d08b7b75fa495dfde8312673
2679,0,0,0,0,45374c1a6f24c57715e262570a718901a87daa062b22038aca0a8a8d6d1f736e
2680,0,0,0,0,442fa4451b7168b5da2f4adbb405bb12a439853ac43b3b5adc405a3d1380fcf6
2681,0,0,0,0,08ce411f5dd9cec82a71e0ab3062a08fff6b04512c706f23475ab5a649ebcf7e
2682,0,0,0,0,314acf35bce3d3aa3ba28b8444d572d5e8ea3317647b038d76a71fac30ba9ba4
2683,2682,1,1,2682,cc6c22aae64df6f827a18eb91ace029415fa103764a6da1073d66d50f0a827a9
2684,0,0,0,0,a938ca8b2f804fa1a5b1a0e58765732d554669f43d8afdfed1925089fffb3cea
2685,0,0,0,0,80ebcb4939e1316dcad1c5bd5727cc23ee687ba73e20402224549525629a0f02
2686,0,0,0,0,4130c0ac094ca517a8a31a69a6ca94cd069cc2bd7697aa06e68d8372fd4e0de6
2687,2686,1,1,2686,6e9650f17c6dc384795bf80fecdcc66fe4630cc6b3690be4d7ae73bf0867b1b7
2688,0,0,0,0,e87fbd9117d643e4e3ea3d933bd343a385057ff078c7be2261d5814a44c10d87
2689,2688,1,1,2688,74ab0babc855d8125304e5f4d819e08fcb50cbb49999eadf5bd7314d7b685c04
2690,0,0,0,0,f13336b34213942d43b20b8f9db2cb39f3c9dfe30b38ff5989a2c8eac22a0cbe
2691,0,0,0,0,fef092000d76d880b922370e3f4b29d927a051f3b6a14a87ed664242edd43312
2692,0,0,0,0,acafe3f0c308df853ad45dc1cadc1b1df9c6d0a38e2dc4beb83a92741337bfc9
2693,2692,1,1,2692,fcef405db9a6734d2e3fe35227f003dec1ce15154a3e6fed8eed4c9560d8765a
2694,0,0,0,0,f60445fa0ff8648484d9ebc8390249cd0131f40819d1a06ee331b1dca89689ff
2695,0,0,0,0,4d81b593824d527023c2a949318129f2424fcca62594cf7c29e5bd6433b486b6
2696,0,0,0,0,ed346231c6e5d355a7446ff205a54056a3dbd7154f5349118cf5f06089b13229
2697,0,0,0,0,7a5ed6fece21fd9ef3268c9edacde68cc3e048930328b89198655d54ddd5f25e
2698,0,0,0,0,29ec7caf90911accd0d29a0ac4879a7bdb351577d9e13290ffeb34452b03077f
2699,2698,1,1,2698,5dbd96469a6f1a562dd4c2dd18bda5a93554928ad51900a63f68f75f11d22947
2700,0,0,0,0,4b23915e9edee5aeadd91a4f1f8942b12f4702d5b9a9ac6b08f9dda1ba45c598
2701,0,0,0,0,0c957dff187db4045605784b19f9e3f5a63150f04ad79b70dbec90f54b4a2c5e
2702,0,0,0,0,c36fb3dcb5cd8189c5c2fd1720da72c17bd97445073275e07e8d0d5c874788fb
2703,0,0,0,0,2f80ce3d0ea3371f2858b6bf73ef63795bd5c4dde31f704764848e74e183128e
2704,0,0,0,0,7419c9fd75c7c700714f80ab368b2c964d74cb1b2730f748bfe7f547619ced4c
2705,0,0,0,0,97a46073a1226decc31d621805088ff57eeba4494c366c5f9ac2f6a24745cdef
2706,0,0,0,0,575b03ca9b77fbf5f04c2fdd645fec869177a863202aa7f7680f31f0d70c29ef
2707,2706,1,1,2706,4352cfa141a23b0a1af4164993fc938da7180f5eb3df906fb02f23f0c5d2301f
2708,0,0,0,0,9833b2c085b2d4119d93f1a98bb5e10859988408b7597b16e154b4c66cac289e
2709,0,0,0,0,0701143368eafa4ad2fb856a22726f90ac55daebf148cecb7afc57d9416fb890
2710,0,0,0,0,1cfa33f28d71f5337c340efe5def651834b39b821dcdc0c96101b5dbcf8b168b
2711,2710,1,1,2710,febb4deaf92952a9356552a34defe69cb67fb2df55501a6a9326c8ec930a11d5
2712,0,0,0,0,caa09c2a39345324d322c93166e6887610e287824a84613a389f1ddb782276f5
2713,2712,1,1,2712,d89c0820a752a8458849802f0bc055448fb184130e48234b3cb769e95252329a
2714,0,0,0,0,61e207bb724570a410ec9ac7e400ddb22a505b8cec8d0909eec54691ca657b87
2715,0,0,0,0,373681e2f965ec15f4d56750fb6b9b07a999742e82e45fd5b90a9ff19cff36c0
2716,0,0,0,0,c58036a9dd19ab579ca6ec017005b0917e0f17e51028a7e9a357894f649d15dc
2717,0,0,0,0,5c7e87e865adc77f3b86617f103c9a705587cb9afed6e20651f00fc8a238b319
2718,0,0,0,0,0381640b0d8e991e250e0a8b530cc7d2773865a499677992e73c290991f884ce
2719,2718,1,1,2718,461779d61563a90f89be060ea6a0e68c9cc24e6cb6875ca0c24f261805d085d2
2720,0,0,0,0,5dd9c90a05bdc44e198874658604fce617c095315b6e117524efba24d349e158
2721,0,0,0,0,2a14542e86f1ebf7d1bcf0c3aa4f36a723fc4cfff46e806eb3e9ce0863e467f5
2722,0,0,0,0,b2cf5143e145584413be61fc6ab521fe0e1b9a55db74e4edf525c915ede33f81
2723,0,0,0,0,c82b1f45fb2301d29c85db7c696d9d103ab06e2fd4021aed8318722738df3b2c
2724,0,0,0,0,85392eca0fa9db846c50df03d5894e1f9bab1dc955184e8b6e428222a4ecd315
2725,0,0,0,0,ac49946be0f9fd6548013bb61c6fecb8b542682663afd0839eb46f48c87566d5
2726,0,0,0,0,dd71611c414f475c62af8a00ba8b5c6bb7fc01ff7b95243c30037b9f87c98c0f
2727,0,0,0,0,ae69bb3f3373d953ea49b072d1e8f2aff6198ea5be84397ecde7b9d2b8a63361
2728,0,0,0,0,2fb9f24c6118a6dc908eb9281cef029f2d536d34ff985ee95fd563f54a5eb62c
2729,2728,1,1,2728,5f60a0503a6c6fa21328ebed4f31c03f019bcae64b7417e9598621cb088a637a
2730,0,0,0,0,9ec5654ed5830945805633bb779370dcc7e79108120918634fcf40d516f71e15
2731,2730,1,1,2730,7cec15a60c3132c46ea4c55ff892addd545f4821219a2c66a3579dfdfbe35973
2732,0,0,0,0,b4b0ae10597b346ca80e005a9cfb82342fc7738d2164d0536e9d181a5e479b13
2733,0,0,0,0,fc704339498b7d06a05b1541e96c5e6850baa6c7204be318b88012220e2f796e
2734,0,0,0,0,95122675f3e0d558559562ad67a289786f95f1863041d48bc461ad769eb01754
2735,0,0,0,0,92eca7ec4b45c64e43a04e97dedf7b1c237f2308ed7ce1c0ebf35f772740ae31
2736,0,0,0,0,cbf7d910f8f20e09b6312bb3ec8aa7965700a7af559ad6a368fa863eb55e9598
2737,0,0,0,0,8fa508d0fb8c833e65195b6db11e14370852407a7a9e63e03b3676ef406c6bf8
2738,0,0,0,0,6aaf9feae57b03cfe0fd41a24e2721ea278d720604ce22d1fb22a84e19d48e1c
2739,0,0,0,0,ec567f4c9e3c223899503cc3c6d3392c911bcda9a7a61d9f454c9a44547f6fa4
2740,0,0,0,0,0afd3fdda2cd0fbde8ba34b2cf8f24f59cb5bf61907ca08810bc37f124a40e8c
2741,2740,1,1,2740,4717d00ad3df242923a43229076d8977ab9a69171ec830b03a0d2a911da31bde
2742,0,0,0,0,a943ef7c3c11aec3f3bac98ed8ddf4513b5469763c760a9d5e9dfb06476141b3
2743,0,0,0,0,2f64f8d09f51d8b558ec4e650e76f54b0897b71f47c406f89279c4704adffdd1
2744,0,0,0,0,efc901ff8ae15f3e8bcafb3e8a3df094cf0f8f405937c93161bbb255f03b7eca
2745,0,0,0,0,794abb41c01ddf1f475df8dc0f130c6dc3405a53b77ce721ae044c97ef0f530e
2746,0,0,0,0,e8e80e2337025a198ba05ba8c58a1fa158e8c84f0bf2cf941b6e8abb398381ed
2747,0,0,0,0,76d411049807fca9c02ee28a3e935530437305b04f3f761c2da3c36f0a03421a
2748,0,0,0,0,25d23b99a061fb4c33e0204cffe0dfcb867d37e5bd5b436db3309f59e1be417a
2749,2748,1,1,2748,7cd2d17d46537d3788c795249175809a0ea490556e2412540867a127ebbbf2b8
2750,0,0,0,0,8852f77390f7c890351fac092559d0d9dd7794ab3f03a77574c6e68d1be0e567
2751,0,0,0,0,9bbb886a467a76c6abb4c88e32be28ce121b45275c3dde15d787ed036ab504ac
2752,0,0,0,0,a0b079efc9d7a9321f6c1f07cc311ec0859b208167626d8b9b719cf1e6b2cc9f
2753,2752,1,1,2752,850d5025df26e93830929baee489c785e1ec224c2c0ae9bb18c511d163ad5721
2754,0,0,0,0,90b94e07dbe340ec8ab24506505a23d8b6eef4ccd8fc495adc76505755919def
2755,0,0,0,0,dd733357312da6d8eabc26e343acfef26cd149e6ea033cee5c136cd350c19e5b
2756,0,0,0,0,1be9a9b0591caea0e7854927d0718bcc09dc219f7ee3e554404563324e6afffb
