sample,matrix,trace,base_c,power,power_c,two_log_power_c,formula_prediction,formula_residual,normalized_height,translation_length,limit_error
positive_family_3_5,"[[1,3],[5,16]]",17,5,6,7001280,31.52320709489222994851921634644774579497752217471783445808193514677172,31.52320709489222994851921634644774579497752217471783445808193514677172,3.373503341833767431791543696406406082467187642357922416024884168034606e-80,5.253867849148704991419869391074624299162920362452972409680322524461953,5.659470075048780550732202172232747625847264023165468872887863761756115,0.4056022259000755593123327811581233266843436607124964632075412372941613
positive_family_3_5,"[[1,3],[5,16]]",17,5,7,118608485,37.18267716994101406585112160497552733465039117615605856913956217829905,37.18267716994101406585112160497552733465039117615605856913956217829905,6.747006683667534863583087392812812164934375284715844832049768336069212e-80,5.311811024277287723693017372139361047807198739450865509877080311185579,5.659470075048780550732202172232747625847264023165468872887863761756115,0.3476590507714928270391848000933865780400652837146033630107834505705357
positive_family_3_5,"[[1,3],[5,16]]",17,5,8,2009342965,42.84214724498979462901065131868850107898872048440913106989657225283320,42.84214724498979462901065131868850107898872048440913106989657225283320,6.747006683667534863583087392812812164934375284715844832049768336069212e-80,5.355268405623724328626331414836062634873590060551141383737071531604150,5.659470075048780550732202172232747625847264023165468872887863761756115,0.3042016694250562221058707573966849909736739626143274891507922301519646
positive_family_3_5,"[[1,3],[5,16]]",17,5,9,34040221920,48.50161732003857517978615480945430203699731139125131367399007218293205,48.50161732003857517978615480945430203699731139125131367399007218293205,0.0,5.389068591115397242198461645494922448555256821250145963776674686992450,5.659470075048780550732202172232747625847264023165468872887863761756115,0.2704014839333833085337405267378251772920072019153229091111890747636648
positive_family_3_5,"[[1,3],[5,16]]",17,5,10,576674429675,54.16108739508735573051850785919312991339847147846157242983698678837636,54.16108739508735573051850785919312991339847147846157242983698678837636,6.747006683667534863583087392812812164934375284715844832049768336069212e-80,5.416108739508735573051850785919312991339847147846157242983698678837636,5.659470075048780550732202172232747625847264023165468872887863761756115,0.2433613355400449776803513863134346345074168753193116299041650829184791
positive_family_3_5,"[[1,3],[5,16]]",17,5,11,9769425082555,59.82055747013613628125071055713785611605304938313053815983415727027443,59.82055747013613628125071055713785611605304938313053815983415727027443,6.747006683667534863583087392812812164934375284715844832049768336069212e-80,5.438232497285103298295519141557986919641186307557321650894014297297675,5.659470075048780550732202172232747625847264023165468872887863761756115,0.2212375777636772524366830306747607062060777156081472219938494644584394
positive_family_3_5,"[[1,3],[5,16]]",17,5,12,165503551973760,65.48002754518491683198291273120237503504550133946564988685918106029407,65.48002754518491683198291273120237503504550133946564988685918106029407,0.0,5.456668962098743069331909394266864586253791778288804157238265088357840,5.659470075048780550732202172232747625847264023165468872887863761756115,0.2028011129500374814002927779658830395934722448766647156495986733982751
positive_family_3_5,"[[1,3],[5,16]]",17,5,13,2803790958471365,71.13949762023369738271511490344150521675438830081519037401686567390243,71.13949762023369738271511490344150521675438830081519037401686567390243,0.0,5.472269047710284414055008838726269632058029869293476182616681974915571,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1872010273384961366771933335064779937892341538719926902711817868405433
positive_family_3_5,"[[1,3],[5,16]]",17,5,14,47498942742039445,76.79896769528247793344731707567427508174224764963956968904792321662718,76.79896769528247793344731707567427508174224764963956968904792321662718,0.0,5.485640549663034138103379791119591077267303403545683549217708801187656,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1738295253857464126288223811131565485799606196197853236701549605684589
positive_family_3_5,"[[1,3],[5,16]]",17,5,15,804678235656199200,82.45843777033125848417951924790702278507874719872826384276259148426993,82.45843777033125848417951924790702278507874719872826384276259148426993,0.0,5.497229184688750565611967949860468185671916479915217589517506098951329,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1622408903600299851202342223722794401753475432502512833703576628047859
positive_family_3_5,"[[1,3],[5,16]]",17,5,16,13632031063413346955,88.11790784538003903491172142013977041119601183620047787080015465464623,88.11790784538003903491172142013977041119601183620047787080015465464623,0.0,5.507369240336252439681982588758735650699750739762529866925009665915389,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1521008347125281110502195834740119751475132834029390059628540958407256
positive_family_3_5,"[[1,3],[5,16]]",17,5,17,230939849842370699035,93.77737792042881958564392359237251803704421663947858099082494418450704,93.77737792042881958564392359237251803704421663947858099082494418450704,1.349401336733506972716617478562562432986875056943168966409953667213842e-79,5.516316348260518799155524917198383413943777449381092999460290834382767,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1431537267882617515766772550343642119034865737843758734275729273733475
positive_family_3_5,"[[1,3],[5,16]]",17,5,18,3912345416256888536640,99.43684799547760013637612576460526566289148394066333363686080398369262,99.43684799547760013637612576460526566289148394066333363686080398369262,1.349401336733506972716617478562562432986875056943168966409953667213842e-79,5.524269333082088896465340320255848092382860218925740757603377999094035,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1352007419666916542668618519768995334644038042397281152844857626620802
positive_family_3_5,"[[1,3],[5,16]]",17,5,19,66278932226524734423845,105.0963180705263806871083279368380132887387479752506111560866047196000,105.0963180705263806871083279368380132887387479752506111560866047196000,0.0,5.531385161606651615110964628254632278354670946065821639794031827347367,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1280849134421289356212375439781153474925930770996472330938319344087478
positive_family_3_5,"[[1,3],[5,16]]",17,5,20,1122829502434663596668725,110.7557881455751612378405301090707609145860119984558777548143840253314,110.7557881455751612378405301090707609145860119984558777548143840253314,0.0,5.537789407278758061892026505453538045729300599922793887740719201266569,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1216806677700224888401756667792095801179634232426749851471445604895455
positive_family_3_5,"[[1,3],[5,16]]",17,5,21,19021822609162756408944480,116.4152582206239417885727322813035085404332760216214852974200719338470,116.4152582206239417885727322813035085404332760216214852974200719338470,0.0,5.543583724791616275646320584823976597163489334362927871305717711135572,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1158863502571642750858815874087710286837746888025410015821460506205429
positive_family_3_5,"[[1,3],[5,16]]",17,5,22,322248154853332195355387435,122.0747282956727223393049344535362561662805400447869546534835502716066,122.0747282956727223393049344535362561662805400447869546534835502716066,0.0,5.548851286166941924513860656978920734830933638399407029703797739618480,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1106187888818386262183415152538268910163303847660618431840660221376348
positive_family_3_5,"[[1,3],[5,16]]",17,5,23,5459196809897484564632641915,127.7341983707215028900371366257690037921278040679524235280549731995893,127.7341983707215028900371366257690037921278040679524235280549731995893,0.0,5.553660798727021864784223331555174077918600176867496675132824921721273,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1058092763217586859479788406775735479286638462979721977550388400348419
positive_family_3_5,"[[1,3],[5,16]]",17,5,24,92484097613403905403399525120,133.3936684457702834407693387980017514179750680911178924009487030923766,133.3936684457702834407693387980017514179750680911178924009487030923766,2.698802673467013945433234957125124865973750113886337932819907334427685e-79,5.558069518573761810032055783250072975748961170463245516706195962182358,5.659470075048780550732202172232747625847264023165468872887863761756115,0.1014005564750187407001463889826746500983028527022233561816677995737566
