N,anchor,index,gap,target,diagnostic_prediction,relative_error_percent,shape_ratio_to_N250,log_raw_gap_ratio,log_first_gap_ratio,log_original_prediction_ratio
260,1,100,1.2470283505364392,236.5242,88.04120635721893,-62.777083124171256,0.3784462550602259,0.12863156981391421,1.100312780557596,-0.9716812107436819
260,10,1,0.20020593033232714,14.1347,24.629476516381093,74.24831454775192,1.6522218671083777,1.100312780557596,1.100312780557596,0.0
260,10,2,0.20602635588119078,21.022,25.345509423763627,20.56659415737622,1.4320738364350634,0.9573154413183389,1.100312780557596,-0.14299733923925725
260,10,3,0.2337852994932792,25.0108,28.76043448956266,14.992061387731136,1.0868754786166246,0.6814988588394525,1.100312780557596,-0.41881392171814374
260,10,4,0.27131615860746905,30.4248,33.37750757854742,9.704936691604946,1.069026129599776,0.66493988712766,1.100312780557596,-0.4353728934299361
260,10,5,0.29301211166317387,32.935,36.046559216523335,9.447576184980514,0.9590495755904831,0.5563793020071114,1.100312780557596,-0.5439334785504847
260,10,6,0.3076330077224796,37.5861,37.84523229050956,0.689436495165913,0.9772684292681117,0.5751978961602365,1.100312780557596,-0.5251148843973596
260,10,7,0.31217431580289734,40.9187,38.4039072535071,-6.1458275714841895,0.8886909926013215,0.4801861185864434,1.100312780557596,-0.6201266619711527
260,10,8,0.31255719828807926,43.327,38.45100973025026,-11.253930043044143,0.8697277666411773,0.45861678414547125,1.100312780557596,-0.641695996412125
260,10,9,0.32758450559825114,48.0051,40.299679806536,-16.051253290721196,0.8850521458214169,0.4760830984748965,1.100312780557596,-0.6242296820826996
260,10,10,0.40459690357395317,49.7738,49.7738,0.0,1.0,0.5981918123528174,1.100312780557596,-0.5021209682047789
260,10,11,0.4291416765834324,52.9703,52.79331550302934,-0.33412024657338374,0.9292021732069766,0.5247628730577603,1.100312780557596,-0.575549907499836
260,10,12,0.43923658191244286,56.4462,54.035197965368205,-4.27132744920259,0.94204966220616,0.5384945265214715,1.100312780557596,-0.5618182540361247
260,10,13,0.44257879135629175,59.347,54.44635895781964,-8.2576053417702,0.8796724162734745,0.46998611730443735,1.100312780557596,-0.6303266632531589
260,10,14,0.45265867320581243,60.8317,55.68639322098341,-8.45826563948827,0.8566931284562195,0.44351631136327846,1.100312780557596,-0.6567964691943178
260,10,15,0.47732582824597003,65.1125,58.72096424881972,-9.816142447579617,0.9005368743710758,0.4934276459224116,1.100312780557596,-0.6068851346351846
260,10,16,0.4779643404167224,67.0798,58.79951447202672,-12.343932939533635,0.8415178307036105,0.42564373596732163,1.100312780557596,-0.6746690445902743
260,10,17,0.48598166469988335,69.5464,59.78581143050618,-14.03464243942724,0.8468789145436668,0.43199425976744843,1.100312780557596,-0.6683185207901475
260,10,18,0.48947190977015786,72.0671,60.21518387143262,-16.44566817392038,0.8242015554398775,0.40485163948530983,1.100312780557596,-0.6954611410722863
260,10,19,0.5248741832935817,75.7046,64.57039684102004,-14.707432783450356,0.8580025792609416,0.4450436389857577,1.100312780557596,-0.6552691415718382
260,10,20,0.5460318666648885,77.1448,67.17323015804334,-12.925783516136752,0.8151679815168589,0.39383073766394777,1.100312780557596,-0.7064820428936484
260,10,21,0.5579319830897109,79.3373,68.63719097848883,-13.486858037154235,0.8055141806330512,0.3819173405913463,1.100312780557596,-0.7183954399662498
260,10,22,0.5618249095347867,82.9103,69.11610156969779,-16.637496704634064,0.7728363755995594,0.3405038850364433,1.100312780557596,-0.7598088955211528
260,10,23,0.579660467889946,84.7354,71.31024469490775,-15.843620617938011,0.7791431603481765,0.3486313368732338,1.100312780557596,-0.7516814436843624
260,10,24,0.5909350791417491,87.4252,72.69725542229564,-16.846337872494843,0.7694335791069563,0.3360911659740676,1.100312780557596,-0.7642216145835286
260,10,25,0.6024146803437258,88.8091,74.10948415973705,-16.55192524219134,0.7585641121009881,0.3218638534402269,1.100312780557596,-0.7784489271173691
260,10,26,0.6096063897435577,92.4918,74.99421338569843,-18.917986907273473,0.7159372324753206,0.2640290323479869,1.100312780557596,-0.8362837482096093
260,10,27,0.6446693553463749,94.6513,79.30768445259329,-16.21067597318443,0.7513111794320101,0.3122564527522314,1.100312780557596,-0.7880563278053646
260,10,28,0.6478839143050621,95.8706,79.70314179120504,-16.863833342854804,0.747518016621011,0.307194940848086,1.100312780557596,-0.79311783970951
260,10,29,0.6525079899450983,98.8311,80.27199887849109,-18.778604226310254,0.751738812418387,0.3128254730778811,1.100312780557596,-0.7874873074797151
260,10,30,0.6645389891266955,101.3178,81.75206098913827,-19.31125528866767,0.739933781012258,0.2969972304462936,1.100312780557596,-0.8033155501113024
260,10,31,0.6734117242237918,103.7255,82.84359119679624,-20.13189505300409,0.7487848511476971,0.30888822749033684,1.100312780557596,-0.7914245530672593
260,10,32,0.7213781403626935,105.4466,88.74445396298418,-15.839435351178532,0.775504609004788,0.3439504592381982,1.100312780557596,-0.756362321319398
260,10,33,0.7383843381462682,107.1686,90.83656855843206,-15.23956778531019,0.7915386520111835,0.36441524537330183,1.100312780557596,-0.7358975351842943
260,10,34,0.7521496766945521,111.0295,92.52999033645943,-16.661796786926505,0.7674148666123863,0.33346408369901975,1.100312780557596,-0.7668486968585765
260,10,35,0.7597940969963712,111.8746,93.47041238086379,-16.450729315801986,0.7639563933057316,0.3289472440832983,1.100312780557596,-0.7713655364742978
260,10,36,0.7615798195021579,114.3202,93.69009323870871,-18.045898066388343,0.7650378378349467,0.330361827196203,1.100312780557596,-0.7699509533613931
260,10,37,0.7663040312769542,116.2266,94.27126914480007,-18.890108508035105,0.7643558845985315,0.3294700316152372,1.100312780557596,-0.770842748942359
260,10,38,0.7751000608720755,118.7907,95.35336298682975,-19.72994267494867,0.7549062800683741,0.3170301425548767,1.100312780557596,-0.7832826380027195
260,10,39,0.783046021781427,121.3701,96.33088077210265,-20.630467658753968,0.750442498720557,0.31109956421454793,1.100312780557596,-0.7892132163430482
260,10,40,0.789051166726157,122.9468,97.06963799147263,-21.047446544787963,0.7463392870542349,0.30561683856414973,1.100312780557596,-0.7946959419934465
260,10,41,0.7905087180825952,124.2568,97.24894700017794,-21.73551306634491,0.7430155467750894,0.30115350219670184,1.100312780557596,-0.7991592783608943
260,10,42,0.7964958385533496,127.5166,97.9854868358882,-23.158642219218365,0.737565447552769,0.2937913600917101,1.100312780557596,-0.806521420465886
260,10,43,0.816997575861242,129.5787,100.5076251997797,-22.43507212236294,0.7311619540255968,0.285071519916192,1.100312780557596,-0.8152412606414039
260,10,44,0.81732886062494,131.0876,100.54838008798001,-23.29680298672033,0.7220291545518578,0.27250205171397657,1.100312780557596,-0.8278107288436195
260,10,45,0.8213266948092546,133.4977,101.04019650418465,-24.31315557932111,0.7251281033036924,0.27678486682876097,1.100312780557596,-0.8235279137288353
260,10,46,0.8332920828714574,134.7565,102.5121870880711,-23.927834955589443,0.7138406295292785,0.2610962628534777,1.100312780557596,-0.8392165177041184
260,10,47,0.841376341390033,138.116,103.50671834398895,-25.05812625330234,0.7125723016931274,0.25931791642566865,1.100312780557596,-0.8409948641319276
260,10,48,0.8624053226549098,139.7362,106.09371863597315,-24.0757093466309,0.7123760001589536,0.2590423955030352,1.100312780557596,-0.841270385054561
260,10,49,0.8646690987885837,141.1237,106.37220999249848,-24.624843316538275,0.7129342101231648,0.25982567761064146,1.100312780557596,-0.8404871029469546
260,10,50,0.8755958443341587,143.1118,107.71642603229557,-24.732673313943657,0.7119772989130343,0.2584825607252559,1.100312780557596,-0.8418302198323403
260,10,51,0.8775647071192729,146.0009,107.9586369380837,-26.056183942644395,0.6941623002712402,0.23314232859832118,1.100312780557596,-0.867170451959275
260,10,52,0.879254731710505,147.4427,108.1665449701423,-26.638249998038358,0.6924181176475402,0.23062652277687545,1.100312780557596,-0.8696862577807205
260,10,53,0.8849350821320154,150.0515,108.86534573533031,-27.448012358869917,0.6947066580292386,0.2339262150587677,1.100312780557596,-0.8663865654988284
260,10,54,0.8943191889395621,150.9252,110.01978525597802,-27.103104547167717,0.6864029476131998,0.22190137584348713,1.100312780557596,-0.8784114047141092
260,10,55,0.8978236314070642,153.0246,110.45090427084978,-27.821471664784756,0.681465222154404,0.21468175188363478,1.100312780557596,-0.8856310286739614
260,10,56,0.9077712794501718,156.1129,111.67467103672054,-28.465443255028543,0.667746192093028,0.19434468275074768,1.100312780557596,-0.9059680978068486
260,10,57,0.9173402979149561,157.5975,112.8518585214869,-28.39235487778238,0.6671091958690382,0.19339027783454898,1.100312780557596,-0.9069225027230472
260,10,58,0.9196151141242108,158.8499,113.1317080359939,-28.78074960324564,0.6656945551238744,0.19126747276989808,1.100312780557596,-0.909045307787698
260,10,59,0.9347513076990399,161.1889,114.99377337831336,-28.658999857736248,0.6726959259322539,0.20172994209172615,1.100312780557596,-0.8985828384658698
260,10,60,0.9503236369357975,163.0306,116.90949244120739,-28.289847156786887,0.6692191012282865,0.19654804545358998,1.100312780557596,-0.9037647351040062
260,10,61,0.9520250534730703,165.5373,117.11880191860293,-29.24929794154977,0.6526075936286141,0.1714125534239166,1.100312780557596,-0.9289002271336795
260,10,62,0.9619435314807436,167.1844,118.33898016588428,-29.216493784178265,0.659172736463305,0.1814221525901833,1.100312780557596,-0.9188906279674127
260,10,63,0.9653893670375115,169.0945,118.76288931674635,-29.76537420392364,0.6606973108017677,0.18373234217236717,1.100312780557596,-0.9165804383852291
260,10,64,0.9698113834708213,169.9119,119.30688893613059,-29.783088214462563,0.663161865325607,0.1874556345216415,1.100312780557596,-0.9128571460359545
260,10,65,0.9831404790915563,173.4115,120.94664379769016,-30.254542635471022,0.6700806551088749,0.19783461927002471,1.100312780557596,-0.9024781612875715
260,10,66,0.9892870376170233,174.7541,121.70279781674576,-30.35768670563623,0.6697311630497511,0.19731291605422374,1.100312780557596,-0.9029998645033723
260,10,67,1.001783961959715,176.4414,123.24017837342758,-30.152346119772577,0.6656299763819533,0.19117045849510098,1.100312780557596,-0.9091423220624952
260,10,68,1.0099319866525907,178.3774,124.24255418964319,-30.34848910812514,0.6518401054008278,0.17023582810650015,1.100312780557596,-0.9300769524510959
260,10,69,1.011046116680797,179.9164,124.37961526131251,-30.868105819529237,0.6398505993642433,0.1516712439800219,1.100312780557596,-0.9486415365775742
260,10,70,1.0386055339991973,182.207,127.76999445998047,-29.87646223252648,0.650290475010587,0.16785568106883697,1.100312780557596,-0.932457099488759
260,10,71,1.039319131442916,184.8744,127.85778172708612,-30.840732017474508,0.6491543736671447,0.16610708568354512,1.100312780557596,-0.934205694874051
260,10,72,1.0426263066451824,185.9589,128.26463278212017,-31.025278821223306,0.6509112148400337,0.16880978354407564,1.100312780557596,-0.9315029970135206
260,10,73,1.0505017670978187,187.2289,129.23347755086363,-30.975678674145062,0.6548385210193921,0.1748252058169061,1.100312780557596,-0.9254875747406898
260,10,74,1.0533468876658816,189.4161,129.5834863148451,-31.587923985952045,0.6563968616365751,0.17720211139995046,1.100312780557596,-0.9231106691576455
260,10,75,1.067554388642348,192.0266,131.3313032305353,-31.6077547430745,0.6634684566287481,0.18791784513680038,1.100312780557596,-0.912394935420796
260,10,76,1.0724354569535723,193.0797,131.9317757397492,-31.669784166979124,0.6649746408621654,0.19018543925755702,1.100312780557596,-0.9101273413000392
260,10,77,1.0908653729108693,195.2658,134.19903716160442,-31.273660230514295,0.6731409095535213,0.20239121636472868,1.100312780557596,-0.8979215641928675
260,10,78,1.0931075004784354,196.8764,134.47486529606797,-31.695792235093702,0.6716781145428968,0.20021576292256857,1.100312780557596,-0.9000970176350275
260,10,79,1.0972700614683397,198.0153,134.98694652152753,-31.830042162637167,0.6719738224592156,0.20065591846129072,1.100312780557596,-0.8996568620963055
260,10,80,1.1048564475109828,201.2647,135.92022914992583,-32.46693078819792,0.6732819771368975,0.20260076061013135,1.100312780557596,-0.8977120199474647
260,10,81,1.1177964958239563,202.4935,137.5121231338662,-32.09059889138852,0.6719667046065594,0.20064532594992132,1.100312780557596,-0.8996674546076747
260,10,82,1.1259242245742946,204.1896,138.51200212873758,-32.165006381942284,0.67472001589321,0.20473434692419698,1.100312780557596,-0.8955784336333991
260,10,83,1.1282267922777667,205.3946,138.7952656518805,-32.42506587228657,0.6652630976272839,0.19061913131318495,1.100312780557596,-0.9096936492444111
260,10,84,1.145105330493319,207.9062,140.87167547610866,-32.242676997555314,0.6614630321627478,0.1848906305005026,1.100312780557596,-0.9154221500570936
260,10,85,1.1630030067122057,209.5765,143.0734603852727,-31.732107185074323,0.6700803084464209,0.1978341019255214,1.100312780557596,-0.9024786786320746
260,10,86,1.1783195025566116,211.3289,144.9577066415492,-31.406586301471688,0.6697563512047149,0.19735052469887146,1.100312780557596,-0.9029622558587246
260,10,87,1.180096462428052,213.3479,145.17630951385948,-31.953251232442657,0.666557428399008,0.19256283341707445,1.100312780557596,-0.9077499471405216
260,10,88,1.1848132544351113,214.547,145.75657263482537,-32.06310382581654,0.6473628910574485,0.16334355325928143,1.100312780557596,-0.9369692272983147
260,10,89,1.1879147072408944,216.1695,146.13811557373785,-32.39651496916177,0.6478511996925013,0.16409757324976124,1.100312780557596,-0.936215207307835
260,10,90,1.1902463449333354,219.0675,146.42495530768258,-33.15989121723552,0.6440529114050585,0.15821741666690037,1.100312780557596,-0.9420953638906958
260,10,91,1.1937249716420713,220.7149,146.85289844947587,-33.46489138274042,0.6403591762312315,0.15246576516465427,1.100312780557596,-0.9478470153929417
260,10,92,1.2038242900478693,221.3952,148.09532381167253,-33.10815961155773,0.6386249844077976,0.14975393660637132,1.100312780557596,-0.9505588439512248
260,10,93,1.207342809527809,224.007,148.5281745906667,-33.69485123649408,0.6383786073428336,0.14936806914348755,1.100312780557596,-0.9509447114141085
260,10,94,1.214426527052165,224.9833,149.39961857899013,-33.59524081165575,0.6415939617193657,0.15439217859342058,1.100312780557596,-0.9459206019641754
260,10,95,1.2158097837664563,227.4214,149.56978780776478,-34.23231595277983,0.6201952082285949,0.12047081383593841,1.100312780557596,-0.9798419667216578
260,10,96,1.2164752554836458,229.3374,149.65165461362628,-34.74607516539986,0.6192792623210803,0.11899285507840472,1.100312780557596,-0.9813199254791914
260,10,97,1.2165655317331616,231.2882,149.6627604623079,-35.29165756735195,0.6184039112959758,0.1175783554880171,1.100312780557596,-0.9827344250695791
260,10,98,1.216718747700078,231.9872,149.68160919996936,-35.47850519340319,0.6180983561321447,0.11708413048237117,1.100312780557596,-0.9832286500752251
260,10,99,1.2245318521498447,233.6934,150.64278288871142,-35.53828097468246,0.6212504750940492,0.12217087552013862,1.100312780557596,-0.9781419050374575
260,10,100,1.2470283505364392,236.5242,153.4103181849622,-35.13969471835771,0.6252771781357798,0.12863156981391421,1.100312780557596,-0.9716812107436819
260,50,1,0.20020593033232714,14.1347,32.722666794201196,131.50591660382742,2.3206103195014802,1.100312780557596,1.100312780557596,0.0
260,50,2,0.20602635588119078,21.022,33.673986495469634,60.18450430724783,2.0114037886058873,0.9573154413183389,1.100312780557596,-0.14299733923925725
260,50,3,0.2337852994932792,25.0108,38.211048214218934,52.778192677639,1.526559175799484,0.6814988588394525,1.100312780557596,-0.41881392171814374
260,50,4,0.27131615860746905,30.4248,44.34528107762698,45.7537307644651,1.5014890660584868,0.66493988712766,1.100312780557596,-0.4353728934299361
260,50,5,0.29301211166317387,32.935,47.891377047141944,45.411802177446305,1.3470226888619212,0.5563793020071114,1.100312780557596,-0.5439334785504847
260,50,6,0.3076330077224796,37.5861,50.2810900251099,33.775757594190125,1.3726117823701596,0.5751978961602365,1.100312780557596,-0.5251148843973596
260,50,7,0.31217431580289734,40.9187,51.02334431737114,24.694441214826323,1.24820130355009,0.4801861185864434,1.100312780557596,-0.6201266619711527
260,50,8,0.31255719828807926,43.327,51.08592456143857,17.907827824309482,1.2215667100186742,0.45861678414547125,1.100312780557596,-0.641695996412125
260,50,9,0.32758450559825114,48.0051,53.542063443581455,11.534115007741793,1.2430904007369525,0.4760830984748965,1.100312780557596,-0.6242296820826996
260,50,10,0.40459690357395317,49.7738,66.12935810462477,32.859773826038534,1.404539163715874,0.5981918123528174,1.100312780557596,-0.5021209682047789
260,50,11,0.4291416765834324,52.9703,70.1410795725917,32.41586242213411,1.3051008432790996,0.5247628730577603,1.100312780557596,-0.575549907499836
260,50,12,0.43923658191244286,56.4462,71.79104180324038,27.18489783765848,1.3231456447338616,0.5384945265214715,1.100312780557596,-0.5618182540361247
260,50,13,0.44257879135629175,59.347,72.33730936787225,21.88873804551578,1.235534359896668,0.46998611730443735,1.100312780557596,-0.6303266632531589
260,50,14,0.45265867320581243,60.8317,73.98481608527703,21.62214122780891,1.2032590502030343,0.44351631136327846,1.100312780557596,-0.6567964691943178
260,50,15,0.47732582824597003,65.1125,78.01654028945083,19.818069171742497,1.2648393084244578,0.4934276459224116,1.100312780557596,-0.6068851346351846
260,50,16,0.4779643404167224,67.0798,78.1209019383435,16.45965244133627,1.1819447501884457,0.42564373596732163,1.100312780557596,-0.6746690445902743
260,50,17,0.48598166469988335,69.5464,79.4312938466324,14.213379623722282,1.189474602401769,0.43199425976744843,1.100312780557596,-0.6683185207901475
260,50,18,0.48947190977015786,72.0671,80.00175710051862,11.010096285987116,1.1576233634108481,0.40485163948530983,1.100312780557596,-0.6954611410722863
260,50,19,0.5248741832935817,75.7046,85.78808320155477,13.319511894329764,1.2050982251412257,0.4450436389857577,1.100312780557596,-0.6552691415718382
260,50,20,0.5460318666648885,77.1448,89.2462016596207,15.686607081255888,1.1449353550476462,0.39383073766394777,1.100312780557596,-0.7064820428936484
260,50,21,0.5579319830897109,79.3373,91.19121669456638,14.941164741636504,1.1313762136276233,0.3819173405913463,1.100312780557596,-0.7183954399662498
260,50,22,0.5618249095347867,82.9103,91.82749622287554,10.755233333947086,1.0854789566738123,0.3405038850364433,1.100312780557596,-0.7598088955211528
260,50,23,0.579660467889946,84.7354,94.74262981644907,11.809975307190465,1.0943370828503711,0.3486313368732338,1.100312780557596,-0.7516814436843624
260,50,24,0.5909350791417491,87.4252,96.58540913179952,10.477767430671612,1.0806995957337961,0.3360911659740676,1.100312780557596,-0.7642216145835286
260,50,25,0.6024146803437258,88.8091,98.4616930382705,10.868923385408134,1.0654330036351962,0.3218638534402269,1.100312780557596,-0.7784489271173691
260,50,26,0.6096063897435577,92.4918,99.63714228685565,7.725379208595412,1.0055618817739438,0.2640290323479869,1.100312780557596,-0.8362837482096093
260,50,27,0.6446693553463749,94.6513,105.36801019038379,11.322306392393742,1.0552459756498225,0.3122564527522314,1.100312780557596,-0.7880563278053646
260,50,28,0.6478839143050621,95.8706,105.89341391604181,10.454522988321562,1.0499183299274235,0.307194940848086,1.100312780557596,-0.79311783970951
260,50,29,0.6525079899450983,98.8311,106.64919615560343,7.910562723275798,1.0558466029268856,0.3128254730778811,1.100312780557596,-0.7874873074797151
260,50,30,0.6645389891266955,101.3178,108.61560332829418,7.202883726545759,1.0392659739880816,0.2969972304462936,1.100312780557596,-0.8033155501113024
260,50,31,0.6734117242237918,103.7255,110.06580789343147,6.112583591721874,1.0516976486341016,0.30888822749033684,1.100312780557596,-0.7914245530672593
260,50,32,0.7213781403626935,105.4466,117.90568081837368,11.81553584314115,1.089226594989391,0.3439504592381982,1.100312780557596,-0.756362321319398
260,50,33,0.7383843381462682,107.1686,120.68525953806729,12.6125185344096,1.1117470363445778,0.36441524537330183,1.100312780557596,-0.7358975351842943
260,50,34,0.7521496766945521,111.0295,122.93513588227533,10.722948299573837,1.07786423497489,0.33346408369901975,1.100312780557596,-0.7668486968585765
260,50,35,0.7597940969963712,111.8746,124.18457848348115,11.003372064330192,1.0730066737690274,0.3289472440832983,1.100312780557596,-0.7713655364742978
260,50,36,0.7615798195021579,114.3202,124.47644597435301,8.884034470157516,1.0745256049636966,0.330361827196203,1.100312780557596,-0.7699509533613931
260,50,37,0.7663040312769542,116.2266,125.24859496871744,7.76241838676984,1.0735677749353287,0.3294700316152372,1.100312780557596,-0.770842748942359
260,50,38,0.7751000608720755,118.7907,126.68626239982355,6.646616612094673,1.0602954352910956,0.3170301425548767,1.100312780557596,-0.7832826380027195
260,50,39,0.783046021781427,121.3701,127.98499031844642,5.450181155363989,1.054025879569822,0.31109956421454793,1.100312780557596,-0.7892132163430482
260,50,40,0.789051166726157,122.9468,128.96650148922492,4.896183950476896,1.0482627580874568,0.30561683856414973,1.100312780557596,-0.7946959419934465
260,50,41,0.7905087180825952,124.2568,129.2047310326405,3.982020326163636,1.043594434695377,0.30115350219670184,1.100312780557596,-0.7991592783608943
260,50,42,0.7964958385533496,127.5166,130.18329619250383,2.091254152403558,1.0359395568914904,0.2937913600917101,1.100312780557596,-0.806521420465886
260,50,43,0.816997575861242,129.5787,133.5342035183498,3.0525877465585123,1.026945599447976,0.285071519916192,1.100312780557596,-0.8152412606414039
260,50,44,0.81732886062494,131.0876,133.58835037063582,1.9076940691841284,1.0141182249127458,0.27250205171397657,1.100312780557596,-0.8278107288436195
260,50,45,0.8213266948092546,133.4977,134.24177654884463,0.5573703133796444,1.018470819801046,0.27678486682876097,1.100312780557596,-0.8235279137288353
260,50,46,0.8332920828714574,134.7565,136.19745990933674,1.0693064225746103,1.002617120825466,0.2610962628534777,1.100312780557596,-0.8392165177041184
260,50,47,0.841376341390033,138.116,137.51879188657847,-0.43239603914213,1.0008357047071608,0.25931791642566865,1.100312780557596,-0.8409948641319276
260,50,48,0.8624053226549098,139.7362,140.95587462338761,0.8728408410902961,1.000559991514516,0.2590423955030352,1.100312780557596,-0.841270385054561
260,50,49,0.8646690987885837,141.1237,141.32587760979223,0.14326269066940256,1.0013440192708274,0.25982567761064146,1.100312780557596,-0.8404871029469546
260,50,50,0.8755958443341587,143.1118,143.1118,0.0,1.0,0.2584825607252559,1.100312780557596,-0.8418302198323403
260,50,51,0.8775647071192729,146.0009,143.4336008616121,-1.7584132278553826,0.974978136706055,0.23314232859832118,1.100312780557596,-0.867170451959275
260,50,52,0.879254731710505,147.4427,143.70982700277133,-2.5317448725699325,0.9725283639023958,0.23062652277687545,1.100312780557596,-0.8696862577807205
260,50,53,0.8849350821320154,150.0515,144.63825211889474,-3.6075933136991387,0.9757427084962363,0.2339262150587677,1.100312780557596,-0.8663865654988284
260,50,54,0.8943191889395621,150.9252,146.1720378549857,-3.1493495751632605,0.9640798220127543,0.22190137584348713,1.100312780557596,-0.8784114047141092
260,50,55,0.8978236314070642,153.0246,146.74482160306533,-4.103770502869905,0.9571445932261988,0.21468175188363478,1.100312780557596,-0.8856310286739614
260,50,56,0.9077712794501718,156.1129,148.37071536035947,-4.959349701171734,0.9378756782168008,0.19434468275074768,1.100312780557596,-0.9059680978068486
260,50,57,0.9173402979149561,157.5975,149.9347239901285,-4.862244648469356,0.9369809920730678,0.19339027783454898,1.100312780557596,-0.9069225027230472
260,50,58,0.9196151141242108,158.8499,150.30653142215576,-5.378265002272103,0.9349940737438973,0.19126747276989808,1.100312780557596,-0.909045307787698
260,50,59,0.9347513076990399,161.1889,152.78046722445444,-5.216508565754559,0.9448277732439634,0.20172994209172615,1.100312780557596,-0.8985828384658698
260,50,60,0.9503236369357975,163.0306,155.32568723855775,-4.726053122200523,0.9399444367818666,0.19654804545358998,1.100312780557596,-0.9037647351040062
260,50,61,0.9520250534730703,165.5373,155.6037753368219,-6.000777264808643,0.9166129237897624,0.1714125534239166,1.100312780557596,-0.9289002271336795
260,50,62,0.9619435314807436,167.1844,157.22490139643446,-5.957193735519312,0.9258339240164746,0.1814221525901833,1.100312780557596,-0.9188906279674127
260,50,63,0.9653893670375115,169.0945,157.78810613549766,-6.686435019768445,0.9279752483828417,0.18373234217236717,1.100312780557596,-0.9165804383852291
260,50,64,0.9698113834708213,169.9119,158.51086279942606,-6.709969814105979,0.931436811732687,0.1874556345216415,1.100312780557596,-0.9128571460359545
260,50,65,0.9831404790915563,173.4115,160.68943739979562,-7.336343091550657,0.941154522948804,0.19783461927002471,1.100312780557596,-0.9024781612875715
260,50,66,0.9892870376170233,174.7541,161.69406191928937,-7.473380069887131,0.9406636476643571,0.19731291605422374,1.100312780557596,-0.9029998645033723
260,50,67,1.001783961959715,176.4414,163.73662224974234,-7.200565031935617,0.9349033703717256,0.19117045849510098,1.100312780557596,-0.9091423220624952
260,50,68,1.0099319866525907,178.3774,165.0683764920533,-7.461160162636468,0.915534956516146,0.17023582810650015,1.100312780557596,-0.9300769524510959
260,50,69,1.011046116680797,179.9164,165.2504755218767,-8.151521750170254,0.898695225734155,0.1516712439800219,1.100312780557596,-0.9486415365775742
260,50,70,1.0386055339991973,182.207,169.75492565707202,-6.834026323317969,0.9133584399437683,0.16785568106883697,1.100312780557596,-0.932457099488759
260,50,71,1.039319131442916,184.8744,169.87155962159665,-8.115152978672743,0.9117627411129533,0.16610708568354512,1.100312780557596,-0.934205694874051
260,50,72,1.0426263066451824,185.9589,170.4121010131237,-8.360341444736605,0.9142302933447043,0.16880978354407564,1.100312780557596,-0.9315029970135206
260,50,73,1.0505017670978187,187.2289,171.6993059816017,-8.294442801511044,0.9197463486815167,0.1748252058169061,1.100312780557596,-0.9254875747406898
260,50,74,1.0533468876658816,189.4161,172.16432683379878,-9.107870538038329,0.9219350991087595,0.17720211139995046,1.100312780557596,-0.9231106691576455
260,50,75,1.067554388642348,192.0266,174.48647243487807,-9.134217637099201,0.9318674312252035,0.18791784513680038,1.100312780557596,-0.912394935420796
260,50,76,1.0724354569535723,193.0797,175.28425885250715,-9.216629789404506,0.9339829259688096,0.19018543925755702,1.100312780557596,-0.9101273413000392
260,50,77,1.0908653729108693,195.2658,178.29653724962907,-8.690340423346507,0.9454527701672457,0.20239121636472868,1.100312780557596,-0.8979215641928675
260,50,78,1.0931075004784354,196.8764,178.66300188522587,-9.251184049878058,0.9433982172863351,0.20021576292256857,1.100312780557596,-0.9000970176350275
260,50,79,1.0972700614683397,198.0153,179.34335184317706,-9.42954819997391,0.9438135506358257,0.20065591846129072,1.100312780557596,-0.8996568620963055
260,50,80,1.1048564475109828,201.2647,180.58330903242475,-10.27571698741769,0.9456509051128283,0.20260076061013135,1.100312780557596,-0.8977120199474647
260,50,81,1.1177964958239563,202.4935,182.69829577903823,-9.775723280481484,0.9438035533330085,0.20064532594992132,1.100312780557596,-0.8996674546076747
260,50,82,1.1259242245742946,204.1896,184.0267327501584,-9.874580904140862,0.94767068686501,0.20473434692419698,1.100312780557596,-0.8955784336333991
260,50,83,1.1282267922777667,205.3946,184.40307602633774,-10.22009535482542,0.9343880747924571,0.19061913131318495,1.100312780557596,-0.9096936492444111
260,50,84,1.145105330493319,207.9062,187.16178942250897,-9.977773908373603,0.929050734022832,0.1848906305005026,1.100312780557596,-0.9154221500570936
260,50,85,1.1630030067122057,209.5765,190.08707587296016,-9.299432010287342,0.9411540360478109,0.1978341019255214,1.100312780557596,-0.9024786786320746
260,50,86,1.1783195025566116,211.3289,192.5904811873747,-8.866945700576352,0.9406990254144654,0.19735052469887146,1.100312780557596,-0.9029622558587246
260,50,87,1.180096462428052,213.3479,192.88091646910334,-9.593243491450663,0.9362060130521463,0.19256283341707445,1.100312780557596,-0.9077499471405216
260,50,88,1.1848132544351113,214.547,193.65185273921458,-9.739193398549231,0.9092465336265192,0.16334355325928143,1.100312780557596,-0.9369692272983147
260,50,89,1.1879147072408944,216.1695,194.1587698249029,-10.182162689508516,0.9099323822284314,0.16409757324976124,1.100312780557596,-0.936215207307835
260,50,90,1.1902463449333354,219.0675,194.53986444666506,-11.196382646140998,0.9045975375736346,0.15821741666690037,1.100312780557596,-0.9420953638906958
260,50,91,1.1937249716420713,220.7149,195.1084287369557,-11.601605176199845,0.8994095418615998,0.15246576516465427,1.100312780557596,-0.9478470153929417
260,50,92,1.2038242900478693,221.3952,196.7591122631275,-11.127652151840914,0.8969738015281912,0.14975393660637132,1.100312780557596,-0.9505588439512248
