target_index,target,predicted,residual,absolute_error,percent_error,shifted_energy,original_eigen_index,phase,hbase_expectation,integer_branch,branch_margin
39,121.3701,202.67991559019626,81.30981559019627,81.30981559019627,66.99328384025083,7.999861146107293,116,2.583443128679855,12.104408372824558,9415,0.4044827037505456
40,122.9468,202.85608352839606,79.90928352839606,79.90928352839606,64.9950088399178,8.006814568403184,53,0.018016355327082467,12.111859539253466,9420,0.017342435936370748
41,124.2568,203.26188747603967,79.00508747603968,79.00508747603968,63.582103736809316,8.022831820158189,175,-2.8600198732587994,12.127266717120717,9432,0.49185163177753566
42,127.5166,203.51271642623593,75.99611642623593,75.99611642623593,59.59703789642755,8.032732143863923,130,-0.9773888240114318,12.137036523276466,9440,0.4066331601006823
43,129.5787,203.7061095290816,74.1274095290816,74.1274095290816,57.20647724439403,8.040365450621897,107,-0.582223559006342,12.145348859172268,9446,0.0652249596951151
44,131.0876,204.15522123014017,73.06762123014016,73.06762123014016,55.739536943341825,8.058092077540497,24,0.7523996755756363,12.162119583326685,9460,0.19128370091493707
45,133.4977,204.32254097662678,70.82484097662677,70.82484097662677,53.053229363971646,8.064696258004046,55,-0.10628334052254465,12.169635841481949,9465,0.09931165036141465
46,134.7565,205.5996003456532,70.8431003456532,70.8431003456532,52.57119348280283,8.115102326103084,182,-1.3963556617250041,12.219684790924141,9504,0.37707486901308584
47,138.116,206.89478878745962,68.7787887874596,68.7787887874596,49.79784296349416,8.166223956296795,42,0.09980757502507909,12.270366287706999,9544,0.28059389039663074
48,139.7362,207.42285476101424,67.68665476101424,67.68665476101424,48.43888323928534,8.187066941415075,154,-1.2288314841572574,12.291721384260729,9560,0.3210911017104081
49,141.1237,208.75335158450207,67.62965158450206,67.62965158450206,47.922249476524534,8.239582208220103,76,-0.26018076047573935,12.344426625494764,9601,0.173330944542613
50,143.1118,210.02706025489246,66.91526025489247,66.91526025489247,46.7573325574079,8.28985602284078,135,-0.90393074092486,12.393772090183402,9640,0.1046080255509878
51,146.0009,211.59084635814511,65.58994635814511,65.58994635814511,44.92434386236325,8.351579315214396,133,-0.9525754146323795,12.456239169260959,9688,0.31688232529268134
52,147.4427,212.2936109587375,64.8509109587375,64.8509109587375,43.983805884413066,8.37931772830169,43,1.7199621565539476,12.483497123739888,9710,0.309421910200399
53,150.0515,212.55458627871954,62.503086278719536,62.503086278719536,41.654422833973356,8.389618533471939,39,1.6454415241588383,12.493759843253704,9718,0.2797992783034715
54,150.9252,214.9022525698723,63.97705256987231,63.97705256987231,42.3899074308812,8.482281905133256,6,1.1891721914924478,12.587143643318244,9790,0.15985891862146673
55,153.0246,215.29053248270432,62.26593248270433,62.26593248270433,40.69014556006311,8.497607475895578,41,1.6913788403642336,12.60250761024683,9802,0.12999477537050552
56,156.1129,215.8011433543554,59.68824335435539,59.68824335435539,38.2340238086381,8.517761500831924,160,-2.553499242266035,12.621763224480157,9817,0.17123061915845028
57,157.5975,216.5217084304403,58.9242084304403,58.9242084304403,37.38905022632992,8.546202506141343,146,2.9686576140107457,12.650603074178008,9840,0.4814476827286853
58,158.8499,216.83984352785404,57.98994352785405,57.98994352785405,36.5061252968079,8.558759431664043,247,-1.848330913669991,12.66359563076308,9849,0.17972295702747942
59,161.1889,217.06587096022454,55.876970960224554,55.876970960224554,34.66552036785694,8.567680829074881,208,-1.4648753883566419,12.672002506001379,9856,0.42008698856443516
60,163.0306,217.19753076551186,54.166930765511864,54.166930765511864,33.225008535521475,8.572877496725718,223,-1.7282329379750831,12.677816777298709,9860,0.09954724668386916
61,165.5373,218.69016650632963,53.152866506329644,53.152866506329644,32.109298935242784,8.631792454497868,158,-0.6189256921693681,12.73587601676203,9906,0.2348838529924251
62,167.1844,218.93609884479213,51.75169884479212,51.75169884479212,30.954861126272615,8.64149950688788,81,2.208221680770607,12.745860767246686,9914,0.45087457513363915
63,169.0945,219.09910224672186,50.004602246721845,50.004602246721845,29.571986224697934,8.647933319424183,80,2.1821261995676573,12.751997897985913,9919,0.22011852447030833
64,169.9119,219.66925375832847,49.75735375832846,49.75735375832846,29.284207732553437,8.670437438353847,129,-0.9812833641949634,12.775104658665708,9936,0.3111529198995413
65,173.4115,219.9973397517784,46.58583975177842,46.58583975177842,26.864331230499953,8.683387129910306,183,-1.434532980030277,12.787709342910395,9946,0.42050394108991895
66,174.7541,220.03078226053668,45.27668226053669,45.27668226053669,25.908795421988206,8.684707119735961,217,-1.602133878753242,12.789484460098233,9947,0.2255026771726989
67,176.4414,220.7868760064398,44.34547600643981,44.34547600643981,25.13326011153834,8.714550456521708,172,-2.93316662121483,12.818746156208611,9970,0.32210318716897746
68,178.3774,221.8676463717919,43.4902463717919,43.4902463717919,24.381029419529547,8.757208915444329,82,2.2233766660633174,12.8621562874578,10004,0.09325380749214673
69,179.9164,222.20412340280888,42.287723402808865,42.287723402808865,23.50409601504302,8.770489804767536,38,0.15156458584771912,12.874339681535261,10014,0.05312567710643634
70,182.207,222.56729288560436,40.360292885604366,40.360292885604366,22.150791619204732,8.784824256340634,111,-0.7858176522417805,12.889256443716505,10025,0.4939591204129101
71,184.8744,223.59437078283187,38.719970782831865,38.719970782831865,20.94393316913097,8.825363451061186,61,2.1611926384103715,12.929591264196802,10057,0.34708069731823343
72,185.9589,224.70109708357654,38.74219708357654,38.74219708357654,20.83374180185866,8.869046401623509,87,2.3110484429425666,12.973066206500912,10091,0.18529401325940853
73,187.2289,225.67777234254706,38.44887234254705,38.44887234254705,20.535757216192078,8.907596183104573,97,2.4139444834223776,13.0118246761117,10121,0.34760949438896205
74,189.4161,226.12351516513854,36.70741516513854,36.70741516513854,19.379247680180587,8.925189838979266,244,-1.8847885078077058,13.030060312550848,10134,0.15306462476291927
75,192.0266,226.34989765347294,34.323297653472935,34.323297653472935,17.87424120068414,8.934125250597688,229,-1.5698203717374302,13.038574905424992,10141,0.48037311632651836
76,193.0797,226.67946923621147,33.59976923621147,33.59976923621147,17.402020635111548,8.947133578985499,190,-2.309628001485242,13.051120560096415,10151,0.1597640252475685
77,195.2658,227.36219261705813,32.096392617058115,32.096392617058115,16.437283240105597,8.97408095673662,199,-2.054488489889571,13.079090289970186,10172,0.04506100771686761
78,196.8764,227.72591619622193,30.84951619622194,30.84951619622194,15.669484100797224,8.988437278725419,171,-3.098751382053411,13.092416226785476,10183,0.1535160009007086
79,198.0153,228.540629571638,30.525329571637997,30.525329571637997,15.415641908295974,9.020594356836616,156,3.112525077277585,13.12502177094012,10209,0.4976717225708853
80,201.2647,229.0311013653498,27.766401365349793,27.766401365349793,13.795961917489649,9.03995348393291,126,2.7523102867729703,13.144548775397919,10224,0.36709843725839164
81,202.4935,229.43294184946245,26.93944184946244,26.93944184946244,13.303855111133167,9.055814296122538,36,0.6387937315914133,13.160477246091768,10236,0.3144743484808714
82,204.1896,229.78445342095168,25.594853420951665,25.594853420951665,12.534846740946485,9.06968860505431,69,1.9501271621440555,13.174003255906488,10247,0.414622180214792
83,205.3946,230.73412617642575,25.33952617642575,25.33952617642575,12.336997261089508,9.10717258641433,9,0.9783997990953646,13.211187633761268,10276,0.18159365498831903
84,207.9062,231.01107742519062,23.104877425190608,23.104877425190608,11.113125739006632,9.118103968183997,241,-2.177746729365181,13.223019163371534,10284,0.11828061179403448
85,209.5765,231.39746591256107,21.820965912561064,21.820965912561064,10.411933548160727,9.133354883591263,165,-1.3106995906518757,13.237988034658244,10296,0.33765162819690886
86,211.3289,231.80091865870307,20.472018658703064,20.472018658703064,9.6872782940256,9.149279332438368,118,2.547977012563797,13.253716263938244,10309,0.49026918955132714
87,213.3479,231.83255092012718,18.484650920127166,18.484650920127166,8.664088524015078,9.150527871043654,124,2.7295580073643144,13.255549233286725,10310,0.035704967831406975
88,214.547,232.4583341849768,17.911334184976795,17.911334184976795,8.3484430847212,9.175227798571138,0,1.4016092143003755,13.279467974528469,10329,0.35669637290993705
89,216.1695,232.83497087631935,16.665470876319347,16.665470876319347,7.709446002474607,9.190093806505352,205,-2.133487320749503,13.294445428168233,10340,0.4433776965688594
90,219.0675,232.9035831028401,13.836083102840092,13.836083102840092,6.315899484332498,9.192801959819374,198,-2.8018535975712218,13.297511570492327,10342,0.27818213298814953
91,220.7149,233.28464413261645,12.56974413261645,12.56974413261645,5.695013853897698,9.207842598244383,136,-0.9071834952470424,13.312262461774845,10354,0.4964555193673732
92,221.3952,233.49283094944,12.097630949440003,12.097630949440003,5.464269753562861,9.216059819088336,184,2.917580740099717,13.320589762981522,10361,0.4179251065816061
93,224.007,233.87417949546972,9.867179495469713,9.867179495469713,4.404853194529507,9.231111805900271,209,-1.5263939966434863,13.335672780880511,10372,0.39378944619784306
94,224.9833,234.11463901781278,9.131339017812763,9.131339017812763,4.058674140619665,9.240602843946158,94,2.3564148096418194,13.345452099293256,10380,0.16956794155703392
95,227.4214,234.60258120458855,7.18118120458854,7.18118120458854,3.157654119000472,9.259862126397344,100,2.4841404917728522,13.364304291344636,10395,0.48619866797162103
96,229.3374,234.90417743094503,5.566777430945024,5.566777430945024,2.4273308369873488,9.27176625575331,29,0.857364817092934,13.3768116002253,10404,0.01705183681406197
97,231.2882,234.93067323894212,3.642473238942131,3.642473238942131,1.5748634123756124,9.2728120563908,64,2.029725635080446,13.37772670258185,10405,0.11870761561658583
98,231.9872,235.3915262090834,3.4043262090833935,3.4043262090833935,1.467462950146988,9.29100211611707,12,1.099554168221208,13.394963911394669,10419,0.14017474310639955
99,233.6934,235.49840232229707,1.8050023222970708,1.8050023222970708,0.7723805303432064,9.295220561062912,112,-0.6664173470021221,13.3994011984497,10422,0.310387885041564
100,236.5242,235.67026397465284,-0.8539360253471671,0.8539360253471671,0.36103537200302,9.302004012453166,176,-2.4011968288568313,13.406021251582793,10427,0.18329840102342132
