object_id,prefix,diagnostic,mean,max
control-sourceoff,all_control_states,residual,1.1733026735911748e-15,3.626385213190476e-15
control-sourceoff,all_control_states,relative_residual,4.478870759983697e-16,1.8547212838573843e-15
control-sourceoff,all_control_states,inside_residual,1.1720277080205313e-15,3.6246853329361515e-15
control-sourceoff,all_control_states,outside_leak,2.786859546381833e-17,1.5700924586837752e-16
control-sourceoff,all_control_states,edge_occupation,0.4375,1.0000000000000002
control-winner-rho1,all_control_states,residual,1.8575323419254324,6.290316676664079
control-winner-rho1,all_control_states,relative_residual,0.5311552474349412,0.8915063810594077
control-winner-rho1,all_control_states,inside_residual,5.414839361757742e-15,1.6205486633460406e-14
control-winner-rho1,all_control_states,outside_leak,1.8575323419254324,6.290316676664079
control-winner-rho1,all_control_states,edge_occupation,0.4375,0.9115765334214233
control-winner-rho080,all_control_states,residual,1.431571272482889,4.602150209679723
control-winner-rho080,all_control_states,relative_residual,0.47810810362445366,0.7282277372170468
control-winner-rho080,all_control_states,inside_residual,4.014982144527031e-15,9.427235785414831e-15
control-winner-rho080,all_control_states,outside_leak,1.431571272482889,4.602150209679723
control-winner-rho080,all_control_states,edge_occupation,0.4375,0.9650317749393514
control-winner-rho125,all_control_states,residual,2.4318965564554937,8.659875148245833
control-winner-rho125,all_control_states,relative_residual,0.5844562409803038,1.0805256662497467
control-winner-rho125,all_control_states,inside_residual,6.949594450819354e-15,1.719739361075924e-14
control-winner-rho125,all_control_states,outside_leak,2.4318965564554933,8.659875148245835
control-winner-rho125,all_control_states,edge_occupation,0.4375,0.8251153226542041
bridge-n52,100,residual,0.00029859664072426416,0.0017131789866800483
bridge-n52,320,residual,0.04150107997602946,0.3686397499832049
bridge-n52,100,relative_residual,0.0002654551147703847,0.0014066066867697167
bridge-n52,320,relative_residual,0.020028300337791946,0.16075615090747145
bridge-n52,100,inside_residual,1.511914354225014e-13,2.591883472924398e-13
bridge-n52,320,inside_residual,1.1506377944947898e-13,2.591883472924398e-13
bridge-n52,100,outside_leak,0.00029859664072426405,0.001713178986680048
bridge-n52,320,outside_leak,0.04150107997602946,0.3686397499832049
bridge-n52,100,edge_occupation,5.18966193316498e-07,1.0250928642280962e-05
bridge-n52,320,edge_occupation,0.020303884117601076,0.48733755752133534
fine-n64,100,residual,3.364090751361689e-05,0.0002236848469727394
fine-n64,320,residual,0.006062771964243915,0.047176448433430995
fine-n64,100,relative_residual,2.9787992995985705e-05,0.00018365660460556953
fine-n64,320,relative_residual,0.0029120633604911633,0.020560987547546754
fine-n64,100,inside_residual,2.424691802203969e-13,4.301791368133648e-13
fine-n64,320,inside_residual,1.8669249074863872e-13,4.301791368133648e-13
fine-n64,100,outside_leak,3.36409075136105e-05,0.0002236848469727394
fine-n64,320,outside_leak,0.006062771964243914,0.047176448433430995
fine-n64,100,edge_occupation,3.3835023113178624e-09,3.0944114695015566e-08
fine-n64,320,edge_occupation,0.0005863038239743548,0.01589516069924671
fine-n80,100,residual,2.052296235208547e-06,1.5415792226144086e-05
fine-n80,320,residual,0.000574820250382895,0.004510290609955619
fine-n80,100,relative_residual,1.797236349689462e-06,1.2657147324668652e-05
fine-n80,320,relative_residual,0.0002748490309685958,0.0019607350344472713
fine-n80,100,inside_residual,4.4315912334352453e-13,1.0678864540176023e-12
fine-n80,320,inside_residual,3.27779639607434e-13,1.0678864540176023e-12
fine-n80,100,outside_leak,2.0522962337406914e-06,1.5415792226144082e-05
fine-n80,320,outside_leak,0.0005748202503824362,0.004510290609955619
fine-n80,100,edge_occupation,1.4690310914756025e-11,2.524617383544171e-10
fine-n80,320,edge_occupation,1.5214133009763619e-06,2.9278040037164603e-05
fine-n96,100,residual,1.3752343118950023e-07,1.5172301983913253e-06
fine-n96,320,residual,6.545210977775099e-05,0.0006420611768981174
fine-n96,100,relative_residual,1.1940516748605215e-07,1.24572294857629e-06
fine-n96,320,relative_residual,3.11559560182408e-05,0.00028207179016883846
fine-n96,100,inside_residual,6.360021279983116e-13,1.200086108579198e-12
fine-n96,320,inside_residual,4.900266995872289e-13,1.200086108579198e-12
fine-n96,100,outside_leak,1.3752339638721146e-07,1.5172301983912622e-06
fine-n96,320,outside_leak,6.545210976687525e-05,0.0006420611768981174
fine-n96,100,edge_occupation,1.5481770521974822e-13,3.4159854698802598e-12
fine-n96,320,edge_occupation,1.679357309564471e-08,3.286280324440651e-07
width080-n96,100,residual,3.669799065804658e-09,3.3019336120427505e-08
width080-n96,320,residual,3.4232955860153506e-06,3.3796729602636085e-05
width080-n96,100,relative_residual,3.166255222538379e-09,2.711054973436752e-08
width080-n96,320,relative_residual,1.6188488976000499e-06,1.4847656884825297e-05
width080-n96,100,inside_residual,4.4724823543763823e-13,7.038551576032025e-13
width080-n96,320,inside_residual,3.526259529526056e-13,9.739217849130496e-13
width080-n96,100,outside_leak,3.669723343694602e-09,3.3019336119029014e-08
width080-n96,320,outside_leak,3.4232955623518068e-06,3.3796729602636085e-05
width080-n96,100,edge_occupation,4.26651059955465e-16,8.473922192381954e-15
width080-n96,320,edge_occupation,9.639518951923255e-11,2.0669979335562998e-09
width125-n96,100,residual,3.6238978359888322e-06,2.609968735625141e-05
width125-n96,320,residual,0.0009094732230108324,0.00749370265646514
width125-n96,100,relative_residual,3.188451243698073e-06,2.1429167125987373e-05
width125-n96,320,relative_residual,0.0004346436095315464,0.003257697419775199
width125-n96,100,inside_residual,8.779056786699862e-13,1.4438805549778776e-12
width125-n96,320,inside_residual,6.755257265294662e-13,1.4438805549778776e-12
width125-n96,100,outside_leak,3.623897834829567e-06,2.60996873562514e-05
width125-n96,320,outside_leak,0.0009094732230104701,0.00749370265646514
width125-n96,100,edge_occupation,2.8705882360806853e-11,3.6831405626570505e-10
width125-n96,320,edge_occupation,3.2969176057383916e-06,5.9847303394147206e-05
