cutoff,atom_count,parry_exponent,min_weight,max_weight,sqsum_sigma_0.34_q_1,sqsum_sigma_0.34_q_2,sqsum_sigma_0.34_q_3,sqsum_sigma_0.36_q_1,sqsum_sigma_0.36_q_2,sqsum_sigma_0.36_q_3,sqsum_sigma_0.50_q_1,sqsum_sigma_0.50_q_2,sqsum_sigma_0.50_q_3,sqsum_sigma_0.64_q_1,sqsum_sigma_0.64_q_2,sqsum_sigma_0.64_q_3,sqsum_sigma_0.66_q_1,sqsum_sigma_0.66_q_2,sqsum_sigma_0.66_q_3,hellinger_probability_sum_error,hellinger_max_gs_g1ms_relative_error,hellinger_max_critical_conjugacy_relative_error,hellinger_max_chiral_gauge_residual,hellinger_max_chiral_square_residual,hellinger_max_chiral_eigenvalue_residual,hellinger_max_critical_gauge_unitarity_residual
64,18,1.3429961964630646,0.004002292473230572,0.3942011263029165,5.266027580702483,2.001437802091014,0.9628708440321528,4.938074839854,1.8163538638992174,0.8623250391857425,3.2319325923849207,1.0,0.44241985816302215,2.212724640545776,0.615343698497556,0.2541990735309226,2.1035423733891276,0.5779050239368652,0.2361467485147653,0.0,2.816450665987845e-16,0.0,1.2412670766236366e-16,1.1102480247090077e-16,5.551115123125783e-16,2.2302799299225464e-16
128,31,1.3633076333512066,0.0013547786006563377,0.3886901266908933,6.783277172764136,2.1510185961445782,0.96053999096451,6.271813827336383,1.9261940070992554,0.8548388941225329,3.763754012240997,1.0000000000000002,0.4297859345554392,2.4138106973877687,0.6019666521850755,0.2453697834709745,2.277214769649187,0.5643941050453053,0.22778558567544147,2.220446049250313e-16,3.940629084825621e-16,0.0,2.237726045655905e-16,5.588385540956834e-17,1.6711069443220838e-16,4.446065877622561e-16
256,54,1.375547902676629,0.0005001886644758042,0.38540631002719167,8.706496864726187,2.290584271712557,0.9588344270185911,7.93055042886478,2.0253775469370785,0.8495395440326805,4.344366660869826,1.0000000000000002,0.4220455980540742,2.6078486798086553,0.5932849891370593,0.24018269129667819,2.4419890646744915,0.5557403470436798,0.22288487219821396,2.220446049250313e-16,5.785085160231181e-16,0.0,1.1443916996305594e-16,5.587579204575506e-17,1.389512421408389e-16,4.4410717388219e-16
512,97,1.3835743437973604,0.0001799097584468245,0.3832680536970006,11.283034408535116,2.427915332221807,0.9575163961409899,10.110712086236846,2.11980447493826,0.8455715651130601,5.013757155111702,0.9999999999999999,0.41692691837253326,2.8053658143398046,0.5872750803264472,0.2368412364948782,2.606880063150176,0.5498157556013322,0.21973140674485334,1.1102230246251565e-16,6.353424509524692e-16,0.0,1.1102230246251565e-16,5.68742599648864e-17,1.665695898455916e-16,3.336130191439494e-16
1024,172,1.3885554135233535,6.63439028460198e-05,0.38194705863721895,14.505990798593338,2.5536117997780248,0.9565713149657595,12.785993231392453,2.2033731929812888,0.8428124429135581,5.7334374164028095,1.0,0.41373614749132426,2.992502449632296,0.5833879235229628,0.23479270185545242,2.76041429109537,0.5460198954766707,0.21779916869164434,0.0,6.283955815665247e-16,0.0,1.1107649934270853e-16,5.634515780842445e-17,1.1443916996305594e-16,4.441555796531406e-16
2048,309,1.3919161090875196,2.474963803588513e-05,0.3810583650081194,18.755893134862013,2.6754301394140754,0.9558500624435253,16.24780294785921,2.2817146502839667,0.8407666688516956,6.551084214625113,1.0,0.41157934183980294,3.1801654476004977,0.5806849045835796,0.23342179773072017,2.91175822891021,0.5434006485977844,0.21650641690904826,0.0,6.849387942141524e-16,0.0,1.1107649934270853e-16,5.565937083062092e-17,3.3422138886441676e-16,3.337328241331996e-16
4096,564,1.3942073260238874,9.205872119031232e-06,0.3804536672551677,24.434387173356434,2.794097244365739,0.9553001834229204,20.785087716224414,2.3554536792398957,0.839250794301748,7.489146987756826,1.0000000000000002,0.4101078725262982,3.3695286682076087,0.578798269950378,0.23249243648864104,3.0617916938512004,0.5415844775069942,0.2156301469411611,2.220446049250313e-16,8.71765903773948e-16,0.0,1.5700924586837752e-16,5.702342078011636e-17,1.6653345369377348e-16,3.3308645036353137e-16
