control,n,sigma,t,empirical_re,empirical_im,completed_gamma_target_re,completed_gamma_target_im,native_dimension,native_radial_target_re,native_radial_target_im,relative_error,native_radial_relative_error
biased_F2_p_0.3_centered_variance_normalized,127,1.0,6.0,-0.17118576442986774,0.08733764714865073,-0.012702407914335976,-0.00021878589380265343,1,-0.012702407914335988,-0.00021878589380265365,14.251959028295898,14.251959028295882
biased_F2_p_0.3_centered_variance_normalized,127,1.0,12.0,-0.04279541629202735,0.065604865314587,-5.868335392333621e-05,-9.788303348623909e-05,1,-5.868335392333621e-05,-9.788303348623909e-05,686.7745618196763,686.7745618196763
biased_F2_p_0.3_centered_variance_normalized,127,1.5,0.0,0.5172938411466639,0.0,0.5193036689589141,0.0,1,0.5193036689589142,0.0,0.0038702361111360513,0.0038702361111362642
biased_F2_p_0.3_centered_variance_normalized,127,1.5,2.0,-0.04567245012851426,-0.20365389864562644,-0.03734735441642855,-0.2155221141113438,1,-0.037347354416428565,-0.21552211411134387,0.06627661992108197,0.06627661992108212
biased_F2_p_0.3_centered_variance_normalized,127,1.5,6.0,-0.0454827107146965,0.011247689574579747,-0.011559917380324742,-0.004879510315897615,1,-0.011559917380324742,-0.004879510315897615,2.99350450484197,2.99350450484197
biased_F2_p_0.3_centered_variance_normalized,127,1.5,12.0,-0.014365357018891547,0.048636189657770994,-2.0388338117314626e-05,-0.00013257629053293161,1,-2.0388338117314626e-05,-0.00013257629053293161,378.9823441713368,378.9823441713368
biased_F2_p_0.3_centered_variance_normalized,127,2.0,0.0,0.3180602742922802,0.0,0.3183098861837907,0.0,1,0.31830988618379075,0.0,0.0007841788846180863,0.0007841788846182605
biased_F2_p_0.3_centered_variance_normalized,127,2.0,2.0,0.019919953096338785,-0.16310970939833558,0.020603838677028995,-0.16473550821746696,1,0.020603838677029,-0.16473550821746702,0.010623967603037403,0.010623967603037724
biased_F2_p_0.3_centered_variance_normalized,127,2.0,6.0,-0.017370600621225682,-0.004035503009480294,-0.008992170836832014,-0.008559532122861287,1,-0.008992170836832014,-0.008559532122861287,0.7669790369525477,0.7669790369525477
biased_F2_p_0.3_centered_variance_normalized,127,2.0,12.0,-0.005231525548313127,0.021147627517727488,3.5106855416458105e-05,-0.0001537630992552455,1,3.5106855416458105e-05,-0.0001537630992552455,139.1251046448171,139.1251046448171
biased_F2_p_0.3_centered_variance_normalized,127,3.0,0.0,0.1591549430918937,0.0,0.15915494309189507,0.0,1,0.15915494309189512,0.0,8.545277820121163e-15,8.894064669922023e-15
biased_F2_p_0.3_centered_variance_normalized,127,3.0,2.0,0.05699386492342047,-0.08778565198437997,0.05712625805579406,-0.08753513972545902,1,0.05712625805579406,-0.08753513972545902,0.0027107444668025235,0.0027107444668025235
biased_F2_p_0.3_centered_variance_normalized,127,3.0,6.0,-0.0025990769769898324,-0.011773142956657504,-0.0018127258698713616,-0.012164726908894578,1,-0.0018127258698713616,-0.012164726908894578,0.07142477268660762,0.07142477268660762
