base_model,base_kind,probability_ledger,total_probability_exact,prime,tau_zero_mode_projection,return_coefficient_log_p,tau_Log_D,log_Z,D,Z,sign_residual,reciprocal_residual,difference_from_singleton,interpretation
singleton,atomic,1,1,5,1,1.6094379124341003,-0.040821994520255131,0.040821994520255131,0.95999999999999996,1.0416666666666667,0,0,0,constant-fiber trace depends only on total probability
arbitrary_three_atom,atomic,1/2+1/3+1/6,1,5,1,1.6094379124341003,-0.040821994520255131,0.040821994520255131,0.95999999999999996,1.0416666666666667,0,0,0,constant-fiber trace depends only on total probability
arbitrary_four_atom,atomic,1/10+2/10+3/10+4/10,1,5,1,1.6094379124341003,-0.040821994520255131,0.040821994520255131,0.95999999999999996,1.0416666666666667,0,0,0,constant-fiber trace depends only on total probability
unit_interval_lebesgue,nonatomic symbolic probability model,"integral_[0,1] 1 dx",1,5,1,1.6094379124341003,-0.040821994520255131,0.040821994520255131,0.95999999999999996,1.0416666666666667,0,0,0,constant-fiber trace depends only on total probability
