orbit_id,reverse_partner_id,self_reversing,primitive_period,repetition,total_period,primitive_action,direct_repeated_action,action_repetition_error,primitive_length,repeated_length,primitive_trace,repeated_trace,trace_repetition_relative_error,primitive_orientation,repeated_orientation,primitive_maslov,repeated_maslov,negative_symbol_count,symbol_count_maslov_match,maslov_repetition_defect,maslov_mod4,maslov_phase_real,maslov_phase_imag,hessian_signature,minimum_absolute_hessian_eigenvalue,diagonal_dominance_margin,hessian_determinant_sign,hill_expected_sign,hill_sign_match,hill_logabs_error,maslov_orientation_parity_ok,reversal_action_error,reversal_length_error,reversal_trace_error,reversal_orientation_mismatch,reversal_maslov_mismatch
--|--|--|+-|-+|--|+-|++|-+|--|--|--|+-|++|-+|--|+-|-+,--|--|--|+-|-+|--|+-|++|-+|--|--|--|+-|++|-+|--|+-|-+,True,18,1,18,2.1452551757376703,2.1452551757376708,4.440892098500626e-16,30.560638769492016,30.560638769492016,18720471422598.24,18720471422598.24,2.086619461561533e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.7692835100475306,2.53259823341486,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|+-|++|-+|--|+-|-+|--|+-|-+,--|--|--|+-|-+|--|+-|-+|--|+-|++|-+|--|+-|-+|--|+-|-+,True,18,1,18,1.2161451274075576,1.2161451274075576,0.0,29.943157631664185,29.943157631664185,10095971831561.027,10095971831561.027,5.803676057893705e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.5420754508629275,2.45406801431049,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|+-|++|-+|--|--|--|+-|++|-+,--|--|--|+-|++|-+|--|--|--|+-|++|-+|--|+-|-+|--|+-|-+,False,18,1,18,2.1508260011900204,2.1508260011900204,0.0,30.542398665412982,30.542398665412982,18382103390741.594,18382103390741.594,2.1250288484219047e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.5426663296310044,2.4540140770549614,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|++|-+|--|+-|-+,--|--|--|+-|-+|--|+-|++|-+|--|+-|-+|--|+-|-+|--|+-|-+,False,18,1,18,1.2161034999215614,1.2161034999215616,2.220446049250313e-16,29.94361539521505,29.94361539521505,10100594457430.164,10100594457430.164,3.867346636342278e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.5075976123760717,2.4546568104681112,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|++|-+,--|--|--|+-|++|-+|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|-+,False,18,1,18,1.221569585718254,1.2215695857182542,2.220446049250313e-16,29.9261952059392,29.9261952059392,9926163907856.781,9926163907856.781,5.902960150962421e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.4936345856233846,2.4546052669646024,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|-+|--|--|+-|-+,--|--|--|+-|-+|--|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|-+,False,18,1,18,1.7612789972284908,1.7612789972284908,0.0,30.531780748678507,30.531780748678507,-18187956290417.996,-18187956290417.996,6.443137322786407e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.4931837326944883,2.454653863852596,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|--|+-|-+|--|+-|-+,--|--|--|+-|-+|--|+-|-+|--|--|+-|-+|--|+-|-+|--|+-|-+,False,18,1,18,1.7615158958609567,1.7615158958609567,0.0,30.52940233690383,30.52940233690383,-18144749243462.14,-18144749243462.14,2.1528266649413675e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.506931187870488,2.4513007916747984,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|--|+-|++|-+|--|--|+-|++|-+,--|--|--|+-|++|-+|--|--|+-|++|-+|--|--|+-|-+|--|+-|-+,False,18,1,18,2.1258215949121504,2.12582159491215,4.440892098500626e-16,30.61353721127676,30.61353721127676,19737415440121.473,19737415440121.473,5.937327526773626e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.542432279841028,2.451178736076354,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|--|+-|-+|--|+-|-+|--|+-|-+,--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|--|+-|-+|--|+-|-+,False,18,1,18,1.7615158958609567,1.7615158958609567,0.0,30.52940233690383,30.52940233690383,-18144749243462.14,-18144749243462.14,2.1528266649413675e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.5069311878704896,2.4513007916747984,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|--|+-|-+|--|--|--|+-|++|-+,--|--|--|+-|-+|--|--|+-|-+|--|+-|-+|--|--|--|+-|++|-+,False,18,1,18,2.6905215926512005,2.6905215926512005,0.0,31.148027139813475,31.148027139813475,-33683429960965.01,-33683429960965.01,3.47908452719352e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.5424761828712903,2.4512571313900766,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|--|--|+-|++|-+|--|+-|++|-+,--|--|--|+-|-+|--|+-|-+|--|--|--|+-|++|-+|--|+-|++|-+,True,18,1,18,2.146174868668716,2.146174868668716,0.0,30.55643779560889,30.55643779560889,18641992171132.99,18641992171132.99,0.0,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.5417431845651444,2.450790571548545,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|+-|-+|--|--|--|+-|++|-+|--|--|+-|-+,--|--|--|+-|-+|--|--|+-|++|-+|--|--|--|+-|-+|--|+-|-+,False,18,1,18,2.6898642384256917,2.6898642384256917,0.0,31.15037104381723,31.15037104381723,-33762473286105.97,-33762473286105.97,0.0,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.541757497647229,2.450800820502864,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|++|-+|--|+-|++|-+|--|+-|++|-+,--|--|--|+-|++|-+|--|+-|++|-+|--|+-|++|-+|--|--|+-|-+,False,18,1,18,1.5721188262994612,1.5721188262994614,2.220446049250313e-16,30.053575245761945,30.053575245761945,-11274619412536.994,-11274619412536.994,0.0,-1,-1,11,11,11,True,0,3,0.0,1.0,-4,4.0081578964859945,2.882948753568127,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|++|-+|--|+-|++|-+|--|--|+-|-+,--|--|--|+-|-+|--|--|+-|++|-+|--|+-|++|-+|--|--|+-|-+,True,18,1,18,2.115770555907441,2.1157705559074405,4.440892098500626e-16,30.64770682697228,30.64770682697228,20423490041645.844,20423490041645.844,9.563130473867852e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,4.016011655018448,2.8853477991605967,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|++|-+|--|+-|-+|--|--|+-|++|-+,--|--|--|+-|++|-+|--|--|+-|-+|--|+-|++|-+|--|--|+-|-+,False,18,1,18,2.1206059496804825,2.1206059496804825,0.0,30.631742271288438,30.631742271288438,20100026939944.71,20100026939944.71,0.0,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.7699208337495973,2.5341885359955896,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|++|-+|--|+-|-+,--|--|--|+-|-+|--|+-|++|-+|--|--|+-|++|-+|--|--|+-|-+,False,18,1,18,2.1200567983454457,2.1200567983454457,0.0,30.63371220944343,30.63371220944343,20139661776200.797,20139661776200.797,5.818742206409913e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.769732416227401,2.5325099627899803,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|-+|--|+-|++|-+,--|--|--|+-|++|-+|--|+-|-+|--|--|+-|++|-+|--|--|+-|-+,False,18,1,18,2.1205992924940724,2.1205992924940724,0.0,30.63178358706443,30.63178358706443,20100857405310.723,20100857405310.723,1.9433250638193941e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.7702050590805603,2.534294552919376,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|-+|--|--|+-|-+,--|--|--|+-|-+|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|-+,False,18,1,18,2.6601351946506844,2.6601351946506844,0.0,31.23905817012984,31.23905817012984,-36893561628166.68,-36893561628166.68,4.2351563011121625e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,4.064203894485586,2.897102005754074,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|++|-+|--|--|--|+-|-+|--|+-|-+,--|--|--|+-|-+|--|+-|-+|--|--|--|+-|++|-+|--|--|+-|-+,False,18,1,18,2.6898642384256917,2.6898642384256912,4.440892098500626e-16,31.15037104381723,31.15037104381723,-33762473286105.97,-33762473286105.97,5.78489906070879e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.5417574976472253,2.450800820502864,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|-+|--|+-|++|-+|--|--|+-|++|-+,--|--|--|+-|++|-+|--|--|+-|++|-+|--|+-|-+|--|--|+-|-+,False,18,1,18,2.1207186137700127,2.1207186137700127,0.0,30.631312948579755,30.631312948579755,20091399394067.477,20091399394067.477,3.888479765280486e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.769631357482422,2.53455935533676,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|-+,--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|-+|--|--|+-|-+,False,18,1,18,1.7612789972284908,1.761278997228491,2.220446049250313e-16,30.531780748678507,30.531780748678507,-18187956290417.996,-18187956290417.996,4.2954248818576045e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.493183732694488,2.454653863852596,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|-+|--|+-|-+|--|--|--|+-|++|-+,--|--|--|+-|-+|--|+-|-+|--|--|+-|-+|--|--|--|+-|++|-+,False,18,1,18,2.6905215926512005,2.6905215926512005,0.0,31.148027139813475,31.148027139813475,-33683429960965.01,-33683429960965.01,3.47908452719352e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.542476182871292,2.4512571313900766,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|-+|--|--|+-|++|-+|--|+-|++|-+,--|--|--|+-|++|-+|--|+-|++|-+|--|--|+-|-+|--|--|+-|-+,False,18,1,18,2.1164506120072146,2.1164506120072146,0.0,30.645099689037963,30.645099689037963,20370312536673.77,20370312536673.77,1.9176190806927325e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,4.016340523750214,2.8830703291741386,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|-+,--|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|-+|--|--|+-|-+,False,18,1,18,2.6601351946506844,2.660135194650684,4.440892098500626e-16,31.23905817012984,31.23905817012984,-36893561628166.68,-36893561628166.68,2.1175781505560812e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,4.06420389448558,2.897102005754074,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|-+|--|--|+-|-+|--|--|+-|++|-+,--|--|--|+-|++|-+|--|--|+-|-+|--|--|+-|-+|--|--|+-|-+,False,18,1,18,2.6608200516714695,2.6608200516714695,0.0,31.23642534368051,31.23642534368051,-36796555040093.02,-36796555040093.02,2.1231607120524209e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,4.06847310004171,2.897067974386191,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|-+,--|--|--|+-|-+|--|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+,False,18,1,18,2.6847560745853407,2.6847560745853407,0.0,31.168182189953537,31.168182189953537,-34369208920424.85,-34369208920424.85,0.0,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.7699670030497954,2.532597405255716,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+,--|--|--|+-|-+|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|-+,False,18,1,18,2.6847560745853407,2.6847560745853407,0.0,31.168182189953537,31.168182189953537,-34369208920424.85,-34369208920424.85,2.2731102185355235e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.769967003049794,2.532597405255716,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|-+,--|--|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+|--|+-|++|-+,False,18,1,18,2.1404295064570564,2.1404295064570564,0.0,30.576637653842536,30.576637653842536,19022386794499.344,19022386794499.344,2.0535015096683665e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.767917877497757,2.5318553359765605,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|-+|--|+-|++|-+,--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|-+|--|+-|++|-+,True,18,1,18,2.1450488588656533,2.1450488588656533,0.0,30.56256126381948,30.56256126381948,18756496040181.55,18756496040181.55,2.0826118010697429e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.728720627673279,2.547032576010497,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|-+,--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|-+|--|+-|++|-+,False,18,1,18,2.6847289648182557,2.6847289648182557,0.0,31.16845870427364,31.16845870427364,-34378713812920.836,-34378713812920.836,1.1362408789510566e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.7698642480660314,2.534646708978995,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|-+,--|--|--|+-|-+|--|--|--|+-|-+|--|+-|-+|--|--|+-|++|-+,False,18,1,18,2.6898367877983986,2.689836787798398,4.440892098500626e-16,31.15065661125369,31.15065661125369,-33772116125825.85,-33772116125825.85,1.156649463553412e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.542446792984121,2.451228222162885,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+|--|+-|++|-+,--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|-+,False,18,1,18,2.1404295064570564,2.140429506457056,4.440892098500626e-16,30.576637653842536,30.576637653842536,19022386794499.344,19022386794499.344,0.0,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.7679178774977533,2.5318553359765605,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+|--|--|+-|-+,--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|++|-+|--|+-|-+,False,18,1,18,2.684074040171512,2.684074040171512,0.0,31.17081468774178,31.17081468774178,-34459804981537.348,-34459804981537.348,2.267134130383422e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.769681693845996,2.5324920682269596,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|-+|--|+-|-+|--|--|+-|++|-+,--|--|--|+-|-+|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|-+,False,18,1,18,2.6898367877983986,2.6898367877983986,0.0,31.15065661125369,31.15065661125369,-33772116125825.85,-33772116125825.85,2.313298927106824e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.5424467929841237,2.451228222162885,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|++|-+|--|+-|-+,--|--|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+|--|--|+-|-+,False,18,1,18,2.684074040171512,2.6840740401715126,4.440892098500626e-16,31.17081468774178,31.17081468774178,-34459804981537.348,-34459804981537.348,2.267134130383422e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.7696816938459996,2.5324920682269596,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|-+|--|+-|++|-+,--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|-+,False,18,1,18,2.6847289648182557,2.684728964818256,4.440892098500626e-16,31.16845870427364,31.16845870427364,-34378713812920.836,-34378713812920.836,1.1362408789510566e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.7698642480660314,2.534646708978995,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|-+|--|--|+-|-+,--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|-+|--|--|+-|-+,True,18,1,18,3.2242689253225922,3.224268925322592,4.440892098500626e-16,31.775691260121995,31.775691260121995,63096805621039.125,63096805621039.125,1.238176786146997e-16,1,1,14,14,14,True,0,2,-1.0,0.0,-10,4.12596012556027,2.8971121561045328,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|+-|-+|--|--|--|+-|-+|--|--|--|+-|-+|--|+-|-+,--|--|--|+-|-+|--|--|--|+-|-+|--|--|--|+-|-+|--|+-|-+,True,18,1,18,3.253309266832778,3.253309266832778,0.0,31.689678375987352,31.689678375987352,57896518894934.53,57896518894934.53,5.39756113087036e-16,1,1,14,14,14,True,0,2,-1.0,0.0,-10,3.541772168088776,2.450850429228205,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|++|-+|--|+-|-+,--|--|--|--|+-|-+|--|+-|++|-+|--|+-|++|-+|--|+-|++|-+,False,18,1,18,1.6002258099925888,1.6002258099925886,2.220446049250313e-16,29.969507153268125,29.969507153268125,-10365531649532.68,-10365531649532.68,0.0,-1,-1,11,11,11,True,0,3,0.0,1.0,-4,3.7678779393596447,2.531562864236956,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|-+|--|+-|++|-+,--|--|--|--|+-|++|-+|--|+-|-+|--|+-|++|-+|--|+-|++|-+,False,18,1,18,1.6049462787835134,1.604946278783513,4.440892098500626e-16,29.954957824444175,29.954957824444175,-10215811922978.812,-10215811922978.812,0.0,-1,-1,11,11,11,True,0,3,0.0,1.0,-4,3.727740204284244,2.5462928048642492,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|-+|--|--|+-|-+,--|--|--|--|+-|-+|--|--|+-|-+|--|+-|++|-+|--|+-|++|-+,False,18,1,18,2.144530311441521,2.1445303114415206,4.440892098500626e-16,30.56131122214599,30.56131122214599,18733064286867.945,18733064286867.945,4.1704335608759085e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.767829183253554,2.533905116285629,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|++|-+|--|--|+-|-+|--|+-|-+,--|--|--|--|+-|-+|--|+-|-+|--|--|+-|++|-+|--|+-|++|-+,False,18,1,18,2.1495953785396833,2.1495953785396833,0.0,30.543724268991745,30.543724268991745,18406486930664.844,18406486930664.844,2.1222137688274804e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.5423324239587175,2.4509307989508597,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|-+|--|+-|++|-+|--|+-|++|-+,--|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|-+|--|+-|++|-+,False,18,1,18,1.6049462787835134,1.6049462787835131,2.220446049250313e-16,29.954957824444175,29.954957824444175,-10215811922978.812,-10215811922978.812,1.9118646806787447e-16,-1,-1,11,11,11,True,0,3,0.0,1.0,-4,3.7277402042842485,2.5462928048642492,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|-+|--|+-|++|-+|--|--|+-|-+,--|--|--|--|+-|-+|--|--|+-|++|-+|--|+-|-+|--|+-|++|-+,False,18,1,18,2.1484944927390854,2.1484944927390854,0.0,30.54959306340757,30.54959306340757,18514828424390.47,18514828424390.47,2.1097954085570192e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.728600929976577,2.5469269029009087,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|-+|--|+-|-+|--|--|+-|++|-+,--|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|-+|--|+-|++|-+,False,18,1,18,2.154318106853531,2.154318106853531,0.0,30.52937067193056,30.52937067193056,18144174699558.86,18144174699558.86,0.0,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.543325533788254,2.4557993350525615,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|-+|--|+-|-+|--|--|--|+-|-+,--|--|--|--|+-|-+|--|--|--|+-|-+|--|+-|-+|--|+-|++|-+,False,18,1,18,2.7176925800120144,2.717692580012015,4.440892098500626e-16,31.068868070576848,31.068868070576848,-31119883466340.15,-31119883466340.15,1.2552264227547876e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.5426813642934576,2.454063602680268,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|++|-+|--|+-|-+,--|--|--|--|+-|-+|--|+-|++|-+|--|--|+-|-+|--|+-|++|-+,False,18,1,18,2.148665846175725,2.1486658461757244,4.440892098500626e-16,30.547937685970286,30.547937685970286,18484204749025.23,18484204749025.23,2.113290808578604e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.7695658102094294,2.5322016630252753,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|-+|--|+-|++|-+,--|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|-+|--|+-|++|-+,True,18,1,18,2.149409404109181,2.1494094041091807,4.440892098500626e-16,30.545203427629808,30.545203427629808,18433733190607.355,18433733190607.355,8.476307993847657e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.7671117514975547,2.5346478920749815,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|-+|--|--|+-|-+,--|--|--|--|+-|-+|--|--|+-|-+|--|--|+-|-+|--|+-|++|-+,False,18,1,18,2.6888528637380142,2.6888528637380142,0.0,31.152898023426225,31.152898023426225,-33847898255769.688,-33847898255769.688,2.308119677318011e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.7699022366079156,2.534659411383487,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|+-|-+|--|--|--|+-|-+|--|+-|-+,--|--|--|--|+-|-+|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+,False,18,1,18,2.717924260022838,2.717924260022838,0.0,31.06656397077274,31.06656397077274,-31048262691333.766,-31048262691333.766,3.7743657725721815e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.5416560223281115,2.450551846028559,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|--|+-|++|-+|--|+-|-+|--|+-|-+,--|--|--|--|+-|-+|--|+-|-+|--|+-|++|-+|--|--|+-|++|-+,False,18,1,18,2.1536875877671537,2.153687587767153,8.881784197001252e-16,30.531665778702973,30.531665778702973,18185865341728.758,18185865341728.758,0.0,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.5425625299613634,2.453766390796936,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|--|+-|++|-+|--|--|--|+-|++|-+,--|--|--|--|+-|++|-+|--|--|--|+-|++|-+|--|--|+-|++|-+,False,18,1,18,3.088517420571828,3.0885174205718275,4.440892098500626e-16,31.130175595544873,31.130175595544873,33087464002907.56,33087464002907.56,7.083498450633881e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,4.068966889863834,2.954975092504979,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|++|-+|--|+-|-+,--|--|--|--|+-|-+|--|+-|++|-+|--|+-|-+|--|--|+-|++|-+,False,18,1,18,2.1487224648707506,2.14872246487075,4.440892098500626e-16,30.547611648691884,30.547611648691884,18478179191547.027,18478179191547.027,4.2279598649924787e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.7622141757126473,2.5314236290858716,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|-+|--|+-|++|-+,--|--|--|--|+-|++|-+|--|+-|-+|--|+-|-+|--|--|+-|++|-+,False,18,1,18,2.154318106853531,2.154318106853531,0.0,30.52937067193056,30.52937067193056,18144174699558.86,18144174699558.86,4.3057896704389347e-16,1,1,12,12,12,True,0,0,1.0,0.0,-6,3.543325533788251,2.4557993350525615,1,1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|-+|--|--|+-|-+,--|--|--|--|+-|-+|--|--|+-|-+|--|+-|-+|--|--|+-|++|-+,False,18,1,18,2.693933206947471,2.693933206947471,0.0,31.135384268415166,31.135384268415166,-33260255395268.81,-33260255395268.81,1.1744497910727573e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.5431633873028865,2.4530439860490807,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|+-|++|-+|--|--|+-|-+|--|--|+-|-+|--|+-|-+,--|--|--|--|+-|-+|--|+-|-+|--|--|+-|-+|--|--|+-|++|-+,False,18,1,18,2.693960755083229,2.6939607550832294,4.440892098500626e-16,31.135095547442553,31.135095547442553,-33250653848132.43,-33250653848132.43,1.1747889283143827e-16,-1,-1,13,13,13,True,0,1,0.0,-1.0,-8,3.542375448771051,2.4510081897454477,-1,-1,True,3.552713678800501e-15,True,0.0,0.0,0.0,0,0
