variant,seed,s,theta,cutoff,degree,coefficient_real,coefficient_imag,coefficient_abs
constant_roof,,0.0,1.0,20,18,6.846586135610893e-17,3.785672585595219e-17,7.823494017232102e-17
constant_roof,,0.0,1.0,20,19,3.1384799729843546e-19,-1.5492678412095497e-18,1.5807376155498854e-18
constant_roof,,0.0,1.0,20,20,-4.824699667560495e-19,-1.1960105215230722e-19,4.970731138348989e-19
constant_roof,,0.5,0.0,8,0,1.0,0.0,1.0
constant_roof,,0.5,0.0,8,1,0.0,0.2636715372516468,0.2636715372516468
constant_roof,,0.5,0.0,8,2,-0.008528637056477599,0.0,0.008528637056477599
constant_roof,,0.5,0.0,8,3,0.0192816368609329,-3.792292759086276e-05,0.019281674154111292
constant_roof,,0.5,0.0,8,4,0.00563899365789725,0.000900107211020261,0.005710380238227231
constant_roof,,0.5,0.0,8,5,-2.318950137631011e-06,0.00025543345960011204,0.00025544398566617867
constant_roof,,0.5,0.0,8,6,-3.6130823110557247e-06,-6.179139046547822e-08,3.6136106545115557e-06
constant_roof,,0.5,0.0,8,7,-4.5572254294298893e-07,1.2475455989252691e-08,4.5589326947056824e-07
constant_roof,,0.5,0.0,8,8,5.598134282070404e-08,4.499993229370588e-09,5.6161914880758586e-08
constant_roof,,0.5,0.0,12,0,1.0,0.0,1.0
constant_roof,,0.5,0.0,12,1,0.0,0.2636715372516468,0.2636715372516468
constant_roof,,0.5,0.0,12,2,-0.008528637056477599,0.0,0.008528637056477599
constant_roof,,0.5,0.0,12,3,0.0192816368609329,-3.792292759086276e-05,0.019281674154111292
constant_roof,,0.5,0.0,12,4,0.00563899365789725,0.000900107211020261,0.005710380238227231
constant_roof,,0.5,0.0,12,5,-2.318950137631011e-06,0.00025543345960011204,0.00025544398566617867
constant_roof,,0.5,0.0,12,6,-3.6130823110557247e-06,-6.179139046547822e-08,3.6136106545115557e-06
constant_roof,,0.5,0.0,12,7,-4.5572254294298893e-07,1.2475455989252691e-08,4.5589326947056824e-07
constant_roof,,0.5,0.0,12,8,5.598134282070404e-08,4.499993229370588e-09,5.6161914880758586e-08
constant_roof,,0.5,0.0,12,9,2.4063609593207216e-10,2.2720916298680996e-10,3.3095276764305236e-10
constant_roof,,0.5,0.0,12,10,4.113282198148319e-11,1.3587244637779454e-12,4.1155256970754724e-11
constant_roof,,0.5,0.0,12,11,-1.1344104369890391e-12,8.512730963944515e-13,1.4182922562697224e-12
constant_roof,,0.5,0.0,12,12,4.924804943530676e-14,-1.576559701300967e-13,1.6516892955651302e-13
constant_roof,,0.5,0.0,16,0,1.0,0.0,1.0
constant_roof,,0.5,0.0,16,1,0.0,0.2636715372516468,0.2636715372516468
constant_roof,,0.5,0.0,16,2,-0.008528637056477599,0.0,0.008528637056477599
constant_roof,,0.5,0.0,16,3,0.0192816368609329,-3.792292759086276e-05,0.019281674154111292
constant_roof,,0.5,0.0,16,4,0.00563899365789725,0.000900107211020261,0.005710380238227231
constant_roof,,0.5,0.0,16,5,-2.318950137631011e-06,0.00025543345960011204,0.00025544398566617867
constant_roof,,0.5,0.0,16,6,-3.6130823110557247e-06,-6.179139046547822e-08,3.6136106545115557e-06
constant_roof,,0.5,0.0,16,7,-4.5572254294298893e-07,1.2475455989252691e-08,4.5589326947056824e-07
constant_roof,,0.5,0.0,16,8,5.598134282070404e-08,4.499993229370588e-09,5.6161914880758586e-08
constant_roof,,0.5,0.0,16,9,2.4063609593207216e-10,2.2720916298680996e-10,3.3095276764305236e-10
constant_roof,,0.5,0.0,16,10,4.113282198148319e-11,1.3587244637779454e-12,4.1155256970754724e-11
constant_roof,,0.5,0.0,16,11,-1.1344104369890391e-12,8.512730963944515e-13,1.4182922562697224e-12
constant_roof,,0.5,0.0,16,12,4.924804943530676e-14,-1.576559701300967e-13,1.6516892955651302e-13
constant_roof,,0.5,0.0,16,13,-7.423085628019524e-16,2.6785034513862146e-15,2.779460872452959e-15
constant_roof,,0.5,0.0,16,14,-4.871441063172355e-16,1.5156706216726545e-16,5.101783557283019e-16
constant_roof,,0.5,0.0,16,15,2.2538382056134457e-17,-1.784994352000758e-17,2.87506373733826e-17
constant_roof,,0.5,0.0,16,16,-1.0235487404797474e-18,1.2797542867379406e-18,1.638726047441064e-18
constant_roof,,0.5,0.0,20,0,1.0,0.0,1.0
constant_roof,,0.5,0.0,20,1,0.0,0.2636715372516468,0.2636715372516468
constant_roof,,0.5,0.0,20,2,-0.008528637056477599,0.0,0.008528637056477599
constant_roof,,0.5,0.0,20,3,0.0192816368609329,-3.792292759086276e-05,0.019281674154111292
constant_roof,,0.5,0.0,20,4,0.00563899365789725,0.000900107211020261,0.005710380238227231
constant_roof,,0.5,0.0,20,5,-2.318950137631011e-06,0.00025543345960011204,0.00025544398566617867
constant_roof,,0.5,0.0,20,6,-3.6130823110557247e-06,-6.179139046547822e-08,3.6136106545115557e-06
constant_roof,,0.5,0.0,20,7,-4.5572254294298893e-07,1.2475455989252691e-08,4.5589326947056824e-07
constant_roof,,0.5,0.0,20,8,5.598134282070404e-08,4.499993229370588e-09,5.6161914880758586e-08
constant_roof,,0.5,0.0,20,9,2.4063609593207216e-10,2.2720916298680996e-10,3.3095276764305236e-10
constant_roof,,0.5,0.0,20,10,4.113282198148319e-11,1.3587244637779454e-12,4.1155256970754724e-11
constant_roof,,0.5,0.0,20,11,-1.1344104369890391e-12,8.512730963944515e-13,1.4182922562697224e-12
constant_roof,,0.5,0.0,20,12,4.924804943530676e-14,-1.576559701300967e-13,1.6516892955651302e-13
constant_roof,,0.5,0.0,20,13,-7.423085628019524e-16,2.6785034513862146e-15,2.779460872452959e-15
constant_roof,,0.5,0.0,20,14,-4.871441063172355e-16,1.5156706216726545e-16,5.101783557283019e-16
constant_roof,,0.5,0.0,20,15,2.2538382056134457e-17,-1.784994352000758e-17,2.87506373733826e-17
constant_roof,,0.5,0.0,20,16,-1.0235487404797474e-18,1.2797542867379406e-18,1.638726047441064e-18
constant_roof,,0.5,0.0,20,17,-3.012922663163148e-20,2.5947001454563372e-20,3.9762006764037017e-20
constant_roof,,0.5,0.0,20,18,8.850281100575693e-21,-3.4024695863014536e-21,9.481786479609931e-21
constant_roof,,0.5,0.0,20,19,-4.632918887399796e-22,1.108422020821057e-22,4.763668417665823e-22
constant_roof,,0.5,0.0,20,20,7.651420666115506e-24,4.766628279836822e-24,9.014709278063247e-24
constant_roof,,0.5,1.0,8,0,1.0,0.0,1.0
constant_roof,,0.5,1.0,8,1,-0.1328743259906637,0.22774348080499124,0.2636715372516468
constant_roof,,0.5,1.0,8,2,-0.0041968681919363066,-0.007424550317738858,0.0085286370564776
constant_roof,,0.5,1.0,8,3,0.019295808800580766,0.0009571870241707371,0.019319535301549336
constant_roof,,0.5,1.0,8,4,0.005028825467642984,0.0006795350211235233,0.0050745298727023005
constant_roof,,0.5,1.0,8,5,-0.0001549200603652937,0.0002033537150213826,0.00025564224712786406
constant_roof,,0.5,1.0,8,6,-2.9590319028879614e-06,-1.0455499975749818e-06,3.138318753686087e-06
constant_roof,,0.5,1.0,8,7,-4.5132914085342197e-07,9.349539576369896e-08,4.6091146917005515e-07
constant_roof,,0.5,1.0,8,8,5.384105212787621e-08,4.705615892181361e-09,5.404629233501067e-08
constant_roof,,0.5,1.0,12,0,1.0,0.0,1.0
constant_roof,,0.5,1.0,12,1,-0.1328743259906637,0.22774348080499124,0.2636715372516468
constant_roof,,0.5,1.0,12,2,-0.0041968681919363066,-0.007424550317738858,0.0085286370564776
constant_roof,,0.5,1.0,12,3,0.019295808800580766,0.0009571870241707371,0.019319535301549336
constant_roof,,0.5,1.0,12,4,0.005028825467642984,0.0006795350211235233,0.0050745298727023005
constant_roof,,0.5,1.0,12,5,-0.0001549200603652937,0.0002033537150213826,0.00025564224712786406
constant_roof,,0.5,1.0,12,6,-2.9590319028879614e-06,-1.0455499975749818e-06,3.138318753686087e-06
constant_roof,,0.5,1.0,12,7,-4.5132914085342197e-07,9.349539576369896e-08,4.6091146917005515e-07
constant_roof,,0.5,1.0,12,8,5.384105212787621e-08,4.705615892181361e-09,5.404629233501067e-08
constant_roof,,0.5,1.0,12,9,-5.981657466860953e-11,3.7485068577431643e-10,3.795932813295839e-10
constant_roof,,0.5,1.0,12,10,4.992037640872511e-11,3.6098792256464028e-12,5.005072635649309e-11
constant_roof,,0.5,1.0,12,11,-1.7201498986526923e-12,3.3994682500543874e-13,1.753419378718664e-12
constant_roof,,0.5,1.0,12,12,9.960497687750451e-14,-8.81119679104511e-14,1.3298447393519506e-13
constant_roof,,0.5,1.0,16,0,1.0,0.0,1.0
constant_roof,,0.5,1.0,16,1,-0.1328743259906637,0.22774348080499124,0.2636715372516468
constant_roof,,0.5,1.0,16,2,-0.0041968681919363066,-0.007424550317738858,0.0085286370564776
constant_roof,,0.5,1.0,16,3,0.019295808800580766,0.0009571870241707371,0.019319535301549336
constant_roof,,0.5,1.0,16,4,0.005028825467642984,0.0006795350211235233,0.0050745298727023005
constant_roof,,0.5,1.0,16,5,-0.0001549200603652937,0.0002033537150213826,0.00025564224712786406
constant_roof,,0.5,1.0,16,6,-2.9590319028879614e-06,-1.0455499975749818e-06,3.138318753686087e-06
constant_roof,,0.5,1.0,16,7,-4.5132914085342197e-07,9.349539576369896e-08,4.6091146917005515e-07
constant_roof,,0.5,1.0,16,8,5.384105212787621e-08,4.705615892181361e-09,5.404629233501067e-08
constant_roof,,0.5,1.0,16,9,-5.981657466860953e-11,3.7485068577431643e-10,3.795932813295839e-10
constant_roof,,0.5,1.0,16,10,4.992037640872511e-11,3.6098792256464028e-12,5.005072635649309e-11
constant_roof,,0.5,1.0,16,11,-1.7201498986526923e-12,3.3994682500543874e-13,1.753419378718664e-12
constant_roof,,0.5,1.0,16,12,9.960497687750451e-14,-8.81119679104511e-14,1.3298447393519506e-13
constant_roof,,0.5,1.0,16,13,3.2078412822887875e-15,-1.7203970376215653e-15,3.640056546183483e-15
constant_roof,,0.5,1.0,16,14,-7.507392771951161e-16,-9.449977528160639e-17,7.566635116428699e-16
constant_roof,,0.5,1.0,16,15,1.904969157441041e-17,1.630834884996067e-18,1.911937162937849e-17
constant_roof,,0.5,1.0,16,16,-1.6120757521923446e-19,2.559991646953612e-19,3.025284360730208e-19
constant_roof,,0.5,1.0,20,0,1.0,0.0,1.0
constant_roof,,0.5,1.0,20,1,-0.1328743259906637,0.22774348080499124,0.2636715372516468
constant_roof,,0.5,1.0,20,2,-0.0041968681919363066,-0.007424550317738858,0.0085286370564776
constant_roof,,0.5,1.0,20,3,0.019295808800580766,0.0009571870241707371,0.019319535301549336
constant_roof,,0.5,1.0,20,4,0.005028825467642984,0.0006795350211235233,0.0050745298727023005
constant_roof,,0.5,1.0,20,5,-0.0001549200603652937,0.0002033537150213826,0.00025564224712786406
constant_roof,,0.5,1.0,20,6,-2.9590319028879614e-06,-1.0455499975749818e-06,3.138318753686087e-06
constant_roof,,0.5,1.0,20,7,-4.5132914085342197e-07,9.349539576369896e-08,4.6091146917005515e-07
constant_roof,,0.5,1.0,20,8,5.384105212787621e-08,4.705615892181361e-09,5.404629233501067e-08
constant_roof,,0.5,1.0,20,9,-5.981657466860953e-11,3.7485068577431643e-10,3.795932813295839e-10
constant_roof,,0.5,1.0,20,10,4.992037640872511e-11,3.6098792256464028e-12,5.005072635649309e-11
constant_roof,,0.5,1.0,20,11,-1.7201498986526923e-12,3.3994682500543874e-13,1.753419378718664e-12
constant_roof,,0.5,1.0,20,12,9.960497687750451e-14,-8.81119679104511e-14,1.3298447393519506e-13
constant_roof,,0.5,1.0,20,13,3.2078412822887875e-15,-1.7203970376215653e-15,3.640056546183483e-15
constant_roof,,0.5,1.0,20,14,-7.507392771951161e-16,-9.449977528160639e-17,7.566635116428699e-16
constant_roof,,0.5,1.0,20,15,1.904969157441041e-17,1.630834884996067e-18,1.911937162937849e-17
constant_roof,,0.5,1.0,20,16,-1.6120757521923446e-19,2.559991646953612e-19,3.025284360730208e-19
constant_roof,,0.5,1.0,20,17,-1.3636451927864774e-19,4.362842496703216e-21,1.3643429375618043e-19
constant_roof,,0.5,1.0,20,18,8.448822776616625e-21,4.6704455563882945e-21,9.653790343997689e-21
constant_roof,,0.5,1.0,20,19,2.2812770577778236e-23,-1.1545699918371733e-22,1.1768917181263213e-22
constant_roof,,0.5,1.0,20,20,-2.1258541742612814e-23,-5.997059441009451e-24,2.2088239381204922e-23
random_phase,20260805,0.0,0.0,8,0,1.0,0.0,1.0
random_phase,20260805,0.0,0.0,8,1,-0.12130098784110971,-0.41745455663267655,0.43472087194499137
random_phase,20260805,0.0,0.0,8,2,-0.01957320089799984,0.012423863459680412,0.023183239132145532
random_phase,20260805,0.0,0.0,8,3,0.004534706054519691,0.08641422191308984,0.08653312260542569
random_phase,20260805,0.0,0.0,8,4,0.02059836371466211,0.007743954875812035,0.022005940671557797
random_phase,20260805,0.0,0.0,8,5,0.021888018740233307,0.01701142572118541,0.027721363051628846
random_phase,20260805,0.0,0.0,8,6,0.013533904548695009,-0.01139491377963644,0.017692106499185897
random_phase,20260805,0.0,0.0,8,7,-0.00769189672534144,-0.004164069767137423,0.008746699506608552
random_phase,20260805,0.0,0.0,8,8,0.00042931575290223404,0.0047287027645709235,0.004748151414113782
random_phase,20260805,0.0,0.0,12,0,1.0,0.0,1.0
random_phase,20260805,0.0,0.0,12,1,-0.12130098784110971,-0.41745455663267655,0.43472087194499137
random_phase,20260805,0.0,0.0,12,2,-0.01957320089799984,0.012423863459680412,0.023183239132145532
random_phase,20260805,0.0,0.0,12,3,0.004534706054519691,0.08641422191308984,0.08653312260542569
random_phase,20260805,0.0,0.0,12,4,0.02059836371466211,0.007743954875812035,0.022005940671557797
random_phase,20260805,0.0,0.0,12,5,0.021888018740233307,0.01701142572118541,0.027721363051628846
random_phase,20260805,0.0,0.0,12,6,0.013533904548695009,-0.01139491377963644,0.017692106499185897
random_phase,20260805,0.0,0.0,12,7,-0.00769189672534144,-0.004164069767137423,0.008746699506608552
random_phase,20260805,0.0,0.0,12,8,0.00042931575290223404,0.0047287027645709235,0.004748151414113782
random_phase,20260805,0.0,0.0,12,9,0.0025059230099441065,0.0005606168377036434,0.002567867085829047
random_phase,20260805,0.0,0.0,12,10,0.0003206534171491916,-0.0005034658043506339,0.0005969057128893007
random_phase,20260805,0.0,0.0,12,11,0.000431989469401994,0.0001683975803352196,0.00046365142805449553
random_phase,20260805,0.0,0.0,12,12,-0.00023741704495442887,-4.593834824222178e-05,0.00024182056379496954
random_phase,20260805,0.0,0.0,16,0,1.0,0.0,1.0
random_phase,20260805,0.0,0.0,16,1,-0.12130098784110971,-0.41745455663267655,0.43472087194499137
random_phase,20260805,0.0,0.0,16,2,-0.01957320089799984,0.012423863459680412,0.023183239132145532
random_phase,20260805,0.0,0.0,16,3,0.004534706054519691,0.08641422191308984,0.08653312260542569
random_phase,20260805,0.0,0.0,16,4,0.02059836371466211,0.007743954875812035,0.022005940671557797
random_phase,20260805,0.0,0.0,16,5,0.021888018740233307,0.01701142572118541,0.027721363051628846
random_phase,20260805,0.0,0.0,16,6,0.013533904548695009,-0.01139491377963644,0.017692106499185897
random_phase,20260805,0.0,0.0,16,7,-0.00769189672534144,-0.004164069767137423,0.008746699506608552
random_phase,20260805,0.0,0.0,16,8,0.00042931575290223404,0.0047287027645709235,0.004748151414113782
random_phase,20260805,0.0,0.0,16,9,0.0025059230099441065,0.0005606168377036434,0.002567867085829047
random_phase,20260805,0.0,0.0,16,10,0.0003206534171491916,-0.0005034658043506339,0.0005969057128893007
random_phase,20260805,0.0,0.0,16,11,0.000431989469401994,0.0001683975803352196,0.00046365142805449553
random_phase,20260805,0.0,0.0,16,12,-0.00023741704495442887,-4.593834824222178e-05,0.00024182056379496954
random_phase,20260805,0.0,0.0,16,13,1.5131546541072378e-05,0.00015148716090191393,0.00015224100505069913
random_phase,20260805,0.0,0.0,16,14,3.702736407949518e-05,0.00011035410545181104,0.00011640040498531319
random_phase,20260805,0.0,0.0,16,15,2.7870326667710357e-05,4.476062234743779e-06,2.8227473172322504e-05
random_phase,20260805,0.0,0.0,16,16,4.840019224486475e-06,1.2173733424530073e-05,1.3100594321820646e-05
random_phase,20260805,0.0,0.0,20,0,1.0,0.0,1.0
random_phase,20260805,0.0,0.0,20,1,-0.12130098784110971,-0.41745455663267655,0.43472087194499137
random_phase,20260805,0.0,0.0,20,2,-0.01957320089799984,0.012423863459680412,0.023183239132145532
random_phase,20260805,0.0,0.0,20,3,0.004534706054519691,0.08641422191308984,0.08653312260542569
random_phase,20260805,0.0,0.0,20,4,0.02059836371466211,0.007743954875812035,0.022005940671557797
random_phase,20260805,0.0,0.0,20,5,0.021888018740233307,0.01701142572118541,0.027721363051628846
random_phase,20260805,0.0,0.0,20,6,0.013533904548695009,-0.01139491377963644,0.017692106499185897
random_phase,20260805,0.0,0.0,20,7,-0.00769189672534144,-0.004164069767137423,0.008746699506608552
random_phase,20260805,0.0,0.0,20,8,0.00042931575290223404,0.0047287027645709235,0.004748151414113782
random_phase,20260805,0.0,0.0,20,9,0.0025059230099441065,0.0005606168377036434,0.002567867085829047
random_phase,20260805,0.0,0.0,20,10,0.0003206534171491916,-0.0005034658043506339,0.0005969057128893007
random_phase,20260805,0.0,0.0,20,11,0.000431989469401994,0.0001683975803352196,0.00046365142805449553
random_phase,20260805,0.0,0.0,20,12,-0.00023741704495442887,-4.593834824222178e-05,0.00024182056379496954
random_phase,20260805,0.0,0.0,20,13,1.5131546541072378e-05,0.00015148716090191393,0.00015224100505069913
random_phase,20260805,0.0,0.0,20,14,3.702736407949518e-05,0.00011035410545181104,0.00011640040498531319
random_phase,20260805,0.0,0.0,20,15,2.7870326667710357e-05,4.476062234743779e-06,2.8227473172322504e-05
random_phase,20260805,0.0,0.0,20,16,4.840019224486475e-06,1.2173733424530073e-05,1.3100594321820646e-05
random_phase,20260805,0.0,0.0,20,17,-3.4535499439157752e-06,-3.241250522224079e-06,4.7363184186600584e-06
random_phase,20260805,0.0,0.0,20,18,-6.0532326201330605e-06,6.296985244760936e-06,8.734623536603045e-06
random_phase,20260805,0.0,0.0,20,19,1.4527943005717542e-06,3.779441759404747e-06,4.049048195873472e-06
random_phase,20260805,0.0,0.0,20,20,8.984283186927033e-07,-1.3686376704019844e-06,1.63717516371107e-06
random_phase,20260805,0.0,1.0,8,0,1.0,0.0,1.0
random_phase,20260805,0.0,1.0,8,1,0.1055991251027839,-0.4217002030852489,0.43472087194499137
random_phase,20260805,0.0,1.0,8,2,-0.020447316787605516,-0.010925649310020366,0.023183239132145508
random_phase,20260805,0.0,1.0,8,3,5.751930688554599e-06,0.08654017308501363,0.08654017327616594
random_phase,20260805,0.0,1.0,8,4,0.035656565438602794,0.020322069471358513,0.04104116429240385
random_phase,20260805,0.0,1.0,8,5,0.005212606825673599,0.023521775204235606,0.02409242990396884
random_phase,20260805,0.0,1.0,8,6,0.016433716547059996,0.01003948264317391,0.019257680319594666
random_phase,20260805,0.0,1.0,8,7,0.0007598506781451624,-0.003654519244184409,0.0037326778536583955
random_phase,20260805,0.0,1.0,8,8,-0.0024986021444365625,0.0023449255688094283,0.003426614743363953
random_phase,20260805,0.0,1.0,12,0,1.0,0.0,1.0
random_phase,20260805,0.0,1.0,12,1,0.1055991251027839,-0.4217002030852489,0.43472087194499137
random_phase,20260805,0.0,1.0,12,2,-0.020447316787605516,-0.010925649310020366,0.023183239132145508
random_phase,20260805,0.0,1.0,12,3,5.751930688554599e-06,0.08654017308501363,0.08654017327616594
random_phase,20260805,0.0,1.0,12,4,0.035656565438602794,0.020322069471358513,0.04104116429240385
random_phase,20260805,0.0,1.0,12,5,0.005212606825673599,0.023521775204235606,0.02409242990396884
random_phase,20260805,0.0,1.0,12,6,0.016433716547059996,0.01003948264317391,0.019257680319594666
random_phase,20260805,0.0,1.0,12,7,0.0007598506781451624,-0.003654519244184409,0.0037326778536583955
random_phase,20260805,0.0,1.0,12,8,-0.0024986021444365625,0.0023449255688094283,0.003426614743363953
random_phase,20260805,0.0,1.0,12,9,-7.290198013094079e-05,0.0020752658978390433,0.002076545989242883
random_phase,20260805,0.0,1.0,12,10,-7.180936749303767e-05,0.00027974241686972676,0.0002888120583629882
random_phase,20260805,0.0,1.0,12,11,-0.00038263866130802633,0.00043120579439902897,0.0005764987270158506
random_phase,20260805,0.0,1.0,12,12,-0.0001858674268562301,0.00015994876905317496,0.0002452148223247974
random_phase,20260805,0.0,1.0,16,0,1.0,0.0,1.0
random_phase,20260805,0.0,1.0,16,1,0.1055991251027839,-0.4217002030852489,0.43472087194499137
random_phase,20260805,0.0,1.0,16,2,-0.020447316787605516,-0.010925649310020366,0.023183239132145508
random_phase,20260805,0.0,1.0,16,3,5.751930688554599e-06,0.08654017308501363,0.08654017327616594
random_phase,20260805,0.0,1.0,16,4,0.035656565438602794,0.020322069471358513,0.04104116429240385
random_phase,20260805,0.0,1.0,16,5,0.005212606825673599,0.023521775204235606,0.02409242990396884
random_phase,20260805,0.0,1.0,16,6,0.016433716547059996,0.01003948264317391,0.019257680319594666
random_phase,20260805,0.0,1.0,16,7,0.0007598506781451624,-0.003654519244184409,0.0037326778536583955
random_phase,20260805,0.0,1.0,16,8,-0.0024986021444365625,0.0023449255688094283,0.003426614743363953
random_phase,20260805,0.0,1.0,16,9,-7.290198013094079e-05,0.0020752658978390433,0.002076545989242883
random_phase,20260805,0.0,1.0,16,10,-7.180936749303767e-05,0.00027974241686972676,0.0002888120583629882
random_phase,20260805,0.0,1.0,16,11,-0.00038263866130802633,0.00043120579439902897,0.0005764987270158506
random_phase,20260805,0.0,1.0,16,12,-0.0001858674268562301,0.00015994876905317496,0.0002452148223247974
random_phase,20260805,0.0,1.0,16,13,-6.778786560430429e-05,6.277039429406345e-05,9.238678002300661e-05
random_phase,20260805,0.0,1.0,16,14,-5.600698791486579e-05,1.8858536190914925e-05,5.909676033895573e-05
random_phase,20260805,0.0,1.0,16,15,-3.1860835602813346e-05,7.077121103973298e-06,3.263737870034606e-05
random_phase,20260805,0.0,1.0,16,16,-2.6826089558729916e-05,-8.149509558576154e-08,2.6826213345599166e-05
random_phase,20260805,0.0,1.0,20,0,1.0,0.0,1.0
random_phase,20260805,0.0,1.0,20,1,0.1055991251027839,-0.4217002030852489,0.43472087194499137
random_phase,20260805,0.0,1.0,20,2,-0.020447316787605516,-0.010925649310020366,0.023183239132145508
random_phase,20260805,0.0,1.0,20,3,5.751930688554599e-06,0.08654017308501363,0.08654017327616594
random_phase,20260805,0.0,1.0,20,4,0.035656565438602794,0.020322069471358513,0.04104116429240385
random_phase,20260805,0.0,1.0,20,5,0.005212606825673599,0.023521775204235606,0.02409242990396884
random_phase,20260805,0.0,1.0,20,6,0.016433716547059996,0.01003948264317391,0.019257680319594666
random_phase,20260805,0.0,1.0,20,7,0.0007598506781451624,-0.003654519244184409,0.0037326778536583955
random_phase,20260805,0.0,1.0,20,8,-0.0024986021444365625,0.0023449255688094283,0.003426614743363953
random_phase,20260805,0.0,1.0,20,9,-7.290198013094079e-05,0.0020752658978390433,0.002076545989242883
random_phase,20260805,0.0,1.0,20,10,-7.180936749303767e-05,0.00027974241686972676,0.0002888120583629882
random_phase,20260805,0.0,1.0,20,11,-0.00038263866130802633,0.00043120579439902897,0.0005764987270158506
random_phase,20260805,0.0,1.0,20,12,-0.0001858674268562301,0.00015994876905317496,0.0002452148223247974
random_phase,20260805,0.0,1.0,20,13,-6.778786560430429e-05,6.277039429406345e-05,9.238678002300661e-05
random_phase,20260805,0.0,1.0,20,14,-5.600698791486579e-05,1.8858536190914925e-05,5.909676033895573e-05
random_phase,20260805,0.0,1.0,20,15,-3.1860835602813346e-05,7.077121103973298e-06,3.263737870034606e-05
random_phase,20260805,0.0,1.0,20,16,-2.6826089558729916e-05,-8.149509558576154e-08,2.6826213345599166e-05
random_phase,20260805,0.0,1.0,20,17,-3.4172346944302906e-06,-4.4971404021845346e-07,3.4466992434483873e-06
random_phase,20260805,0.0,1.0,20,18,-9.078208556571051e-06,-3.0316600856537744e-06,9.57104139953151e-06
random_phase,20260805,0.0,1.0,20,19,-9.457298178744537e-07,3.5260505237834387e-07,1.00932413593433e-06
random_phase,20260805,0.0,1.0,20,20,-2.647959639422493e-07,6.508581818299735e-07,7.026615653179871e-07
random_phase,20260805,0.5,0.0,8,0,1.0,0.0,1.0
random_phase,20260805,0.5,0.0,8,1,-0.04535868393203902,-0.1561008663432648,0.16255734582344913
random_phase,20260805,0.5,0.0,8,2,-0.0027368693670713744,0.0017371962562828134,0.0032416515490189084
random_phase,20260805,0.5,0.0,8,3,0.0003903992841423445,0.007520126860848422,0.007530253621513209
random_phase,20260805,0.5,0.0,8,4,0.0007791233151307464,0.0006554101298711821,0.0010181333795324088
random_phase,20260805,0.5,0.0,8,5,0.00032035162873055007,0.0002141071872423385,0.000385314227169387
random_phase,20260805,0.5,0.0,8,6,7.226122125275898e-05,-5.4285928291475785e-05,9.038056266370241e-05
random_phase,20260805,0.5,0.0,8,7,-2.4169451692258566e-05,-7.215351437354596e-06,2.5223475007796913e-05
random_phase,20260805,0.5,0.0,8,8,1.299241611684077e-06,5.877046662525054e-06,6.018945608578658e-06
random_phase,20260805,0.5,0.0,12,0,1.0,0.0,1.0
random_phase,20260805,0.5,0.0,12,1,-0.04535868393203902,-0.1561008663432648,0.16255734582344913
random_phase,20260805,0.5,0.0,12,2,-0.0027368693670713744,0.0017371962562828134,0.0032416515490189084
random_phase,20260805,0.5,0.0,12,3,0.0003903992841423445,0.007520126860848422,0.007530253621513209
random_phase,20260805,0.5,0.0,12,4,0.0007791233151307464,0.0006554101298711821,0.0010181333795324088
random_phase,20260805,0.5,0.0,12,5,0.00032035162873055007,0.0002141071872423385,0.000385314227169387
random_phase,20260805,0.5,0.0,12,6,7.226122125275898e-05,-5.4285928291475785e-05,9.038056266370241e-05
random_phase,20260805,0.5,0.0,12,7,-2.4169451692258566e-05,-7.215351437354596e-06,2.5223475007796913e-05
random_phase,20260805,0.5,0.0,12,8,1.299241611684077e-06,5.877046662525054e-06,6.018945608578658e-06
random_phase,20260805,0.5,0.0,12,9,1.0417528287886841e-06,2.50923283174696e-07,1.0715462894006933e-06
random_phase,20260805,0.5,0.0,12,10,5.6113027837620426e-08,-1.3853974602483588e-07,1.4947218176547633e-07
random_phase,20260805,0.5,0.0,12,11,2.0788136061152957e-08,1.70763847639981e-08,2.6902593137188734e-08
random_phase,20260805,0.5,0.0,12,12,-1.1798095411937771e-08,3.6360840035995812e-09,1.2345694076495653e-08
random_phase,20260805,0.5,0.0,16,0,1.0,0.0,1.0
random_phase,20260805,0.5,0.0,16,1,-0.04535868393203902,-0.1561008663432648,0.16255734582344913
random_phase,20260805,0.5,0.0,16,2,-0.0027368693670713744,0.0017371962562828134,0.0032416515490189084
random_phase,20260805,0.5,0.0,16,3,0.0003903992841423445,0.007520126860848422,0.007530253621513209
random_phase,20260805,0.5,0.0,16,4,0.0007791233151307464,0.0006554101298711821,0.0010181333795324088
random_phase,20260805,0.5,0.0,16,5,0.00032035162873055007,0.0002141071872423385,0.000385314227169387
random_phase,20260805,0.5,0.0,16,6,7.226122125275898e-05,-5.4285928291475785e-05,9.038056266370241e-05
random_phase,20260805,0.5,0.0,16,7,-2.4169451692258566e-05,-7.215351437354596e-06,2.5223475007796913e-05
random_phase,20260805,0.5,0.0,16,8,1.299241611684077e-06,5.877046662525054e-06,6.018945608578658e-06
random_phase,20260805,0.5,0.0,16,9,1.0417528287886841e-06,2.50923283174696e-07,1.0715462894006933e-06
random_phase,20260805,0.5,0.0,16,10,5.6113027837620426e-08,-1.3853974602483588e-07,1.4947218176547633e-07
random_phase,20260805,0.5,0.0,16,11,2.0788136061152957e-08,1.70763847639981e-08,2.6902593137188734e-08
