variant,seed,s,theta,cutoff,degree,coefficient_real,coefficient_imag,coefficient_abs
maslov_action,,0.0,1.0,12,8,2.9396218420203474e-06,2.5691792248077466e-07,2.950827577642404e-06
maslov_action,,0.0,1.0,12,9,-5.38451645635787e-09,3.3742983400089936e-08,3.416989824695903e-08
maslov_action,,0.0,1.0,12,10,7.408840766234826e-09,5.357535796945978e-10,7.428186413760671e-09
maslov_action,,0.0,1.0,12,11,-4.2090680230972237e-10,8.318224534050027e-11,4.2904757564923135e-10
maslov_action,,0.0,1.0,12,12,4.018351569459039e-11,-3.554690454025492e-11,5.364976566557759e-11
maslov_action,,0.0,1.0,16,0,1.0,0.0,1.0
maslov_action,,0.0,1.0,16,1,-0.21907272759075014,0.3754855210664754,0.43472087194499137
maslov_action,,0.0,1.0,16,2,-0.011408270542578244,-0.02018202021318937,0.023183239132145508
maslov_action,,0.0,1.0,16,3,0.08647781540489588,0.004289814624495408,0.08658415020496409
maslov_action,,0.0,1.0,16,4,0.037158273492145164,0.005021122392269751,0.0374959859050967
maslov_action,,0.0,1.0,16,5,-0.0018873126997920092,0.0024773554051346182,0.0031143601317358775
maslov_action,,0.0,1.0,16,6,-5.943374454234901e-05,-2.10004330813314e-05,6.303481720389676e-05
maslov_action,,0.0,1.0,16,7,-1.4945968481487801e-05,3.0961422867717014e-06,1.5263291614509717e-05
maslov_action,,0.0,1.0,16,8,2.9396218420203474e-06,2.5691792248077466e-07,2.950827577642404e-06
maslov_action,,0.0,1.0,16,9,-5.38451645635787e-09,3.3742983400089936e-08,3.416989824695903e-08
maslov_action,,0.0,1.0,16,10,7.408840766234826e-09,5.357535796945978e-10,7.428186413760671e-09
maslov_action,,0.0,1.0,16,11,-4.2090680230972237e-10,8.318224534050027e-11,4.2904757564923135e-10
maslov_action,,0.0,1.0,16,12,4.018351569459039e-11,-3.554690454025492e-11,5.364976566557759e-11
maslov_action,,0.0,1.0,16,13,2.133668575688718e-12,-1.1443078055630206e-12,2.4211530196899946e-12
maslov_action,,0.0,1.0,16,14,-8.232856670703503e-13,-1.036316679791411e-13,8.297823884679709e-13
maslov_action,,0.0,1.0,16,15,3.4442674406998106e-14,2.9484516680019133e-15,3.456864457199654e-14
maslov_action,,0.0,1.0,16,16,-4.804506402097952e-16,7.631360278946564e-16,9.017812455073768e-16
maslov_action,,0.0,1.0,20,0,1.0,0.0,1.0
maslov_action,,0.0,1.0,20,1,-0.21907272759075014,0.3754855210664754,0.43472087194499137
maslov_action,,0.0,1.0,20,2,-0.011408270542578244,-0.02018202021318937,0.023183239132145508
maslov_action,,0.0,1.0,20,3,0.08647781540489588,0.004289814624495408,0.08658415020496409
maslov_action,,0.0,1.0,20,4,0.037158273492145164,0.005021122392269751,0.0374959859050967
maslov_action,,0.0,1.0,20,5,-0.0018873126997920092,0.0024773554051346182,0.0031143601317358775
maslov_action,,0.0,1.0,20,6,-5.943374454234901e-05,-2.10004330813314e-05,6.303481720389676e-05
maslov_action,,0.0,1.0,20,7,-1.4945968481487801e-05,3.0961422867717014e-06,1.5263291614509717e-05
maslov_action,,0.0,1.0,20,8,2.9396218420203474e-06,2.5691792248077466e-07,2.950827577642404e-06
maslov_action,,0.0,1.0,20,9,-5.38451645635787e-09,3.3742983400089936e-08,3.416989824695903e-08
maslov_action,,0.0,1.0,20,10,7.408840766234826e-09,5.357535796945978e-10,7.428186413760671e-09
maslov_action,,0.0,1.0,20,11,-4.2090680230972237e-10,8.318224534050027e-11,4.2904757564923135e-10
maslov_action,,0.0,1.0,20,12,4.018351569459039e-11,-3.554690454025492e-11,5.364976566557759e-11
maslov_action,,0.0,1.0,20,13,2.133668575688718e-12,-1.1443078055630206e-12,2.4211530196899946e-12
maslov_action,,0.0,1.0,20,14,-8.232856670703503e-13,-1.036316679791411e-13,8.297823884679709e-13
maslov_action,,0.0,1.0,20,15,3.4442674406998106e-14,2.9484516680019133e-15,3.456864457199654e-14
maslov_action,,0.0,1.0,20,16,-4.804506402097952e-16,7.631360278946564e-16,9.017812455073768e-16
