p,iterate,fix_count
157,19,76
157,20,52
157,21,0
157,22,24
157,23,46
157,24,54
157,25,45
157,26,28
157,27,45
157,28,2
157,29,0
157,30,44
157,31,62
157,32,34
157,33,55
157,34,2
157,35,20
157,36,110
157,37,37
157,38,78
157,39,26
157,40,68
157,41,82
157,42,14
157,43,43
157,44,24
157,45,83
157,46,94
157,47,0
157,48,118
157,49,49
157,50,157
157,51,0
157,52,236
157,53,53
157,54,77
157,55,152
157,56,74
157,57,133
157,58,176
157,59,59
157,60,88
157,61,183
157,62,188
157,63,81
157,64,34
163,1,0
163,2,0
163,3,0
163,4,8
163,5,10
163,6,6
163,7,21
163,8,16
163,9,45
163,10,20
163,11,22
163,12,14
163,13,0
163,14,35
163,15,25
163,16,32
163,17,0
163,18,87
163,19,0
163,20,28
163,21,63
163,22,22
163,23,23
163,24,22
163,25,10
163,26,26
163,27,45
163,28,71
163,29,29
163,30,71
163,31,0
163,32,32
163,33,22
163,34,68
163,35,66
163,36,203
163,37,37
163,38,38
163,39,0
163,40,116
163,41,41
163,42,125
163,43,0
163,44,74
163,45,70
163,46,115
163,47,47
163,48,86
163,49,21
163,50,20
163,51,0
163,52,138
163,53,53
163,54,249
163,55,87
163,56,79
163,57,0
163,58,29
163,59,59
163,60,139
163,61,0
163,62,62
163,63,108
163,64,160
167,1,2
167,2,4
167,3,2
167,4,16
167,5,17
167,6,22
167,7,2
167,8,24
167,9,2
167,10,19
167,11,13
167,12,46
167,13,41
167,14,4
167,15,17
167,16,40
167,17,19
167,18,22
167,19,21
167,20,51
167,21,23
167,22,59
167,23,2
167,24,78
167,25,42
167,26,121
167,27,29
167,28,72
167,29,31
167,30,67
167,31,2
167,32,136
167,33,46
167,34,55
167,35,87
167,36,46
167,37,76
167,38,23
167,39,119
167,40,59
167,41,2
167,42,85
167,43,131
167,44,115
167,45,62
167,46,96
167,47,2
167,48,142
167,49,100
167,50,144
167,51,70
167,52,133
167,53,2
167,54,103
167,55,28
167,56,136
167,57,78
167,58,149
167,59,61
167,60,171
167,61,63
167,62,4
167,63,23
167,64,200
173,1,0
173,2,0
173,3,0
173,4,8
173,5,5
173,6,6
173,7,7
173,8,8
173,9,9
173,10,45
173,11,0
173,12,26
173,13,52
173,14,35
173,15,5
173,16,24
173,17,34
173,18,51
173,19,38
173,20,73
173,21,49
173,22,22
173,23,23
173,24,50
173,25,5
173,26,52
173,27,36
173,28,71
173,29,0
173,30,81
173,31,31
173,32,24
173,33,66
173,34,68
173,35,47
173,36,143
173,37,0
173,38,38
173,39,91
173,40,153
173,41,41
173,42,83
173,43,0
173,44,118
173,45,14
173,46,69
173,47,0
173,48,114
173,49,56
173,50,145
173,51,34
173,52,60
173,53,53
173,54,132
173,55,60
173,56,127
173,57,38
173,58,116
173,59,0
173,60,121
173,61,0
173,62,93
173,63,121
173,64,24
179,1,0
179,2,2
179,3,6
179,4,2
179,5,10
179,6,14
179,7,0
179,8,10
179,9,6
179,10,12
179,11,11
179,12,62
179,13,39
179,14,30
179,15,16
179,16,58
179,17,0
179,18,14
179,19,0
179,20,12
179,21,69
179,22,35
179,23,69
179,24,70
179,25,10
179,26,41
179,27,6
179,28,30
179,29,0
179,30,24
179,31,31
179,32,58
179,33,17
179,34,70
179,35,45
179,36,98
179,37,0
179,38,40
179,39,123
179,40,60
179,41,41
179,42,189
179,43,0
179,44,35
179,45,16
179,46,71
179,47,94
179,48,118
179,49,49
179,50,112
179,51,57
179,52,145
179,53,0
179,54,14
179,55,131
179,56,38
179,57,63
179,58,2
179,59,0
179,60,72
179,61,0
179,62,33
179,63,69
179,64,58
181,1,0
181,2,2
181,3,6
181,4,2
181,5,5
181,6,8
181,7,7
181,8,10
181,9,15
181,10,17
181,11,11
181,12,20
181,13,26
181,14,37
181,15,11
181,16,10
181,17,0
181,18,53
181,19,0
181,20,37
181,21,55
181,22,35
181,23,46
181,24,76
181,25,30
181,26,28
181,27,96
181,28,65
181,29,29
181,30,23
181,31,0
181,32,10
181,33,83
181,34,70
181,35,12
181,36,137
181,37,111
181,38,78
181,39,32
181,40,45
181,41,41
181,42,127
181,43,0
181,44,79
181,45,110
181,46,94
181,47,47
181,48,76
181,49,7
181,50,42
181,51,57
181,52,28
181,53,159
181,54,134
181,55,16
181,56,129
181,57,63
181,58,89
181,59,0
181,60,115
181,61,0
181,62,126
181,63,127
181,64,74
191,1,0
191,2,2
191,3,6
191,4,14
191,5,5
191,6,14
191,7,7
191,8,30
191,9,15
191,10,27
191,11,11
191,12,26
191,13,26
191,14,9
191,15,11
191,16,62
191,17,34
191,18,41
191,19,0
191,20,79
191,21,13
191,22,57
191,23,23
191,24,66
191,25,5
191,26,54
191,27,96
191,28,77
191,29,29
191,30,129
191,31,0
191,32,126
191,33,50
191,34,36
191,35,12
191,36,53
191,37,37
191,38,154
191,39,110
191,40,95
191,41,41
191,42,63
191,43,0
191,44,113
191,45,65
191,46,71
191,47,47
191,48,146
191,49,7
191,50,77
191,51,91
191,52,170
191,53,53
191,54,176
191,55,16
191,56,149
191,57,6
191,58,31
191,59,236
191,60,181
191,61,61
191,62,2
191,63,85
191,64,190
193,1,2
193,2,4
193,3,2
193,4,8
193,5,2
193,6,28
193,7,23
193,8,8
193,9,20
193,10,4
193,11,13
193,12,44
193,13,2
193,14,39
193,15,17
193,16,24
193,17,2
193,18,82
193,19,2
193,20,28
193,21,23
193,22,125
193,23,2
193,24,92
193,25,2
193,26,30
193,27,20
193,28,71
193,29,2
193,30,43
193,31,33
193,32,24
193,33,79
193,34,4
193,35,23
193,36,170
193,37,39
193,38,4
193,39,2
193,40,28
193,41,43
193,42,63
193,43,45
193,44,129
193,45,125
193,46,4
193,47,2
193,48,156
193,49,72
193,50,104
193,51,2
193,52,86
193,53,2
193,54,136
193,55,123
193,56,71
193,57,116
193,58,62
193,59,179
193,60,139
193,61,63
193,62,35
193,63,41
193,64,152
197,1,2
197,2,2
197,3,2
197,4,10
197,5,2
197,6,8
197,7,2
197,8,18
197,9,2
197,10,2
197,11,46
197,12,16
197,13,2
197,14,2
197,15,2
197,16,34
197,17,19
197,18,44
197,19,2
197,20,30
197,21,23
197,22,68
197,23,2
197,24,24
197,25,2
197,26,2
197,27,29
197,28,10
197,29,2
197,30,8
197,31,33
197,32,34
197,33,46
197,34,19
197,35,37
197,36,88
197,37,39
197,38,2
197,39,41
197,40,38
197,41,84
197,42,29
197,43,2
197,44,120
197,45,92
197,46,2
197,47,2
197,48,40
197,49,2
197,50,52
197,51,70
197,52,10
197,53,2
197,54,125
197,55,46
197,56,186
197,57,59
197,58,118
197,59,61
197,60,36
197,61,185
197,62,95
197,63,86
197,64,34
199,1,2
199,2,2
199,3,8
199,4,2
199,5,7
199,6,8
199,7,2
199,8,10
199,9,17
199,10,27
199,11,2
199,12,20
199,13,2
199,14,16
199,15,28
199,16,42
199,17,19
199,18,53
199,19,2
199,20,67
199,21,50
199,22,24
199,23,25
199,24,76
199,25,32
199,26,54
199,27,44
199,28,16
199,29,89
199,30,48
199,31,95
199,32,42
199,33,41
199,34,87
199,35,42
199,36,65
199,37,39
199,38,2
199,39,47
199,40,75
199,41,43
199,42,64
199,43,45
199,44,24
199,45,82
199,46,25
199,47,96
199,48,156
199,49,2
199,50,102
199,51,178
199,52,106
199,53,2
199,54,80
199,55,62
199,56,80
199,57,65
199,58,147
199,59,2
199,60,160
199,61,2
199,62,157
199,63,59
199,64,106
211,1,0
211,2,0
211,3,6
211,4,8
211,5,5
211,6,6
211,7,7
211,8,8
211,9,6
211,10,5
211,11,0
211,12,50
211,13,0
211,14,21
211,15,11
211,16,72
211,17,17
211,18,24
211,19,0
211,20,13
211,21,55
211,22,0
211,23,46
211,24,74
211,25,5
211,26,52
211,27,60
211,28,57
211,29,0
211,30,41
211,31,31
211,32,136
211,33,6
211,34,51
211,35,47
211,36,68
211,37,0
211,38,76
211,39,45
211,40,13
211,41,41
211,42,69
211,43,0
211,44,52
211,45,56
211,46,92
211,47,0
211,48,186
211,49,56
211,50,155
211,51,23
211,52,112
211,53,0
211,54,132
211,55,5
211,56,113
211,57,63
211,58,0
211,59,59
211,60,145
211,61,122
211,62,93
211,63,55
211,64,328
223,1,2
223,2,2
223,3,2
223,4,2
223,5,2
223,6,8
223,7,16
223,8,2
223,9,11
223,10,12
223,11,2
223,12,20
223,13,2
223,14,30
223,15,17
223,16,66
223,17,2
223,18,17
223,19,2
223,20,12
223,21,16
223,22,24
223,23,48
223,24,44
223,25,27
223,26,28
223,27,38
223,28,58
223,29,2
223,30,63
223,31,64
223,32,66
223,33,2
223,34,70
223,35,51
223,36,65
223,37,113
223,38,40
223,39,41
223,40,12
223,41,2
223,42,36
223,43,88
223,44,112
223,45,116
223,46,94
223,47,96
223,48,156
223,49,65
223,50,37
223,51,2
223,52,80
223,53,2
223,54,206
223,55,2
223,56,114
223,57,2
223,58,2
223,59,61
223,60,75
223,61,2
223,62,126
223,63,151
223,64,130
227,1,2
227,2,4
227,3,2
227,4,4
227,5,12
227,6,28
227,7,16
227,8,36
227,9,2
227,10,14
227,11,2
227,12,28
227,13,15
227,14,32
227,15,27
227,16,84
227,17,2
227,18,28
227,19,40
227,20,34
227,21,37
227,22,48
227,23,48
227,24,60
227,25,62
227,26,17
227,27,2
227,28,60
227,29,2
227,30,83
227,31,33
227,32,84
227,33,134
227,34,38
227,35,131
227,36,100
227,37,39
227,38,118
227,39,15
227,40,106
227,41,2
227,42,119
227,43,2
227,44,136
227,45,27
227,46,96
227,47,49
227,48,108
227,49,16
227,50,64
227,51,2
227,52,17
227,53,108
227,54,28
227,55,12
227,56,92
227,57,97
227,58,120
227,59,61
227,60,163
227,61,2
227,62,35
227,63,37
227,64,84
229,1,0
229,2,2
229,3,6
229,4,2
229,5,0
229,6,32
229,7,21
229,8,10
229,9,15
229,10,2
229,11,22
229,12,44
229,13,0
229,14,23
229,15,21
229,16,42
229,17,0
229,18,59
229,19,38
229,20,2
229,21,27
229,22,46
229,23,23
229,24,52
229,25,25
229,26,2
229,27,15
229,28,51
229,29,87
229,30,77
229,31,0
229,32,42
229,33,94
229,34,70
229,35,21
229,36,107
229,37,74
229,38,116
229,39,6
229,40,10
229,41,0
229,42,95
229,43,43
229,44,90
229,45,30
229,46,117
229,47,94
229,48,180
229,49,70
229,50,27
229,51,6
229,52,106
229,53,0
229,54,167
229,55,77
229,56,59
229,57,101
229,58,205
229,59,0
229,60,149
229,61,61
229,62,64
229,63,36
229,64,106
233,1,2
233,2,2
233,3,2
233,4,2
233,5,7
233,6,14
233,7,2
233,8,2
233,9,29
233,10,7
233,11,13
233,12,14
233,13,2
233,14,16
233,15,37
233,16,18
233,17,36
233,18,77
233,19,59
233,20,27
233,21,2
233,22,101
233,23,48
233,24,14
233,25,32
233,26,2
233,27,110
233,28,16
233,29,60
233,30,49
233,31,33
233,32,18
233,33,13
233,34,70
233,35,77
233,36,77
233,37,2
233,38,97
233,39,2
233,40,67
233,41,84
233,42,112
233,43,45
233,44,145
233,45,109
233,46,48
233,47,2
233,48,30
233,49,51
233,50,32
233,51,36
233,52,2
233,53,55
233,54,212
233,55,128
233,56,72
233,57,116
233,58,60
233,59,2
233,60,69
233,61,63
233,62,33
233,63,29
233,64,18
239,1,0
239,2,2
239,3,6
239,4,14
239,5,5
239,6,8
239,7,0
239,8,14
239,9,24
239,10,7
239,11,22
239,12,44
239,13,26
239,14,2
239,15,41
239,16,14
239,17,0
239,18,44
239,19,0
239,20,59
239,21,6
239,22,24
239,23,23
239,24,140
239,25,55
239,26,28
239,27,24
239,28,14
239,29,29
239,30,43
239,31,0
239,32,46
239,33,61
239,34,36
239,35,145
239,36,116
239,37,37
239,38,78
239,39,71
239,40,99
239,41,0
239,42,8
239,43,86
239,44,80
239,45,239
239,46,25
239,47,94
239,48,140
239,49,98
239,50,57
239,51,159
239,52,40
239,53,0
239,54,152
239,55,82
239,56,14
239,57,63
239,58,147
239,59,0
239,60,179
239,61,61
239,62,2
239,63,24
239,64,110
241,1,0
241,2,2
241,3,6
241,4,14
241,5,5
241,6,20
241,7,0
241,8,14
241,9,15
241,10,7
241,11,22
241,12,44
241,13,0
241,14,2
241,15,26
241,16,14
241,17,0
241,18,119
241,19,38
241,20,19
241,21,27
241,22,46
241,23,0
241,24,44
241,25,80
241,26,28
241,27,42
241,28,42
241,29,58
241,30,130
241,31,31
241,32,14
241,33,28
241,34,2
241,35,40
241,36,251
241,37,0
241,38,78
241,39,6
241,40,59
241,41,0
241,42,41
241,43,0
241,44,102
241,45,80
241,46,2
241,47,0
241,48,44
241,49,49
241,50,182
241,51,57
241,52,92
241,53,106
241,54,200
241,55,27
241,56,154
241,57,44
241,58,60
241,59,118
241,60,214
241,61,61
241,62,95
241,63,36
241,64,142
251,1,2
251,2,4
251,3,8
251,4,4
251,5,7
251,6,28
251,7,9
251,8,4
251,9,17
251,10,9
251,11,2
251,12,28
251,13,15
251,14,25
251,15,28
251,16,20
251,17,2
251,18,37
251,19,2
251,20,9
251,21,15
251,22,48
251,23,71
251,24,76
251,25,7
251,26,17
251,27,17
251,28,53
251,29,2
251,30,78
251,31,33
251,32,20
251,33,41
251,34,72
251,35,14
251,36,73
251,37,39
251,38,4
251,39,99
251,40,9
251,41,125
251,42,91
251,43,88
251,44,48
251,45,37
251,46,73
251,47,2
251,48,140
251,49,58
251,50,9
251,51,110
251,52,69
251,53,161
251,54,199
251,55,62
251,56,109
251,57,8
251,58,62
251,59,61
251,60,138
251,61,2
251,62,97
251,63,87
251,64,20
