source_size,point_x,point_y,measurable_event,delta_x,delta_y,equal_on_event,equal_on_entire_borel_ledger,proper_singleton_measurable,dirac_domain,scope
1,0,0,{},0,0,true,true,true,measurable_events_only,finite Dirac ledger; no Radon/support claim
1,0,0,{0},1,1,true,true,true,measurable_events_only,finite Dirac ledger; no Radon/support claim
2,0,0,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
2,0,0,"{0,1}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
2,0,1,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
2,0,1,"{0,1}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
2,1,0,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
2,1,0,"{0,1}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
2,1,1,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
2,1,1,"{0,1}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,0,0,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,0,0,"{0,1,2}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,0,1,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,0,1,"{0,1,2}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,0,2,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,0,2,"{0,1,2}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,1,0,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,1,0,"{0,1,2}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,1,1,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,1,1,"{0,1,2}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,1,2,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,1,2,"{0,1,2}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,2,0,{},0,0,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
3,2,0,"{0,1,2}",1,1,true,true,false,measurable_events_only,finite Dirac ledger; no Radon/support claim
