component_count,component_sizes,total_points,topology_open_count,borel_event_count,k0_class_count,k0_classes,within_component_points_erased,distinct_labels_separated,quotient_topology,owner,scope
2,2|3,5,4,4,2,"{0,1}|{2,3,4}",true,true,discrete_label_set,modeling_choice_tagged_coproduct,finite copied control; not the global Deninger suspension
3,2|3|4,9,8,8,3,"{0,1}|{2,3,4}|{5,6,7,8}",true,true,discrete_label_set,modeling_choice_tagged_coproduct,finite copied control; not the global Deninger suspension
5,2|3|4|2|3,14,32,32,5,"{0,1}|{2,3,4}|{5,6,7,8}|{9,10}|{11,12,13}",true,true,discrete_label_set,modeling_choice_tagged_coproduct,finite copied control; not the global Deninger suspension
8,2|3|4|2|3|4|2|3,23,256,256,8,"{0,1}|{2,3,4}|{5,6,7,8}|{9,10}|{11,12,13}|{14,15,16,17}|{18,19}|{20,21,22}",true,true,discrete_label_set,modeling_choice_tagged_coproduct,finite copied control; not the global Deninger suspension
