unit_size,period,open_count,nonempty_open_count,nonempty_hausdorff_open_count,legal_patch_generator_count,hopen_span_dimension,hopen_span_zero,framework_credit,scope
2,3,8,7,0,0,0,true,diagnostic_only,finite HOpen analogue; not a standard groupoid completion
2,4,16,15,0,0,0,true,diagnostic_only,finite HOpen analogue; not a standard groupoid completion
3,3,8,7,0,0,0,true,diagnostic_only,finite HOpen analogue; not a standard groupoid completion
3,4,16,15,0,0,0,true,diagnostic_only,finite HOpen analogue; not a standard groupoid completion
4,3,8,7,0,0,0,true,diagnostic_only,finite HOpen analogue; not a standard groupoid completion
4,4,16,15,0,0,0,true,diagnostic_only,finite HOpen analogue; not a standard groupoid completion
