action,unit_size,period,orbit_count,left_profile,right_profile,time,group_convolution,actual_values_by_unit,all_units_match_group,unit_coordinate_erased,scope
trivial,4,4,4,delta_shift,delta_zero,0,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
trivial,4,4,4,delta_shift,delta_zero,1,1+0i,1+0i|1+0i|1+0i|1+0i,true,true,finite counting-measure convolution witness
trivial,4,4,4,delta_shift,delta_zero,2,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
trivial,4,4,4,delta_shift,delta_zero,3,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
trivial,4,4,4,dense_a,dense_b,0,1+5i,1+5i|1+5i|1+5i|1+5i,true,true,finite counting-measure convolution witness
trivial,4,4,4,dense_a,dense_b,1,4+1i,4+1i|4+1i|4+1i|4+1i,true,true,finite counting-measure convolution witness
trivial,4,4,4,dense_a,dense_b,2,-5+5i,-5+5i|-5+5i|-5+5i|-5+5i,true,true,finite counting-measure convolution witness
trivial,4,4,4,dense_a,dense_b,3,2+9i,2+9i|2+9i|2+9i|2+9i,true,true,finite counting-measure convolution witness
trivial,4,4,4,sparse_signed,dense_b,0,-1+2i,-1+2i|-1+2i|-1+2i|-1+2i,true,true,finite counting-measure convolution witness
trivial,4,4,4,sparse_signed,dense_b,1,-4+3i,-4+3i|-4+3i|-4+3i|-4+3i,true,true,finite counting-measure convolution witness
trivial,4,4,4,sparse_signed,dense_b,2,5+0i,5+0i|5+0i|5+0i|5+0i,true,true,finite counting-measure convolution witness
trivial,4,4,4,sparse_signed,dense_b,3,-6-3i,-6-3i|-6-3i|-6-3i|-6-3i,true,true,finite counting-measure convolution witness
transitive,4,4,1,delta_shift,delta_zero,0,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
transitive,4,4,1,delta_shift,delta_zero,1,1+0i,1+0i|1+0i|1+0i|1+0i,true,true,finite counting-measure convolution witness
transitive,4,4,1,delta_shift,delta_zero,2,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
transitive,4,4,1,delta_shift,delta_zero,3,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
transitive,4,4,1,dense_a,dense_b,0,1+5i,1+5i|1+5i|1+5i|1+5i,true,true,finite counting-measure convolution witness
transitive,4,4,1,dense_a,dense_b,1,4+1i,4+1i|4+1i|4+1i|4+1i,true,true,finite counting-measure convolution witness
transitive,4,4,1,dense_a,dense_b,2,-5+5i,-5+5i|-5+5i|-5+5i|-5+5i,true,true,finite counting-measure convolution witness
transitive,4,4,1,dense_a,dense_b,3,2+9i,2+9i|2+9i|2+9i|2+9i,true,true,finite counting-measure convolution witness
transitive,4,4,1,sparse_signed,dense_b,0,-1+2i,-1+2i|-1+2i|-1+2i|-1+2i,true,true,finite counting-measure convolution witness
transitive,4,4,1,sparse_signed,dense_b,1,-4+3i,-4+3i|-4+3i|-4+3i|-4+3i,true,true,finite counting-measure convolution witness
transitive,4,4,1,sparse_signed,dense_b,2,5+0i,5+0i|5+0i|5+0i|5+0i,true,true,finite counting-measure convolution witness
transitive,4,4,1,sparse_signed,dense_b,3,-6-3i,-6-3i|-6-3i|-6-3i|-6-3i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,delta_shift,delta_zero,0,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,delta_shift,delta_zero,1,1+0i,1+0i|1+0i|1+0i|1+0i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,delta_shift,delta_zero,2,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,delta_shift,delta_zero,3,0+0i,0+0i|0+0i|0+0i|0+0i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,dense_a,dense_b,0,1+5i,1+5i|1+5i|1+5i|1+5i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,dense_a,dense_b,1,4+1i,4+1i|4+1i|4+1i|4+1i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,dense_a,dense_b,2,-5+5i,-5+5i|-5+5i|-5+5i|-5+5i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,dense_a,dense_b,3,2+9i,2+9i|2+9i|2+9i|2+9i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,sparse_signed,dense_b,0,-1+2i,-1+2i|-1+2i|-1+2i|-1+2i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,sparse_signed,dense_b,1,-4+3i,-4+3i|-4+3i|-4+3i|-4+3i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,sparse_signed,dense_b,2,5+0i,5+0i|5+0i|5+0i|5+0i,true,true,finite counting-measure convolution witness
nontransitive,4,4,2,sparse_signed,dense_b,3,-6-3i,-6-3i|-6-3i|-6-3i|-6-3i,true,true,finite counting-measure convolution witness
