group_id,representative_word,multiplicity,length_re,holonomy_angle,psl_trace_squared_re,psl_trace_squared_im,topology,parity,primitive_status,orientation_status,completeness_boundary,arithmetic_owner,target_data_used
G0001,b,1,0.562399148645923693024101528135756599584046451488132925351460669,-2.815430885205906069967043303368742090016049497025069403507244675,-0.202156790368092405985663302657361686681707365788129936528657036,-0.379697257504858251205193861214353755755522920884743305474933321,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0002,bbA,2,1.260804017474150838424831458583766230787019824323819858583379616,1.978046890227184096635625273584921657126475233200184293793102189,0.490244667506614479900982207282942616210786764454413712021432062,2.979447066478976946372681714417569468960652339627298296807390370,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0003,CA,1,1.588269325983731468757740391806874332960002826601867404383946201,1.673471673692644126219479700683696211994620704237772804255055079,1.477321603373733518842345489000088627312392849807013758822454633,4.666285602665880678070228149145688653454181348314650116322561743,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0004,AbbA,2,1.687197445937771079072304584407269798752139354464398776054382008,2.815430885205906069967043303368742090016049497025069403507244674,-3.294675477992412153054717771776841708209111955110056398250933490,1.672305787796931465880329140903804040222646251824689782767152331,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0005,Ca,1,1.802666625225837798451044811128006714342266469503312770762416113,-1.377322937501701614260091327069085873227118072260005701051077158,3.197960439381520455196745656521814031953203093291252876643530313,-5.790844626790483165868592438964434776449867354106217995999342649,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0006,abbAc,2,2.025342553250185422662830904185526970784059311151553060375290755,-0.306817686870261626140869357385963411049039665596994223820066058,9.350564085510507948078182291043805318531191886196533270931969890,-2.249118048249204975596728579637492245991372011583135759353561832,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0007,CBAC,2,2.179150144261291639320861861748637377164783314973001484801055105,-2.880890275014156218514888519194638471990536602318034386408651515,-6.649435914489492051921817708956194681468808113803466729068030120,-2.249118048249204975596728579637492245991372011583135759353561785,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0008,aac,2,2.343241207140310149653777987793803725691925400239489532198432267,2.221870883217152630928166792013495731131830041427189777794314263,-4.370074750497278988276217876477920086109618357287705846889105742,8.208012181207158868342092008472631183912676690837732352968342567,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0009,bAbbA,2,2.392173419422891539811644087991715535670037295740604589525484595,1.192119468798757280367412220645530612217434554661560339148881239,6.077204373624120657659936529820912908677482390727630945650267287,10.077432971951505592733626726895769674148525781536124806846971055,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
G0010,BcBB,2,2.393562085205901620097932675416246850425900694901549522460082321,2.869269496210150542437798786449876320254669528860305400666132725,-8.636764987931510288083342006693008261032085397396212068186392231,2.921316072919087883103812539120308891877121312176650149815314248,circle,orientation-preserving,PRIMITIVE_BY_PINNED_SNAPPY_LENGTH_SPECTRUM_DEDUPLICATION;NOT_INTERVAL_VERIFIED,UNORIENTED_CLASS_WITH_COMPLEX_LENGTH_BRANCH,LENGTH_RE_LT_3.05_UNDER_SNAPPY_FULL_RIGOR_ENUMERATION;FLOATING_HIGH_PRECISION_NOT_SAGE_INTERVAL_CERTIFIED,NONE_CONTROL_IS_NONARITHMETIC,false
