cutoff_k,state_count,max_h,grid_id,sigma,tau,observable,seed,value_re,value_im,abs_value,target_re,target_im,target_abs_error,target_status,successive_k_drift,precision_mode
10,1024,144,C325_11,3.25,11.0,unsigned,none,1.0594625366849624,-0.07320078415236403,1.0619883339469678,1.0585578233592894,-0.07334211171773833,0.0009156853621113032,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.0018467305438923372,numpy_complex128
10,1024,144,R160,1.6,0.0,liouville,none,-0.628933866551942,0.0,0.628933866551942,-5.609872316590871,0.0,4.980938450038929,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.23646478638149415,numpy_complex128
10,1024,144,R175,1.75,0.0,liouville,none,-0.2098014195214779,0.0,0.2098014195214779,-1.3220972148887582,0.0,1.1122957953672803,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.13450531260402207,numpy_complex128
10,1024,144,R190,1.9,0.0,liouville,none,0.07740134748792551,0.0,0.07740134748792551,-0.31821603673688553,0.0,0.3956173842248111,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.07687238262016224,numpy_complex128
10,1024,144,R200,2.0,0.0,liouville,none,0.21948311730814968,0.0,0.21948311730814968,0.0,0.0,0.21948311730814968,BOUNDARY_VALUE_BENCHMARK_NO_CONVERGENCE_CLAIM,0.05306940284613315,numpy_complex128
10,1024,144,R2125,2.125,0.0,liouville,none,0.35802595788196984,0.0,0.35802595788196984,0.24571032077518914,0.0,0.11231563710678069,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.033476674640820825,numpy_complex128
10,1024,144,R250,2.5,0.0,liouville,none,0.6150166761075239,0.0,0.6150166761075239,0.595288513077927,0.0,0.0197281630295969,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.008501066862518614,numpy_complex128
10,1024,144,R300,3.0,0.0,liouville,none,0.7802898579275254,0.0,0.7802898579275254,0.7774385747283037,0.0,0.002851283199221677,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.0013639747357553356,numpy_complex128
10,1024,144,R400,4.0,0.0,liouville,none,0.9124137274250271,0.0,0.9124137274250271,0.9122885184134706,0.0,0.0001252090115565485,PROVED_DIRICHLET_LIMIT_RE_GT_2,1.7792866206733926e-05,numpy_complex128
10,1024,144,C160_3,1.6,3.0,liouville,none,1.26468681115067,0.2099453381512385,1.2819944521369382,1.253187450727632,0.22713045832151119,0.02067761217852888,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.04075225317692561,numpy_complex128
10,1024,144,C160_9,1.6,9.0,liouville,none,1.2492575673138164,-0.09937035811544633,1.2532034701367638,1.2972871362768856,-0.1489893400747726,0.06905709858847363,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.07110313177522734,numpy_complex128
10,1024,144,C175_5,1.75,5.0,liouville,none,1.3250008686838857,-0.19723352849237683,1.3396000771777392,1.3018741815736319,-0.22726082508657916,0.03790095246101045,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.060289391979350355,numpy_complex128
10,1024,144,C190_11,1.9,11.0,liouville,none,0.7268786170406851,0.12499039275192311,0.7375466915329897,0.7358088392231449,0.15006350731843446,0.026615971563959482,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.014486403319699383,numpy_complex128
10,1024,144,C225_1,2.25,1.0,liouville,none,0.8830878804434383,0.35770644772520926,0.9527843970858635,0.8910861210873188,0.3344518483849842,0.024591629548930193,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.019607903741276772,numpy_complex128
10,1024,144,C225_7,2.25,7.0,liouville,none,0.7956997733986475,-0.06358419858978506,0.7982362305088414,0.8014341670953269,-0.07430516704345921,0.012158225020667802,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.01738116790330373,numpy_complex128
10,1024,144,C275_3,2.75,3.0,liouville,none,1.1253501337786704,0.11296461052565106,1.131005714763141,1.1243378104343127,0.11352204428068285,0.0011556517402662887,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.0020392655263435835,numpy_complex128
10,1024,144,C325_11,3.25,11.0,liouville,none,0.9164359424267537,0.05521553997031415,0.9180978120145074,0.916562185840334,0.056044041325188323,0.0008380643737212175,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.000497794739161275,numpy_complex128
10,1024,144,R160,1.6,0.0,mobius,none,-0.7778985558777574,0.0,0.7778985558777574,,,,CONTROL_NO_ANALYTIC_TARGET,0.18772896541238693,numpy_complex128
10,1024,144,R175,1.75,0.0,mobius,none,-0.34928932410610875,0.0,0.34928932410610875,,,,CONTROL_NO_ANALYTIC_TARGET,0.10869658845946309,numpy_complex128
10,1024,144,R190,1.9,0.0,mobius,none,-0.04579453893832831,0.0,0.04579453893832831,,,,CONTROL_NO_ANALYTIC_TARGET,0.06324222836193794,numpy_complex128
10,1024,144,R200,2.0,0.0,mobius,none,0.1082091763982901,0.0,0.1082091763982901,,,,CONTROL_NO_ANALYTIC_TARGET,0.04418327639160312,numpy_complex128
10,1024,144,R2125,2.125,0.0,mobius,none,0.2613785720708407,0.0,0.2613785720708407,,,,CONTROL_NO_ANALYTIC_TARGET,0.02828815281384589,numpy_complex128
10,1024,144,R250,2.5,0.0,mobius,none,0.5547891427823314,0.0,0.5547891427823314,,,,CONTROL_NO_ANALYTIC_TARGET,0.0075036502978883535,numpy_complex128
10,1024,144,R300,3.0,0.0,mobius,none,0.7496852140955343,0.0,0.7496852140955343,,,,CONTROL_NO_ANALYTIC_TARGET,0.001271722719879742,numpy_complex128
