cutoff_k,state_count,max_h,grid_id,sigma,tau,observable,seed,value_re,value_im,abs_value,target_re,target_im,target_abs_error,target_status,successive_k_drift,precision_mode
22,4194304,46368,R300,3.0,0.0,liouville,none,0.7775845075938027,0.0,0.7775845075938027,0.7774385747283037,0.0,0.00014593286549902107,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.00014310722026955602,numpy_complex128
22,4194304,46368,R400,4.0,0.0,liouville,none,0.9122869305769935,0.0,0.9122869305769935,0.9122885184134706,0.0,1.5878364770793851e-06,PROVED_DIRICHLET_LIMIT_RE_GT_2,1.7339022038154184e-06,numpy_complex128
22,4194304,46368,C160_3,1.6,3.0,liouville,none,1.2659748104161752,0.24259181729762916,1.289008537763826,1.253187450727632,0.22713045832151119,0.02006415184333904,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.0049813900675087595,numpy_complex128
22,4194304,46368,C160_9,1.6,9.0,liouville,none,1.3115532152465053,-0.12488448980245054,1.3174854732469212,1.2972871362768856,-0.1489893400747726,0.028010084180853302,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.028085925655045696,numpy_complex128
22,4194304,46368,C175_5,1.75,5.0,liouville,none,1.3065320120840445,-0.21984517296866762,1.3248991654756241,1.3018741815736319,-0.22726082508657916,0.008757127462679535,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.003740229799128494,numpy_complex128
22,4194304,46368,C190_11,1.9,11.0,liouville,none,0.7456500053417974,0.15362710219767767,0.761311511141056,0.7358088392231449,0.15006350731843446,0.01046650653457409,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.00835435767115737,numpy_complex128
22,4194304,46368,C225_1,2.25,1.0,liouville,none,0.8944914504234345,0.33708544317679323,0.9558982952607011,0.8910861210873188,0.3344518483849842,0.004304891336009985,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.0022354922693937147,numpy_complex128
22,4194304,46368,C225_7,2.25,7.0,liouville,none,0.8037855814279649,-0.07309147154065761,0.8071019911532062,0.8014341670953269,-0.07430516704345921,0.0026461681989730186,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.0014517662569393274,numpy_complex128
22,4194304,46368,C275_3,2.75,3.0,liouville,none,1.1246559024083576,0.11373366567326576,1.1303920760202786,1.1243378104343127,0.11352204428068285,0.00038205512396837117,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.0002943584852973533,numpy_complex128
22,4194304,46368,C325_11,3.25,11.0,liouville,none,0.916722587983697,0.0561064075864821,0.9184379305602461,0.916562185840334,0.056044041325188323,0.0001720999655525992,PROVED_DIRICHLET_LIMIT_RE_GT_2,6.701383927300055e-05,numpy_complex128
