cutoff_k,state_count,max_h,grid_id,sigma,tau,observable,seed,value_re,value_im,abs_value,target_re,target_im,target_abs_error,target_status,successive_k_drift,precision_mode
22,4194304,46368,R160,1.6,0.0,unsigned,none,24.01606480851428,0.0,24.01606480851428,-0.8542701806849421,0.0,24.870334989199222,MEROMORPHIC_BENCHMARK_ONLY_OUTSIDE_PROVED_DOMAIN,4.800057336460863,numpy_complex128
22,4194304,46368,R175,1.75,0.0,unsigned,none,11.503213258613625,0.0,11.503213258613625,-1.753681974672427,0.0,13.256895233286052,MEROMORPHIC_BENCHMARK_ONLY_OUTSIDE_PROVED_DOMAIN,1.5684259175187396,numpy_complex128
22,4194304,46368,R190,1.9,0.0,unsigned,none,6.325194991804481,0.0,6.325194991804481,-5.389417477926302,0.0,11.714612469730783,MEROMORPHIC_BENCHMARK_ONLY_OUTSIDE_PROVED_DOMAIN,0.533469928355438,numpy_complex128
22,4194304,46368,R200,2.0,0.0,unsigned,none,4.588462566475215,0.0,4.588462566475215,,,,PROVED_DIVERGENT_BOUNDARY_NO_FINITE_TARGET,0.26660253164024805,numpy_complex128
22,4194304,46368,R2125,2.125,0.0,unsigned,none,3.327720677313408,0.0,3.327720677313408,5.56989105851767,0.0,2.242170381204262,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.11562572786443726,numpy_complex128
22,4194304,46368,R250,2.5,0.0,unsigned,none,1.8725707541831371,0.0,1.8725707541831371,1.9473724663169567,0.0,0.07480171213381959,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.011956001965861995,numpy_complex128
22,4194304,46368,R300,3.0,0.0,unsigned,none,1.3639621082415463,0.0,1.3639621082415463,1.3684327776202059,0.0,0.004470669378659586,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.001009139739495124,numpy_complex128
22,4194304,46368,R400,4.0,0.0,unsigned,none,1.1105573063597722,0.0,1.1105573063597722,1.1106265353261482,0.0,6.922896637595599e-05,PROVED_DIRICHLET_LIMIT_RE_GT_2,2.2185406054697765e-05,numpy_complex128
22,4194304,46368,C160_3,1.6,3.0,unsigned,none,0.8653591764338748,-0.051943672196686656,0.8669167487824831,0.7486185905344954,0.0039045763883858242,0.1294117122448754,MEROMORPHIC_BENCHMARK_ONLY_OUTSIDE_PROVED_DOMAIN,0.18419029730383782,numpy_complex128
22,4194304,46368,C160_9,1.6,9.0,unsigned,none,1.1409055228749854,0.04852134882300313,1.1419368342505847,1.1523732409928538,0.0755511054279701,0.029361817058122314,MEROMORPHIC_BENCHMARK_ONLY_OUTSIDE_PROVED_DOMAIN,0.04578097030914542,numpy_complex128
22,4194304,46368,C175_5,1.75,5.0,unsigned,none,0.8962200031751337,0.08837989333376914,0.9005672099498877,0.8975932589488682,0.1202477299745946,0.03189741123643787,MEROMORPHIC_BENCHMARK_ONLY_OUTSIDE_PROVED_DOMAIN,0.016299373470449786,numpy_complex128
22,4194304,46368,C190_11,1.9,11.0,unsigned,none,1.1719871014824401,-0.1401362814253744,1.1803355215416265,1.1745396812853477,-0.12160548563244583,0.01870577601623175,MEROMORPHIC_BENCHMARK_ONLY_OUTSIDE_PROVED_DOMAIN,0.02121340267717269,numpy_complex128
22,4194304,46368,C225_1,2.25,1.0,unsigned,none,0.8623128420856453,-0.5099729816606194,1.0018262721897673,0.8693218510303373,-0.5056907193813052,0.008213645756642466,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.010910667330340507,numpy_complex128
22,4194304,46368,C225_7,2.25,7.0,unsigned,none,1.024060071991749,0.10371794395183859,1.0292990056078666,1.0219620306225508,0.10923921750792362,0.005906457421161268,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.004201485760901929,numpy_complex128
22,4194304,46368,C275_3,2.75,3.0,unsigned,none,0.8661385153339869,-0.04652206859463395,0.8673870131672983,0.8655320884182494,-0.04500006655251698,0.0016383662045889402,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.0005209328142841722,numpy_complex128
22,4194304,46368,C325_11,3.25,11.0,unsigned,none,1.0585555738994672,-0.0735201533147527,1.061105610190171,1.0585578233592894,-0.07334211171773833,0.00017805580680483235,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.00019375203378425005,numpy_complex128
22,4194304,46368,R160,1.6,0.0,liouville,none,-1.7465353471316583,0.0,1.7465353471316583,-5.609872316590871,0.0,3.863336969459213,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.18291552374775955,numpy_complex128
22,4194304,46368,R175,1.75,0.0,liouville,none,-0.7163741590629711,0.0,0.7163741590629711,-1.3220972148887582,0.0,0.6057230558257871,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.07093354935920437,numpy_complex128
22,4194304,46368,R190,1.9,0.0,liouville,none,-0.1618845437873882,0.0,0.1618845437873882,-0.31821603673688553,0.0,0.15633149294949733,ANALYTIC_CONTINUATION_BENCHMARK_CONDITIONAL_REGION,0.02913914167929546,numpy_complex128
22,4194304,46368,R200,2.0,0.0,liouville,none,0.07118031299739616,0.0,0.07118031299739616,0.0,0.0,0.07118031299739616,BOUNDARY_VALUE_BENCHMARK_NO_CONVERGENCE_CLAIM,0.016607769699600483,numpy_complex128
22,4194304,46368,R2125,2.125,0.0,liouville,none,0.27458262965908226,0.0,0.27458262965908226,0.24571032077518914,0.0,0.02887230888389311,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.008490825162218718,numpy_complex128
22,4194304,46368,R250,2.5,0.0,liouville,none,0.5979407618545778,0.0,0.5979407618545778,0.595288513077927,0.0,0.002652248776650823,PROVED_DIRICHLET_LIMIT_RE_GT_2,0.0013418087639085474,numpy_complex128
