branch_id,primitive_owner_id,d_over_a,topological_word_length,cyclic_word,repetition_index,branch_class,physical_primitive_eigenvalue_sign,physical_repetition_eigenvalue_sign,direct_trace_magnitude,unstable_multiplier_magnitude,unstable_multiplier_power,universal_half_density,source_half_density_r1,source_half_density_relative_residual_r1,positive_convention_exact_stability_amplitude,physical_sign_exact_stability_amplitude,positive_amplitude_over_half_density,physical_amplitude_over_half_density,relative_leading_factor_error,trace_reconstruction_relative_residual,positive_formula_relative_residual,physical_formula_relative_residual,theorem_id,theorem_evidence_status,ledger_evidence_status,arithmetic_owner_status,half_density_arithmetic_verdict,prime_or_zero_tables_used,formal_route_a_tuple,a2_evaluation,route_b_invocation_allowed
D730575e86c4ca413-R1,D730575e86c4ca413,5.8,7,0202121,1,PRIMITIVE,-1,-1,13541368.815597979390171148148217,13541368.815597905542393008605238740386147833845139,13541368.815597905542393008605238740386147833845139,0.00027174947679718350887291555503720829188455428007405,0.000271749476797184,1.8072788593131601899589795449970501425086028174082e-15,0.00027174949686528006291254768196184141207126255819925,0.00027174945672908991880174855691838506388225720992228,1.0000000738477835930377171352451932404685549956603,0.9999999261522273139509551591378468041262687644559,7.3847778139542978259613852166154861111604475735713e-8,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D730575e86c4ca413-R2,D730575e86c4ca413,5.8,7,0202121,2,REPETITION,-1,1,13541368.815597979390171148148217,13541368.815597905542393008605238740386147833845139,1.8336866940004742315751018543963732720013299240448e+14,7.3847778139542978259613852166154861111604475735713e-8,,,7.3847778139543380988053673218171143115602211966638e-8,7.3847778139543380988053673218171143115602211966638e-8,1.0000000000000054534943361471915200222974118800581,1.0000000000000054534943361471915200222974118800581,5.4534943361471617794218230225451107840145535898042e-15,0,1.153172091911086097023278609816518243583402732189e-101,1.153172091911086097023278609816518243583402732189e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D730575e86c4ca413-R3,D730575e86c4ca413,5.8,7,0202121,3,REPETITION,-1,-1,13541368.815597979390171148148217,13541368.815597905542393008605238740386147833845139,2.4830627815714840792017368925312627779025986105529e+21,2.0068095072055290121278915457204529835025706671326e-11,,,2.0068095072055290121286997449823079160384693678692e-11,2.0068095072055290121270833464585980509666726173656e-11,1.0000000000000000000004027284398210498200049006184,0.99999999999999999999959727156017895017999542376195,4.0272843982104982000473842824597274133654572547322e-22,0,1.0360136055086213974239466845492760748047229544492e-101,1.0360136055086213974247811488352358101662270072165e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D8f4df59e89ef228d-R1,D8f4df59e89ef228d,5.8,7,0210212,1,PRIMITIVE,-1,-1,18857459.348401302287582493614064,18857459.34840124925816948921690413659472664267944,18857459.34840124925816948921690413659472664267944,0.00023028116076743481593207424492004444223058725811942,0.000230281160767435,7.9931821231773881670435186249876587724595797474745e-16,0.00023028117297911024497833492952897400332023746311188,0.00023028114855576068204170448404055603138191708541701,1.0000000530294158165159525793407625838098554761415,0.99999994697058980772133460252827917155874661589124,5.3029413004397159863405273357320560118545633235209e-8,0,7.5736124143572494432279197752527624463695575662387e-102,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D8f4df59e89ef228d-R2,D8f4df59e89ef228d,5.8,7,0210212,2,REPETITION,-1,1,18857459.348401302287582493614064,18857459.34840124925816948921690413659472664267944,3.5560377307660566825285360057056978590526592932629e+14,5.3029413004397159863405273357320560118545633235209e-8,,,5.3029413004397308988406241706125554430125146757071e-8,5.3029413004397308988406241706125554430125146757071e-8,1.0000000000000028121186435909345208776843010460164,1.0000000000000028121186435909345208776843010460164,2.8121186435909266128664186693508393940852413832029e-15,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D8f4df59e89ef228d-R3,D8f4df59e89ef228d,5.8,7,0210212,3,REPETITION,-1,-1,18857459.348401302287582493614064,18857459.34840124925816948921690413659472664267944,6.7057836949301940290538203643269111936319454196178e+21,1.2211674781468280882065886549765392469824807752027e-11,,,1.2211674781468280882067707615779004082771906391635e-11,1.2211674781468280882064065483751780856877709655552e-11,1.0000000000000000000001491250009683483856371383692,0.99999999999999999999985087499903165161436290610736,1.4912500096834838563711613090486269412793030742233e-22,0,8.5126814721764138501382059449976570181693464942218e-102,8.5126814721764138501407448522632201163222006316995e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D24162a513ad8eb69-R1,D24162a513ad8eb69,5.8,7,0212121,1,PRIMITIVE,-1,-1,12576398.747817288749939235340813,12576398.747817209235920949815120302918636008587922,12576398.747817209235920949815120302918636008587922,0.00028198230136929816307992364162105018280133694829452,0.000281982301369298,5.7833389843869490999432685697961447074472756996475e-16,0.00028198232379084581318026419477515157409670814897259,0.0002819822789477540786339992486847117327963855740303,1.0000000795140246080052993337546346444526670687225,0.99999992048598803695290848815375020221298955746404,7.9514018285525692697081363991412078233819374881478e-8,0,0,1.2369999682075621143687164823780855438198336966066e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D24162a513ad8eb69-R2,D24162a513ad8eb69,5.8,7,0212121,2,REPETITION,-1,1,12576398.747817288749939235340813,12576398.747817209235920949815120302918636008587922,1.5816580546409826843101395222713222117401253963262e+14,7.9514018285525692697081363991412078233819374881478e-8,,,7.9514018285526195422800442221119838755629238781677e-8,7.9514018285526195422800442221119838755629238781677e-8,1.0000000000000063224791039109541924233328283130933,1.0000000000000063224791039109541924233328283130933,6.3224791039109142186813134379035258220287033800156e-15,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D24162a513ad8eb69-R3,D24162a513ad8eb69,5.8,7,0212121,3,REPETITION,-1,-1,12576398.747817288749939235340813,12576398.747817209235920949815120302918636008587922,1.9891562377861857736128108599386721854291482571952e+21,2.2421545867272990713289996706153571794019664473419e-11,,,2.2421545867272990713301268593922542046559750197188e-11,2.2421545867272990713278724818384601541479590082985e-11,1.0000000000000000000005027257190782265292879206723,0.99999999999999999999949727428092177347071258479398,5.0272571907822652928766793916814504343522389477409e-22,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D648bad1f5b78c077-R1,D648bad1f5b78c077,5.8,8,01010102,1,PRIMITIVE,1,1,108129631.43419517180349254464075,108129631.43419516255533376765857203907931109448614,108129631.43419516255533376765857203907931109448614,0.000096167347769303578526985323672745089120313595545925,9.61673477693036e-05,2.2328799924730161530954226553643094925410409912555e-16,0.000096167348658674488083811069585075711822404605696228,0.000096167348658674488083811069585075711822404605696228,1.000000009248158862510619516173789991064645106454,1.000000009248158862510619516173789991064645106454,9.2481587769821779609206889055138572435335722342053e-9,8.8672023082263712503082808239679475429367198682955e-102,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D648bad1f5b78c077-R2,D648bad1f5b78c077,5.8,8,01010102,2,REPETITION,1,1,108129631.43419517180349254464075,108129631.43419516255533376765857203907931109448614,1.1692017194094886606711953943974971878690664657274e+16,9.2481587769821779609206889055138572435335722342053e-9,,,9.2481587769821787519012890412208837088785824166226e-9,9.2481587769821787519012890412208837088785824166226e-9,1.0000000000000000855284407642725009498437613975754,1.0000000000000000855284407642725009498437613975754,8.5528440764272493634729581829905949615664484795898e-17,8.8672023082263712503082808239679475429367198682955e-102,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D648bad1f5b78c077-R3,D648bad1f5b78c077,5.8,8,01010102,3,REPETITION,1,1,108129631.43419517180349254464075,108129631.43419516255533376765857203907931109448614,1.264253509919752773960392396749454651727581951458e+24,8.8937090133178236270174982348952289068302717185447e-13,,,8.8937090133178236270175052696465216933085976851174e-13,8.8937090133178236270175052696465216933085976851174e-13,1.0000000000000000000000007909806001357069588140082,1.0000000000000000000000007909806001357069588140082,7.9098060013570695881400760578689134712710355109473e-25,8.8672023082263712503082808239679475429367198682955e-102,7.3053110842720146965663393942906810714983347691239e-102,7.3053110842720146965663393942906810714983347691239e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dec92d6d95b04a2d5-R1,Dec92d6d95b04a2d5,5.8,8,01010121,1,PRIMITIVE,1,1,108129631.43419517180349254464075,108129631.43419516255533376765857203907931109448614,108129631.43419516255533376765857203907931109448614,0.000096167347769303578526985323672745089120313595545925,9.61673477693036e-05,2.2328799924730161530954226553643094925410409912555e-16,0.000096167348658674488083811069585075711822404605696228,0.000096167348658674488083811069585075711822404605696228,1.000000009248158862510619516173789991064645106454,1.000000009248158862510619516173789991064645106454,9.2481587769821779609206889055138572435335722342053e-9,8.8672023082263712503082808239679475429367198682955e-102,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dec92d6d95b04a2d5-R2,Dec92d6d95b04a2d5,5.8,8,01010121,2,REPETITION,1,1,108129631.43419517180349254464075,108129631.43419516255533376765857203907931109448614,1.1692017194094886606711953943974971878690664657274e+16,9.2481587769821779609206889055138572435335722342053e-9,,,9.2481587769821787519012890412208837088785824166226e-9,9.2481587769821787519012890412208837088785824166226e-9,1.0000000000000000855284407642725009498437613975754,1.0000000000000000855284407642725009498437613975754,8.5528440764272493634729581829905949615664484795898e-17,8.8672023082263712503082808239679475429367198682955e-102,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dec92d6d95b04a2d5-R3,Dec92d6d95b04a2d5,5.8,8,01010121,3,REPETITION,1,1,108129631.43419517180349254464075,108129631.43419516255533376765857203907931109448614,1.264253509919752773960392396749454651727581951458e+24,8.8937090133178236270174982348952289068302717185447e-13,,,8.8937090133178236270175052696465216933085976851174e-13,8.8937090133178236270175052696465216933085976851174e-13,1.0000000000000000000000007909806001357069588140082,1.0000000000000000000000007909806001357069588140082,7.9098060013570695881400760578689134712710355109473e-25,8.8672023082263712503082808239679475429367198682955e-102,7.3053110842720146965663393942906810714983347691239e-102,7.3053110842720146965663393942906810714983347691239e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D01c51b3215d82ebc-R1,D01c51b3215d82ebc,5.8,8,01010202,1,PRIMITIVE,1,1,109453155.5685569714799578195881,109453155.56855696234362917921700479257989004968446,109453155.56855696234362917921700479257989004968446,0.000095584144293763990401602738073600361972546381426609,9.5584144293764e-05,1.0041829984298565463904364482449488318441110040495e-16,0.000095584145167052153456729730250836316146641588964416,0.000095584145167052153456729730250836316146641588964416,1.0000000091363287238435969949174638584309523732498,1.0000000091363287238435969949174638584309523732498,9.1363286403710952074201099503155448186082659631317e-9,0,9.1231675892442671879073946036924451487035396895979e-102,9.1231675892442671879073946036924451487035396895979e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D01c51b3215d82ebc-R2,D01c51b3215d82ebc,5.8,8,01010202,2,REPETITION,1,1,109453155.5685569714799578195881,109453155.56855696234362917921700479257989004968446,1.1979993263914731974709835060138176894407691008818e+16,9.1363286403710952074201099503155448186082659631317e-9,,,9.1363286403710959700523117471966312721325336183008e-9,9.1363286403710959700523117471966312721325336183008e-9,1.0000000000000000834725010248651521112343211011172,1.0000000000000000834725010248651521112343211011172,8.3472501024865145143575893755003952754035316529307e-17,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D01c51b3215d82ebc-R3,D01c51b3215d82ebc,5.8,8,01010202,3,REPETITION,1,1,109453155.5685569714799578195881,109453155.56855696234362917921700479257989004968446,1.3112480664255236446398711477512884781731585843626e+24,8.7328815507647933675961626470168925301375179060493e-13,,,8.7328815507647933675961693069935776212526992645937e-13,8.7328815507647933675961693069935776212526992645937e-13,1.0000000000000000000000007626322017968810227947076,1.0000000000000000000000007626322017968810227947076,7.6263220179688102279470702156985045795080271558765e-25,0,1.4879695930283326409288312948544691149226778416294e-101,1.4879695930283326409288312948544691149226778416294e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
De12c0d82649dcc21-R1,De12c0d82649dcc21,5.8,8,01010212,1,PRIMITIVE,1,1,150373694.67705798979643348591489,150373694.67705798314633419728866799656994295720124,150373694.67705798314633419728866799656994295720124,0.000081548140926855113705656899350939114256316429226973,8.15481409268551e-05,1.6806829369224097517496951076177935198292522570758e-16,0.000081548141469158351278497365674142393463566118607235,0.000081548141469158351278497365674142393463566118607235,1.0000000066500993328500428461098405117095474537839,1.0000000066500993328500428461098405117095474537839,6.6500992886262220034300570427987639139404345117001e-9,0,1.0693440212410881173707017135114680940697682409601e-101,1.0693440212410881173707017135114680940697682409601e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
De12c0d82649dcc21-R2,De12c0d82649dcc21,5.8,8,01010212,2,REPETITION,1,1,150373694.67705798979643348591489,150373694.67705798314633419728866799656994295720124,2.2612248050829056414215544151825343909396246011979e+16,6.6500992886262220034300570427987639139404345117001e-9,,,6.6500992886262222975228546132907777463486018843806e-9,6.6500992886262222975228546132907777463486018843806e-9,1.0000000000000000442238205485869858984187697074353,1.0000000000000000442238205485869858984187697074353,4.4223820548586983942672465793810845237427100029619e-17,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
De12c0d82649dcc21-R3,De12c0d82649dcc21,5.8,8,01010212,3,REPETITION,1,1,150373694.67705798979643348591489,150373694.67705798314633419728866799656994295720124,3.4002872843572680352389330673423801545759803532266e+24,5.4230323396647009192035982607425724257372441586757e-13,,,5.42303233966470091920359985561732451297974965787e-13,5.42303233966470091920359985561732451297974965787e-13,1.0000000000000000000000002940927975704920008265011,1.0000000000000000000000002940927975704920008265011,2.9409279757049200082650106298332357300731733257875e-25,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D5bd24504afd0925b-R1,D5bd24504afd0925b,5.8,8,01012012,1,PRIMITIVE,1,1,201328642.90386152741252374823276,201328642.90386152244552061556117029885957948593531,201328642.90386152244552061556117029885957948593531,0.000070476968810183583981244629886534156760854858289,7.04769688101836e-05,2.272906403403494402027852619913175916859073084213e-16,0.000070476969160242910581370183280605967610953684895944,0.000070476969160242910581370183280605967610953684895944,1.0000000049670031573427099436513377675517467084077,1.0000000049670031573427099436513377675517467084077,4.9670031326715897011404205140646928386867798345043e-9,0,1.2373264424168714785618303290278822995130211592243e-101,1.2373264424168714785618303290278822995130211592243e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D5bd24504afd0925b-R2,D5bd24504afd0925b,5.8,8,01012012,2,REPETITION,1,1,201328642.90386152741252374823276,201328642.90386152244552061556117029885957948593531,4.053322245351059055698402078540333592574773293566e+16,4.9670031326715897011404205140646928386867798345043e-9,,,4.9670031326715898236819514364697206774588477441758e-9,4.9670031326715898236819514364697206774588477441758e-9,1.0000000000000000246711201199693863310820260309489,1.0000000000000000246711201199693863310820260309489,2.4671120119969385722417858056990638103880077047106e-17,0,1.0715615951599803696539576297341111044966536478221e-101,1.0715615951599803696539576297341111044966536478221e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D5bd24504afd0925b-R3,D5bd24504afd0925b,5.8,8,01012012,3,REPETITION,1,1,201328642.90386152741252374823276,201328642.90386152244552061556117029885957948593531,8.1604986690856154859086593625453195729139677546332e+24,3.5005932486137978155034103701571573432087715199718e-13,,,3.5005932486137978155034107991252131649787372991228e-13,3.5005932486137978155034107991252131649787372991228e-13,1.0000000000000000000000001225415309224050248155353,1.0000000000000000000000001225415309224050248155353,1.2254153092240502481553523883807409984775519242903e-25,0,9.2800428985870682908249817314887375065054421891173e-102,9.2800428985870682908249817314887375065054421891173e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dfc7b8ba84e051bf0-R1,Dfc7b8ba84e051bf0,5.8,8,01012021,1,PRIMITIVE,1,1,150373694.67705798979643348591489,150373694.67705798314633419728866799656994295720124,150373694.67705798314633419728866799656994295720124,0.000081548140926855113705656899350939114256316429226973,8.15481409268551e-05,1.6806829369224097517496951076177935198292522570758e-16,0.000081548141469158351278497365674142393463566118607235,0.000081548141469158351278497365674142393463566118607235,1.0000000066500993328500428461098405117095474537839,1.0000000066500993328500428461098405117095474537839,6.6500992886262220034300570427987639139404345117001e-9,0,1.0693440212410881173707017135114680940697682409601e-101,1.0693440212410881173707017135114680940697682409601e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dfc7b8ba84e051bf0-R2,Dfc7b8ba84e051bf0,5.8,8,01012021,2,REPETITION,1,1,150373694.67705798979643348591489,150373694.67705798314633419728866799656994295720124,2.2612248050829056414215544151825343909396246011979e+16,6.6500992886262220034300570427987639139404345117001e-9,,,6.6500992886262222975228546132907777463486018843806e-9,6.6500992886262222975228546132907777463486018843806e-9,1.0000000000000000442238205485869858984187697074353,1.0000000000000000442238205485869858984187697074353,4.4223820548586983942672465793810845237427100029619e-17,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dfc7b8ba84e051bf0-R3,Dfc7b8ba84e051bf0,5.8,8,01012021,3,REPETITION,1,1,150373694.67705798979643348591489,150373694.67705798314633419728866799656994295720124,3.4002872843572680352389330673423801545759803532266e+24,5.4230323396647009192035982607425724257372441586757e-13,,,5.42303233966470091920359985561732451297974965787e-13,5.42303233966470091920359985561732451297974965787e-13,1.0000000000000000000000002940927975704920008265011,1.0000000000000000000000002940927975704920008265011,2.9409279757049200082650106298332357300731733257875e-25,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D05aba07c64cf706f-R1,D05aba07c64cf706f,5.8,8,01012102,1,PRIMITIVE,1,1,162153248.58868778329954803611264,162153248.58868777713254238742184625710572248784946,162153248.58868777713254238742184625710572248784946,0.000078530284914106823472731824023089197009885480521448,7.85302849141069e-05,9.7449370341237391306499764099623096187615471783122e-16,0.000078530285398403537117986597393809194012134533354987,0.000078530285398403537117986597393809194012134533354987,1.0000000061670056867227526484217406458558725684628,1.0000000061670056867227526484217406458558725684628,6.1670056486907937428942775121505351979941816785035e-9,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D05aba07c64cf706f-R2,D05aba07c64cf706f,5.8,8,01012102,2,REPETITION,1,1,162153248.58868778329954803611264,162153248.58868777713254238742184625710572248784946,2.6293676027864774586437048181507329329518314709022e+16,6.1670056486907937428942775121505351979941816785035e-9,,,6.1670056486907939774375814668846576531703264149989e-9,6.1670056486907939774375814668846576531703264149989e-9,1.0000000000000000380319586709841591789712149152925,1.0000000000000000380319586709841591789712149152925,3.8031958670984157732541334563845363567315402987127e-17,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D05aba07c64cf706f-R3,D05aba07c64cf706f,5.8,8,01012102,3,REPETITION,1,1,162153248.58868778329954803611264,162153248.58868777713254238742184625710572248784946,4.263604985256777397465554912889391785809019114777e+24,4.8429671065859420467804600173565516783264613566156e-13,,,4.8429671065859420467804611532420578010922697607478e-13,4.8429671065859420467804611532420578010922697607478e-13,1.000000000000000000000000234543303954734113535035,1.000000000000000000000000234543303954734113535035,2.3454330395473411353503490217397212498839595601438e-25,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D315b2361797ea8c5-R1,D315b2361797ea8c5,5.8,8,01012121,1,PRIMITIVE,1,1,109453155.5685569714799578195881,109453155.56855696234362917921700479257989004968446,109453155.56855696234362917921700479257989004968446,0.000095584144293763990401602738073600361972546381426609,9.5584144293764e-05,1.0041829984298565463904364482449488318441110040495e-16,0.000095584145167052153456729730250836316146641588964416,0.000095584145167052153456729730250836316146641588964416,1.0000000091363287238435969949174638584309523732498,1.0000000091363287238435969949174638584309523732498,9.1363286403710952074201099503155448186082659631317e-9,0,9.1231675892442671879073946036924451487035396895979e-102,9.1231675892442671879073946036924451487035396895979e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D315b2361797ea8c5-R2,D315b2361797ea8c5,5.8,8,01012121,2,REPETITION,1,1,109453155.5685569714799578195881,109453155.56855696234362917921700479257989004968446,1.1979993263914731974709835060138176894407691008818e+16,9.1363286403710952074201099503155448186082659631317e-9,,,9.1363286403710959700523117471966312721325336183008e-9,9.1363286403710959700523117471966312721325336183008e-9,1.0000000000000000834725010248651521112343211011172,1.0000000000000000834725010248651521112343211011172,8.3472501024865145143575893755003952754035316529307e-17,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D315b2361797ea8c5-R3,D315b2361797ea8c5,5.8,8,01012121,3,REPETITION,1,1,109453155.5685569714799578195881,109453155.56855696234362917921700479257989004968446,1.3112480664255236446398711477512884781731585843626e+24,8.7328815507647933675961626470168925301375179060493e-13,,,8.7328815507647933675961693069935776212526992645937e-13,8.7328815507647933675961693069935776212526992645937e-13,1.0000000000000000000000007626322017968810227947076,1.0000000000000000000000007626322017968810227947076,7.6263220179688102279470702156985045795080271558765e-25,0,1.4879695930283326409288312948544691149226778416294e-101,1.4879695930283326409288312948544691149226778416294e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
