row_id,d_over_a_exact,cyclic_word,topological_word_length,actual_flight_length_over_a,mean_flight_length_over_a,period_two_scalar_clock_over_a,difference_from_period_two_scalar_clock,agrees_with_period_two_scalar_clock_at_frozen_tolerance,exact_symmetric_witness_family,symbolic_owner_status,physical_owner_status,route_credit_transfer_allowed
D006ad7723af98e58,29/5,010212021202,12,47.4621042774931,3.955175356457758333333333333,3.8,0.155175356457758333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D007285a21bfec054,29/5,010121201021,12,47.3628123312763,3.946901027606358333333333333,3.8,0.146901027606358333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D00d3a728ba917d8c,29/5,02021020212,11,43.2988061676431,3.936255106149372727272727273,3.8,0.136255106149372727272727273,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D01188df806807286,29/5,010201202,9,35.6930248028361,3.965891644759566666666666667,3.8,0.165891644759566666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D012c2c651e485246,29/5,021021212121,12,47.260033030506,3.9383360858755,3.8,0.1383360858755,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D019ff5f1aed3a31e,29/5,010101202021,12,46.7756070632722,3.897967255272683333333333333,3.8,0.097967255272683333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D01c085347a09df2f,29/5,012021210212,12,47.8932420760943,3.991103506341191666666666667,3.8,0.191103506341191666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D01c51b3215d82ebc,29/5,01010202,8,31.0495189533059,3.8811898691632375,3.8,0.0811898691632375,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D01d93e9eae82912a,29/5,02020202021,11,42.6562211718941,3.877838288354009090909090909,3.8,0.077838288354009090909090909,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D01e221231b740495,29/5,010120202012,12,47.3113924712769,3.942616039273075,3.8,0.142616039273075,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D02488d77ed55af34,29/5,021021212,9,35.6430041301564,3.9603337922396,3.8,0.1603337922396,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D024b280c6533a422,29/5,0120202102,10,39.7069450109667,3.97069450109667,3.8,0.17069450109667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D029ccfee7d071c38,29/5,0101021212,10,39.1755485413769,3.91755485413769,3.8,0.11755485413769,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0372c56bd39234bf,29/5,020212102121,12,47.3670844239454,3.947257035328783333333333333,3.8,0.147257035328783333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0376c0d739ead15c,29/5,01210201212,11,43.8205766799221,3.983688789083827272727272727,3.8,0.183688789083827272727272727,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D03a1ce0623718907,29/5,010102021012,12,47.3628123312763,3.946901027606358333333333333,3.8,0.146901027606358333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0416e6babd708125,29/5,010121012102,12,47.4621042774931,3.955175356457758333333333333,3.8,0.155175356457758333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D04330b8e117c3c0d,29/5,012102102021,12,47.8924859004807,3.991040491706725,3.8,0.191040491706725,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D04947c26be349403,29/5,0120201212,10,39.7108324181715,3.97108324181715,3.8,0.17108324181715,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D04df36db9e11bd07,29/5,01210212102,11,43.8205766799221,3.983688789083827272727272727,3.8,0.183688789083827272727272727,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D059b2c5c517d696d,29/5,010201021021,12,47.8968410187925,3.991403418232708333333333333,3.8,0.191403418232708333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D05aba07c64cf706f,29/5,01012102,8,31.6251303316523,3.9531412914565375,3.8,0.1531412914565375,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D05dc5738fe4af695,29/5,010201212121,12,46.8309779113372,3.902581492611433333333333333,3.8,0.102581492611433333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D075e0dab87f82006,29/5,010120212,9,35.688283362054,3.965364818006,3.8,0.165364818006,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D078845da23d55f97,29/5,01021201202,11,43.8249394019252,3.984085400175018181818181818,3.8,0.184085400175018181818181818,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D07a913bad0134559,29/5,01021210202,11,43.2940217858442,3.935820162349472727272727273,3.8,0.135820162349472727272727273,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D085ba3d48d672e35,29/5,01202102,8,32.1015687336148,4.01269609170185,3.8,0.21269609170185,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
