row_id,d_over_a_exact,cyclic_word,topological_word_length,actual_flight_length_over_a,mean_flight_length_over_a,period_two_scalar_clock_over_a,difference_from_period_two_scalar_clock,agrees_with_period_two_scalar_clock_at_frozen_tolerance,exact_symmetric_witness_family,symbolic_owner_status,physical_owner_status,route_credit_transfer_allowed
D08f46c13aab49be4,29/5,010202012012,12,47.846854507334,3.987237875611166666666666667,3.8,0.187237875611166666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D093291b8a246b490,29/5,012121021021,12,47.846854507334,3.987237875611166666666666667,3.8,0.187237875611166666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D09e877d06e83c664,29/5,010121210212,12,47.3628123312763,3.946901027606358333333333333,3.8,0.146901027606358333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0af314d3ef73f293,29/5,010102010202,12,46.8864432274873,3.907203602290608333333333333,3.8,0.107203602290608333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0b727295d1bb2f16,29/5,01020201212,11,43.2940217858443,3.935820162349481818181818182,3.8,0.135820162349481818181818182,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0b95b8c652826f3e,29/5,01020202102,11,43.2936322601812,3.935784750925563636363636364,3.8,0.135784750925563636363636364,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0ba4fdb8a1a9f945,29/5,012021210121,12,47.4621042774931,3.955175356457758333333333333,3.8,0.155175356457758333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0c090786bf612ead,29/5,0101212121,10,38.6495889026228,3.86495889026228,3.8,0.06495889026228,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0c2f855a2a5fa377,29/5,02021210212,11,43.2992945798215,3.9362995072565,3.8,0.1362995072565,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0c62e8bbff3368be,29/5,01021210212,11,43.8205766799221,3.983688789083827272727272727,3.8,0.183688789083827272727272727,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0c694c14e4fcc8ef,29/5,01010102121,11,42.7120490498303,3.882913549984572727272727273,3.8,0.082913549984572727272727273,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0cc6818e0ecb1b53,29/5,01020121021,11,43.8249394019252,3.984085400175018181818181818,3.8,0.184085400175018181818181818,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0d22a9e6af5feadc,29/5,012012102021,12,47.8884588045225,3.990704900376875,3.8,0.190704900376875,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0d78643e205696f8,29/5,0102102012,10,40.2374046171681,4.02374046171681,3.8,0.22374046171681,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0d9da9fdfb9fdf8f,29/5,0120121202,10,39.7156764819898,3.97156764819898,3.8,0.17156764819898,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0db62ce30b2792d1,29/5,0101020102,10,39.2801726015448,3.92801726015448,3.8,0.12801726015448,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0dedbd48b6cc8140,29/5,01010210121,11,43.2936322601812,3.935784750925563636363636364,3.8,0.135784750925563636363636364,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0f4192e649dfa6a8,29/5,020212121212,12,46.2495896785145,3.854132473209541666666666667,3.8,0.054132473209541666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D0f58fe40cf2dab5c,29/5,01020120121,11,43.8292966176338,3.984481510693981818181818182,3.8,0.184481510693981818181818182,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D10cd56e70bd208d8,29/5,01020212102,11,43.3488491439244,3.940804467629490909090909091,3.8,0.140804467629490909090909091,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D10df856cface6149,29/5,0121021021,10,40.2410730195811,4.02410730195811,3.8,0.22410730195811,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D10e89a453e8f5913,29/5,01010101202,11,42.7120490498303,3.882913549984572727272727273,3.8,0.082913549984572727272727273,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D10f7677b6d8280d6,29/5,010212121202,12,46.8309779113372,3.902581492611433333333333333,3.8,0.102581492611433333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D117474a28b4c2135,29/5,01020120202,11,43.2936322601812,3.935784750925563636363636364,3.8,0.135784750925563636363636364,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1217117cb14008df,29/5,010120121012,12,47.892868936343,3.991072411361916666666666667,3.8,0.191072411361916666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D127aeb6495bbe40f,29/5,010202020121,12,46.8309779113372,3.902581492611433333333333333,3.8,0.102581492611433333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D12912a2accf28664,29/5,010120202121,12,46.8366926347983,3.903057719566525,3.8,0.103057719566525,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D12a3ecfbf5d03068,29/5,02102102121,11,44.2633100616645,4.023937278333136363636363636,3.8,0.223937278333136363636363636,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D133679b62e39ad4d,29/5,02,2,7.6,3.8,3.8,0,true,TWO_DISK_BOUNCE,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D139261d4aa98fba8,29/5,0121202121,10,39.285207165722,3.9285207165722,3.8,0.1285207165722,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D13a5dafc9eff0af6,29/5,010210121012,12,47.9385774127478,3.994881451062316666666666667,3.8,0.194881451062316666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D143a005a22a936eb,29/5,01202101212,11,43.8249394019252,3.984085400175018181818181818,3.8,0.184085400175018181818181818,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D14febe97a43d4cdc,29/5,010101212021,12,46.8309779113372,3.902581492611433333333333333,3.8,0.102581492611433333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1517e78ab596d668,29/5,012021021212,12,47.8427738538281,3.986897821152341666666666667,3.8,0.186897821152341666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1544f0f61488e234,29/5,01021212102,11,43.2888400961547,3.935349099650427272727272727,3.8,0.135349099650427272727272727,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D15d902e634bae668,29/5,010210201212,12,47.8884588045225,3.990704900376875,3.8,0.190704900376875,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1628032d80a4265f,29/5,010101201021,12,47.3070044994197,3.942250374951641666666666667,3.8,0.142250374951641666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D165b59587d927b27,29/5,01012021202,11,43.3488491439244,3.940804467629490909090909091,3.8,0.140804467629490909090909091,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D16a3b65366b4745b,29/5,01020102121,11,43.3488491439244,3.940804467629490909090909091,3.8,0.140804467629490909090909091,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D16d0bd2efbd48832,29/5,02020202121,11,42.7120490498303,3.882913549984572727272727273,3.8,0.082913549984572727272727273,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D171fd984c00bd65c,29/5,0212021212,10,39.2801726015448,3.92801726015448,3.8,0.12801726015448,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D172a050e3c78cf82,29/5,0120121021,10,40.237404617168,4.0237404617168,3.8,0.2237404617168,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D172b651aabdf47c4,29/5,0101202102,10,39.7569855242042,3.97569855242042,3.8,0.17569855242042,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D177eac1ff4d9db7e,29/5,010101012102,12,46.825791587662,3.902149298971833333333333333,3.8,0.102149298971833333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D178650c4c85deabe,29/5,010212121012,12,47.3575888640453,3.946465738670441666666666667,3.8,0.146465738670441666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D17b57d196247ebac,29/5,02021212,8,31.0495189533059,3.8811898691632375,3.8,0.0811898691632375,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D17bd8e9246d6d52c,29/5,01012120212,11,43.3488491439244,3.940804467629490909090909091,3.8,0.140804467629490909090909091,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D18ab4ebbe60dfaeb,29/5,01020201202,11,43.2988061676431,3.936255106149372727272727273,3.8,0.136255106149372727272727273,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1900d19d28117d83,29/5,010101210202,12,46.8315731091223,3.902631092426858333333333333,3.8,0.102631092426858333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D198d82c6cde1a004,29/5,012101210212,12,47.9385774127477,3.994881451062308333333333333,3.8,0.194881451062308333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D19f8a549dba1dc4b,29/5,010212102021,12,47.3618141129585,3.946817842746541666666666667,3.8,0.146817842746541666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1a1f425d9e391cd2,29/5,01012102102,11,43.8292966176338,3.984481510693981818181818182,3.8,0.184481510693981818181818182,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1a8ce08a2604617c,29/5,01212121212,11,42.6562211718941,3.877838288354009090909090909,3.8,0.077838288354009090909090909,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1b7ac09f19cac52e,29/5,010120212012,12,47.8924859004807,3.991040491706725,3.8,0.191040491706725,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1c4f984bf65c36d6,29/5,010102120202,12,46.8315731091223,3.902631092426858333333333333,3.8,0.102631092426858333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1c712bf9f1a63bcd,29/5,010101212,9,35.1120423159042,3.901338035100466666666666667,3.8,0.101338035100466666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1d1ad191cee6045b,29/5,010120121021,12,47.8427738538281,3.986897821152341666666666667,3.8,0.186897821152341666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1d26621402b6df7d,29/5,0121210202,10,39.1755485413769,3.91755485413769,3.8,0.11755485413769,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1d536c5106b7aa41,29/5,01202102102,11,44.3053875820549,4.027762507459536363636363636,3.8,0.227762507459536363636363636,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1d5459a9b9b45515,29/5,01201210121,11,43.874200390255,3.988563671841363636363636364,3.8,0.188563671841363636363636364,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1d73b7b49a1cec4d,29/5,010201021202,12,47.4621042774931,3.955175356457758333333333333,3.8,0.155175356457758333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1eb633d81ec176f9,29/5,02021202121,11,43.348368161107,3.940760741918818181818181818,3.8,0.140760741918818181818181818,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1f6919620539f1b6,29/5,01021210121,11,43.348368161107,3.940760741918818181818181818,3.8,0.140760741918818181818181818,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1fb29e497c3e6a9c,29/5,0102020121,10,39.2309139283427,3.92309139283427,3.8,0.12309139283427,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D1ff474317557bec1,29/5,01010210212,11,43.7744692666241,3.979497206056736363636363636,3.8,0.179497206056736363636363636,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D201d6277886bd809,29/5,01021012102,11,43.8703124607478,3.988210223704345454545454545,3.8,0.188210223704345454545454545,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D2091e04fba7a04a2,29/5,01012012121,11,43.2488314246222,3.931711947692927272727272727,3.8,0.131711947692927272727272727,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D2167567f822bff64,29/5,012012120212,12,47.8968410187925,3.991403418232708333333333333,3.8,0.191403418232708333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D21a9c64978845edb,29/5,010202021202,12,46.8858602073372,3.9071550172781,3.8,0.1071550172781,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D221e24ab9c8bec82,29/5,010201202012,12,47.892868936343,3.991072411361916666666666667,3.8,0.191072411361916666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D226e73126490add9,29/5,012021020121,12,47.9342741874807,3.994522848956725,3.8,0.194522848956725,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D22a7d6f6d8a1122c,29/5,021021210212,12,47.892868936343,3.991072411361916666666666667,3.8,0.191072411361916666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D22b0a94e4aeb895b,29/5,012021021,9,36.1691360124499,4.018792890272211111111111111,3.8,0.218792890272211111111111111,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D22c610a49c2b4dc3,29/5,012012101212,12,47.8968410187925,3.991403418232708333333333333,3.8,0.191403418232708333333333333,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D22ced306cdd89367,29/5,012121202121,12,46.8858602073372,3.9071550172781,3.8,0.1071550172781,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D22dcb8f9b2d3ac79,29/5,010201021212,12,47.4072755874959,3.950606298957991666666666667,3.8,0.150606298957991666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D2339e03de7142d6f,29/5,01210210212,11,44.305387582055,4.027762507459545454545454545,3.8,0.227762507459545454545454545,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D233dd0d7846c95cb,29/5,01020202121,11,42.7731399114996,3.888467264681781818181818182,3.8,0.088467264681781818181818182,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D234dda3eea4d8aaf,29/5,010120102021,12,47.3623182341186,3.946859852843216666666666667,3.8,0.146859852843216666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D2381968747d08273,29/5,012012121021,12,47.8427738538281,3.986897821152341666666666667,3.8,0.186897821152341666666666667,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
D23bf14236c68e3e7,29/5,0120120202,10,39.6600267728172,3.96600267728172,3.8,0.16600267728172,false,,PROVED_PRIMITIVE_ORIENTED_CYCLIC_WORD,NUMERICALLY_CERTIFIED_AT_FROZEN_CUTOFF,false
