control_id,row_id_d6,cyclic_word,topological_word_length,half_density_d5_8,half_density_d6_0,half_density_d6_2,neighbor_relative_span,period_d6_fixed,shuffled_period,shuffled_from_row_id,random_phase,random_stability_half_density,rank_integer_label,guaranteed_composite_label,deterministic_random_integer_label,prime_or_zero_tables_used,evidence_status
C19be0b5083a5a2c4,D19be0b5083a5a2c4,01,2,0.105322162277799,0.101020514433644,0.0970596711307705,0.0817902303641086,8,8,D545ec297e2339e27,-2.08771658972888,2.90145698418081e-06,2,6,8852,false,NUMERICAL_OBSERVATION
C5119bccbd788e0f0,D5119bccbd788e0f0,02,2,0.105322162277799,0.101020514433644,0.0970596711307705,0.0817902303641086,8,8,D5119bccbd788e0f0,-2.03355660020735,0.00601105976716456,3,12,2988,false,NUMERICAL_OBSERVATION
C545ec297e2339e27,D545ec297e2339e27,12,2,0.105322162277799,0.101020514433644,0.0970596711307705,0.0817902303641086,8,8,D19be0b5083a5a2c4,-0.518249340869096,0.012471195493606,4,20,11849,false,NUMERICAL_OBSERVATION
C3c38af44c80f5b1d,D3c38af44c80f5b1d,012,3,0.0263046192466854,0.0247602353854288,0.0233620393001265,0.118842971431951,12.8038475772934,12.8038475772934,D3c38af44c80f5b1d,-1.98675752817938,0.0604115618972526,5,30,14332,false,NUMERICAL_OBSERVATION
Cf1ac67c62b4e97ec,Df1ac67c62b4e97ec,021,3,0.0263046192466854,0.0247602353854288,0.0233620393001265,0.118842971431951,12.8038475772934,12.8038475772934,Df1ac67c62b4e97ec,-2.89052213170825,3.29591955758547e-06,6,42,14860,false,NUMERICAL_OBSERVATION
C4adfe95a2026d682,D4adfe95a2026d682,0102,4,0.00872243405514455,0.00805835525699839,0.00746760083997585,0.155718279369593,16.6330589703366,16.6330589703366,D4adfe95a2026d682,2.12299358565562,0.0188278811020784,7,56,2063,false,NUMERICAL_OBSERVATION
Caf08938dce71eeef,Daf08938dce71eeef,0121,4,0.00872243405514455,0.00805835525699839,0.00746760083997586,0.155718279369591,16.6330589703366,16.6330589703366,D57bb91745b7cbc55,-0.117165587960239,2.35666415405265e-06,8,72,214,false,NUMERICAL_OBSERVATION
C57bb91745b7cbc55,D57bb91745b7cbc55,0212,4,0.00872243405514455,0.00805835525699839,0.00746760083997585,0.155718279369593,16.6330589703366,16.6330589703366,Daf08938dce71eeef,1.69746711529162,0.0105453311463205,9,90,4584,false,NUMERICAL_OBSERVATION
C11bf52b256ad20f2,D11bf52b256ad20f2,01012,5,0.00267908426296837,0.00242243174988129,0.00219903924573249,0.198166580858018,20.8535715172271,20.8535715172271,D178f385d1b41f076,1.31824105022986,1.0191367369357e-06,10,110,13853,false,NUMERICAL_OBSERVATION
C94be5c96f3addaf6,D94be5c96f3addaf6,01021,5,0.00267908426296837,0.00242243174988129,0.00219903924573249,0.198166580858018,20.8535715172271,20.8535715172271,D7a6fed475fa02b45,1.46709269598193,6.96380260439338e-07,11,132,2306,false,NUMERICAL_OBSERVATION
Cbdbce6d76c21fe81,Dbdbce6d76c21fe81,01202,5,0.00267908426296837,0.00242243174988129,0.00219903924573249,0.198166580858018,20.8535715172271,20.8535715172271,D8c361acfb01d1bc7,-0.262357409989256,2.76505880807526e-05,12,156,5259,false,NUMERICAL_OBSERVATION
C8c361acfb01d1bc7,D8c361acfb01d1bc7,01212,5,0.00267908426296837,0.00242243174988129,0.00219903924573249,0.198166580858018,20.8535715172271,20.8535715172271,D94be5c96f3addaf6,2.35623093741022,0.0088331120283659,13,182,448,false,NUMERICAL_OBSERVATION
C178f385d1b41f076,D178f385d1b41f076,02021,5,0.00267908426296837,0.00242243174988129,0.00219903924573249,0.198166580858018,20.8535715172271,20.8535715172271,Dbdbce6d76c21fe81,-1.19854996428221,0.0024195909251313,14,210,12749,false,NUMERICAL_OBSERVATION
C7a6fed475fa02b45,D7a6fed475fa02b45,02121,5,0.00267908426296837,0.00242243174988129,0.00219903924573249,0.198166580858018,20.8535715172271,20.8535715172271,D11bf52b256ad20f2,-2.61661847380993,0.00193834466039603,15,240,3780,false,NUMERICAL_OBSERVATION
C59b0b09e64d54407,D59b0b09e64d54407,010102,6,0.000913170005805189,0.000809617754009106,0.000721182046782426,0.237134077250736,24.6387602503238,24.6387602503238,D2ff6b6205ac50d0f,-1.27105183535952,0.054613676427314,16,272,9287,false,NUMERICAL_OBSERVATION
C0cd4406a71f7b0ef,D0cd4406a71f7b0ef,010121,6,0.000913170005805189,0.000809617754009106,0.000721182046782426,0.237134077250736,24.6387602503238,25.161615482065,D0f700af0f87d4e8c,2.90883083555523,7.36898651583095e-07,17,306,9301,false,NUMERICAL_OBSERVATION
C7e27b61d13b2f9fa,D7e27b61d13b2f9fa,010202,6,0.000913170005805189,0.000809617754009106,0.000721182046782427,0.237134077250735,24.6387602503238,24.6387602503238,D6f35a45533dd1b6e,2.23343183903928,0.0522617692635129,18,342,13511,false,NUMERICAL_OBSERVATION
C0f700af0f87d4e8c,D0f700af0f87d4e8c,010212,6,0.000777951409785556,0.000689871613706341,0.000614651604591931,0.236710428359699,25.161615482065,24.6387602503238,D7e27b61d13b2f9fa,2.70166190955462,0.000633409659728734,19,380,3789,false,NUMERICAL_OBSERVATION
C38e5685c7751ea8e,D38e5685c7751ea8e,012021,6,0.000777951409785556,0.000689871613706341,0.000614651604591931,0.236710428359699,25.161615482065,24.6387602503238,D0cd4406a71f7b0ef,2.02753084006384,4.56775963587139e-07,20,420,378,false,NUMERICAL_OBSERVATION
C7ccadd3fdae3d85f,D7ccadd3fdae3d85f,012102,6,0.000777951409785556,0.000689871613706341,0.000614651604591931,0.236710428359699,25.161615482065,25.161615482065,D38e5685c7751ea8e,0.524662518280224,0.000713920084642108,21,462,6534,false,NUMERICAL_OBSERVATION
C393af2c17054fd77,D393af2c17054fd77,012121,6,0.000913170005805189,0.000809617754009106,0.000721182046782427,0.237134077250735,24.6387602503238,25.161615482065,D7ccadd3fdae3d85f,-0.511110752765981,0.0251035146751255,22,506,9520,false,NUMERICAL_OBSERVATION
C2ff6b6205ac50d0f,D2ff6b6205ac50d0f,020212,6,0.000913170005805189,0.000809617754009106,0.000721182046782427,0.237134077250735,24.6387602503238,24.6387602503238,D393af2c17054fd77,0.700516788214093,2.43839848869986e-05,23,552,1598,false,NUMERICAL_OBSERVATION
C6f35a45533dd1b6e,D6f35a45533dd1b6e,021212,6,0.000913170005805189,0.000809617754009106,0.000721182046782426,0.237134077250736,24.6387602503238,24.6387602503238,D59b0b09e64d54407,-0.674577044051949,0.000165909573040252,24,600,12274,false,NUMERICAL_OBSERVATION
C2fce952e1a23b294,D2fce952e1a23b294,0101012,7,0.000281982301369298,0.000244574233408067,0.00021332906947645,0.280705088742122,28.8540709084604,28.8540709084604,D1e2d6a555c384e61,-2.9802527787913,0.00178973351109359,25,650,14251,false,NUMERICAL_OBSERVATION
C5759c48aed86fc47,D5759c48aed86fc47,0101021,7,0.000281982301369298,0.000244574233408067,0.00021332906947645,0.280705088742122,28.8540709084604,29.4335511284851,D39c9a3feab13ed31,0.698019017639762,3.53179277170014e-05,26,702,9211,false,NUMERICAL_OBSERVATION
C987ea27f14faedc5,D987ea27f14faedc5,0101202,7,0.000271749476797184,0.000236105871437947,0.000206267300025574,0.27734243275191,28.9069934276658,28.9069934276658,Da07578f1f3ae250d,0.263225557639696,1.9652582591191e-05,27,756,6527,false,NUMERICAL_OBSERVATION
C2b9bb982d92bf335,D2b9bb982d92bf335,0101212,7,0.000271749476797184,0.000236105871437947,0.000206267300025574,0.27734243275191,28.9069934276658,29.4335511284851,D30fd991dbfccfe95,-1.62326548761945,4.14308103852474e-06,28,812,3769,false,NUMERICAL_OBSERVATION
Ce5771e1b576c8b95,De5771e1b576c8b95,0102012,7,0.000230281160767435,0.000200206297758764,0.000175011943565936,0.276061331837298,29.4335511284851,28.9069934276658,Dc887930f4f055b00,-2.51859347155434,0.026472611209724,29,870,1515,false,NUMERICAL_OBSERVATION
Cc887930f4f055b00,Dc887930f4f055b00,0102021,7,0.000271749476797184,0.000236105871437947,0.000206267300025574,0.27734243275191,28.9069934276658,29.4335511284851,D42062f618f00e44a,1.58884983862293,0.000595870420535695,30,930,3928,false,NUMERICAL_OBSERVATION
Cb723ec45c2377c48,Db723ec45c2377c48,0102102,7,0.000230281160767435,0.000200206297758764,0.000175011943565936,0.276061331837298,29.4335511284851,28.9069934276658,D987ea27f14faedc5,2.00450239825157,0.00035624515134857,31,992,9098,false,NUMERICAL_OBSERVATION
C61c008477721935f,D61c008477721935f,0102121,7,0.000271749476797184,0.000236105871437947,0.000206267300025574,0.27734243275191,28.9069934276658,28.9069934276658,D742bb61df0e09b6e,1.76229200479815,1.92564083102713e-05,32,1056,5706,false,NUMERICAL_OBSERVATION
C42062f618f00e44a,D42062f618f00e44a,0120121,7,0.000230281160767435,0.000200206297758764,0.000175011943565936,0.276061331837298,29.4335511284851,28.9069934276658,D2b9bb982d92bf335,0.165344115027878,0.000439629846669513,33,1122,9395,false,NUMERICAL_OBSERVATION
Cc657560089e94869,Dc657560089e94869,0120202,7,0.000281982301369298,0.000244574233408067,0.00021332906947645,0.280705088742122,28.8540709084604,28.8540709084604,D5759c48aed86fc47,0.359392131479392,3.86844382412654e-05,34,1190,4661,false,NUMERICAL_OBSERVATION
C39c9a3feab13ed31,D39c9a3feab13ed31,0120212,7,0.000230281160767435,0.000200206297758764,0.000175011943565936,0.276061331837298,29.4335511284851,29.4335511284851,D7cc9ce47e8c14752,0.778513694371651,1.72565496520994e-06,35,1260,4292,false,NUMERICAL_OBSERVATION
C30fd991dbfccfe95,D30fd991dbfccfe95,0121021,7,0.000230281160767435,0.000200206297758764,0.000175011943565936,0.276061331837298,29.4335511284851,28.8540709084604,Dc657560089e94869,2.39861295249477,0.00924375595579638,36,1332,14820,false,NUMERICAL_OBSERVATION
C742bb61df0e09b6e,D742bb61df0e09b6e,0121202,7,0.000271749476797184,0.000236105871437947,0.000206267300025574,0.27734243275191,28.9069934276658,29.4335511284851,Db723ec45c2377c48,-2.32887053276577,1.32269280769192e-05,37,1406,4757,false,NUMERICAL_OBSERVATION
C1e2d6a555c384e61,D1e2d6a555c384e61,0121212,7,0.000281982301369298,0.000244574233408067,0.00021332906947645,0.280705088742122,28.8540709084604,28.9069934276658,D61c008477721935f,1.74314711820235,5.73826150138142e-07,38,1482,12269,false,NUMERICAL_OBSERVATION
Caa1d2acd854450fb,Daa1d2acd854450fb,0202021,7,0.000281982301369298,0.000244574233408067,0.00021332906947645,0.280705088742122,28.8540709084604,28.8540709084604,Daa1d2acd854450fb,-1.7342357493111,0.000558563886877585,39,1560,8658,false,NUMERICAL_OBSERVATION
