control_id,row_id_d6,cyclic_word,topological_word_length,half_density_d5_8,half_density_d6_0,half_density_d6_2,neighbor_relative_span,period_d6_fixed,shuffled_period,shuffled_from_row_id,random_phase,random_stability_half_density,rank_integer_label,guaranteed_composite_label,deterministic_random_integer_label,prime_or_zero_tables_used,evidence_status
Ca07578f1f3ae250d,Da07578f1f3ae250d,0202121,7,0.000271749476797184,0.000236105871437947,0.000206267300025574,0.27734243275191,28.9069934276658,28.8540709084604,D2fce952e1a23b294,-2.56815979150217,0.0611271152012625,40,1640,3143,false,NUMERICAL_OBSERVATION
C7cc9ce47e8c14752,D7cc9ce47e8c14752,0210212,7,0.000230281160767435,0.000200206297758764,0.000175011943565936,0.276061331837298,29.4335511284851,29.4335511284851,De5771e1b576c8b95,-0.956822713860187,0.0627158591653215,41,1722,2157,false,NUMERICAL_OBSERVATION
Cef85a2783c72b337,Def85a2783c72b337,0212121,7,0.000281982301369298,0.000244574233408067,0.00021332906947645,0.280705088742122,28.8540709084604,28.8540709084604,Def85a2783c72b337,0.593225790173691,0.0038385760306353,42,1806,3145,false,NUMERICAL_OBSERVATION
Cc02de82748c980b3,Dc02de82748c980b3,01010102,8,9.61673477693036e-05,8.1781073161724e-05,6.99926708864156e-05,0.320057879787502,32.6388182753762,32.6388182753762,D1293601b2959b57b,-1.07475278718148,0.00678448775835407,43,1892,2651,false,NUMERICAL_OBSERVATION
Cf8658326f5114829,Df8658326f5114829,01010121,8,9.61673477693036e-05,8.1781073161724e-05,6.99926708864156e-05,0.320057879787502,32.6388182753762,33.1665007393888,D3479f5a2cdfb41cb,0.145724661473661,0.000148678615362015,44,1980,13437,false,NUMERICAL_OBSERVATION
C0a844db7e4ae2afb,D0a844db7e4ae2afb,01010202,8,9.5584144293764e-05,8.13291997951884e-05,6.96388800015363e-05,0.319015364193497,32.6445529487641,33.2190845367502,D1440533312fcbd60,-1.67851690151572,3.07980706628751e-06,45,2070,7337,false,NUMERICAL_OBSERVATION
Cdad93b3450a47ef9,Ddad93b3450a47ef9,01010212,8,8.15481409268551e-05,6.93881420893415e-05,5.94184887813889e-05,0.318925561041437,33.1665007393888,32.6445529487641,D635b93fb7d20a74b,2.37667663271799,0.00529554918694498,46,2162,14427,false,NUMERICAL_OBSERVATION
Cafa6f8f7f3bcb2a9,Dafa6f8f7f3bcb2a9,01012012,8,7.04769688101836e-05,5.99833577460811e-05,5.13765117115593e-05,0.318429274657806,33.6573893777871,33.6573893777871,D608256b7f423efdc,-2.37611422712768,0.0548725037818241,47,2256,11773,false,NUMERICAL_OBSERVATION
Cc432d4a7a961cbe6,Dc432d4a7a961cbe6,01012021,8,8.15481409268551e-05,6.93881420893415e-05,5.94184887813889e-05,0.318925561041437,33.1665007393888,32.6388182753762,Dc02de82748c980b3,0.650997429968832,3.0947682021672e-05,48,2352,11240,false,NUMERICAL_OBSERVATION
C0678a4869fa6408d,D0678a4869fa6408d,01012102,8,7.85302849141069e-05,6.69418207898448e-05,5.74184818158904e-05,0.315375393873648,33.2190845367502,33.6573893777871,Dafa6f8f7f3bcb2a9,-0.999272239186646,3.25309991668022e-05,49,2450,5245,false,NUMERICAL_OBSERVATION
C635b93fb7d20a74b,D635b93fb7d20a74b,01012121,8,9.5584144293764e-05,8.13291997951884e-05,6.96388800015363e-05,0.319015364193497,32.6445529487641,33.2190845367502,D0678a4869fa6408d,0.314000166661742,0.000120251148520932,50,2550,3546,false,NUMERICAL_OBSERVATION
C2b29d82367a587e7,D2b29d82367a587e7,01020121,8,7.85302849141069e-05,6.69418207898448e-05,5.74184818158904e-05,0.315375393873648,33.2190845367502,33.6981437184499,Dfce5810a6a1512f4,-2.75837503211526,0.000529897896048122,51,2652,14410,false,NUMERICAL_OBSERVATION
C40cfb6009460e99a,D40cfb6009460e99a,01020202,8,9.61673477693036e-05,8.17810731617239e-05,6.99926708864156e-05,0.320057879787503,32.6388182753762,32.6388182753762,Df9cf52862cdd9007,2.22706577414705,0.00127114245297189,52,2756,9703,false,NUMERICAL_OBSERVATION
C7de15ec9e038d471,D7de15ec9e038d471,01020212,8,7.85302849141069e-05,6.69418207898448e-05,5.74184818158904e-05,0.315375393873648,33.2190845367502,33.6573893777871,D0aa137f9a7bfa421,2.93056251505431,0.00202314096457605,53,2862,12053,false,NUMERICAL_OBSERVATION
Ccae48ee404c1b4e7,Dcae48ee404c1b4e7,01021012,8,6.87366564006486e-05,5.855137227005e-05,5.01894096728286e-05,0.316768779428031,33.6981437184499,32.6388182753762,Df8658326f5114829,-3.11234369600805,2.21260022833249e-05,54,2970,11986,false,NUMERICAL_OBSERVATION
C7a69b71f058a40cc,D7a69b71f058a40cc,01021021,8,7.04769688101836e-05,5.99833577460811e-05,5.13765117115593e-05,0.318429274657806,33.6573893777871,32.6445529487641,Daf98736ba9285df8,1.41041683662901,0.000909014529976895,55,3080,5516,false,NUMERICAL_OBSERVATION
Cf94d70341e5f8317,Df94d70341e5f8317,01021202,8,7.85302849141069e-05,6.69418207898448e-05,5.74184818158904e-05,0.315375393873648,33.2190845367502,33.1665007393888,D85bf19cad408aa5c,2.36838524289386,0.0101831800181488,56,3192,3252,false,NUMERICAL_OBSERVATION
C85bf19cad408aa5c,D85bf19cad408aa5c,01021212,8,8.15481409268552e-05,6.93881420893415e-05,5.94184887813889e-05,0.318925561041439,33.1665007393888,32.6388182753762,De1cf46608fc45dfa,-2.06302010631902,0.00214120536886653,57,3306,5622,false,NUMERICAL_OBSERVATION
C608256b7f423efdc,D608256b7f423efdc,01201202,8,7.04769688101836e-05,5.99833577460811e-05,5.13765117115594e-05,0.318429274657804,33.6573893777871,33.2190845367502,Dcff461f8610f6843,0.705883121143592,2.16141234132927e-05,58,3422,12220,false,NUMERICAL_OBSERVATION
C15a4d9419804085c,D15a4d9419804085c,01201212,8,7.04769688101836e-05,5.99833577460811e-05,5.13765117115594e-05,0.318429274657804,33.6573893777871,33.6573893777871,D0b6df1190d6207b9,1.56378627379428,2.85036165258483e-06,59,3540,785,false,NUMERICAL_OBSERVATION
C3479f5a2cdfb41cb,D3479f5a2cdfb41cb,01202021,8,8.15481409268552e-05,6.93881420893415e-05,5.94184887813889e-05,0.318925561041439,33.1665007393888,33.2190845367502,D7de15ec9e038d471,1.37002628373549,1.19959008963612e-06,60,3660,2496,false,NUMERICAL_OBSERVATION
C17a9d3945cb81733,D17a9d3945cb81733,01202102,8,6.87366564006486e-05,5.855137227005e-05,5.01894096728286e-05,0.316768779428031,33.6981437184499,33.6981437184499,Dcae48ee404c1b4e7,-1.80100956867356,0.0127424755572796,61,3782,3100,false,NUMERICAL_OBSERVATION
Ccff461f8610f6843,Dcff461f8610f6843,01202121,8,7.85302849141069e-05,6.69418207898448e-05,5.74184818158904e-05,0.315375393873648,33.2190845367502,32.6388182753762,D40cfb6009460e99a,0.145426025721518,0.000461084231538212,62,3906,14573,false,NUMERICAL_OBSERVATION
Cdfe622874332d763,Ddfe622874332d763,01210202,8,8.15481409268551e-05,6.93881420893415e-05,5.94184887813889e-05,0.318925561041437,33.1665007393888,32.6445529487641,D0a844db7e4ae2afb,0.585365133338681,0.0072452943857936,63,4032,9955,false,NUMERICAL_OBSERVATION
Cfce5810a6a1512f4,Dfce5810a6a1512f4,01210212,8,6.87366564006487e-05,5.855137227005e-05,5.01894096728286e-05,0.316768779428033,33.6981437184499,33.1665007393888,D3d8c347b31cd6138,1.66040325566688,2.36813787539151e-06,64,4160,10776,false,NUMERICAL_OBSERVATION
C1440533312fcbd60,D1440533312fcbd60,01212021,8,7.85302849141069e-05,6.69418207898448e-05,5.74184818158904e-05,0.315375393873648,33.2190845367502,33.1665007393888,Ddfe622874332d763,2.49123617474927,0.00380991410621352,65,4290,11643,false,NUMERICAL_OBSERVATION
C3d8c347b31cd6138,D3d8c347b31cd6138,01212102,8,8.15481409268551e-05,6.93881420893415e-05,5.94184887813889e-05,0.318925561041437,33.1665007393888,33.2190845367502,Df94d70341e5f8317,2.72752953035419,0.00017487898711929,66,4422,11974,false,NUMERICAL_OBSERVATION
Cf9cf52862cdd9007,Df9cf52862cdd9007,01212121,8,9.61673477693036e-05,8.17810731617239e-05,6.99926708864156e-05,0.320057879787503,32.6388182753762,33.6981437184499,D17a9d3945cb81733,2.23723110587026,0.0263162596192363,67,4556,13474,false,NUMERICAL_OBSERVATION
Ce1cf46608fc45dfa,De1cf46608fc45dfa,02020212,8,9.61673477693036e-05,8.17810731617239e-05,6.99926708864156e-05,0.320057879787503,32.6388182753762,33.1665007393888,Dc432d4a7a961cbe6,2.84233821138795,4.55252978642626e-07,68,4692,7635,false,NUMERICAL_OBSERVATION
C0aa137f9a7bfa421,D0aa137f9a7bfa421,02021021,8,7.04769688101836e-05,5.99833577460811e-05,5.13765117115594e-05,0.318429274657804,33.6573893777871,33.2190845367502,D2b29d82367a587e7,-0.722913564471794,4.58053437363733e-05,69,4830,6282,false,NUMERICAL_OBSERVATION
Caf98736ba9285df8,Daf98736ba9285df8,02021212,8,9.5584144293764e-05,8.13291997951884e-05,6.96388800015363e-05,0.319015364193497,32.6445529487641,33.1665007393888,Ddad93b3450a47ef9,1.99554090662881,4.5347002935728e-07,70,4970,11671,false,NUMERICAL_OBSERVATION
C0b6df1190d6207b9,D0b6df1190d6207b9,02102121,8,7.04769688101836e-05,5.99833577460811e-05,5.13765117115594e-05,0.318429274657804,33.6573893777871,33.6573893777871,D15a4d9419804085c,-0.246732918571269,3.12473559152344e-06,71,5112,2130,false,NUMERICAL_OBSERVATION
C1293601b2959b57b,D1293601b2959b57b,02121212,8,9.61673477693036e-05,8.1781073161724e-05,6.99926708864156e-05,0.320057879787502,32.6388182753762,33.6573893777871,D7a69b71f058a40cc,1.30544398442308,4.4808469501641e-07,72,5256,5681,false,NUMERICAL_OBSERVATION
Ce497443928698fa0,De497443928698fa0,010101012,9,2.96986770805145e-05,2.47068065936644e-05,2.07055065063965e-05,0.363995668158269,36.854076003351,36.854076003351,D856c069b88f8ea3a,2.25452212682215,0.000871129068833801,73,5402,11012,false,NUMERICAL_OBSERVATION
C8b1f9c3abbec1224,D8b1f9c3abbec1224,010101021,9,2.96986770805145e-05,2.47068065936644e-05,2.07055065063965e-05,0.363995668158269,36.854076003351,36.9075289650843,D8b4fd434afc0e0ae,0.609876875849694,0.030081209029403,74,5550,433,false,NUMERICAL_OBSERVATION
Cfe098e1c0faef58a,Dfe098e1c0faef58a,010101202,9,2.8600645689371e-05,2.38364573217999e-05,2.00090568406803e-05,0.360439000338912,36.9075289650843,36.9075289650843,D13ac5f4d13372c07,-0.820238983680159,5.10501958627551e-07,75,5700,4818,false,NUMERICAL_OBSERVATION
C1be27171159feb33,D1be27171159feb33,010101212,9,2.8600645689371e-05,2.38364573217999e-05,2.00090568406803e-05,0.360439000338912,36.9075289650843,37.9657537271756,D5417c8ff8643253f,-3.07362912038322,0.00110837286076163,76,5852,10494,false,NUMERICAL_OBSERVATION
Ca29ed1d2cc5da165,Da29ed1d2cc5da165,010102012,9,2.41227789230852e-05,2.01250586792226e-05,1.69095639860089e-05,0.358419572933883,37.4388650658718,36.9075289650843,Dfe098e1c0faef58a,-1.53860486776738,8.84604290832586e-06,77,6006,11572,false,NUMERICAL_OBSERVATION
C13ac5f4d13372c07,D13ac5f4d13372c07,010102021,9,2.8600645689371e-05,2.38364573217999e-05,2.00090568406803e-05,0.360439000338912,36.9075289650843,37.4388650658718,Da29ed1d2cc5da165,1.66565884948965,1.67050918468239e-06,78,6162,13020,false,NUMERICAL_OBSERVATION
Ce82536dd804b4fe2,De82536dd804b4fe2,010102102,9,2.41227789230852e-05,2.01250586792226e-05,1.69095639860089e-05,0.358419572933883,37.4388650658718,37.9657537271756,Dad7683666ab85cf9,-0.436550991689137,0.0019278776402886,79,6320,11248,false,NUMERICAL_OBSERVATION
Cdc1a6abc44494e72,Ddc1a6abc44494e72,010102121,9,2.8600645689371e-05,2.38364573217999e-05,2.00090568406803e-05,0.360439000338912,36.9075289650843,37.4388650658718,De82536dd804b4fe2,-2.10046775948853,7.37182663303874e-07,80,6480,9089,false,NUMERICAL_OBSERVATION
Cdeb31684a8047ad1,Ddeb31684a8047ad1,010120102,9,2.33558090669848e-05,1.95116621428778e-05,1.64146720188404e-05,0.355742990900346,37.4869850302071,37.4388650658718,D57c9a28300f18753,-0.604663087441436,0.00176695847047745,81,6642,7974,false,NUMERICAL_OBSERVATION
C87a8a91c11db7f86,D87a8a91c11db7f86,010120121,9,2.41227789230852e-05,2.01250586792226e-05,1.69095639860089e-05,0.358419572933883,37.4388650658718,37.4388650658718,D0dca0f318823d157,2.81479508313469,0.0116510972749893,82,6806,13151,false,NUMERICAL_OBSERVATION
C99ec5c01104faf33,D99ec5c01104faf33,010120202,9,2.8600645689371e-05,2.38364573217999e-05,2.00090568406803e-05,0.360439000338912,36.9075289650843,37.4826155610625,Df6af3b0c938dcf47,0.389164552283642,5.51379586512129e-07,83,6972,14612,false,NUMERICAL_OBSERVATION
C54458f78d4c23202,D54458f78d4c23202,010120212,9,2.3479446784781e-05,1.96062875431841e-05,1.64878676429071e-05,0.356598827109645,37.4826155610625,36.9075289650843,Ddc1a6abc44494e72,-2.34228483036918,0.0108698108798818,84,7140,7663,false,NUMERICAL_OBSERVATION
C85b3c90759db7793,D85b3c90759db7793,010121012,9,2.33558090669848e-05,1.95116621428778e-05,1.64146720188404e-05,0.355742990900346,37.4869850302071,37.4869850302071,D0a0a979e11347af9,-3.10086906867764,0.000289536552225461,85,7310,11713,false,NUMERICAL_OBSERVATION
C57c9a28300f18753,D57c9a28300f18753,010121021,9,2.41227789230852e-05,2.01250586792226e-05,1.69095639860089e-05,0.358419572933883,37.4388650658718,37.4388650658718,Dfa116853b92154fd,2.02987841621542,0.0515736497374867,86,7482,6757,false,NUMERICAL_OBSERVATION
C438f56387863a31e,D438f56387863a31e,010121202,9,2.73994066610837e-05,2.2886664269183e-05,1.92508376555016e-05,0.356040046279448,36.9652398485479,37.4826155610625,D531160b2eeb0f6c0,2.28816772757113,0.00927010570817575,87,7656,12112,false,NUMERICAL_OBSERVATION
Ca2e38c77c6e79194,Da2e38c77c6e79194,010121212,9,2.8600645689371e-05,2.38364573217999e-05,2.00090568406803e-05,0.360439000338912,36.9075289650843,36.9075289650843,Dda2c28d88f5aa46b,1.09708090521812,1.94520398450582e-06,88,7832,14127,false,NUMERICAL_OBSERVATION
Cf4efccca1b6ec2c3,Df4efccca1b6ec2c3,010201021,9,2.33558090669848e-05,1.95116621428778e-05,1.64146720188404e-05,0.355742990900346,37.4869850302071,37.4869850302071,Df5006a546436d2c1,0.689782958013572,0.000334441050380991,89,8010,9288,false,NUMERICAL_OBSERVATION
Ca3fe8f33314ec267,Da3fe8f33314ec267,010201202,9,2.33558090669848e-05,1.95116621428778e-05,1.64146720188404e-05,0.355742990900346,37.4869850302071,36.9652398485479,D31526920a14875a0,2.03053959770373,0.00704381240215374,90,8190,7897,false,NUMERICAL_OBSERVATION
C531160b2eeb0f6c0,D531160b2eeb0f6c0,010201212,9,2.3479446784781e-05,1.96062875431841e-05,1.64878676429071e-05,0.356598827109645,37.4826155610625,36.854076003351,De497443928698fa0,-0.651666310006907,0.0235800673164789,91,8372,3474,false,NUMERICAL_OBSERVATION
C3d1fdf346989122b,D3d1fdf346989122b,010202012,9,2.41227789230852e-05,2.01250586792226e-05,1.69095639860088e-05,0.358419572933888,37.4388650658718,36.854076003351,D06880f03039f7ea3,0.805123592656761,0.00435239836065773,92,8556,8303,false,NUMERICAL_OBSERVATION
Cf864bc0da351b4e8,Df864bc0da351b4e8,010202021,9,2.8600645689371e-05,2.38364573217999e-05,2.00090568406803e-05,0.360439000338912,36.9075289650843,36.9075289650843,Da2e38c77c6e79194,1.86435766024441,7.37604322489132e-07,93,8742,5179,false,NUMERICAL_OBSERVATION
Ccd5be826b4935023,Dcd5be826b4935023,010202102,9,2.33558090669848e-05,1.95116621428778e-05,1.64146720188404e-05,0.355742990900346,37.4869850302071,36.9652398485479,D438f56387863a31e,-1.89417967795217,2.62693089628233e-06,94,8930,5684,false,NUMERICAL_OBSERVATION
C31526920a14875a0,D31526920a14875a0,010202121,9,2.73994066610837e-05,2.2886664269183e-05,1.92508376555016e-05,0.356040046279448,36.9652398485479,37.4869850302071,D85b3c90759db7793,-1.34657730014316,1.14452659079705e-06,95,9120,11410,false,NUMERICAL_OBSERVATION
C0a0a979e11347af9,D0a0a979e11347af9,010210121,9,2.33558090669848e-05,1.95116621428778e-05,1.64146720188404e-05,0.355742990900346,37.4869850302071,37.4869850302071,D3b1156bb7b6f5ae6,2.21794943114949,7.07946271742137e-06,96,9312,12479,false,NUMERICAL_OBSERVATION
Cafff07a51ccfbaa5,Dafff07a51ccfbaa5,010210202,9,2.41227789230852e-05,2.01250586792226e-05,1.69095639860088e-05,0.358419572933888,37.4388650658718,36.9075289650843,Dc52b4ac714b339a4,-0.978117113687887,0.000836549730480195,97,9506,5986,false,NUMERICAL_OBSERVATION
