candidate_id,graph_variant,cutoff,length,rotation_canonical_word,primitive_root_length,repetition_number,orientation_convention,mass,edge_quotient_word,source_oracle_free
SD-C23,full,31,16,2 3 2 3 4 5 3 2 3 4 5 2 3 4 5 3,16,1,directed_rotations_only_no_reflection,93312000,1 2 1 1 1 2 2 1 1 1 3 1 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 3 2 3 4 5 3 2 3 4 5,16,1,directed_rotations_only_no_reflection,93312000,1 2 1 1 1 2 2 1 1 1 2 2 1 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 3 2 3 4 5 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,653184000,1 2 1 1 1 2 2 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 3 2 3 4 5 6 7 4 5 3,16,1,directed_rotations_only_no_reflection,653184000,1 2 1 1 1 2 2 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 3 2 3 4 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,3919104000,1 2 1 1 1 2 2 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 2 3 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,311040000,1 2 1 1 1 2 1 1 3 1 1 1 2 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 3 2 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,653184000,1 2 1 1 1 2 1 1 2 2 1 1 1 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 3 4 5 2 3 4 5,16,1,directed_rotations_only_no_reflection,311040000,1 2 1 1 1 2 1 1 2 1 1 3 1 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 3 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,466560000,1 2 1 1 1 2 1 1 2 1 1 2 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,2177280000,1 2 1 1 1 2 1 1 2 1 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 3 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,2612736000,1 2 1 1 1 2 1 1 2 1 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,7838208000,1 2 1 1 1 2 1 1 2 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 6 7 2 3 4 5 3,16,1,directed_rotations_only_no_reflection,653184000,1 2 1 1 1 2 1 1 1 1 4 1 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 6 7 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,2177280000,1 2 1 1 1 2 1 1 1 1 2 1 2 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 6 7 8 3 4 5 3,16,1,directed_rotations_only_no_reflection,2612736000,1 2 1 1 1 2 1 1 1 1 1 3 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 6 7 8 9 5 6 7,16,1,directed_rotations_only_no_reflection,27433728000,1 2 1 1 1 2 1 1 1 1 1 1 2 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 3 4 5 6 7 8 9 10 11 3,16,1,directed_rotations_only_no_reflection,43110144000,1 2 1 1 1 2 1 1 1 1 1 1 1 1 4 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 2 3 4 5 2 3 4 5,16,1,directed_rotations_only_no_reflection,435456000,1 2 1 1 1 1 1 4 1 1 1 3 1 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 2 3 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,653184000,1 2 1 1 1 1 1 4 1 1 1 2 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 2 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,3048192000,1 2 1 1 1 1 1 4 1 1 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 2 3 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,3657830400,1 2 1 1 1 1 1 4 1 1 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 2 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,10973491200,1 2 1 1 1 1 1 4 1 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 4 5 2 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,3048192000,1 2 1 1 1 1 1 2 1 3 1 1 1 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 4 5 3 2 3 4 5 3,16,1,directed_rotations_only_no_reflection,653184000,1 2 1 1 1 1 1 2 1 2 2 1 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 4 5 3 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,2177280000,1 2 1 1 1 1 1 2 1 2 1 1 2 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 4 5 6 7 2 3 4 5,16,1,directed_rotations_only_no_reflection,3048192000,1 2 1 1 1 1 1 2 1 1 1 4 1 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 4 5 6 7 4 5 6 7,16,1,directed_rotations_only_no_reflection,21337344000,1 2 1 1 1 1 1 2 1 1 1 2 1 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 4 5 6 7 8 3 4 5,16,1,directed_rotations_only_no_reflection,12192768000,1 2 1 1 1 1 1 2 1 1 1 1 3 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 4 5 6 7 8 9 5 3,16,1,directed_rotations_only_no_reflection,27433728000,1 2 1 1 1 1 1 2 1 1 1 1 1 2 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 4 5 6 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,201180672000,1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 6,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 3 2 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,3657830400,1 2 1 1 1 1 1 1 3 2 1 1 1 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 3 4 5 2 3 4 5,16,1,directed_rotations_only_no_reflection,1741824000,1 2 1 1 1 1 1 1 3 1 1 3 1 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 3 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,2612736000,1 2 1 1 1 1 1 1 3 1 1 2 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,12192768000,1 2 1 1 1 1 1 1 3 1 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 3 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,14631321600,1 2 1 1 1 1 1 1 3 1 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,43893964800,1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 2 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,10973491200,1 2 1 1 1 1 1 1 1 5 1 1 1 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 5 2 3 4 5 3,16,1,directed_rotations_only_no_reflection,3919104000,1 2 1 1 1 1 1 1 1 2 3 1 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 5 3 2 3 4 5,16,1,directed_rotations_only_no_reflection,3919104000,1 2 1 1 1 1 1 1 1 2 2 2 1 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 5 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,27433728000,1 2 1 1 1 1 1 1 1 2 2 1 1 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 5 6 7 4 5 3,16,1,directed_rotations_only_no_reflection,27433728000,1 2 1 1 1 1 1 1 1 2 1 1 2 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,164602368000,1 2 1 1 1 1 1 1 1 2 1 1 1 1 2 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 2 3 4 5,16,1,directed_rotations_only_no_reflection,28740096000,1 2 1 1 1 1 1 1 1 1 1 6 1 1 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 3 4 5 3,16,1,directed_rotations_only_no_reflection,43110144000,1 2 1 1 1 1 1 1 1 1 1 4 1 1 2 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 4 5 6 7,16,1,directed_rotations_only_no_reflection,201180672000,1 2 1 1 1 1 1 1 1 1 1 3 1 1 1 4,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 6 7 4 5,16,1,directed_rotations_only_no_reflection,201180672000,1 2 1 1 1 1 1 1 1 1 1 2 1 2 1 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 6 7 8 3,16,1,directed_rotations_only_no_reflection,241416806400,1 2 1 1 1 1 1 1 1 1 1 2 1 1 3 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 6 7 8 9,16,1,directed_rotations_only_no_reflection,724250419200,1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 5,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 12 13 14 3,16,1,directed_rotations_only_no_reflection,1569209241600,1 2 1 1 1 1 1 1 1 1 1 1 1 1 5 2,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 12 13 14 5,16,1,directed_rotations_only_no_reflection,2615348736000,1 2 1 1 1 1 1 1 1 1 1 1 1 1 3 3,True
SD-C23,full,31,16,2 3 2 3 4 5 6 7 8 9 10 11 12 13 14 15,16,1,directed_rotations_only_no_reflection,7846046208000,1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 8,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 2 3 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,311040000,1 1 1 3 1 1 1 3 1 1 1 2 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 2 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,1451520000,1 1 1 3 1 1 1 3 1 1 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 2 3 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,1741824000,1 1 1 3 1 1 1 3 1 1 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 2 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,5225472000,1 1 1 3 1 1 1 3 1 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 3 2 3 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,311040000,1 1 1 3 1 1 1 2 2 1 1 1 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 3 4 5 2 3 4 5 3,16,1,directed_rotations_only_no_reflection,311040000,1 1 1 3 1 1 1 2 1 1 3 1 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 3 4 5 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 3 1 1 1 2 1 1 2 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 3 4 5 6 7 4 5 3,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 3 1 1 1 2 1 1 1 1 2 1 2 2,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 3 4 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,13063680000,1 1 1 3 1 1 1 2 1 1 1 1 1 1 2 3,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 2 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,3048192000,1 1 1 3 1 1 1 1 1 4 1 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 3 1 1 1 1 1 2 1 2 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,10160640000,1 1 1 3 1 1 1 1 1 2 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,12192768000,1 1 1 3 1 1 1 1 1 2 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,36578304000,1 1 1 3 1 1 1 1 1 2 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 8 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,12192768000,1 1 1 3 1 1 1 1 1 1 3 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 8 9 5 3 4 5,16,1,directed_rotations_only_no_reflection,13063680000,1 1 1 3 1 1 1 1 1 1 1 2 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 8 9 10 11 4 5,16,1,directed_rotations_only_no_reflection,95800320000,1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 3,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 8 9 10 11 6 7,16,1,directed_rotations_only_no_reflection,201180672000,1 1 1 3 1 1 1 1 1 1 1 1 1 2 1 4,True
SD-C23,full,31,16,2 3 4 5 2 3 4 5 6 7 8 9 10 11 12 13,16,1,directed_rotations_only_no_reflection,747242496000,1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 7,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 3 2 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,653184000,1 1 1 2 2 1 1 1 2 2 1 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 3 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,466560000,1 1 1 2 2 1 1 1 2 1 1 2 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 2 2 1 1 1 2 1 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 3 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,2612736000,1 1 1 2 2 1 1 1 2 1 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,7838208000,1 1 1 2 2 1 1 1 2 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 6 7 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 2 2 1 1 1 1 1 2 1 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 6 7 8 3 4 5 3,16,1,directed_rotations_only_no_reflection,2612736000,1 1 1 2 2 1 1 1 1 1 1 3 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 6 7 8 9 5 6 7,16,1,directed_rotations_only_no_reflection,27433728000,1 1 1 2 2 1 1 1 1 1 1 1 2 1 1 4,True
SD-C23,full,31,16,2 3 4 5 3 2 3 4 5 6 7 8 9 10 11 3,16,1,directed_rotations_only_no_reflection,43110144000,1 1 1 2 2 1 1 1 1 1 1 1 1 1 4 2,True
SD-C23,full,31,16,2 3 4 5 3 4 5 2 3 4 5 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 2 1 1 3 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 3 4 5 2 3 4 5 6 7 4 5 3,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 2 1 1 3 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,16,2 3 4 5 3 4 5 2 3 4 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,13063680000,1 1 1 2 1 1 3 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 2 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 2 1 1 2 2 1 1 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 2 3 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,2612736000,1 1 1 2 1 1 2 2 1 1 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 2 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,7838208000,1 1 1 2 1 1 2 2 1 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 4 5 2 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,2177280000,1 1 1 2 1 1 2 1 1 3 1 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 4 5 3 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,1555200000,1 1 1 2 1 1 2 1 1 2 1 1 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 4 5 6 7 4 5 6 7,16,1,directed_rotations_only_no_reflection,15240960000,1 1 1 2 1 1 2 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 4 5 6 7 8 3 4 5,16,1,directed_rotations_only_no_reflection,8709120000,1 1 1 2 1 1 2 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 4 5 6 7 8 9 5 3,16,1,directed_rotations_only_no_reflection,19595520000,1 1 1 2 1 1 2 1 1 1 1 1 1 2 2 2,True
SD-C23,full,31,16,2 3 4 5 3 4 5 3 4 5 6 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,143700480000,1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 6,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 4 5 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,15240960000,1 1 1 2 1 1 1 1 2 1 2 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 4 5 6 7 4 5 3,16,1,directed_rotations_only_no_reflection,15240960000,1 1 1 2 1 1 1 1 2 1 1 1 2 1 2 2,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 4 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,91445760000,1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 3,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 8 3 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,8709120000,1 1 1 2 1 1 1 1 1 3 1 1 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 8 9 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,19595520000,1 1 1 2 1 1 1 1 1 1 2 2 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 8 9 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,91445760000,1 1 1 2 1 1 1 1 1 1 2 1 1 2 1 3,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 8 9 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,109734912000,1 1 1 2 1 1 1 1 1 1 2 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 8 9 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,329204736000,1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 8 9 10 11 3 4 5,16,1,directed_rotations_only_no_reflection,143700480000,1 1 1 2 1 1 1 1 1 1 1 1 4 1 1 3,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 8 9 10 11 4 5 3,16,1,directed_rotations_only_no_reflection,143700480000,1 1 1 2 1 1 1 1 1 1 1 1 3 1 2 2,True
SD-C23,full,31,16,2 3 4 5 3 4 5 6 7 8 9 10 11 12 13 7,16,1,directed_rotations_only_no_reflection,2615348736000,1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 4,True
SD-C23,full,31,16,2 3 4 5 6 7 2 3 4 5 6 7 4 5 6 7,16,1,directed_rotations_only_no_reflection,21337344000,1 1 1 1 1 4 1 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 6 7 2 3 4 5 6 7 8 3 4 5,16,1,directed_rotations_only_no_reflection,12192768000,1 1 1 1 1 4 1 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 2 3 4 5 6 7 8 9 5 3,16,1,directed_rotations_only_no_reflection,27433728000,1 1 1 1 1 4 1 1 1 1 1 1 1 2 2 2,True
SD-C23,full,31,16,2 3 4 5 6 7 2 3 4 5 6 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,201180672000,1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 6,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 2 3 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,12192768000,1 1 1 1 1 2 1 3 1 1 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 2 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,36578304000,1 1 1 1 1 2 1 3 1 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 3 4 5 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,15240960000,1 1 1 1 1 2 1 2 1 1 2 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 3 4 5 6 7 4 5 3,16,1,directed_rotations_only_no_reflection,15240960000,1 1 1 1 1 2 1 2 1 1 1 1 2 1 2 2,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 3 4 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,91445760000,1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 3,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,15240960000,1 1 1 1 1 2 1 1 1 2 1 2 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,71124480000,1 1 1 1 1 2 1 1 1 2 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,85349376000,1 1 1 1 1 2 1 1 1 2 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,256048128000,1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 8 3 4 5 6 7,16,1,directed_rotations_only_no_reflection,85349376000,1 1 1 1 1 2 1 1 1 1 3 1 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 8 9 5 3 4 5,16,1,directed_rotations_only_no_reflection,91445760000,1 1 1 1 1 2 1 1 1 1 1 2 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 8 9 10 11 4 5,16,1,directed_rotations_only_no_reflection,670602240000,1 1 1 1 1 2 1 1 1 1 1 1 1 3 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 8 9 10 11 6 7,16,1,directed_rotations_only_no_reflection,1408264704000,1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 4,True
SD-C23,full,31,16,2 3 4 5 6 7 4 5 6 7 8 9 10 11 12 13,16,1,directed_rotations_only_no_reflection,5230697472000,1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 7,True
SD-C23,full,31,16,2 3 4 5 6 7 8 3 2 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,43893964800,1 1 1 1 1 1 3 2 1 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 6 7 8 3 4 5 3 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,8709120000,1 1 1 1 1 1 3 1 1 2 1 1 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 3 4 5 6 7 4 5 6 7,16,1,directed_rotations_only_no_reflection,85349376000,1 1 1 1 1 1 3 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 6 7 8 3 4 5 6 7 8 3 4 5,16,1,directed_rotations_only_no_reflection,48771072000,1 1 1 1 1 1 3 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 3 4 5 6 7 8 9 5 3,16,1,directed_rotations_only_no_reflection,109734912000,1 1 1 1 1 1 3 1 1 1 1 1 1 2 2 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 3 4 5 6 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,804722688000,1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 6,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 5 3 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,19595520000,1 1 1 1 1 1 1 2 2 1 1 2 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 5 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,91445760000,1 1 1 1 1 1 1 2 2 1 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 5 3 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,109734912000,1 1 1 1 1 1 1 2 2 1 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 5 3 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,329204736000,1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 5 6 7 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,91445760000,1 1 1 1 1 1 1 2 1 1 2 1 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 5 6 7 8 3 4 5 3,16,1,directed_rotations_only_no_reflection,109734912000,1 1 1 1 1 1 1 2 1 1 1 3 1 1 2 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 5 6 7 8 9 5 6 7,16,1,directed_rotations_only_no_reflection,1152216576000,1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 4,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 5 6 7 8 9 10 11 3,16,1,directed_rotations_only_no_reflection,1810626048000,1 1 1 1 1 1 1 2 1 1 1 1 1 1 4 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 3 4 5 3 4 5,16,1,directed_rotations_only_no_reflection,143700480000,1 1 1 1 1 1 1 1 1 4 1 1 2 1 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 4 5 3 4 5 3,16,1,directed_rotations_only_no_reflection,143700480000,1 1 1 1 1 1 1 1 1 3 1 2 1 1 2 2,True
