candidate_id,graph_variant,cutoff,length,rotation_canonical_word,primitive_root_length,repetition_number,orientation_convention,mass,edge_quotient_word,source_oracle_free
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,670602240000,1 1 1 1 1 1 1 1 1 3 1 1 1 2 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 4 5 6 7 8 3,16,1,directed_rotations_only_no_reflection,804722688000,1 1 1 1 1 1 1 1 1 3 1 1 1 1 3 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 4 5 6 7 8 9,16,1,directed_rotations_only_no_reflection,2414168064000,1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 5,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 6 7 4 5 6 7,16,1,directed_rotations_only_no_reflection,1408264704000,1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 4,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 6 7 8 3 4 5,16,1,directed_rotations_only_no_reflection,804722688000,1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 6 7 8 9 5 3,16,1,directed_rotations_only_no_reflection,1810626048000,1 1 1 1 1 1 1 1 1 2 1 1 1 2 2 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 6 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,13277924352000,1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 6,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 12 13 7 4 5 3,16,1,directed_rotations_only_no_reflection,2615348736000,1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 12 13 7 8 9 5,16,1,directed_rotations_only_no_reflection,15692092416000,1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 12 13 14 3 4 5,16,1,directed_rotations_only_no_reflection,5230697472000,1 1 1 1 1 1 1 1 1 1 1 1 5 1 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 12 13 14 5 6 7,16,1,directed_rotations_only_no_reflection,18307441152000,1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 4,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 12 13 14 15 4 5,16,1,directed_rotations_only_no_reflection,26153487360000,1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 3,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 12 13 14 15 8 3,16,1,directed_rotations_only_no_reflection,31384184832000,1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 2,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 12 13 14 15 8 9,16,1,directed_rotations_only_no_reflection,94152554496000,1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 5,True
SD-C23,full,31,16,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17,16,1,directed_rotations_only_no_reflection,355687428096000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9,True
SD-C23,full,31,16,3 4 5 3 4 5 3 4 5 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,10886400000,1 1 2 1 1 2 1 1 2 1 1 1 1 2 1 2,True
SD-C23,full,31,16,3 4 5 3 4 5 3 4 5 6 7 4 5 6 7 8,16,1,directed_rotations_only_no_reflection,60963840000,1 1 2 1 1 2 1 1 1 1 2 1 1 1 1 3,True
SD-C23,full,31,16,3 4 5 3 4 5 6 7 4 5 3 4 5 6 7 8,16,1,directed_rotations_only_no_reflection,60963840000,1 1 2 1 1 1 1 2 1 2 1 1 1 1 1 3,True
SD-C23,full,31,16,3 4 5 3 4 5 6 7 4 5 6 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,1005903360000,1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 4,True
SD-C23,full,31,16,3 4 5 3 4 5 6 7 8 3 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,60963840000,1 1 2 1 1 1 1 1 3 1 1 1 1 2 1 2,True
SD-C23,full,31,16,3 4 5 3 4 5 6 7 8 9 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,823011840000,1 1 2 1 1 1 1 1 1 2 1 1 1 1 2 2,True
SD-C23,full,31,16,3 4 5 3 4 5 6 7 8 9 10 11 6 7 4 5,16,1,directed_rotations_only_no_reflection,1005903360000,1 1 2 1 1 1 1 1 1 1 1 2 1 2 1 2,True
SD-C23,full,31,16,3 4 5 3 4 5 6 7 8 9 10 11 12 13 7 8,16,1,directed_rotations_only_no_reflection,10461394944000,1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 3,True
SD-C23,full,31,16,3 4 5 3 4 5 6 7 8 9 10 11 12 13 14 5,16,1,directed_rotations_only_no_reflection,13076743680000,1 1 2 1 1 1 1 1 1 1 1 1 1 1 3 2,True
SD-C23,full,31,16,3 4 5 6 7 4 5 3 4 5 6 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,1005903360000,1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 4,True
SD-C23,full,31,16,3 4 5 6 7 4 5 6 7 4 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,640120320000,1 1 1 1 2 1 1 1 2 1 1 1 1 1 2 2,True
SD-C23,full,31,16,3 4 5 6 7 4 5 6 7 8 3 4 5 6 7 8,16,1,directed_rotations_only_no_reflection,341397504000,1 1 1 1 2 1 1 1 1 3 1 1 1 1 1 3,True
SD-C23,full,31,16,3 4 5 6 7 4 5 6 7 8 9 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,640120320000,1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 2,True
SD-C23,full,31,16,3 4 5 6 7 4 5 6 7 8 9 10 11 6 7 8,16,1,directed_rotations_only_no_reflection,5633058816000,1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 3,True
SD-C23,full,31,16,3 4 5 6 7 4 5 6 7 8 9 10 11 12 13 14,16,1,directed_rotations_only_no_reflection,36614882304000,1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 5,True
SD-C23,full,31,16,3 4 5 6 7 8 9 5 6 7 4 5 6 7 4 5,16,1,directed_rotations_only_no_reflection,640120320000,1 1 1 1 1 1 2 1 1 2 1 1 1 2 1 2,True
SD-C23,full,31,16,3 4 5 6 7 8 9 5 6 7 8 9 5 6 7 8,16,1,directed_rotations_only_no_reflection,4608866304000,1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 3,True
SD-C23,full,31,16,3 4 5 6 7 8 9 5 6 7 8 9 10 11 4 5,16,1,directed_rotations_only_no_reflection,6035420160000,1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 2,True
SD-C23,full,31,16,3 4 5 6 7 8 9 10 11 4 5 6 7 8 9 5,16,1,directed_rotations_only_no_reflection,6035420160000,1 1 1 1 1 1 1 1 3 1 1 1 1 1 2 2,True
SD-C23,full,31,16,3 4 5 6 7 8 9 10 11 6 7 4 5 6 7 8,16,1,directed_rotations_only_no_reflection,5633058816000,1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 3,True
SD-C23,full,31,16,3 4 5 6 7 8 9 10 11 12 13 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,172613016576000,1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,16,3 4 5 6 7 8 9 10 11 12 13 14 5 6 7 8,16,1,directed_rotations_only_no_reflection,73229764608000,1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 3,True
SD-C23,full,31,16,3 4 5 6 7 8 9 10 11 12 13 14 15 8 9 5,16,1,directed_rotations_only_no_reflection,235381386240000,1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,16,4 5 6 7 4 5 6 7 4 5 6 7 8 9 10 11,16,1,directed_rotations_only_no_reflection,4694215680000,1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 3,True
SD-C23,full,31,16,4 5 6 7 4 5 6 7 8 9 10 11 12 13 14 15,16,1,directed_rotations_only_no_reflection,183074411520000,1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 4,True
SD-C23,full,31,16,4 5 6 7 8 9 5 6 7 8 9 10 11 12 13 7,16,1,directed_rotations_only_no_reflection,109844646912000,1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 2,True
SD-C23,full,31,16,4 5 6 7 8 9 10 11 6 7 8 9 10 11 6 7,16,1,directed_rotations_only_no_reflection,92945470464000,1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 2,True
SD-C23,full,31,16,4 5 6 7 8 9 10 11 12 13 7 8 9 5 6 7,16,1,directed_rotations_only_no_reflection,109844646912000,1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2,True
SD-C23,full,31,16,4 5 6 7 8 9 10 11 12 13 14 15 8 9 10 11,16,1,directed_rotations_only_no_reflection,1726130165760000,1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3,True
SD-C23,full,31,16,4 5 6 7 8 9 10 11 12 13 14 15 16 17 6 7,16,1,directed_rotations_only_no_reflection,2489811996672000,1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2,True
SD-C23,full,31,16,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,16,1,directed_rotations_only_no_reflection,20274183401472000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5,True
SD-C23,full,31,16,5 6 7 8 9 5 6 7 8 9 10 11 6 7 8 9,16,1,directed_rotations_only_no_reflection,76046294016000,1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2,True
SD-C23,full,31,16,5 6 7 8 9 10 11 6 7 8 9 10 11 12 13 14,16,1,directed_rotations_only_no_reflection,1208291116032000,1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3,True
SD-C23,full,31,16,6 7 8 9 10 11 12 13 14 15 16 17 18 19 10 11,16,1,directed_rotations_only_no_reflection,111508008708096000,1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2,True
SD-C23,full,31,16,7 8 9 10 11 12 13 14 15 16 17 9 10 11 12 13,16,1,directed_rotations_only_no_reflection,76294953326592000,1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2,True
SD-C23,full,31,16,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,16,1,directed_rotations_only_no_reflection,5129368400572416000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3,True
SD-C23,full,31,16,16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,16,1,directed_rotations_only_no_reflection,6288139352883548160000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2,True
