control_id,period,finite_carrier_size,standard_open_count,actual_indiscrete_open_count,theta_bijective,theta_right_equivariant,theta_standard_to_actual_continuous,theta_inverse_continuous,one_sided_topology_direction,basepoint_rotation_law,strict_functor_identity,strict_functor_composition,scaled_dilation_semilinear,scaled_dilation_strict_equivariant_when_unequal,scope
STANDARD-QUOTIENT-TOPOLOGY,log(2),3,8,2,true,true,true,false,true,true,true,true,true,false,finite topology proxy for direction only
STANDARD-QUOTIENT-TOPOLOGY,log(4),3,8,2,true,true,true,false,true,true,true,true,true,false,finite topology proxy for direction only
STANDARD-QUOTIENT-TOPOLOGY,sqrt(2),3,8,2,true,true,true,false,true,true,true,true,true,false,finite topology proxy for direction only
STANDARD-QUOTIENT-TOPOLOGY,37/29,3,8,2,true,true,true,false,true,true,true,true,true,false,finite topology proxy for direction only
