pair_cutoff,last_minus_atom,H_at_t0,H_min_t0_80,H_max_t0_80,H_range_t0_80,log_H_second_derivative_t0,alternating_tail_bound_curvature,strict_motion
64,719,0.27617412791437224,0.008610306696889121,320.05907439789894,320.05046409120206,2.0354056943591967,3.473112631352485,True
256,3671,0.27023996923575316,0.008306746578315432,269.20985018453973,269.2015434379614,2.637307070388033,2.2989341699688324,True
1024,17863,0.2677325830008517,0.008163979710956953,277.098252065317,277.09008808560606,3.0673958320786414,1.4556334031196807,True
4096,84017,0.2666614323428374,0.008241677130639148,278.29311844467,278.28487676753934,3.3455168653959446,0.8931609455519713,True
16384,386093,0.26616262641144817,0.008202201214122575,279.63112963033285,279.6229274291187,3.5274949561368834,0.5343360955873615,True
