PM1 | params=7 | states=5913 | periods=1 | max_tail=3 | last_image=1901 | last_fixed=720 | assertions=23680
PM2 | params=7 | states=5913 | periods=1 | max_tail=3 | last_image=1393 | last_fixed=720 | assertions=23680
PM3 | params=7 | states=5913 | periods=1 | max_tail=1 | last_image=877 | last_fixed=877 | assertions=23680
PM4 | params=7 | states=5913 | periods=1 | max_tail=1 | last_image=720 | last_fixed=720 | assertions=23680
PM5 | params=7 | states=5913 | periods=1,2 | max_tail=0 | last_image=5040 | last_fixed=2646 | assertions=23680
PM6 | params=7 | states=5913 | periods=1 | max_tail=1 | last_image=720 | last_fixed=720 | assertions=23680
PM7 | params=7 | states=5913 | periods=1,2 | max_tail=1 | last_image=1653 | last_fixed=1 | assertions=23680
SP1 | params=7 | states=1155 | periods=1 | max_tail=3 | last_image=65 | last_fixed=1 | assertions=4648
SP2 | params=7 | states=1155 | periods=1 | max_tail=2 | last_image=17 | last_fixed=1 | assertions=4648
SP3 | params=7 | states=1155 | periods=1 | max_tail=6 | last_image=203 | last_fixed=1 | assertions=4648
SP4 | params=7 | states=1155 | periods=1 | max_tail=10 | last_image=352 | last_fixed=1 | assertions=4648
SP5 | params=7 | states=1155 | periods=1 | max_tail=3 | last_image=301 | last_fixed=136 | assertions=4648
SP6 | params=7 | states=1155 | periods=1,2 | max_tail=0 | last_image=877 | last_fixed=467 | assertions=4648
SP7 | params=7 | states=1155 | periods=1 | max_tail=3 | last_image=121 | last_fixed=1 | assertions=4648
PK1 | params=7 | states=280392 | periods=1 | max_tail=1 | last_image=5040 | last_fixed=5040 | assertions=1121596
MT1 | params=5 | states=1069 | periods=1 | max_tail=7 | last_image=384 | last_fixed=42 | assertions=4296
MT2 | params=5 | states=1069 | periods=1 | max_tail=5 | last_image=319 | last_fixed=42 | assertions=4296
MT3 | params=5 | states=1069 | periods=1 | max_tail=6 | last_image=335 | last_fixed=42 | assertions=4296
GR1 | params=6 | states=33867 | periods=1 | max_tail=3 | last_image=2863 | last_fixed=203 | assertions=135492
GR2 | params=6 | states=33867 | periods=1 | max_tail=2 | last_image=518 | last_fixed=203 | assertions=135492
GR3 | params=6 | states=33867 | periods=1 | max_tail=1 | last_image=5789 | last_fixed=5789 | assertions=135492
GR4 | params=6 | states=33867 | periods=1 | max_tail=1 | last_image=6115 | last_fixed=6115 | assertions=135492
GR5 | params=5 | states=1099 | periods=1 | max_tail=1 | last_image=314 | last_fixed=314 | assertions=4416
GR6 | params=5 | states=1099 | periods=1,2 | max_tail=2 | last_image=854 | last_fixed=769 | assertions=4416
GR7 | params=6 | states=33867 | periods=1 | max_tail=2 | last_image=14558 | last_fixed=14468 | assertions=135492
TR1 | params=7 | states=18249 | periods=1 | max_tail=3 | last_image=3451 | last_fixed=1 | assertions=73024
TR2 | params=7 | states=126126 | periods=1 | max_tail=3 | last_image=63217 | last_fixed=16807 | assertions=504532
TR3 | params=7 | states=126126 | periods=1 | max_tail=3 | last_image=63217 | last_fixed=24997 | assertions=504532
PT1 | params=25 | states=9295 | periods=1 | max_tail=5 | last_image=420 | last_fixed=1 | assertions=37280
PX1 | params=3 | states=1384 | periods=1 | max_tail=1 | last_image=698 | last_fixed=698 | assertions=5548
PX2 | params=3 | states=1384 | periods=1 | max_tail=1 | last_image=571 | last_fixed=571 | assertions=5548
PX3 | params=3 | states=1384 | periods=1 | max_tail=1 | last_image=582 | last_fixed=582 | assertions=5548
LP1 | params=25 | states=912 | periods=1 | max_tail=9 | last_image=83 | last_fixed=1 | assertions=3748
LP2 | params=25 | states=912 | periods=1,2 | max_tail=1 | last_image=168 | last_fixed=168 | assertions=3748
LP3 | params=25 | states=912 | periods=1 | max_tail=5 | last_image=182 | last_fixed=126 | assertions=3748
FOCUS_PM1 | n<=9 | exact_clock=ceil(log2(number_of_cycles)) | depth_layers=unsigned_Stirling_dyadic_bands | recurrent=(n-1)! | unique_max_terminal_fibre=2^(n-1) | states=409113 | assertions=818271
FOCUS_GR1 | n<=6 | iterate=G^(2^t) | endpoint=component_clique_closure | clock=ceil(log2(max_component_diameter)) | fixed=Bell(n) | endpoint_basin=product_connected_graph_counts | fixed_target_fibre=product_connected_diameter<=2_counts | graphs=33867 | assertions=102169
FOCUS_TR1 | n<=8 | parent_t(v)=ancestor_at_2^t | clock=ceil(log2(height)) | unique_star_attractor | star_fibre=sum_C(n-1,k)k^(n-1-k) | trees=280393 | assertions=560818
CONTROL_PK1 | n<=7 | idempotent_outcome_retraction | target_fibre=product_of_occupied_left_runs | unique_max=n! | parking_functions=280392 | assertions=566725
GLOBAL | systems=35 | parameter_states=791292 | breadth_assertions=3166328 | total_assertions=5214311 | PASS
