inventory,masses,base_tau_ledger_exact_by_positive_cone,tau_trace_B4_range,strict_motion,a0_status
entropy_ordered_atoms,"[2, 3, 5, 7, 11, 13, 17, 19]",True,7.090267533734118,True,intrinsic tensor source
shuffled_same_atoms,"[17, 3, 11, 5, 7, 2, 13, 19]",True,6.431733337389161,True,control; not the source-locked inventory
composites_only,"[4, 6, 8, 9, 10, 12, 14, 15]",True,2.2852447110523046,True,control; not the source-locked inventory
matched_count_random_integers,"[22, 24, 49, 52, 66, 72, 87, 99]",True,0.09614641830312431,True,control; not the source-locked inventory
