t,lam,log_clock,a1,a2,exact_bracket,raw_polar_bracket,identity_relative_error,asymptotic_bracket,bracket_over_log_squared,formal_relative_heat_carrier
0.01,0.06283185307179587,2.767293119578746,3.191037334570092,10.820559406402937,17.660563615914604,17.66056361591463,1.4081654635978384e-15,17.659474935931875,2.306185477003012,-0.2436934119625882
0.003,0.01884955592153876,3.971265923904682,4.394138345221374,19.952523413188477,29.3713805518625,29.37138055186253,9.676667863881437e-16,29.37128007092621,1.8623719492670985,-0.40528785470272216
0.001,0.006283185307179587,5.0698782125727915,5.492672389763164,30.81426607818411,42.5878363402538,42.58783634025387,1.6684170806031273e-15,42.587825094936065,1.6568779662590574,-0.5876582068144419
0.0003,0.0018849555921538756,6.273851016898727,6.696636239517836,45.489858216698316,59.84413090778904,59.844130907789214,2.9683058513078816e-15,59.84412989315268,1.5203835477642402,-0.8257732178894357
0.0001,0.0006283185307179586,7.372463305566837,7.795247739333792,61.41081974746854,78.11997158771577,78.11997158771607,3.820123624650286e-15,78.11997147489706,1.4372649586940207,-1.0779566741276394
3e-05,0.0001884955592153876,8.576436109892773,8.999220453873141,81.6309026755144,100.92077594649218,100.920775946492,1.8305557955239573e-15,100.92077593633596,1.3720402994762804,-1.3925788985664216
1e-05,6.283185307179587e-05,9.675048398560882,10.097832734646284,102.61115998282351,124.25591407694336,124.25591407694398,5.032175829326689e-15,124.25591407581484,1.3274273946885833,-1.7145742523558958
