target_index,target,predicted,residual,absolute_error,percent_error,shifted_energy,original_eigen_index,phase,hbase_expectation,integer_branch,branch_margin
1,14.1347,14.1347,0.0,0.0,0.0,0.6291095208702906,196,-0.30421596224398306,15.134926108173868,11772,0.24146051408934
2,21.022,16.36865141211341,-4.653348587886587,4.653348587886587,22.13561310953566,0.728538592765851,290,-2.4085149320879635,15.235064167790288,11849,0.20709612791870313
3,25.0108,17.54765313342014,-7.463146866579859,7.463146866579859,29.839696717337542,0.7810137926637282,177,-1.2440573567624533,15.287626863306082,11890,0.13904293611449248
4,30.4248,18.39177527732755,-12.033024722672451,12.033024722672451,39.550053649235004,0.8185841179985136,152,-2.6377474581342293,15.324478296221493,11919,0.30180993324938754
5,32.935,19.353429185490906,-13.581570814509096,13.581570814509096,41.23750057540336,0.8613855661656267,59,1.8200078324196551,15.367528214499563,11953,0.4950674302617699
6,37.5861,20.14053775689093,-17.445562243109073,17.445562243109073,46.41493063422135,0.8964183221651432,96,0.2610406299428193,15.403104411464561,11980,0.08224977558165847
7,40.9187,20.52922562393528,-20.389474376064722,20.389474376064722,49.82923303053304,0.9137181048138281,153,-2.6015348123675395,15.419583646005787,11993,0.2795363450295554
8,43.327,22.16354391281452,-21.163456087185477,21.163456087185477,48.845883830372465,0.9864586083736047,168,0.05741119900996781,15.493138105598037,12050,0.08737702371217893
9,48.0051,24.525877007287654,-23.479222992712344,23.479222992712344,48.90985122979089,1.0916017130167894,0,1.4445783547579716,15.597690179880116,12132,0.4529256396308483
10,49.7738,24.71443992401524,-25.05936007598476,25.05936007598476,50.346487662153095,1.099994301907703,268,-1.8708658215766902,15.605946059689744,12138,0.34659472213388653
11,52.9703,25.341058193709692,-27.62924180629031,27.62924180629031,52.159874130013065,1.1278839295203191,244,0.06268683083822815,15.634297928532481,12160,0.2938788028077397
12,56.4462,25.434421300631712,-31.011778699368286,31.011778699368286,54.94041884018461,1.1320393498308086,180,-1.3952834858368723,15.638569429794758,12163,0.2035922322957049
13,59.347,25.780073368226713,-33.566926631773285,33.566926631773285,56.56044388389183,1.1474236881353015,193,-1.1802736342506306,15.653757434819969,12175,0.35629823781164305
14,60.8317,27.152510894989682,-33.679189105010316,33.679189105010316,55.36453708347838,1.208508360246224,69,1.8920169457348885,15.714568562385923,12223,0.4309416282703751
15,65.1125,27.554334911938163,-37.558165088061834,37.558165088061834,57.68195828460255,1.2263928087861036,122,2.4553664039750847,15.732149441443807,12237,0.19482840710952587
16,67.0798,28.57997708374807,-38.49982291625194,38.49982291625194,57.39406336371297,1.2720422569733092,292,-0.721860310635617,15.777597012022802,12272,0.037810079571499955
17,69.5464,28.64548141746288,-40.90091858253713,40.90091858253713,58.81097883217122,1.274957734485973,289,-2.403419306643076,15.780899051391026,12274,0.33847391538802185
18,72.0671,28.823025879536402,-43.244074120463594,43.244074120463594,60.00529245725663,1.2828599122094655,81,2.9609596865073753,15.78916645387093,12281,0.37745802507924964
19,75.7046,28.839010781949195,-46.8655892180508,46.8655892180508,61.9058673027145,1.2835713708395087,218,-0.5159364437112054,15.790026054237535,12281,0.2622349058838154
20,77.1448,29.20820857417534,-47.93659142582466,47.93659142582466,62.138460953719054,1.3000036860760371,20,0.8607986811059787,15.806168329577226,12294,0.4878249548492022
21,79.3373,29.42155860740268,-49.91574139259732,49.91574139259732,62.915855962576636,1.3094995039696826,188,-1.5629369210315163,15.816198297909288,12301,0.07236823709899909
22,82.9103,30.384436092717372,-52.525863907282634,52.525863907282634,63.35264003059044,1.3523554113071654,119,2.6286765719383802,15.859056876886946,12335,0.0702902628454467
23,84.7354,30.431591449814775,-54.303808550185224,54.303808550185224,64.08633056572015,1.3544542095915304,233,-1.3449588619468358,15.860982052780065,12336,0.20533197321128682
24,87.4252,31.323924421397397,-56.10127557860261,56.10127557860261,64.17060021435765,1.3941703102664018,276,-0.6586758164237584,15.900242125232962,12367,0.4399739655727899
