control,seeds,root_status,valid_root_seeds,retention_mean,retention_std,median_drift_mean,median_drift_std,tail_l1_mean,tail_l1_std,tail_ratio_vs_henon,exact_root_count
constant_roof_parent,1,EXACT_ANALYTIC_CONTROL,0,1.0,0.0,0.0,0.0,1.1828645701816853e-16,0.0,1.7228857753572456e-10,51
positive_random_weights,3,VALID_NUMERICAL_CONTROL,3,0.08406819517930629,0.022716147516228854,0.013477681877661905,0.0001007801251413167,0.07827061000712328,0.020930440133001653,114004.02379884818,
random_phases,3,VALID_NUMERICAL_CONTROL,3,0.027826713014523077,0.01821592607119311,0.01214548149062127,0.0032856401054576533,0.2197286838153712,0.1281021494359602,320042.91389446706,
same_density_random_lengths,3,VALID_NUMERICAL_CONTROL,3,0.04184875161060703,0.012412649687809101,0.010731335052008772,0.007506787338107622,0.01961946400085062,0.0017983977714969368,28576.471304747225,
shuffled_lengths,3,NOT_TESTABLE_ROOT_COUNT,0,nan,nan,nan,nan,0.3648030435812697,0.08060666384676499,531349.0575651112,
shuffled_periods,3,NOT_TESTABLE_ROOT_COUNT,0,nan,nan,nan,nan,0.29973287448734115,0.1523518071431505,436571.9617266582,
