kappa,cutoff,root_index,real,imag,high_precision_real,high_precision_imag,high_precision_residual
0,7,20,-0.04633447683416838,-1.011387467066031,-0.046334476834168424798005980781161869359989912638541616233447444358647881598087315,-1.0113874670660300939428608166965733918589567162409559567145312873513801166750496,4.4289779819057363193e-80
0,7,21,0.27798104865909845,0.0,0.27798104865909844627976062289031479199002734178014019695323114623148351783796021,2.4161315975504021891243072383480933130750669101113385885848560822502814098133619e-65,8.3437480844962570401e-65
0,7,22,-0.04633447683416868,1.0113874670660306,-0.046334476834168424798005980781161869359989912638541616233447444358647881598087317,1.0113874670660300939428608166965733918589567162409559567145312873513801166750496,2.150840916331521138e-80
0,7,23,0.12857981604365515,2.8873228366364514,0.12857981604365504737336253253668632335267924091177107472688927259263839023724605,2.8873228366364515847236220396517740565203449589456882711474964576768243673588001,5.4366513484436946848e-80
0,7,24,0.054682056016345314,3.732882498425588,0.054682056016345080181492553837401348971883728232276861202134271203551609466646267,3.7328824984255887087836793167351388733633412425842620735932069029452187232782844,6.0114220432326044823e-81
0,7,25,0.015261417334886007,5.134100966601267,0.015261417334886987119838451341135393882920739065109532915613070090969157057917343,5.1341009666012655392092172456463130056098739704413732640471316280897665749108828,1.9075156965830692819e-79
0,7,26,0.07190100775336103,6.274031773304701,0.071901007753363306720449256149531146244059918606479679580097577835271951104584503,6.2740317733047025548629057643265730766275648863388416160903849828936271792351983,4.0680252714588481017e-80
0,7,27,-0.10890829051125248,6.498722304748898,-0.10890829051126180542600967809574229521377363056561390176881186722261780477941723,6.4987223047489142690618780383138662621581933081345832044713308582394517334490998,3.2173572223724250046e-79
0,7,28,0.019437512863471736,7.885868426789131,0.019437512863473028876242419274432822277048555651279234499141888567539373028833931,7.8858684267891324702463316843927571362888879722388849644520734907710325904247205,1.3445771733205870218e-79
0,7,29,0.19875621123711645,9.029552995710631,0.19875621123711660027135946944903200775004656160423141478153995437293281057410042,9.0295529957106306596034707923717471212026149745769572179121981070813124947638186,3.6179636959678966566e-80
0,7,30,0.1302506358518644,9.77709183208709,0.13025063585186453035066067696196900074537835942872087144589279822307473407139646,9.7770918320870910132659310121448182128009799739597312493730138943786648801711944,5.8197185194445419245e-81
0,7,31,0.1079376465221835,11.804038324345544,0.10793764652218350504173996743434435704050433591514137948471352643750593485962924,11.804038324345544379976896456445658450098058619407857672618864987955896264922264,1.9483187047933874083e-79
0,7,32,0.2580514095787368,12.737773648171398,0.25805140957873693630883240549052675524031763900115429648494959341227303983505481,12.737773648171398170402554756271687206320516465929797507345635389025009352153655,1.0243791700598768482e-80
0,7,33,-0.06377178996486121,13.178339288273968,-0.063771789964864431759572118311233693584713465914994102539318153071777669112907427,13.178339288273969330985316224235876362923691835235529217970748656271316697533116,2.2431917086082248112e-79
0,7,34,-0.057361802946714356,14.079883685065157,-0.057361802946717845309150353215337577491568621698809196029482019086009554135630329,14.079883685065164058224542352193761479826381243026395338624864347082561180270109,1.877821148210738275e-79
0,7,35,-0.23035129134433993,15.005906534032002,-0.23035129134434729702658651453566319129020699446384731533607049999162390118017821,15.005906534031991894099302474867444009878582528036159273924815531706481647223038,3.3692598629631738643e-77
0,7,36,0.11919847235355474,15.61438625576917,0.11919847235355459254994005709110132054025167407260859556485990311593964415155595,15.61438625576917194406922540016817252530768319037552223708253141242331248764007,7.3294934463197912017e-80
0,7,37,0.032254754669325376,16.14765252621565,0.032254754669325573023027079461877432107396196861541966151604249637393197790851724,16.147652526215653301192356244882524560922105285086815599434220831378901704679621,5.6312016488349524073e-80
0,7,38,0.04162714242922205,16.841382430565975,0.041627142429223888399391164082506573041553475721773681003049716885245818893606312,16.841382430565976258330142995205847564832178413211435540637522347345794050883441,7.2788895610809811328e-80
0,7,39,0.12899065023553793,17.98032489946342,0.12899065023553772443664319353496498938859180993881466071997209933234867933739156,17.98032489946342022240891309075923281496349013272036177410909122793014787528229,9.9742578341542569907e-81
0,7,40,0.12648981506909993,18.9499124648619,0.12648981506910010472032910391372510079081660867566242338619440822387802066895733,18.949912464861899982255315046260962054200733221564806369519934915816415261059926,3.5064943459566354245e-80
0,7,41,-0.038766891255900056,19.377932824968653,-0.038766891255895025293470526432483881767638451283056089693766579420306547260482515,19.377932824968679509313988973998248835646363266789721813010667664350101027174881,7.0275986824089858413e-79
0,7,42,-0.13512579354117374,19.66183221016385,-0.13512579354123507645207657551972328678154876265071287934591552208397679379052257,19.661832210163875454957206016733182026707502539851916605452880786608564379861717,1.8521390720516404681e-78
0,8,0,-0.10949878378675391,-19.625914451086622,-0.10949878378675073953363739364360839711923711108051447360634424400424366670584254,-19.62591445108657022389171665757043301421479508682632136930063668873627927130741,4.0529901938975372953e-78
0,8,1,-0.047893171623281695,-19.35052902391815,-0.047893171623297327407948949938212797683871262897094064779219846156937466106523911,-19.350529023918141336118436498455825002087385457744504409550622758338668066510833,1.8623955614171995952e-78
0,8,2,0.12671024204472686,-18.946835201311536,0.12671024204472790318385547181018947143365202904271157112905573199230791293813133,-18.946835201311540793670912192290030002449499441631747593835375426969752966009025,1.3348433716522938899e-79
