series,level,dimension,spectral_mean,gap
0,1,0.4829694834860040,0.5972531564093516,0.1142836729233476
0,2,0.5511674300890196,0.5972531564093516,0.0460857263203320
0,3,0.5686822381785147,0.5972531564093516,0.0285709182308369
1,1,0.4141511082980001,0.4479398673070137,0.0337887590090137
1,2,0.4479398673070137,0.4479398673070137,0.0000000000000000
1,3,0.4479398673070137,0.4479398673070137,0.0000000000000000
2,1,0.2888113252333105,0.3465735902799726,0.0577622650466621
2,2,0.3273195019310853,0.3465735902799726,0.0192540883488874
2,3,0.3401555608303435,0.3465735902799726,0.0064180294496291
