p,cycle_length,simulated_length,harmonic_lower_bound,length_over_log_p,optimal_max_weight_sigma_1,optimal_max_weight_sigma_2,source_roof_over_log_p
1733,5745,5745,5725.983379159663,770.3541144107168,0.9987027378579504,0.997407158604966,10742.090454071702
1741,5775,5775,5752.406845422378,773.8989089182411,0.9987086760461126,0.9974190196097791,10799.027298738203
1747,5791,5791,5772.224445119411,775.6854233732383,0.9987116482331708,0.9974249563166168,10828.719654805507
1753,5814,5814,5792.042044816443,778.4087164608558,0.998716152687185,0.9974339536382927,10872.425380947596
1759,5828,5828,5811.859644513476,779.9263190578224,0.9987186492322583,0.9974389403243065,10898.119407659526
1777,5936,5936,5913.6219674140975,793.2984638829569,0.9987402345643575,0.9974820561376678,11102.054590609707
1783,5955,5955,5933.582424253987,795.4793138629885,0.9987436861097091,0.9974889505440092,11137.740810635663
1787,5968,5968,5946.889395480582,796.9773070350782,0.998746045987688,0.997493664376041,11162.200992799751
1789,5973,5973,5953.54288109388,797.5258849959964,0.998746907978969,0.9974953861975513,11171.426860424383
1801,6019,6019,5993.463794773657,802.9511521583256,0.9987553694233419,0.997512287951956,11258.818894174476
1811,6048,6048,6026.7312228401415,806.2243013779752,0.9987604193028947,0.9975223751660941,11312.966776169096
1823,6084,6084,6066.652136519918,810.3098719393594,0.9987666653949706,0.9975348519041892,11380.349075357384
1831,6115,6115,6093.26607897311,813.963969766404,0.9987721987571961,0.9975459050102841,11439.281365034289
1847,6163,6163,6146.493963879483,819.4042608256727,0.9987803455552795,0.9975621786675236,11529.134704195056
1861,6260,6260,6236.347432939998,831.4661586767752,0.9987980281780651,0.997597501092391,11712.494534342955
1867,6276,6276,6256.447424663612,833.2350711245012,0.9988005783675443,0.9976025953473411,11742.17265079582
1871,6288,6288,6269.847419146022,834.5911124131823,0.9988025260171391,0.997606485978218,11764.628319846692
1873,6302,6302,6276.547416387223,836.3307045303118,0.9988050153089315,0.9976114586062749,11791.866051059282
1877,6312,6312,6289.9474108696295,837.4207083000041,0.9988065697967194,0.997614563869089,11810.318502981605
1879,6315,6315,6296.647408110835,837.7003633339732,0.9988069679696377,0.9976153592647009,11815.54232000681
1889,6348,6348,6330.14739431685,841.4854035153816,0.9988123310948045,0.9976260727470374,11877.690144149043
1901,6393,6393,6370.347377764072,846.7397880966923,0.9988196967400634,0.9976407865959124,11963.073571999337
1907,6410,6410,6390.447369487686,848.6372005594593,0.9988223341484764,0.9976460551938108,11994.75827982185
1913,6430,6430,6410.5473612112955,850.931157685118,0.9988255070583764,0.9976523935504226,12032.447653867152
1931,6489,6489,6470.847336382126,857.6760899707164,0.9988347381167247,0.997670834068706,12143.525445448313
1933,6500,6500,6477.547333623333,859.0124670937504,0.9988365498751702,0.9976744533665334,12164.762125095636
1949,6594,6594,6575.4427660984165,870.4868101022281,0.9988518771139936,0.9977050724141486,12341.230273814599
1951,6605,6605,6582.188217885074,871.8208997373783,0.998853633002803,0.9977085801628984,12362.463181906256
1973,6675,6675,6656.388187538313,879.7583800875889,0.998863970039919,0.9977292306439082,12493.95747536424
1979,6695,6695,6676.624542898291,882.0413675396906,0.9988669087594888,0.9977351014147369,12531.645330324687
1987,6725,6725,6703.60635004492,885.523097302435,0.9988713613710156,0.9977439965671859,12588.560850983788
1993,6746,6746,6723.842705404895,887.9357763727998,0.9988744263558961,0.9977501196278206,12628.244375191283
1997,6756,6756,6737.333608978213,889.0173980274944,0.9988757950132976,0.9977528538634474,12646.69857580204
1999,6763,6763,6744.0790607648705,889.8213150244441,0.998876810115701,0.9977548817869181,12659.928963426835
2003,6782,6782,6757.569964338187,892.086552729465,0.9988796605860947,0.9977605763325917,12696.394083237365
2011,6805,6805,6784.551771484819,894.6428378273007,0.9988828599708524,0.9977669679435494,12739.30418492675
2017,6833,6833,6804.7881268447945,897.9722511615352,0.9988869996870589,0.9977752381438144,12793.00602880619
2027,6906,6906,6883.55983022253,906.9762136318449,0.9988980428536528,0.997797300016858,12929.700181442344
2029,6914,6914,6890.34972645363,907.9092757064781,0.9988991747159539,0.9977995612482138,12944.926342855499
2039,6941,6941,6924.299207609147,910.8667155685362,0.9989027469595587,0.9978066978833522,12995.043545668515
2053,6997,6997,6971.828481226864,917.3918088497629,0.9989105470912849,0.9978222810902102,13101.63584259639
2063,7024,7024,7005.77796238238,920.3454974867626,0.9989140416015494,0.997829262508742,13151.758104686134
2069,7045,7045,7026.147651075685,922.745968420085,0.9989168651297843,0.9978349034407156,13191.441912333106
2081,7095,7095,7066.887028462301,928.591530356684,0.9989236798843432,0.9978485182336778,13286.81631153218
2083,7098,7098,7073.676924693405,928.8673876351849,0.9989239993604562,0.9978491564982886,13292.038445469736
2087,7106,7106,7087.256717155609,929.6808910791783,0.9989249403925345,0.9978510365382287,13306.486094712141
2089,7117,7117,7094.046613386712,931.0033555091389,0.9989264666648867,0.997854085803595,13327.717889687334
2099,7143,7143,7127.996094542225,933.821152565796,0.9989297043080512,0.9978605541489706,13375.847968895969
2111,7189,7189,7168.73547192884,939.1349318436727,0.9989357569927683,0.997872646598715,13463.227969893258
2113,7202,7202,7175.525368159944,940.7168130766534,0.9989375456409307,0.9978762200911266,13488.46443087758
2129,7299,7299,7276.127146704417,952.4483518522899,0.9989506252817978,0.9979023517508949,13670.71534592479
2131,7306,7306,7282.960521196389,953.2449862591227,0.9989515017926732,0.9979041029338372,13683.938642261544
2137,7327,7327,7303.460644672306,955.6343766501545,0.9989541220008209,0.997909337862431,13723.612356536803
2141,7336,7336,7317.127393656251,956.5749041393971,0.9989551497958504,0.99791139130365,13740.057805028448
2143,7347,7347,7323.960768148223,957.8926211545543,0.9989565863852103,0.9979142614823922,13761.288003204052
2153,7379,7379,7358.127640608084,961.4811425499857,0.9989604786771058,0.9979220379587924,13821.411104682658
2161,7415,7415,7385.461138575972,965.7052404025868,0.9989650233005646,0.9979311177778976,13890.325466744056
2179,7471,7471,7446.9615090037205,971.9484900388717,0.9989716679885097,0.9979443934437452,13995.353326593286
2203,7549,7549,7528.9620029073885,980.6984225410587,0.9989808382377863,0.99796271516627,14142.070916030314
2207,7563,7563,7542.628751891334,982.2856853887786,0.9989824842500812,0.9979660038384636,14168.529329343122
2213,7637,7637,7610.21398175023,991.5472009756468,0.9989919835323369,0.9979849831618729,14308.569759744594
2221,7662,7662,7637.717692484073,994.3272186631613,0.9989948004065478,0.9979906112393181,14355.456650093976
2237,7714,7714,7692.725113951767,1000.1437902487417,0.9990006434592636,0.9980022856320229,14453.241062797128
2239,7717,7717,7699.60104163523,1000.4168360358839,0.9990009160793636,0.9980028303274077,14458.460773034421
2243,7736,7736,7713.352897002151,1002.6479529979458,0.9990031381570794,0.9980072700476926,14494.916776337828
2251,7767,7767,7740.856607735998,1006.2014968111541,0.9990066569674335,0.9980143006652474,14553.816461137108
2267,7816,7816,7795.864029203689,1011.6211336076251,0.9990119760516747,0.9980249282946718,14645.608803476636
2269,7830,7830,7802.7399568871515,1013.3174915128646,0.999013629250576,0.9980282314284072,14672.841587509136
2273,7839,7839,7816.491812254077,1014.2510325794323,0.9990145366824708,0.9980300445028918,14689.285904123146
2281,7873,7873,7843.995522987923,1018.1872817596862,0.9990183445522858,0.9980376527519895,14754.196187864429
2287,7885,7885,7864.6233060383065,1019.3928739219206,0.9990195049446703,0.9980399712598941,14775.861609784883
2293,7906,7906,7885.251089088691,1021.7617042492966,0.9990217769910964,0.9980445109024481,14815.538177133336
2297,7923,7923,7899.002944455615,1023.7281656661052,0.9990236551248585,0.9980482634990321,14847.99695088856
2309,8008,8008,7988.362677223047,1034.0148255009997,0.9990333633724268,0.9980676611312232,15007.602784666782
2311,8023,8023,7995.280271573177,1035.8358656235457,0.999035061937407,0.9980710549802787,15036.833744469168
2333,8095,8095,8071.373809424592,1043.8547598939426,0.999042471043403,0.9980858589485089,15172.272089952958
2339,8110,8110,8092.126592474977,1045.442758404229,0.9990439248077821,0.9980887636953374,15199.935443988821
2341,8127,8127,8099.044186825102,1047.518778878722,0.9990458186969112,0.9980925478557817,15233.169487841882
2347,8144,8144,8119.796969875486,1049.3637516302615,0.9990474955223421,0.9980958983094641,15264.836724169827
2351,8155,8155,8133.632158575745,1050.5506081993963,0.9990485710994996,0.9980980474159521,15285.282493962008
2357,8181,8181,8154.384941626128,1053.5540678586212,0.9990512821348999,0.9981034643353873,15334.95865665223
2371,8226,8226,8202.808102077028,1058.5418847754322,0.9990557503531824,0.9981123923137603,15419.51834364938
2377,8250,8250,8223.560885127414,1061.2851023603225,0.9990581899069548,0.998117266820161,15465.195763590817
2381,8267,8267,8237.396073827667,1063.2420203760764,0.9990599225120708,0.9981207287698248,15497.650378037324
2383,8270,8270,8244.313668177796,1063.5130129376018,0.9990601619395645,0.9981212071747088,15502.870075720028
2389,8288,8288,8265.06645122818,1065.4832332977426,0.9990618990098598,0.9981246780531873,15536.538853484215
2393,8299,8299,8278.901639928437,1066.6679570488393,0.9990629404488889,0.9981267589783802,15556.986876631312
2399,8319,8319,8299.654422978821,1068.8945157000671,0.9990648914760496,0.9981306573800508,15594.663176123217
2411,8413,8413,8390.364070712243,1080.279844428203,0.9990747422485897,0.998150340599086,15772.16167862398
2417,8436,8436,8411.23930274222,1082.887575538463,0.9990769693583836,0.9981547907023327,15815.825886758454
2423,8457,8457,8432.114534772198,1085.2378531489187,0.9990789674262757,0.9981587831535532,15855.490778873878
2437,8506,8506,8480.823409508808,1090.7193505116225,0.9990835940276208,0.9981680278551478,15948.04081634532
2441,8518,8518,8494.740230862128,1092.0284516014453,0.9990846920932023,0.9981702219749687,15970.484033165487
2447,8535,8535,8515.615462892103,1093.863614828045,0.9990862269936271,0.9981732889683615,16002.148423669712
2459,8579,8579,8557.365926952058,1098.813828430865,0.9990903417157596,0.9981815109097134,16085.486528297826
2467,8612,8612,8585.199569658693,1102.5818328409161,0.9990934490064919,0.9981877198476875,16148.381356451477
2473,8630,8630,8606.07480168867,1104.5428330988543,0.9990950577644837,0.9981909344494171,16182.04568762358
2477,8641,8641,8619.991623041984,1105.7219900622154,0.999096022370867,0.998192861917288,16202.490698989563
2503,8787,8787,8760.510961838552,1122.9040972838634,0.9991098484184298,0.9982204892066976,16478.471206025788
2521,8856,8856,8823.496657928477,1130.686334300846,0.9991159724047906,0.9982327263143701,16609.457627196884
2531,8884,8884,8858.488711311775,1133.6882091411162,0.99911831217506,0.9982374017235405,16661.551766211986
2539,8909,8909,8886.482354018412,1136.4208085233097,0.9991204313193982,0.9982416362798604,16708.43173007746
2543,8922,8922,8900.479175371729,1137.8505907225492,0.9991215360682258,0.9982438438353313,16732.87399426446
2549,8945,8945,8921.474407401705,1140.4410936751428,0.9991235306174009,0.9982478294333804,16776.540672463867
2551,8956,8956,8928.472818078368,1141.729368310557,0.9991245191518943,0.998249804770504,16797.766870341224
2557,8978,8978,8949.46805010834,1144.1913019887122,0.9991264020835686,0.9982535673404569,16839.431850942776
2579,9048,9048,9026.450567551583,1151.8547615567131,0.9991322117367163,0.9982651765299024,16970.86495999511
2591,9090,9090,9068.441031611539,1156.5180981316,0.999135709338222,0.9982721656747922,17050.200616828217
2593,9104,9104,9075.439442288203,1158.1856137914197,0.9991369531769448,0.9982746512037085,17077.43050541541
2609,9207,9207,9182.583590446566,1170.373081225401,0.9991459365193176,0.9982926024630643,17271.167131600116
2617,9233,9233,9210.734095898299,1173.22154132232,0.999148009213193,0.9982967443146868,17320.039025408318
2621,9248,9248,9224.80934862417,1174.8995511821881,0.9991492255219508,0.9982991748611142,17348.477352866816
2633,9293,9293,9267.035106801766,1179.9317653058456,0.9991528523972661,0.9983064224535931,17433.799129411917
2647,9344,9344,9316.298491342302,1185.6089302642347,0.9991569071649107,0.9983145251353499,17530.341548376553
2657,9377,9377,9351.486623156967,1189.2271348356676,0.9991594711830799,0.9983196488548518,17592.441951000503
2659,9380,9380,9358.5242495199,1189.4940952798433,0.9991596597452927,0.9983200256623291,17597.65842367458
2663,9395,9395,9372.599502245772,1191.1692074301177,0.9991608409992824,0.9983223861863932,17626.100878145244
2671,9428,9428,9400.750007697508,1194.8987587342656,0.9991634591098976,0.998327618020456,17688.989167034197
2677,9447,9447,9421.862886786304,1196.9664114406523,0.9991649035561196,0.99833050449831,17724.646929536906
2683,9466,9466,9442.9757658751,1199.0336517724013,0.9991663427361267,0.9983333804566871,17760.308404042717
2687,9477,9477,9457.051018600967,1200.2005108216094,0.9991671528968629,0.998334999428023,17780.749863001725
2689,9492,9492,9464.088644963902,1201.9869016307389,0.9991683901579397,0.9983374718908087,17809.979289548297
2693,9502,9502,9478.163897689768,1203.026771884264,0.9991691086847376,0.998338907749853,17828.418059127227
2699,9519,9519,9499.27677677857,1204.839618153731,0.9991703583558058,0.9983414050168694,17860.081972466098
2707,9610,9610,9579.484974537998,1215.9021852657118,0.9991779035291373,0.998356482900882,18032.85214015693
2711,9620,9620,9593.637150340783,1216.940081786861,0.9991786043857822,0.9983578834623195,18051.28290684439
2713,9627,9627,9600.713238242188,1217.7119889387009,0.9991791248543735,0.9983589235447519,18064.498845094968
2719,9646,9646,9621.94150194636,1219.7744413169312,0.9991805122600662,0.9983616960802885,18100.150001023572
2729,9680,9680,9657.321941453341,1223.5058960740723,0.9991830105168921,0.9983666885055996,18164.242006373363
2731,9695,9695,9664.398029354737,1225.2883663019131,0.999184198535402,0.9983690626028335,18193.46811250754
2741,9727,9727,9699.778468861708,1228.7650376444628,0.9991865058272982,0.9983736734273654,18253.557766841197
2749,9750,9750,9728.082820467287,1231.2172305468346,0.9991881253909184,0.9983769099222176,18296.428498130415
2753,9766,9766,9742.234996270075,1233.0112947116186,0.9991893062110607,0.998379269646541,18326.86996693636
2767,9815,9815,9791.767611579844,1238.4047057400237,0.9991928354609906,0.9983863224365743,18419.405314910164
2777,9855,9855,9827.148051086822,1242.8859617482708,0.9991957445420487,0.998392135910939,18495.510365102436
2789,9893,9893,9869.604578495184,1247.000293772814,0.9991983970252969,0.9983974366179229,18566.826119273872
2791,9904,9904,9876.680666396582,1248.2740390731806,0.9991992146575351,0.9983990705722349,18588.049770465783
2797,9923,9923,9897.908930100768,1250.330334363355,0.9992005311038246,0.9984017013581652,18623.708094527065
2801,9940,9940,9912.061105903562,1252.2468989164452,0.9992017542029088,0.9984041456021702,18656.15314915167
2803,9943,9943,9919.13719380495,1252.5122123614099,0.999201923223863,0.9984044833742668,18661.36980587853
2819,10054,10054,10028.934576261392,1265.5873606475047,0.9992101651283515,0.9984209540958274,18870.903387120394
2833,10104,10104,10078.731342514551,1271.0886521076563,0.9992135822014576,0.9984277828558691,18965.420548076287
2837,10118,10118,10092.95899001545,1272.6239735115885,0.9992145305803896,0.9984296781229882,18991.856121726592
2843,10139,10139,10114.30046126681,1274.9265314180527,0.9992159486069024,0.998432511950392,19031.51028217573
2851,10171,10171,10142.755756268618,1278.4986202905907,0.999218138367647,0.998436888042906,19092.385147596317
2857,10195,10195,10164.097227519971,1281.1768637003984,0.999219772176925,0.9984401531093059,19138.043287234304
2861,10208,10208,10178.324875020877,1282.585033159161,0.9992206284669226,0.9984418643538318,19162.479847708004
2879,10260,10260,10242.349288774938,1288.1035255697889,0.9992239661540949,0.9984485345367198,19259.434083577173
2887,10299,10299,10270.804583776744,1292.5495314525735,0.9992266344592259,0.9984538670127114,19334.321093965547
2897,10328,10328,10306.373702528997,1295.6268457809006,0.9992284706133268,0.9984575364842481,19388.409068806686
2903,10350,10350,10327.715173780354,1298.049795785768,0.9992299102015136,0.9984604134413251,19430.06959226533
2909,10372,10372,10349.05664503171,1300.4721852454957,0.9992313440962949,0.9984632790244881,19471.729302286705
2917,10462,10462,10431.530458552037,1311.3051170244694,0.9992376916825697,0.9984759644791102,19642.302120869328
2927,10498,10498,10467.284762489477,1315.2531690708759,0.999239979066475,0.9984805357647694,19710.38356998862
2939,10530,10530,10510.189927214402,1318.5864253042719,0.9992418995958827,0.9984843739079882,19769.668826102836
2953,10589,10589,10560.245952726826,1325.1859229579152,0.9992456735526515,0.9984919161136921,19882.19371748971
2957,10597,10597,10574.547674301803,1325.962478487064,0.9992461151605578,0.9984927986634669,19896.621155833127
2963,10620,10620,10596.000256664274,1328.503427344761,0.9992475565282783,0.9984956792277347,19940.275946719128
2969,10643,10643,10617.452839026735,1331.0437705032598,0.9992489920533342,0.9984985481196044,19983.931847061718
2971,10658,10658,10624.603699814226,1332.8074674713157,0.9992499854853418,0.9985005334924559,20013.15675960217
2999,10746,10746,10724.71575083906,1342.237587309317,0.9992552528779909,0.9985110604042575,20178.19381840844
3001,10761,10761,10731.866611626558,1343.99925858703,0.9992562287055969,0.9985130106069323,20207.418360424534
3011,10796,10796,10767.620915563994,1347.810598854001,0.9992583311627206,0.9985172123981053,20273.51158050838
3019,10821,10821,10796.22435871395,1350.484325399927,0.999259798995796,0.9985201458891185,20320.38182120929
3023,10830,10830,10810.526080288928,1351.384233857473,0.999260291725178,0.9985211306186879,20336.816284563698
3037,10943,10943,10915.800287619526,1364.6977337577353,0.9992675054092577,0.9985355473668408,20550.92509527216
3041,10960,10960,10930.174736467237,1366.593477461318,0.9992685211568325,0.998537577374963,20583.359354325312
3049,10987,10987,10958.923634162638,1369.5114460966545,0.9992700791234743,0.9985406910314346,20634.216580867233
3061,11035,11035,11002.046980705756,1374.821430063346,0.9992728972776339,0.9985463232336368,20725.51593374169
3067,11048,11048,11023.608653977311,1376.1053370992927,0.9992735754184153,0.9985476785295033,20749.156035141765
3079,11093,11093,11066.732000520422,1381.038673031406,0.9992761694074557,0.9985528627456379,20834.46002125403
3083,11114,11114,11081.10644936813,1383.4294922748368,0.9992774198670842,0.9985553618562168,20874.900893183658
3089,11130,11130,11102.668122639687,1385.0859014978892,0.9992782836809345,0.9985570882363142,20904.543472636124
3109,11205,11205,11174.54036687821,1393.30034865027,0.9992825371596034,0.998565589072134,21046.714721090575
3119,11230,11230,11210.47648899747,1395.8516230377234,0.9992838480360199,0.9985682089456753,21092.79324920822
3121,11249,11249,11217.66371342132,1398.1018627394,0.9992850002677502,0.9985705117601176,21130.021498150407
3137,11365,11365,11331.179365954993,1411.6219911103783,0.999291845913816,0.9985841933098419,21349.26378303839
3163,11453,11453,11425.077569179362,1421.09535430495,0.9992965649784081,0.9985936247776458,21515.046002360785
3167,11462,11462,11439.52344659849,1421.9890892945837,0.999297006939225,0.9985945080776935,21531.47062646384
3169,11479,11479,11446.746385308055,1423.9866004337273,0.9992979927234041,0.9985964782610247,21564.694150970892
3181,11519,11519,11490.084017565456,1428.2790006551095,0.9993001017241254,0.9986006933058476,21639.979298374903
3187,11539,11539,11511.752833694152,1430.4246399299968,0.9993011512057437,0.9986027908011247,21677.626439235908
3191,11549,11549,11526.198711113291,1431.4417086275573,0.9993016475787252,0.9986037828535547,21696.055175350346
3203,11600,11600,11569.536343370692,1437.0943271564533,0.9993043934990745,0.9986092708665532,21793.35877626719
3209,11616,11616,11591.205159499386,1438.7429474969902,0.9993051903005709,0.99861086336166,21822.998913649128
3217,11648,11648,11620.096914337655,1442.2616416800984,0.9993068848442715,0.9986142500971623,21883.86448348979
3221,11663,11663,11634.542791756783,1443.8967887231152,0.9993076694936945,0.998615818308919,21912.299188920195
3229,11688,11688,11663.434546595056,1446.5475845340534,0.9993089377496104,0.9986183530662547,21959.16040913782
3251,11832,11832,11799.921960119578,1463.1399433746221,0.9993167718839505,0.9986340105685595,22231.95606253853
3253,11837,11837,11807.179986548448,1463.6469287980417,0.999317008463123,0.9986344834036853,22241.166026842497
3257,11852,11852,11821.696039406173,1465.2790304784276,0.9993177689539782,0.9986360033471565,22269.5937716416
3259,11857,11857,11828.954065835042,1465.7859429384882,0.9993180048093327,0.9986364747361056,22278.80444800541
3271,11902,11902,11872.502224408225,1470.6807229615163,0.9993202738821431,0.9986410097918814,22364.087349542504
3299,11997,11997,11974.114594412335,1480.859790697798,0.9993249445757258,0.9986503448512775,22543.081603048737
3301,12014,12014,11981.372620841206,1482.8472687878138,0.9993258490556084,0.9986521525907127,22576.30499123009
3307,12034,12034,12003.146700127794,1484.982956287916,0.9993268182862752,0.9986540897461702,22613.948401253612
3313,12057,12057,12024.920779414388,1487.4884048297383,0.9993279517776454,0.9986563552041041,22657.593449278953
3319,12075,12075,12046.694858700981,1489.3766167037707,0.9993288035054488,0.998658057515632,22691.236086017834
3323,12089,12089,12061.210911558712,1490.8819413499655,0.9993294809768074,0.9986594115493752,22717.665506585556
3329,12109,12109,12082.984990845305,1493.0162919038194,0.9993304392003963,0.9986613267124571,22755.30945520103
3331,12120,12120,12090.243017274168,1494.2619162183908,0.9993309971629326,0.9986624418906611,22776.527352465913
3343,12158,12158,12133.791175847358,1498.282627781003,0.9993327918643072,0.9986660288953109,22847.814968047216
3347,12173,12173,12148.307228705085,1499.9101074390696,0.9993335155781657,0.998667475357816,22876.246274144265
3359,12212,12212,12191.855387278278,1504.052284811298,0.9993353504738455,0.9986711427066836,22949.541449179585
3361,12235,12235,12199.113413707135,1506.774544362893,0.9993365508844773,0.9986735419336835,22994.770925479093
3371,12324,12324,12293.524235506635,1517.1800484233531,0.9993410996179019,0.9986826333855172,23162.14431949598
3373,12329,12329,12300.816744694124,1517.6847694476264,0.999341318669534,0.9986830712001631,23171.353803437014
3389,12387,12387,12359.156818194007,1523.9367368144726,0.9993440200304942,0.9986884703707087,23281.055619579998
3391,12394,12394,12366.44932738149,1524.687261135956,0.9993443428294703,0.9986891155452658,23294.267276239047
3407,12454,12454,12424.789400881371,1531.1816742705505,0.9993471228511343,0.99869467195084,23407.978788436893
3413,12475,12475,12446.666928443832,1533.4318349725074,0.9993480805719182,0.9986965861427769,23447.617094597237
3433,12554,12554,12519.592020318683,1542.0350487453898,0.9993517165358549,0.9987038533431595,23597.76366377911
3449,12603,12603,12577.932093818568,1547.170162788929,0.9993538675169675,0.9987081525211206,23689.46927081861
3457,12639,12639,12607.102130568508,1551.148421509881,0.9993555241306511,0.9987114636104484,23758.333971194803
3461,12652,12652,12621.687148943472,1552.5235369852412,0.999356094777946,0.9987126041698268,23782.76088814657
3463,12655,12655,12628.979658130964,1552.7815902621926,0.9993562017526517,0.9987128179814867,23787.972173232778
3467,12670,12670,12643.564676505934,1554.4019306024325,0.9993568726452519,0.9987141589032981,23816.40330649272
3469,12678,12678,12650.857185693427,1555.2733614314482,0.9993572328782904,0.9987148789061535,23831.61899263435
3491,12819,12819,12790.244278281183,1571.351896324789,0.9993638077680226,0.9987280202766011,24098.18825341187
3499,12847,12847,12819.549908251465,1574.342399192164,0.9993650158473624,0.9987304348995988,24151.034706086877
3511,12897,12897,12863.508353206884,1579.806856350623,0.9993672115243932,0.9987348234700414,24246.311997141147
3517,12912,12912,12885.487575684585,1581.313531298037,0.9993678142543996,0.998736028167616,24273.94183659733
3527,12946,12946,12922.119613147453,1584.926343110072,0.9993692548561578,0.998738907551752,24338.00647529422
3529,12963,12963,12929.446020640014,1586.8974496538972,0.99937003806631,0.9987404729846578,24371.227014668173
3533,12971,12971,12944.098835625155,1587.6566172049518,0.9993703391994738,0.9987410748716714,24385.647001661335
3539,12996,12996,12966.07805810287,1590.3863168108405,0.9993714195939103,0.9987432343011475,24433.291201434404
3541,13007,13007,12973.404465595439,1591.6224001878286,0.9993719076077338,0.9987442097155207,24454.505831520564
3547,13024,13024,12995.383688073147,1593.3725382492257,0.9993725972791493,0.9987455881924726,24486.1392476104
3557,13062,13062,13032.015725535997,1597.4712898884175,0.9993742065494651,0.998748804716373,24558.207188695676
3559,13065,13065,13039.342133028573,1597.7283498546403,0.9993743072024367,0.9987490058963504,24563.417199485408
3571,13118,13118,13083.30057798399,1603.549676122195,0.9993765779311652,0.9987535445174062,24664.707632182253
3581,13147,13147,13119.932615446847,1606.545473179499,0.9993777400923546,0.9987558673921018,24718.77015571357
3583,13152,13152,13127.25902293941,1607.046818715078,0.9993779341565043,0.9987562552789223,24727.981799612844
3593,13193,13193,13163.89106040226,1611.5078173417962,0.999379655633699,0.9987596960945309,24806.056542296614
3607,13305,13305,13275.292579516912,1624.4168360079739,0.9993845839083767,0.9987695465537193,25017.67138917314
3613,13331,13331,13297.371801994632,1627.260989106709,0.9993856592121133,0.9987716958388302,25067.306971153957
3617,13342,13342,13312.09128364644,1628.3837750253824,0.9993860826758085,0.998772542246098,25087.725575781995
3623,13361,13361,13334.170506124141,1630.3729032736915,0.9993868314528669,0.9987740388814009,25123.357666691903
3631,13395,13395,13363.609469427767,1634.0819360167588,0.9993882227946076,0.9987768198605643,25188.20635875002
3637,13414,13414,13385.688691905469,1636.0702493000933,0.9993889660591688,0.9987783054808145,25223.837358970268
3643,13437,13437,13407.767914383183,1638.5460769718886,0.9993898890439868,0.9987801503233523,25267.47449056965
3659,13496,13496,13466.645840990412,1644.8616935965113,0.9993922309160955,0.9987848312154504,25379.17581480701
3671,13536,13536,13510.804285945827,1649.078730426604,0.9993937846366949,0.9987879367704565,25454.444294130484
3673,13551,13551,13518.164026771734,1650.7966271610499,0.999394415301902,0.9987891973366304,25483.663064720055
3677,13564,13564,13532.883508423542,1652.1612332125715,0.9993949153345019,0.9987901967964562,25508.086813485577
3691,13614,13614,13584.401694204867,1657.4842511880038,0.9993968579804305,0.998794079741157,25602.57316611426
3697,13641,13641,13606.48091668257,1660.443107175009,0.9993979324364188,0.9987962273581887,25654.217798671132
3701,13654,13654,13621.200398334377,1661.8067819876437,0.9993984263430378,0.9987972145769404,25678.64381712667
3709,13681,13681,13650.639361638,1664.6554407174447,0.9993994554829634,0.9987992716196438,25729.493250551215
3719,13713,13713,13687.438065767512,1668.0026228903942,0.9994006602349089,0.9988016796779718,25789.558786599326
3727,13813,13813,13777.975389726864,1679.7272463536408,0.999404842426735,0.9988100390660071,25979.44147448508
3733,13831,13831,13800.152972860315,1681.5871959928068,0.9994055005157158,0.9988113544610684,26013.06627154476
3739,13848,13848,13822.330555993758,1683.3253896195858,0.999406114210675,0.9988125811216809,26044.693975651244
3761,13932,13932,13903.648360816398,1692.3293375737935,0.9994092730148777,0.9988188949881264,26204.01320394068
3767,13952,13952,13925.82594394985,1694.430657935131,0.999410005379098,0.9988203588518487,26241.645424661023
3769,13959,13959,13933.218471660999,1695.1715131780927,0.9994102631534248,0.9988208740963979,26254.85492805951
3779,13993,13993,13970.181110216756,1698.7538268621363,0.9994115064180978,0.9988233591608916,26318.913973992156
3793,14052,14052,14021.928804194798,1705.1509682834435,0.9994137135967779,0.9988277709253023,26431.398821475344
3797,14067,14067,14036.713859617095,1706.7528601577305,0.9994142637012138,0.9988288704894392,26459.823229883878
3803,14088,14088,14058.891442750535,1708.97340063821,0.9994150245501907,0.9988303912966584,26499.457548633633
3821,14153,14153,14125.424192150882,1715.8754962996263,0.9994173769237208,0.9988350932970906,26622.36517716038
3823,14164,14164,14132.816719862032,1717.1001735005693,0.9994177923435426,0.9988359236528404,26643.580809184834
3833,14197,14197,14169.779358417782,1720.5558724387963,0.9994189613551354,0.9988382603161777,26705.640065999596
3847,14313,14313,14283.575439492604,1733.8479963732182,0.9994234144621617,0.9988471613752057,26925.063713459793
3851,14332,14332,14298.425011043933,1735.931081125412,0.9994241061547309,0.9988485439631827,26961.4870409577
3853,14340,14340,14305.8497968196,1736.790839318917,0.9994243911556147,0.9988491136367711,26976.69541528529
3863,14370,14370,14342.973725697928,1739.878088541623,0.9994254122256173,0.9988511546023451,27032.73764747415
3877,14430,14430,14394.947226127579,1746.3777920835118,0.9994275501255923,0.9988554279500431,27147.214881029264
3881,14442,14442,14409.796797678915,1747.6119805710518,0.9994279542821989,0.998856235800701,27169.63121347889
3889,14474,14474,14439.495940781582,1751.0479388259835,0.999429076446803,0.9988584788473096,27230.474475984287
3907,14541,14541,14506.319012762566,1758.1713171626834,0.9994313889336284,0.9988631011858015,27357.371686832117
