role,grid_n,index,window,target,predicted,residual,percent_error
P,352,3,train,25.0108,27.747826899830976,2.737026899830976,10.943380059138358
P,352,4,train,30.4248,33.28326435382898,2.858464353828982,9.39517878122118
P,352,5,train,32.935,38.354477236621705,5.419477236621702,16.455069793902236
P,352,6,train,37.5861,49.9967980556209,12.410698055620898,33.01938231319796
P,352,7,train,40.9187,51.552877242557024,10.634177242557023,25.988551059923758
P,352,8,train,43.327,52.71443693568328,9.387436935683283,21.666482645194183
P,352,9,train,48.0051,61.305432692245546,13.300332692245547,27.706082670894443
P,352,10,train,49.7738,68.03463737166672,18.260837371666717,36.68764967044251
P,352,11,train,52.9703,69.13211913030777,16.16181913030777,30.511096086500867
P,352,12,train,56.4462,72.95059583398198,16.50439583398198,29.23916195241129
P,352,13,train,59.347,74.06225413819125,14.715254138191249,24.795278848452742
P,352,14,train,60.8317,74.95302544389256,14.121325443892559,23.213760989570503
P,352,15,train,65.1125,77.34405584481632,12.231555844816327,18.785265263684128
P,352,16,train,67.0798,78.39854998408816,11.318749984088157,16.873559527738838
P,352,17,train,69.5464,80.64031066754474,11.093910667544733,15.951811549619725
P,352,18,train,72.0671,84.40976042361767,12.342660423617673,17.12662286066412
P,352,19,train,75.7046,86.43304677925393,10.728446779253929,14.1714595668611
P,352,20,train,77.1448,88.12864471573194,10.983844715731934,14.237958638471982
P,352,21,train,79.3373,89.61685250056591,10.279552500565913,12.956771279796405
P,352,22,train,82.9103,90.63661633190392,7.7263163319039165,9.318885991130072
P,352,23,train,84.7354,90.99812997345943,6.262729973459429,7.390925131007147
P,352,24,train,87.4252,92.87093348802712,5.445733488027116,6.229020337416576
P,352,25,train,88.8091,93.07859318070082,4.26949318070082,4.807495156127942
P,352,26,train,92.4918,94.34938684312505,1.8575868431250484,2.0083800327434957
P,352,27,train,94.6513,95.73815257701513,1.0868525770151223,1.1482700998455617
P,352,28,train,95.8706,96.68571925997281,0.8151192599728176,0.8502285997717941
P,352,29,train,98.8311,98.6422992344675,-0.18880076553250547,0.1910337591431295
P,352,30,train,101.3178,99.23451431549007,-2.0832856845099315,2.0561892229301577
P,352,31,train,103.7255,99.87389070245061,-3.8516092975493876,3.7132713725644972
P,352,32,train,105.4466,100.75132341554547,-4.6952765844545326,4.4527529426785994
P,352,33,train,107.1686,102.27570824088554,-4.8928917591144625,4.565602013196461
P,352,34,train,111.0295,103.03310011971314,-7.996399880286859,7.2020497978346825
