role,grid_n,index,window,target,predicted,residual,percent_error
J,320,189,development,379.87297534653237,355.5810494454015,-24.291925901130867,6.394749686779111
J,320,190,development,381.4844686171865,355.92129159757405,-25.563177019612453,6.700974514709454
J,320,191,development,383.44352944953647,357.3341894998195,-26.10933994971697,6.809174740071632
J,320,192,development,384.95611681486366,358.44505795801825,-26.51105885684541,6.886774283832287
J,320,193,development,385.86130084597426,359.4552331723639,-26.40606767361038,6.843409177265742
J,320,194,development,387.222890222388,360.77418895925194,-26.44870126313606,6.8303558314814925
J,320,195,development,388.84612835423223,362.36076615806934,-26.485362196162896,6.811270645347709
J,320,196,development,391.45608356363806,364.3036698574719,-27.152413706166158,6.936260501812346
J,320,197,development,392.2450833395191,366.1063742729138,-26.138709066605315,6.663871690644035
J,320,198,development,393.427743844434,366.2888290376033,-27.138914806830712,6.8980683826816644
J,320,199,development,395.5828700109937,367.6805341411473,-27.90233586984641,7.053474249041919
J,320,200,development,396.3818542225922,369.4479234513155,-26.93393077127672,6.794945450795459
J,320,201,development,397.9187362096142,370.1837950792105,-27.73494113040374,6.970001310969591
J,320,202,development,399.9851198761949,370.59327381917427,-29.391846057020643,7.3482348708667296
J,320,203,development,401.8392286005332,372.078508808056,-29.760719792477232,7.406126050988975
J,320,204,development,402.86191776388614,372.71881295298226,-30.14310481090388,7.48224229736465
J,320,205,development,404.236441800208,373.65641449867746,-30.58002730153055,7.564886323792793
J,320,206,development,405.13438745990993,374.821009666525,-30.313377793384916,7.4823018562907295
J,320,207,development,407.5814603868962,375.213291317345,-32.368169069551186,7.941521441830485
J,320,208,development,408.9472455023511,376.3918148728601,-32.55543062949101,7.9607898054185195
J,320,209,development,410.51386919336665,376.9761764967769,-33.53769269658977,8.169685658243212
J,320,210,development,411.9722678042788,377.8199706536829,-34.15229715059587,8.289950518422046
J,320,211,development,413.26273607018504,378.7496157917397,-34.51312027844534,8.35137486787193
J,320,212,development,415.01880975515513,379.681582857748,-35.337226897407106,8.514608510938261
J,320,213,development,415.4552149962946,380.7629160354451,-34.69229896084954,8.350430493731787
J,320,214,development,418.3877057895348,381.847895048358,-36.53981074117678,8.733480987980492
J,320,215,development,419.8613648181523,382.7124540647142,-37.14891075343809,8.847899298743
J,320,216,development,420.6438276250418,383.3420137259001,-37.301813899141735,8.867790622234505
J,320,217,development,422.07671005882673,384.15859867753153,-37.918111381295205,8.98370141674256
J,320,218,development,423.7165796274818,385.9259627098782,-37.790616917603586,8.918843098098238
J,320,219,development,425.06988249446135,386.83269323596255,-38.2371892584988,8.995506582143474
J,320,220,development,427.2088250840746,387.89766779748624,-39.311157286588355,9.201859834906717
J,320,221,development,428.12791407661666,389.0308693320333,-39.09704474458334,9.132094278156934
J,320,222,development,430.3287454309386,389.7296145937334,-40.59913083720522,9.434445471809825
J,320,223,development,431.3013069307036,390.1651935604625,-41.136113370241105,9.537674175619962
J,320,224,development,432.1386417345886,391.3121362699521,-40.82650546463651,9.447547967652332
J,320,225,development,433.88921848092724,392.61828032916884,-41.2709381517584,9.511860722478998
J,320,226,development,436.16100643264696,392.81022171977554,-43.350784712871416,9.9391701856699
J,320,227,development,437.5816981676686,393.8847707229611,-43.69692744470751,9.986004357057025
J,320,228,development,438.6217386562722,395.3936868019497,-43.22805185432253,9.855428503555856
J,320,229,development,439.91844221437066,396.35852129116824,-43.55992092320241,9.901817415050724
J,320,230,development,441.68319920118904,396.84113081024753,-44.842068390941506,10.152541113640074
J,320,231,development,442.90454630260945,397.95997235691823,-44.94457394569122,10.147688552960428
J,320,232,development,444.31933627755916,398.54110865553633,-45.778227622022825,10.30300144160863
J,320,233,development,446.8606226964295,399.359720705385,-47.50090199104454,10.629914469620614
J,320,234,development,447.4417041944933,400.64108639278487,-46.80061780170843,10.459601186697878
J,320,235,development,449.1485456850233,401.5581795443168,-47.59036614070652,10.59568523552127
J,320,236,development,450.1269457803135,402.8681112348437,-47.258834545469824,10.49900144581318
J,320,237,development,451.4033084453888,404.12622104797333,-47.27708739741547,10.473358638029366
J,320,238,development,453.9867378066779,404.7728811051743,-49.21385670150363,10.840373209858052
J,320,239,development,454.9746837686168,405.7130199125322,-49.26166385608457,10.827341743070967
J,320,240,development,456.32842668924604,406.5597827935337,-49.76864389571233,10.906321189936333
J,320,241,postfreeze-evaluation,457.903893064103,406.8497079051046,-51.05418515899839,11.149541624851658
J,320,242,postfreeze-evaluation,459.513415281106,407.28843994001954,-52.22497534108646,11.365277618530024
J,320,243,postfreeze-evaluation,460.08794442217584,408.205581844524,-51.88236257765186,11.276618569697774
J,320,244,postfreeze-evaluation,462.06536727488253,409.1607427447047,-52.90462453017784,11.449597454618342
J,320,245,postfreeze-evaluation,464.05728691054827,410.14084348750134,-53.91644342304693,11.618488696082014
J,320,246,postfreeze-evaluation,465.6715392113711,410.58513267318864,-55.08640653818247,11.829455291915194
J,320,247,postfreeze-evaluation,466.5702869308262,411.90374707945335,-54.666539851372875,11.716678361791551
J,320,248,postfreeze-evaluation,467.43904621026167,412.6603052306268,-54.77874097963485,11.718905689148288
J,320,249,postfreeze-evaluation,469.53600455911203,413.6891276749808,-55.846876884131234,11.894056332606633
J,320,250,postfreeze-evaluation,470.77365547810166,414.69977581220195,-56.07387966589971,11.911006279430184
J,320,251,postfreeze-evaluation,472.7991746619088,415.36472447110395,-57.43445019080485,12.147747557274252
J,320,252,postfreeze-evaluation,473.8352323451397,416.2989529921464,-57.53627935299329,12.142676488666865
J,320,253,postfreeze-evaluation,475.6003393693758,416.6062494358292,-58.99408993354655,12.404131168571075
J,320,254,postfreeze-evaluation,476.7690152374845,417.3173805218524,-59.45163471563211,12.46969346068316
J,320,255,postfreeze-evaluation,478.07526376667096,418.93723554298447,-59.13802822368649,12.370024702334181
J,320,256,postfreeze-evaluation,478.9421815346348,420.44476342320644,-58.497418111428374,12.213878912061983
J,320,257,postfreeze-evaluation,481.8303393762866,420.87482601850195,-60.95551335778464,12.650825067738477
J,320,258,postfreeze-evaluation,482.8347827909824,421.87953105175865,-60.95525173922374,12.624453314418956
J,320,259,postfreeze-evaluation,483.8514272124825,422.99776294185114,-60.853664270631384,12.576931853072244
J,320,260,postfreeze-evaluation,485.539148129356,423.70524927427454,-61.833898855081486,12.735100577020386
J,320,261,postfreeze-evaluation,486.52871826165125,424.28881059262136,-62.23990766902989,12.792648271906893
J,320,262,postfreeze-evaluation,488.38056709001745,424.9194477714039,-63.461119318613555,12.994194199155453
J,320,263,postfreeze-evaluation,489.66176157795616,426.7006885402771,-62.96107303767906,12.85807428270165
J,320,264,postfreeze-evaluation,491.398821593663,427.6900552531422,-63.70876634052081,12.96477800534929
J,320,265,postfreeze-evaluation,493.3144415817853,428.8383804723913,-64.47606110939398,13.069972349208971
J,320,266,postfreeze-evaluation,493.9579978053695,429.35782561764523,-64.60017218772424,13.078069891517002
J,320,267,postfreeze-evaluation,495.3588288221313,429.930894152667,-65.42793466946426,13.208189874204807
J,320,268,postfreeze-evaluation,496.4296962157591,432.76556880387557,-63.664127411883555,12.824399486410607
J,320,269,postfreeze-evaluation,498.58078242968656,433.58708775101775,-64.99369467866882,13.035740038342672
J,320,270,postfreeze-evaluation,500.3090849416905,434.4816643826158,-65.82742055907471,13.157350633907976
J,320,271,postfreeze-evaluation,501.6044469651455,436.8037255727194,-64.80072139242611,12.918689573924144
J,320,272,postfreeze-evaluation,502.27627032711825,437.9012298666954,-64.37504046042284,12.81665972762305
J,320,273,postfreeze-evaluation,504.49977331342774,440.7365990036958,-63.76317430973194,12.63889057688796
J,320,274,postfreeze-evaluation,505.41523174224443,441.4689039948905,-63.946327747353905,12.652235969802696
J,320,275,postfreeze-evaluation,506.46415270952355,443.8621326000068,-62.60202010951673,12.36060237918188
J,320,276,postfreeze-evaluation,508.8007003364678,444.8400854166914,-63.96061491977639,12.570858270729483
J,320,277,postfreeze-evaluation,510.26422794367284,445.8511134873626,-64.41311445631021,12.623482291888324
J,320,278,postfreeze-evaluation,511.5622897003746,448.79586256089897,-62.76642713947564,12.269557080964342
J,320,279,postfreeze-evaluation,512.6231445314074,449.2739486400558,-63.349195891351656,12.35784934159764
J,320,280,postfreeze-evaluation,513.6689855554737,451.66053289475633,-62.00845266071735,12.071675418297326
J,320,281,postfreeze-evaluation,515.4350571672994,452.8754561609802,-62.55960100631921,12.137242148434943
J,320,282,postfreeze-evaluation,517.5896685724674,454.7459250717657,-62.84374350070169,12.141614741659586
J,320,283,postfreeze-evaluation,518.2342231475501,456.41039085804994,-61.82383228950016,11.929708523301802
J,320,284,postfreeze-evaluation,520.1063104117233,458.84555292578597,-61.26075748593729,11.778506866690858
J,320,285,postfreeze-evaluation,521.525193449492,460.2191172955853,-61.3060761539067,11.755151414337954
J,320,286,postfreeze-evaluation,522.4566961777302,461.8808000047521,-60.57589617297816,11.59443387674973
J,320,287,postfreeze-evaluation,523.9605308920159,462.59868605622404,-61.36184483579183,11.711157848345264
J,320,288,postfreeze-evaluation,525.0773856872796,464.6342275495339,-60.44315813774574,11.511285723842596
J,320,289,postfreeze-evaluation,527.9036416012724,465.1672092963032,-62.736432304969185,11.884068864286078
J,320,290,postfreeze-evaluation,528.4062138522927,466.7966580827867,-61.60955576950602,11.659506295421416
J,320,291,postfreeze-evaluation,529.8062263187069,468.13213324973304,-61.67409306897383,11.640877363316141
J,320,292,postfreeze-evaluation,530.866917883961,469.6082364001035,-61.258681483857515,11.539366914788177
J,320,293,postfreeze-evaluation,532.6881830282937,471.5954364178205,-61.09274661047317,11.468763257177086
J,320,294,postfreeze-evaluation,533.7796307537687,472.33685027282814,-61.4427804809406,11.510888940099703
J,320,295,postfreeze-evaluation,535.6643140758732,474.01759395405037,-61.64672012182285,11.508461269848754
J,320,296,postfreeze-evaluation,537.0697590831223,475.0886078836206,-61.98115119950171,11.540614631759388
J,320,297,postfreeze-evaluation,538.4285261762479,477.6596698448336,-60.76885633141433,11.286336695972604
J,320,298,postfreeze-evaluation,540.2131663762282,478.06205925814885,-62.151107118079324,11.504922683575352
J,320,299,postfreeze-evaluation,540.6313902472951,478.92392873944124,-61.70746150785391,11.413962012014828
J,320,300,postfreeze-evaluation,541.8474371212013,480.37511683891864,-61.47232028228268,11.344949901190075
J,352,1,train,14.1347,14.1347,0.0,0.0
J,352,2,train,21.022,16.72790080400293,-4.29409919599707,20.42669201787209
J,352,3,train,25.0108,30.523123905662086,5.512323905662086,22.039774440090223
J,352,4,train,30.4248,34.79562299683828,4.370822996838282,14.3659876049745
J,352,5,train,32.935,39.79189451860314,6.856894518603134,20.819476297565306
J,352,6,train,37.5861,44.140142750305515,6.554042750305513,17.43741103840386
J,352,7,train,40.9187,45.19227388357285,4.273573883572851,10.444060743798925
J,352,8,train,43.327,47.8227882372181,4.4957882372181,10.37641248463568
J,352,9,train,48.0051,51.21236126600417,3.207261266004174,6.681084438953723
J,352,10,train,49.7738,53.56594527610084,3.7921452761008396,7.618757812545636
J,352,11,train,52.9703,57.67476263015858,4.704462630158581,8.881321476673874
J,352,12,train,56.4462,64.4732218219349,8.027021821934902,14.220659356936167
J,352,13,train,59.347,68.8641976607129,9.517197660712903,16.036526969708497
J,352,14,train,60.8317,70.39013415189201,9.558434151892016,15.712916377303307
J,352,15,train,65.1125,76.34767640017522,11.23517640017522,17.255022307813736
J,352,16,train,67.0798,81.7016197652511,14.62181976525109,21.797649613223484
J,352,17,train,69.5464,83.77084142430031,14.22444142430031,20.453167129140127
J,352,18,train,72.0671,84.73703451045893,12.66993451045893,17.580746985044396
J,352,19,train,75.7046,88.12760283586518,12.423002835865177,16.409838815428888
J,352,20,train,77.1448,89.00454228175661,11.85974228175661,15.373352814132138
J,352,21,train,79.3373,93.31674929708508,13.979449297085083,17.620273562479543
J,352,22,train,82.9103,95.92518631765923,13.014886317659219,15.697550627194953
J,352,23,train,84.7354,100.33442035053857,15.599020350538567,18.409095077781622
J,352,24,train,87.4252,101.71524699212681,14.290046992126804,16.34545530593788
J,352,25,train,88.8091,103.25503268584465,14.445932685844653,16.266275286929663
J,352,26,train,92.4918,105.15009007492431,12.65829007492431,13.685851151047238
J,352,27,train,94.6513,106.11087333497163,11.459573334971623,12.107148380393744
J,352,28,train,95.8706,107.12705639531276,11.256456395312767,11.741301708044768
J,352,29,train,98.8311,111.23745651229513,12.406356512295119,12.553089576353111
J,352,30,train,101.3178,111.50022076288606,10.182420762886053,10.049982098788222
J,352,31,train,103.7255,114.40167355041586,10.676173550415868,10.292718329066496
J,352,32,train,105.4466,115.10824449276384,9.661644492763841,9.162594614490976
J,352,33,train,107.1686,117.12235503822896,9.953755038228962,9.287939786680951
J,352,34,train,111.0295,120.38122104907012,9.351721049070122,8.422735443346248
J,352,35,train,111.8746,121.18378922413568,9.309189224135679,8.321092745033885
J,352,36,train,114.3202,122.27381005955097,7.953610059550968,6.957309433985391
J,352,37,train,116.2266,123.7486827801184,7.522082780118396,6.471911576281502
J,352,38,train,118.7907,126.73204757778342,7.941347577783418,6.685159341415967
J,352,39,train,121.3701,127.7140100916319,6.343910091631912,5.226913458612882
J,352,40,train,122.9468,131.22264120431555,8.275841204315554,6.7312375794372485
J,352,41,train,124.2568,132.05798320182208,7.801183201822084,6.278274671343608
J,352,42,train,127.5166,133.24380783029397,5.7272078302939775,4.491342954794888
J,352,43,train,129.5787,134.39405488778826,4.81535488778826,3.7161623691148775
J,352,44,train,131.0876,135.80618326266693,4.718583262666925,3.599564918929727
J,352,45,train,133.4977,137.36297588774977,3.8652758877497604,2.8953876267154866
J,352,46,train,134.7565,141.71975218655206,6.963252186552069,5.1672848334233
J,352,47,train,138.116,142.61605858578056,4.50005858578055,3.258173264343414
J,352,48,train,139.7362,144.72125861189363,4.985058611893635,3.5674782997488372
J,352,49,train,141.1237,145.78544140965798,4.661741409657964,3.303301578443566
J,352,50,train,143.1118,148.16990055483208,5.0581005548320945,3.5343700203841295
J,352,51,train,146.0009,151.41819991001788,5.417299910017874,3.7104565177460374
J,352,52,train,147.4427,152.73588256758188,5.29318256758188,3.5899929719015455
J,352,53,train,150.0515,154.16133780652433,4.109837806524325,2.7389514976686837
J,352,54,train,150.9252,155.71294030095112,4.787740300951128,3.1722603653671677
J,352,55,train,153.0246,156.50691318305456,3.482313183054572,2.2756557985151225
J,352,56,train,156.1129,159.8194314143024,3.7065314143023897,2.374263378812635
J,352,57,train,157.5975,160.9829428078372,3.385442807837194,2.148157685139164
J,352,58,train,158.8499,163.2404064108855,4.390506410885507,2.7639340099587772
J,352,59,train,161.1889,165.425397209848,4.236497209848011,2.6282809857552296
J,352,60,train,163.0306,166.49157069552632,3.4609706955263277,2.12289637376439
J,352,61,train,165.5373,168.6698519566947,3.1325519566947264,1.892354144168551
J,352,62,train,167.1844,170.459002571382,3.2746025713819904,1.958677108260095
J,352,63,train,169.0945,171.66334422880968,2.5688442288096667,1.5191766904362156
J,352,64,train,169.9119,172.2715038667325,2.359603866732499,1.3887219592815447
J,352,65,train,173.4115,172.92826690636204,-0.4832330936379492,0.2786626571121
J,352,66,train,174.7541,174.87875824805406,0.124658248054061,0.07133351838615576
J,352,67,train,176.4414,176.0513349452311,-0.39006505476888265,0.22107342991434134
J,352,68,train,178.3774,177.71797354189474,-0.6594264581052585,0.36968049657930796
J,352,69,train,179.9164,178.93617984731011,-0.9802201526898955,0.5448197900190841
J,352,70,train,182.207,179.3168269606123,-2.8901730393876903,1.5862030763843817
J,352,71,train,184.8744,181.95420335880593,-2.9201966411940816,1.5795570620886836
J,352,72,train,185.9589,183.0730082317418,-2.8858917682582046,1.551897633433089
J,352,73,train,187.2289,185.68233832553207,-1.546561674467938,0.8260272182702232
J,352,74,train,189.4161,186.92679939648437,-2.4893006035156304,1.3141969470998667
J,352,75,train,192.0266,187.73637238660208,-4.290227613397917,2.23418402106683
J,352,76,train,193.0797,189.5063728624709,-3.5733271375291054,1.8507005850584528
J,352,77,train,195.2658,190.98928697419763,-4.276513025802387,2.1900983304820336
J,352,78,train,196.8764,191.94234998973835,-4.934050010261643,2.506166310569293
J,352,79,train,198.0153,193.91819737276575,-4.09710262723425,2.069083867375021
J,352,80,train,201.2647,194.94656642155394,-6.318133578446066,3.139215957118196
J,352,81,train,202.4935,196.30619652572858,-6.187303474271431,3.055556585407152
J,352,82,train,204.1896,197.24127866323622,-6.948321336763797,3.4028771968620326
J,352,83,train,205.3946,200.02776311829655,-5.366836881703449,2.6129396204688193
J,352,84,train,207.9062,201.28150536134976,-6.624694638650254,3.186386283165319
J,352,85,train,209.5765,202.44577678726077,-7.130723212739241,3.4024440778137057
J,352,86,train,211.3289,203.84071466530833,-7.4881853346916785,3.543379696147417
J,352,87,train,213.3479,207.1172629304551,-6.230637069544912,2.9204117169866266
J,352,88,train,214.547,208.13986297129773,-6.407137028702266,2.986355916746571
J,352,89,train,216.1695,208.79757303846267,-7.371926961537326,3.410253047510091
J,352,90,train,219.0675,210.32405969861438,-8.743440301385618,3.9912083268333363
J,352,91,train,220.7149,212.10529200247726,-8.609607997522744,3.900782410939517
J,352,92,train,221.3952,212.82600514126634,-8.569194858733653,3.8705422966413243
J,352,93,train,224.007,218.32078805998106,-5.68621194001895,2.5384081479681213
J,352,94,train,224.9833,220.11496452917507,-4.868335470824945,2.163865260588206
J,352,95,train,227.4214,223.76248105654903,-3.6589189434509706,1.608871875492355
J,352,96,train,229.3374,224.4237998455875,-4.9136001544125065,2.1425202145016495
J,352,97,train,231.2882,224.92333510180703,-6.3648648981929625,2.751919422691241
J,352,98,train,231.9872,227.82804811154202,-4.159151888457984,1.7928367980897153
J,352,99,train,233.6934,229.25776436216486,-4.435635637835134,1.898057727704391
J,352,100,train,236.5242,230.3796568085479,-6.144543191452101,2.597849687876378
J,352,101,development,237.7698204809252,232.3607269109852,-5.409093569940012,2.2749285670482937
J,352,102,development,239.55547757332764,233.97235285105734,-5.583124722270298,2.330618685419669
J,352,103,development,241.04915779621658,236.5863282830872,-4.462829513129378,1.8514188366931623
J,352,104,development,242.8232719342226,237.26608778197024,-5.557184152252347,2.2885714816320037
J,352,105,development,244.07089849707816,239.4099250608696,-4.660973436208565,1.9096801236483187
J,352,106,development,247.1369900748975,239.65078378830555,-7.486206286591965,3.0291727208958847
J,352,107,development,248.10199006014847,240.17256154369807,-7.9294285164504,3.1960358377327136
J,352,108,development,249.5736896447072,241.63376851869646,-7.939921126010745,3.181393494367939
J,352,109,development,251.014947795016,243.50988377110082,-7.505064023915196,2.989887291510618
J,352,110,development,253.06998674799948,244.23146963678258,-8.838517111216902,3.4925188975562196
J,352,111,development,255.30625645491403,245.5762222188082,-9.730034236105837,3.8111225205419585
J,352,112,development,256.38071369443446,247.2203406330549,-9.160373061379573,3.5729571578840753
J,352,113,development,258.6104394915314,248.82170268416667,-9.788736807364728,3.785128251825764
J,352,114,development,259.874406989678,249.38572508610685,-10.488681903571148,4.036058042448078
J,352,115,development,260.8050845045969,250.79406553749166,-10.01101896710523,3.838506057549188
J,352,116,development,263.57389390487015,251.77112715261123,-11.802766752258918,4.477972600927923
J,352,117,development,265.55785183887633,253.40903947586608,-12.14881236301025,4.574827021262915
J,352,118,development,266.6149737815011,255.53190446855808,-11.083069312942996,4.15695681144522
J,352,119,development,267.92191508282406,256.5138834927369,-11.408031590087148,4.257968813995871
J,352,120,development,269.9704490239976,259.19369039620284,-10.776758627794777,3.9918289823034794
J,352,121,development,271.494055641645,259.670005906341,-11.824049735304015,4.355178129907571
J,352,122,development,273.4596091884033,260.9677308528192,-12.49187833558409,4.568089003220091
J,352,123,development,275.58749264934386,262.6614179426689,-12.926074706674967,4.690370590628378
J,352,124,development,276.4520495031329,264.035898158142,-12.416151344990908,4.491249519512135
J,352,125,development,278.25074352984194,265.149781471097,-13.100962058744926,4.7083295780447285
J,352,126,development,279.22925092774517,267.4022918382469,-11.826959089498246,4.235573117860296
J,352,127,development,282.4651147650521,268.02761898835774,-14.437495776694334,5.111249149723536
J,352,128,development,283.2111857332339,270.07399553873347,-13.13719019450042,4.638655129559317
J,352,129,development,284.83596398090475,271.2392142507531,-13.596749730151657,4.773536859644302
J,352,130,development,286.6674453630029,272.1835069835719,-14.483938379431038,5.052522919402387
J,352,131,development,287.9119205014222,273.80420726550784,-14.107713235914332,4.900010118144673
J,352,132,development,289.5798549292188,274.12338120993616,-15.456473719282656,5.337551440883427
J,352,133,development,291.8462913290674,275.3782134424777,-16.468077886589697,5.642723027794564
J,352,134,development,293.5584341393563,277.0281943143235,-16.530239825032766,5.630987872481167
J,352,135,development,294.9653696192655,278.10345232924226,-16.861917290023257,5.7165752412862
J,352,136,development,295.57325487895827,279.5325595606065,-16.040695318351766,5.4269779330747205
J,352,137,development,297.97927706194344,280.55609562596123,-17.4231814359822,5.847111788367854
J,352,138,development,299.8403260537213,281.0629859143103,-18.777340139411024,6.262446544980996
J,352,139,development,301.64932546219416,282.5033234207221,-19.14600204147206,6.34710586941844
J,352,140,development,302.6967495896069,284.7166982165392,-17.98005137306768,5.939955218364534
J,352,141,development,304.8643713408573,285.89143085713346,-18.972940483723846,6.223403673009373
J,352,142,development,305.7289126020368,287.05766177887824,-18.671250823158573,6.1071262983434895
J,352,143,development,307.2194961281701,287.81295833166973,-19.406537796500345,6.316831464499264
J,352,144,development,310.1094631467019,290.18294677990104,-19.926516366800854,6.425639567591757
J,352,145,development,311.165141530356,290.58493362871053,-20.58020790164545,6.613918191616503
J,352,146,development,312.4278011806009,291.12419830496077,-21.303602875640138,6.818728293429127
J,352,147,development,313.9852857311589,292.59378226816386,-21.391503462995047,6.8128999781572315
J,352,148,development,315.47561608947575,293.4556896460485,-22.019926443427266,6.979913920568091
J,352,149,development,317.7348059423702,294.3325761323794,-23.402229809990786,7.3653340371641285
J,352,150,development,318.8531042563166,295.79269326283213,-23.06041099348448,7.23229935216403
J,352,151,development,321.1601343091136,296.8899785915082,-24.27015571760535,7.557026269719253
J,352,152,development,322.14455867248296,297.6377631790402,-24.50679549344278,7.607390792019641
J,352,153,development,323.4669695575121,298.26299957615873,-25.20396998135334,7.791821840675482
J,352,154,development,324.8628660517396,300.53806695472514,-24.324799097014477,7.487713013385888
J,352,155,development,327.44390126190547,301.3982265905161,-26.04567467138935,7.954240274750685
J,352,156,development,329.03307168048093,301.99406998359314,-27.039001696887794,8.21771548944629
J,352,157,development,329.9532397282339,302.77635210949313,-27.17688761874075,8.236587596813719
J,352,158,development,331.4744675826634,303.85098004675234,-27.623487535911067,8.333518939591418
J,352,159,development,333.64537852486984,304.37923817083896,-29.26614035403088,8.771630670691094
J,352,160,development,334.2113548332444,306.0734222947232,-28.137932538521227,8.419203037718667
J,352,161,development,336.84185042839067,306.5628920430599,-30.27895838533078,8.989072571244467
J,352,162,development,338.3399928508066,307.15677730401836,-31.183215546788233,9.21653254291422
J,352,163,development,339.85821672536355,308.5152688001776,-31.342947925185968,9.222359908547961
J,352,164,development,341.04226111104657,309.3976077517106,-31.644653359335962,9.278807047620461
J,352,165,development,342.0548775103636,309.8590729336764,-32.19580457668724,9.412467616606861
J,352,166,development,344.6617029402523,310.7366209039894,-33.92508203626295,9.84300888287084
J,352,167,development,346.34787056600993,311.5794220093441,-34.76844855666582,10.038591691020473
J,352,168,development,347.2726775844205,312.0095971628933,-35.26308042152721,10.154291626629597
J,352,169,development,349.31626087069617,313.1693225943194,-36.14693827637677,10.347911713665406
J,352,170,development,350.4084193491921,314.20354810788336,-36.20487124130875,10.332192162663064
J,352,171,development,351.87864902535927,314.67017575379765,-37.208473271561616,10.574234434121653
J,352,172,development,353.4889004887188,315.93344070831114,-37.55545978040766,10.624226030431243
J,352,173,development,356.0175749772649,317.40031855511813,-38.617256422146795,10.847008444628855
J,352,174,development,357.1513022520396,317.94842302185106,-39.20287923018856,10.97654662967554
J,352,175,development,357.95268510163226,318.4266601324715,-39.526024969160744,11.042248491008877
J,352,176,development,359.74375495311443,319.61966634844646,-40.124088604667975,11.15351915140191
J,352,177,development,361.28936169580464,320.40622640235654,-40.883135293448106,11.315897900107709
J,352,178,development,363.33133057897385,320.5858254486349,-42.74550513033893,11.764882775791268
J,352,179,development,364.736024114089,321.84238312907763,-42.89364098501136,11.760187683461254
J,352,180,development,366.2127102883313,322.5962782062901,-43.61643208204123,11.910136064829802
J,352,181,development,367.9935754817403,323.5629680940037,-44.43060738773664,12.07374539883544
J,352,182,development,368.96843809573437,324.0660709165704,-44.902367179163946,12.169704110982348
J,352,183,development,370.050919212106,325.1239241329563,-44.92699507914972,12.140760297206135
J,352,184,development,373.06192837211285,326.4591840170738,-46.60274435503902,12.491959326537025
J,352,185,development,373.86487391090856,327.1800804153329,-46.68479349557566,12.48707668287141
J,352,186,development,375.82591276673935,328.01903420633715,-47.8068785604022,12.720484920387618
J,352,187,development,376.32409223066804,328.5563064819408,-47.76778574872725,12.693257416920297
J,352,188,development,378.4366802499655,329.3126231823978,-49.12405706756772,12.980786385484683
J,352,189,development,379.87297534653237,329.70503225332214,-50.167943093210226,13.206504897445102
J,352,190,development,381.4844686171865,330.53374897072337,-50.95071964646314,13.355909306386826
J,352,191,development,383.44352944953647,332.0196068380386,-51.42392261149786,13.411081075046686
J,352,192,development,384.95611681486366,332.9548497962752,-52.001267018588464,13.50836231642407
J,352,193,development,385.86130084597426,333.7491317164646,-52.11216912950965,13.50541477345806
J,352,194,development,387.222890222388,334.2194959104426,-53.003394311945385,13.688083956375804
J,352,195,development,388.84612835423223,334.818030797229,-54.02809755700321,13.894467147113915
J,352,196,development,391.45608356363806,335.8957190082982,-55.560364555339845,14.193256124555166
J,352,197,development,392.2450833395191,336.8553526342557,-55.38973070526339,14.121204588132263
J,352,198,development,393.427743844434,337.6048899546927,-55.82285388974134,14.188845286877976
J,352,199,development,395.5828700109937,338.2809451487933,-57.301924862200394,14.485441409686903
J,352,200,development,396.3818542225922,339.0531003046741,-57.32875391791811,14.463011691177108
J,352,201,development,397.9187362096142,340.1473367722005,-57.77139943741372,14.51839136495978
J,352,202,development,399.9851198761949,341.30080074999705,-58.68431912619786,14.671625570561744
J,352,203,development,401.8392286005332,341.73856793566665,-60.10066066486655,14.956394594469119
J,352,204,development,402.86191776388614,343.031147844501,-59.83076991938515,14.851433526276226
J,352,205,development,404.236441800208,343.65945731130165,-60.57698448890636,14.98553277857276
J,352,206,development,405.13438745990993,344.1604411090275,-60.97394635088244,15.05030139089739
J,352,207,development,407.5814603868962,345.1912903237935,-62.39017006310269,15.307411186926632
J,352,208,development,408.9472455023511,345.89850425285016,-63.04874124950095,15.417328749103524
J,352,209,development,410.51386919336665,346.84499634444563,-63.66887284892101,15.50955464038919
J,352,210,development,411.9722678042788,348.22368156880214,-63.74858623547664,15.473999396911477
J,352,211,development,413.26273607018504,349.2363468580861,-64.02638921209893,15.492901639509357
J,352,212,development,415.01880975515513,349.8457690643278,-65.17304069082735,15.703635391677041
J,352,213,development,415.4552149962946,350.66186836573826,-64.79334663055636,15.595747578023358
J,352,214,development,418.3877057895348,352.2397285099407,-66.1479772795941,15.810210568871042
J,352,215,development,419.8613648181523,352.65059226962114,-67.21077254853117,16.00784882353752
J,352,216,development,420.6438276250418,353.9480721928542,-66.69575543218758,15.855636301322264
J,352,217,development,422.07671005882673,354.23164840114555,-67.84506165768119,16.074106919622576
J,352,218,development,423.7165796274818,355.13502480685776,-68.58155482062404,16.18571425289017
J,352,219,development,425.06988249446135,355.85409712219166,-69.21578537226969,16.283389678442244
J,352,220,development,427.2088250840746,357.0176605323307,-70.1911645517439,16.43017663268784
J,352,221,development,428.12791407661666,357.6815836689478,-70.44633040766888,16.454505322225263
J,352,222,development,430.3287454309386,359.1582081945569,-71.17053723638173,16.538643535214067
J,352,223,development,431.3013069307036,359.8612819332324,-71.4400249974712,16.563832255891896
J,352,224,development,432.1386417345886,361.0941279931236,-71.04451374146498,16.440213135371305
