role,grid_n,index,window,target,predicted,residual,percent_error
P,320,83,train,205.3946,571.6274111743882,366.2328111743882,178.30693269170084
P,320,84,train,207.9062,576.0029666925379,368.0967666925379,177.04944186009743
P,320,85,train,209.5765,580.3530109614254,370.7765109614254,176.91702598403225
P,320,86,train,211.3289,584.6779614285152,373.34906142851526,176.66729984801665
P,320,87,train,213.3479,588.9782246123236,375.63032461232365,176.06469274472525
P,320,88,train,214.547,593.2541964962924,378.70719649629234,176.5147946586493
P,320,89,train,216.1695,597.5062628704652,381.33676287046524,176.40636762839588
P,320,90,train,219.0675,601.7347998676154,382.6672998676154,174.68008712730796
P,320,91,train,220.7149,605.940173935108,385.22527393510796,174.53523705699433
P,320,92,train,221.3952,610.1227418733913,388.7275418733913,175.58083548034978
P,320,93,train,224.007,614.2828560167451,390.2758560167451,174.22484833810776
P,320,94,train,224.9833,618.4208476040819,393.43754760408194,174.87411181366878
P,320,95,train,227.4214,622.5370504757207,395.11565047572066,173.73723426015349
P,320,96,train,229.3374,626.6318506892583,397.29445068925827,173.2357873985047
P,320,97,train,231.2882,630.7053233429646,399.4171233429646,172.69239128626737
P,320,98,train,231.9872,634.7581768008431,402.7709768008431,173.61775856635325
P,320,99,train,233.6934,638.7909031460796,405.0975031460796,173.34571842682746
P,320,100,train,236.5242,642.8006923903921,406.2764923903921,171.76952396008193
P,320,101,development,237.7698204809252,646.7964457825598,409.02662530163457,172.0263002572474
P,320,102,development,239.55547757332764,650.767908463162,411.2124308898344,171.65645096299784
P,320,103,development,241.04915779621658,654.7038627544055,413.65470495818886,171.60595321718293
P,320,104,development,242.8232719342226,658.682952232281,415.8596802980584,171.26022435391155
P,320,105,development,244.07089849707816,662.5320056678767,418.4611071707985,171.45063575689176
P,320,106,development,247.1369900748975,666.4042315701444,419.2672414952468,169.64973206486954
P,320,107,development,248.10199006014847,670.5100541984874,422.40806413833894,170.25581456881207
P,320,108,development,249.5736896447072,673.8221266439647,424.2484369992575,169.98924750570345
P,320,109,development,251.014947795016,678.0840322471574,427.0690844521414,170.13691344026844
P,320,110,development,253.06998674799948,682.1313286473494,429.06134189934994,169.54256307232436
P,320,111,development,255.30625645491403,684.6924872984476,429.3862308435336,168.18476632959496
P,320,112,development,256.38071369443446,690.3219986784179,433.94128498398345,169.25660231259567
P,320,113,development,258.6104394915314,693.2240281248137,434.6135886332823,168.0572483801507
P,320,114,development,259.874406989678,696.8538400284917,436.97943303881374,168.15023768622595
P,320,115,development,260.8050845045969,703.3256704433059,442.52058593870896,169.6748308336409
P,320,116,development,263.57389390487015,705.0098655626626,441.4359716577925,167.48091592755267
P,320,117,development,265.55785183887633,710.0956233356679,444.5377714967916,167.39771331126332
P,320,118,development,266.6149737815011,716.9080321391164,450.2930583576153,168.89263643783335
P,320,119,development,267.92191508282406,717.7662844818733,449.84436939904924,167.90129663711406
P,320,120,development,269.9704490239976,723.8939527743322,453.9235037503346,168.1382186055428
P,320,121,development,271.494055641645,730.9250085279597,459.4309528863147,169.22320888407756
P,320,122,development,273.4596091884033,731.3505667047682,457.8909575163649,167.4437255561553
P,320,123,development,275.58749264934386,738.0910357099972,462.5035430606533,167.82457673038903
P,320,124,development,276.4520495031329,745.3019868504518,468.8499373473189,169.59539210867948
P,320,125,development,278.25074352984194,745.6631383324168,467.41239480257485,167.98244233710219
P,320,126,development,279.22925092774517,752.6131259925523,473.38387506480717,169.53233713587636
P,320,127,development,282.4651147650521,759.9774233039174,477.5123085388653,169.05178146903162
P,320,128,development,283.2111857332339,760.6618810295373,477.4506952963034,168.58468851086633
P,320,129,development,284.83596398090475,767.4143099574246,482.57834597651987,169.42324951945733
P,320,130,development,286.6674453630029,774.9079148227626,488.24046945975965,170.31598019144016
P,320,131,development,287.9119205014222,776.3222276905692,488.41030718914703,169.6387931206671
P,320,132,development,289.5798549292188,782.4620804554194,492.88222552620056,170.20597846720878
P,320,133,development,291.8462913290674,790.0700473946716,498.2237560656042,170.71443799977524
P,320,134,development,293.5584341393563,792.6197708073933,499.061336668037,170.0040873058771
P,320,135,development,294.9653696192655,797.7318340028281,502.7664643835626,170.44931919720676
P,320,136,development,295.57325487895827,805.4434784149958,509.8702235360375,172.50215136847788
P,320,137,development,297.97927706194344,809.539705398699,511.56042833675554,171.67651166239094
P,320,138,development,299.8403260537213,813.204221241307,513.3638951875857,171.21242560802452
P,320,139,development,301.64932546219416,821.0111921733359,519.3618667111417,172.17405207698155
P,320,140,development,302.6967495896069,827.0725055401093,524.3757559505025,173.2346834452123
P,320,141,development,304.8643713408573,828.8637168115669,523.9993454707096,171.87949617269174
P,320,142,development,305.7289126020368,836.7592095157177,531.0302969136808,173.6931886468048
P,320,143,development,307.2194961281701,844.6964298925413,537.4769337643713,174.9488364306604
P,320,144,development,310.1094631467019,845.2131245124551,535.1036613657532,172.55315459774098
P,320,145,development,311.165141530356,852.676038292336,541.51089676198,174.02685085442081
P,320,146,development,312.4278011806009,860.6946209800965,548.2668197994956,175.48592594119575
P,320,147,development,313.9852857311589,863.9549263018645,549.9696405707056,175.1577750817284
P,320,148,development,315.47561608947575,868.7522310992463,553.2766150097705,175.3785670880025
P,320,149,development,317.7348059423702,876.8475266500908,559.1127207077207,175.96835796740848
P,320,150,development,318.8531042563166,883.2978434957774,564.4447392394609,177.02344173689474
P,320,151,development,321.1601343091136,884.9801003811632,563.8199660720496,175.55727060737192
P,320,152,development,322.14455867248296,893.1487011903611,571.0041425178781,177.2509040261037
P,320,153,development,323.4669695575121,901.3529859606215,577.8860164031094,178.65379491254728
P,320,154,development,324.8628660517396,903.2408533798306,578.377987328091,178.0375807051998
P,320,155,development,327.44390126190547,909.5925536725507,582.1486524106452,177.78576732293897
P,320,156,development,329.03307168048093,917.8665150205779,588.833443340097,178.95874123921024
P,320,157,development,329.9532397282339,923.7834946504789,593.8302549222451,179.97406402536117
P,320,158,development,331.4744675826634,926.1746986929758,594.7002311103124,179.4105698237544
P,320,159,development,333.64537852486984,934.5164541064216,600.8710755815518,180.09273146181556
P,320,160,development,334.2113548332444,942.8916009101197,608.6802460768753,182.12434654728526
P,320,161,development,336.84185042839067,944.9274255932686,608.0855751648779,180.52554170199556
P,320,162,development,338.3399928508066,951.3000191948623,612.9600263440557,181.166885173502
P,320,163,development,339.85821672536355,959.7412513634893,619.8830346381258,182.394599904303
P,320,164,development,341.04226111104657,966.6740265679844,625.6317654569377,183.44699082710636
P,320,165,development,342.0548775103636,968.2153571776328,626.1604796672691,183.05848588529412
P,320,166,development,344.6617029402523,976.7219665152193,632.0602635749669,183.38569622994513
P,320,167,development,346.34787056600993,985.2612266528336,638.9133560868236,184.47157045969305
P,320,168,development,347.2726775844205,989.0261579369156,641.7534803524952,184.7981490557914
P,320,169,development,349.31626087069617,993.8331600316184,644.5168991609222,184.50812955412295
P,320,170,development,350.4084193491921,1002.4376758002476,652.0292564510555,186.07693778079275
P,320,171,development,351.87864902535927,1011.0748526116383,659.1962035862791,187.33623236650885
P,320,172,development,353.4889004887188,1011.9866106896353,658.4977102009166,186.28525797854064
P,320,173,development,356.0175749772649,1019.7451032460857,663.7275282688208,186.43111321434233
P,320,174,development,357.1513022520396,1028.4482819427976,671.296979690758,187.95870978429966
P,320,175,development,357.95268510163226,1035.5585643143938,677.6058792127616,189.30040405210855
P,320,176,development,359.74375495311443,1037.1848054241107,677.4410504709963,188.31210858942845
P,320,177,development,361.28936169580464,1045.95476112571,684.6653994299054,189.5061056368369
P,320,178,development,363.33133057897385,1054.7585922357546,691.4272616567807,190.30213016724466
P,320,179,development,364.736024114089,1059.7462471340707,695.0102230199817,190.55157074437574
P,320,180,development,366.2127102883313,1063.596661030333,697.3839507420017,190.43138895778043
P,320,181,development,367.9935754817403,1072.4692611550815,704.4756856733412,191.43695233024442
P,320,182,development,368.96843809573437,1081.376868120044,712.4084300243096,193.08113010995933
P,320,183,development,370.050919212106,1084.5536223815623,714.5027031694563,193.08226681094044
P,320,184,development,373.06192837211285,1090.320004116882,717.2580757447693,192.2624693638896
P,320,185,development,373.86487391090856,1099.2990845286402,725.4342106177317,194.03647179504793
P,320,186,development,375.82591276673935,1108.314675397802,732.4887626310626,194.90107992784684
P,320,187,development,376.32409223066804,1109.9851888833514,733.6610966526833,194.95459148094758
P,320,188,development,378.4366802499655,1117.3674694309968,738.9307891810313,195.25876526898813
P,320,189,development,379.87297534653237,1126.4579582683862,746.5849829218538,196.53542930786136
P,320,190,development,381.4844686171865,1135.586742021453,754.1022734042664,197.67574709863112
P,320,191,development,383.44352944953647,1136.045762912084,752.6022334625475,196.27459473444955
P,320,192,development,384.95611681486366,1144.7549127491382,759.7987959342745,197.37283361565167
P,320,193,development,385.86130084597426,1153.962802863253,768.1015020172788,199.06155406962796
P,320,194,development,387.222890222388,1162.739908549639,775.517018327251,200.2766463216727
P,320,195,development,388.84612835423223,1163.2114771235124,774.3653487692802,199.14441531068724
P,320,196,development,391.45608356363806,1172.5013772547024,781.0452936910644,199.5230950508633
P,320,197,development,392.2450833395191,1181.8337250115414,789.5886416720223,201.2998187127233
P,320,198,development,393.427743844434,1190.0735231307356,796.6457792863016,202.48845988891537
P,320,199,development,395.5828700109937,1191.2093792007388,795.6265091897451,201.12764467471348
P,320,200,development,396.3818542225922,1200.6291176254906,804.2472634028984,202.89709401058133
P,320,201,development,397.9187362096142,1210.0940800499443,812.17534384033,204.10583114952777
P,320,202,development,399.9851198761949,1218.0516326965937,818.0665128203989,204.52423657000298
P,320,203,development,401.8392286005332,1219.6052975028306,817.7660689022973,203.50578308401924
P,320,204,development,402.86191776388614,1229.163758396783,826.3018406328968,205.10795490905275
P,320,205,development,404.236441800208,1238.7706808646694,834.5342390644614,206.4470574072899
P,320,206,development,405.13438745990993,1246.6798892683007,841.5455018083908,207.7200869283568
P,320,207,development,407.5814603868962,1248.4273524337568,840.8458920468606,206.30130998811595
P,320,208,development,408.9472455023511,1258.1349414312665,849.1876959289154,207.65213735228187
P,320,209,development,410.51386919336665,1267.895121529648,857.3812523362812,208.8556116315827
P,320,210,development,411.9722678042788,1275.9640708212712,863.9918030169924,209.72086485866586
P,320,211,development,413.26273607018504,1277.7095445356158,864.4468084654308,209.17608412644793
P,320,212,development,415.01880975515513,1287.580444950973,872.5616351958179,210.24628635762198
P,320,213,development,415.4552149962946,1297.5104692407813,882.0552542444866,212.31055054931818
P,320,214,development,418.3877057895348,1305.9101068413518,887.522401051817,212.12917797787182
P,320,215,development,419.8613648181523,1307.5037845496504,887.6424197314981,211.4132173404305
P,320,216,development,420.6438276250418,1317.565051419687,896.9212237946452,213.22581359595102
P,320,217,development,422.07671005882673,1327.702239545144,905.6255294863173,214.5642031184559
P,320,218,development,423.7165796274818,1336.5240754555973,912.8074958281155,215.42878889247783
P,320,219,development,425.06988249446135,1337.9242318910112,912.8543493965499,214.7539468191902
P,320,220,development,427.2088250840746,1348.2445127632054,921.0356876791309,215.59378776828203
P,320,221,development,428.12791407661666,1358.6768595986364,930.5489455220197,217.35301878856026
P,320,222,development,430.3287454309386,1367.8121900853525,937.4834446544139,217.85285194359997
P,320,223,development,431.3013069307036,1369.240305485359,937.9389985546553,217.4672284740728
P,320,224,development,432.1386417345886,1379.9505442301179,947.8119024955292,219.33051362661
P,320,225,development,433.88921848092724,1390.8285889587744,956.9393704778472,220.54923923395717
P,320,226,development,436.16100643264696,1399.7808056499684,963.6197992173215,220.9321294213691
P,320,227,development,437.5816981676686,1401.8880859907622,964.3063878230936,220.37173672048763
P,320,228,development,438.6217386562722,1413.1487623917667,974.5270237354945,222.17937184804848
P,320,229,development,439.91844221437066,1424.6203389205125,984.7018967061418,223.8373757984668
P,320,230,development,441.68319920118904,1432.436357272816,990.7531580716269,224.31307323064684
P,320,231,development,442.90454630260945,1436.322048468892,993.4175021662826,224.2960724741673
P,320,232,development,444.31933627755916,1448.2606899420366,1003.9413536644774,225.9504081175822
P,320,233,development,446.8606226964295,1460.4573820651574,1013.5967593687278,226.82615291822324
P,320,234,development,447.4417041944933,1465.785424396108,1018.3437202016148,227.5924909670384
P,320,235,development,449.1485456850233,1472.9182064441104,1023.7696607590872,227.93565082074903
P,320,236,development,450.1269457803135,1485.6686037423801,1035.5416579620667,230.05546938917703
P,320,237,development,451.4033084453888,1498.7152386999344,1047.3119302545456,232.01246217300385
P,320,238,development,453.9867378066779,1499.8347170627283,1045.8479792560504,230.36972055809392
P,320,239,development,454.9746837686168,1512.0906192202708,1057.115935451654,232.3461003797881
P,320,240,development,456.32842668924604,1525.8028790030708,1069.4744523138247,234.3650734347355
P,320,241,postfreeze-evaluation,457.903893064103,1534.5908409744789,1076.686947910376,235.13382703641878
P,320,242,postfreeze-evaluation,459.513415281106,1539.8939745354517,1080.3805592543456,235.11404092379456
P,320,243,postfreeze-evaluation,460.08794442217584,1554.374820975055,1094.2868765528792,237.84297976492158
P,320,244,postfreeze-evaluation,462.06536727488253,1569.3004469451066,1107.235079670224,239.62736835274004
P,320,245,postfreeze-evaluation,464.05728691054827,1570.061045264626,1106.0037583540777,238.333453552098
P,320,246,postfreeze-evaluation,465.6715392113711,1584.6863338156058,1119.0147946042348,240.30130690385766
P,320,247,postfreeze-evaluation,466.5702869308262,1600.606262915774,1134.035975984948,243.05790740443794
P,320,248,postfreeze-evaluation,467.43904621026167,1606.2517428770298,1138.812696666768,243.62806357312982
P,320,249,postfreeze-evaluation,469.53600455911203,1617.0818567535543,1147.5458521944424,244.3999695554705
P,320,250,postfreeze-evaluation,470.77365547810166,1634.2163460730324,1163.4426905949308,247.1341964565494
P,320,251,postfreeze-evaluation,472.7991746619088,1643.1704245887447,1170.3712499268358,247.5408826091437
P,320,252,postfreeze-evaluation,473.8352323451397,1652.041884853238,1178.2066525080982,248.65323894908204
P,320,253,postfreeze-evaluation,475.6003393693758,1670.708664990935,1195.1083256215593,251.28416165686892
P,320,254,postfreeze-evaluation,476.7690152374845,1680.824112310615,1204.0550970731306,252.5447456927074
P,320,255,postfreeze-evaluation,478.07526376667096,1690.2683262686153,1212.1930625019443,253.55695104391893
P,320,256,postfreeze-evaluation,478.9421815346348,1710.9536425528313,1232.0114610181965,257.2359479949258
P,320,257,postfreeze-evaluation,481.8303393762866,1719.2200292323682,1237.3896898560815,256.81024807566945
P,320,258,postfreeze-evaluation,482.8347827909824,1732.8559881307563,1250.0212053397738,258.89212001549276
P,320,259,postfreeze-evaluation,483.8514272124825,1756.371789799898,1272.5203625874153,262.9981624563009
P,320,260,postfreeze-evaluation,485.539148129356,1758.3655924092693,1272.8264442799132,262.147027522652
P,320,261,postfreeze-evaluation,486.52871826165125,1781.6877223344236,1295.1590040727724,266.204019507898
P,320,262,postfreeze-evaluation,488.38056709001745,1798.2676886640436,1309.8871215740262,268.21032814202664
P,320,263,postfreeze-evaluation,489.66176157795616,1809.5914770693396,1319.9297154913834,269.55948351732695
P,320,264,postfreeze-evaluation,491.398821593663,1838.9341240719773,1347.5353024783144,274.2243658843344
P,320,265,postfreeze-evaluation,493.3144415817853,1840.562882784788,1347.2484412030026,273.1013584121165
P,320,266,postfreeze-evaluation,493.9579978053695,1876.703414765324,1382.7454169599546,279.93178025326506
P,320,267,postfreeze-evaluation,495.3588288221313,1880.3730685940839,1385.0142397719526,279.5981739268183
P,320,268,postfreeze-evaluation,496.4296962157591,1920.0168986456692,1423.5872024299101,286.7651176554894
P,320,269,postfreeze-evaluation,498.58078242968656,1922.5909651532502,1424.0101827235635,285.6127297534553
P,320,270,postfreeze-evaluation,500.3090849416905,1965.5955424083138,1465.2864574666232,292.8762442195903
P,320,271,postfreeze-evaluation,501.6044469651455,1984.0703551954105,1482.465908230265,295.54480970007745
P,320,272,postfreeze-evaluation,502.27627032711825,2009.3957023656822,1507.119432038564,300.0578607978075
P,320,273,postfreeze-evaluation,504.49977331342774,2053.9979713231105,1549.4981980096827,307.1355588195745
P,320,274,postfreeze-evaluation,505.41523174224443,2099.410755539834,1593.9955237975896,315.3833568297577
P,320,275,postfreeze-evaluation,506.46415270952355,2145.64189364501,1639.1777409354863,323.651285518645
P,320,276,postfreeze-evaluation,508.8007003364678,2192.6993437597303,1683.8986434232625,330.9544665150239
P,320,277,postfreeze-evaluation,510.26422794367284,2240.5911293485615,1730.3269014048888,339.1040967888301
P,320,278,postfreeze-evaluation,511.5622897003746,2289.3253334536253,1777.7630437532507,347.51643730316755
P,320,279,postfreeze-evaluation,512.6231445314074,2338.9100967456898,1826.2869522142823,356.2630699953481
P,320,280,postfreeze-evaluation,513.6689855554737,2389.3536163392073,1875.6846307837336,365.1543471629687
P,320,281,postfreeze-evaluation,515.4350571672994,2440.664144871913,1925.2290877046134,373.51535580159896
P,320,282,postfreeze-evaluation,517.5896685724674,2492.8499896973576,1975.2603211248902,381.6266902260116
P,320,283,postfreeze-evaluation,518.2342231475501,2545.919512174466,2027.685289026916,391.26811747621684
P,320,284,postfreeze-evaluation,520.1063104117233,2599.8811269941057,2079.7748165823823,399.87494382369715
P,320,285,postfreeze-evaluation,521.525193449492,2654.7433015914985,2133.2181081420067,409.0345269865859
P,320,286,postfreeze-evaluation,522.4566961777302,2710.5145555521212,2188.0578593743912,418.80176393223104
P,320,287,postfreeze-evaluation,523.9605308920159,2767.203460132991,2243.242929240975,428.1320437289369
P,320,288,postfreeze-evaluation,525.0773856872796,2824.818637706988,2299.741252019708,437.98139373485895
P,320,289,postfreeze-evaluation,527.9036416012724,2883.3687614113137,2355.4651198100414,446.1922468777234
P,320,290,postfreeze-evaluation,528.4062138522927,2942.862554565386,2414.456340713093,456.9318598868739
P,320,291,postfreeze-evaluation,529.8062263187069,3003.3087905181774,2473.5025641994707,466.86928943555415
P,320,292,postfreeze-evaluation,530.866917883961,3064.716291898784,2533.8493740148233,477.30406409854345
P,320,293,postfreeze-evaluation,532.6881830282937,3127.0939308659276,2594.405747837634,487.040229255439
P,320,294,postfreeze-evaluation,533.7796307537687,3190.4506278411304,2656.6709970873617,497.70932497663586
P,320,295,postfreeze-evaluation,535.6643140758732,3254.79535271436,2719.1310386384866,507.61847806298704
P,320,296,postfreeze-evaluation,537.0697590831223,3320.1371221299455,2783.067363046823,518.1947625943482
P,320,297,postfreeze-evaluation,538.4285261762479,3386.4850031874025,2848.0564770111546,528.9572038905826
P,320,298,postfreeze-evaluation,540.2131663762282,3453.8481066773397,2913.634940301112,539.3491165433625
P,320,299,postfreeze-evaluation,540.6313902472951,3522.2355977179477,2981.6042074706525,551.5040860107678
P,320,300,postfreeze-evaluation,541.8474371212013,3591.6566772971896,3049.809240175988,562.8538646190555
P,352,1,train,14.1347,14.1347,0.0,0.0
P,352,2,train,21.022,27.63975866140222,6.61775866140222,31.48015727048911
P,352,3,train,25.0108,40.58622118007195,15.575421180071952,62.274782014457564
P,352,4,train,30.4248,53.03298288657097,22.60818288657097,74.30840264051355
P,352,5,train,32.935,65.02950955959412,32.094509559594115,97.44803266917903
P,352,6,train,37.5861,76.6178082625843,39.0317082625843,103.8461246646614
P,352,7,train,40.9187,87.8338957079273,46.915195707927296,114.65465840294851
P,352,8,train,43.327,98.70891504224811,55.38191504224811,127.82310116612761
P,352,9,train,48.0051,109.26999959344495,61.26489959344495,127.62164768627699
P,352,10,train,49.7738,119.54095049712687,69.76715049712686,140.16842293963262
P,352,11,train,52.9703,129.54277496135094,76.57247496135093,144.55737453129572
P,352,12,train,56.4462,139.29411858178787,82.84791858178787,146.7732435164597
P,352,13,train,59.347,148.81161602933938,89.46461602933937,150.7483377918671
P,352,14,train,60.8317,158.1101780990189,97.2784780990189,159.91412059669366
P,352,15,train,65.1125,167.2032286116117,102.09072861161171,156.7912898623332
P,352,16,train,67.0798,176.10290141354648,109.02310141354647,162.5274693924944
P,352,17,train,69.5464,184.82020534324258,115.27380534324257,165.75093080769466
P,352,18,train,72.0671,193.3651632689173,121.29806326891732,168.31267425623804
P,352,19,train,75.7046,201.74692997947835,126.04232997947835,166.49230030867128
P,352,20,train,77.1448,209.97389270632775,132.82909270632774,172.18152449203023
P,352,21,train,79.3373,218.0537572848784,138.7164572848784,174.84393505309407
P,352,22,train,82.9103,225.9936223704106,143.0833223704106,172.57605191443113
P,352,23,train,84.7354,233.80004365934747,149.06464365934747,175.9177907454824
P,352,24,train,87.4252,241.47908970315686,154.05388970315687,176.21222451096122
P,352,25,train,88.8091,249.0363906139277,160.2272906139277,180.41764933315133
P,352,26,train,92.4918,256.4771807309817,163.98538073098166,177.29720984020386
P,352,27,train,94.6513,263.8063361338238,169.15503613382378,178.7139068706122
P,352,28,train,95.8706,271.0284077378936,175.1578077378936,182.70231722539924
P,352,29,train,98.8311,278.1476505890438,179.3165505890438,181.43737203071078
P,352,30,train,101.3178,285.1680498740406,183.8502498740406,181.4589833909151
P,352,31,train,103.7255,292.09334408367295,188.36784408367294,181.60225217875347
P,352,32,train,105.4466,298.9270456982595,193.48044569825953,183.48666120885787
P,352,33,train,107.1686,305.6724597102315,198.50385971023152,185.22576548562873
P,352,34,train,111.0295,312.3327002525021,201.3032002525021,181.30604952062478
P,352,35,train,111.8746,318.9107055628132,207.0361055628132,185.0608677598071
P,352,36,train,114.3202,325.40925148220697,211.08905148220697,184.6472027535002
P,352,37,train,116.2266,331.83096365844654,215.60436365844652,185.50345932725082
P,352,38,train,118.7907,338.1783286023488,219.3876286023488,184.68417864559163
P,352,39,train,121.3701,344.4537037254619,223.0836037254619,183.80441618278465
P,352,40,train,122.9468,350.65932647093666,227.71252647093667,185.21224340197278
P,352,41,train,124.2568,356.7973226353049,232.5405226353049,187.14510806274177
P,352,42,train,127.5166,362.8697139666559,235.35311396665594,184.56664776715812
P,352,43,train,129.5787,368.8784251143121,239.2997251143121,184.6752013365716
P,352,44,train,131.0876,374.82528999610014,243.73768999610013,185.9349702001563
