alphabet_size,label_atoms,length,canonical_label_word,canonical_atom_word,content_vector,primitive,mixed,word_weight,connected_log_first_repetition,shared_included,disjoint_included,de_rham_cancels_word
4,2|3|5|7,5,0|2|3|3|1,2|5|7|7|3,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|2|3|3|2,2|5|7|7|5,2:1|3:0|5:2|7:2,True,True,1/6002500,1/6002500,True,False,False
4,2|3|5|7,5,0|2|3|3|3,2|5|7|7|7,2:1|3:0|5:1|7:3,True,True,1/11764900,1/11764900,True,False,False
4,2|3|5|7,5,0|3|0|3|1,2|7|2|7|3,2:2|3:1|5:0|7:2,True,True,1/345744,1/345744,True,False,False
4,2|3|5|7,5,0|3|0|3|2,2|7|2|7|5,2:2|3:0|5:1|7:2,True,True,1/960400,1/960400,True,False,False
4,2|3|5|7,5,0|3|0|3|3,2|7|2|7|7,2:2|3:0|5:0|7:3,True,True,1/1882384,1/1882384,True,False,False
4,2|3|5|7,5,0|3|1|1|1,2|7|3|3|3,2:1|3:3|5:0|7:1,True,True,1/142884,1/142884,True,False,False
4,2|3|5|7,5,0|3|1|1|2,2|7|3|3|5,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|3|1|1|3,2|7|3|3|7,2:1|3:2|5:0|7:2,True,True,1/777924,1/777924,True,False,False
4,2|3|5|7,5,0|3|1|2|1,2|7|3|5|3,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|3|1|2|2,2|7|3|5|5,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|3|1|2|3,2|7|3|5|7,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|3|1|3|1,2|7|3|7|3,2:1|3:2|5:0|7:2,True,True,1/777924,1/777924,True,False,False
4,2|3|5|7,5,0|3|1|3|2,2|7|3|7|5,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|3|1|3|3,2|7|3|7|7,2:1|3:1|5:0|7:3,True,True,1/4235364,1/4235364,True,False,False
4,2|3|5|7,5,0|3|2|1|1,2|7|5|3|3,2:1|3:2|5:1|7:1,True,True,1/396900,1/396900,True,False,False
4,2|3|5|7,5,0|3|2|1|2,2|7|5|3|5,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|3|2|1|3,2|7|5|3|7,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|3|2|2|1,2|7|5|5|3,2:1|3:1|5:2|7:1,True,True,1/1102500,1/1102500,True,False,False
4,2|3|5|7,5,0|3|2|2|2,2|7|5|5|5,2:1|3:0|5:3|7:1,True,True,1/3062500,1/3062500,True,False,False
4,2|3|5|7,5,0|3|2|2|3,2|7|5|5|7,2:1|3:0|5:2|7:2,True,True,1/6002500,1/6002500,True,False,False
4,2|3|5|7,5,0|3|2|3|1,2|7|5|7|3,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|3|2|3|2,2|7|5|7|5,2:1|3:0|5:2|7:2,True,True,1/6002500,1/6002500,True,False,False
4,2|3|5|7,5,0|3|2|3|3,2|7|5|7|7,2:1|3:0|5:1|7:3,True,True,1/11764900,1/11764900,True,False,False
4,2|3|5|7,5,0|3|3|1|1,2|7|7|3|3,2:1|3:2|5:0|7:2,True,True,1/777924,1/777924,True,False,False
4,2|3|5|7,5,0|3|3|1|2,2|7|7|3|5,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|3|3|1|3,2|7|7|3|7,2:1|3:1|5:0|7:3,True,True,1/4235364,1/4235364,True,False,False
4,2|3|5|7,5,0|3|3|2|1,2|7|7|5|3,2:1|3:1|5:1|7:2,True,True,1/2160900,1/2160900,True,False,False
4,2|3|5|7,5,0|3|3|2|2,2|7|7|5|5,2:1|3:0|5:2|7:2,True,True,1/6002500,1/6002500,True,False,False
4,2|3|5|7,5,0|3|3|2|3,2|7|7|5|7,2:1|3:0|5:1|7:3,True,True,1/11764900,1/11764900,True,False,False
4,2|3|5|7,5,0|3|3|3|1,2|7|7|7|3,2:1|3:1|5:0|7:3,True,True,1/4235364,1/4235364,True,False,False
4,2|3|5|7,5,0|3|3|3|2,2|7|7|7|5,2:1|3:0|5:1|7:3,True,True,1/11764900,1/11764900,True,False,False
4,2|3|5|7,5,0|3|3|3|3,2|7|7|7|7,2:1|3:0|5:0|7:4,True,True,1/23059204,1/23059204,True,False,False
4,2|3|5|7,5,1|1|1|1|2,3|3|3|3|5,2:0|3:4|5:1|7:0,True,True,1/164025,1/164025,True,False,False
4,2|3|5|7,5,1|1|1|1|3,3|3|3|3|7,2:0|3:4|5:0|7:1,True,True,1/321489,1/321489,True,False,False
4,2|3|5|7,5,1|1|1|2|2,3|3|3|5|5,2:0|3:3|5:2|7:0,True,True,1/455625,1/455625,True,False,False
4,2|3|5|7,5,1|1|1|2|3,3|3|3|5|7,2:0|3:3|5:1|7:1,True,True,1/893025,1/893025,True,False,False
4,2|3|5|7,5,1|1|1|3|2,3|3|3|7|5,2:0|3:3|5:1|7:1,True,True,1/893025,1/893025,True,False,False
4,2|3|5|7,5,1|1|1|3|3,3|3|3|7|7,2:0|3:3|5:0|7:2,True,True,1/1750329,1/1750329,True,False,False
4,2|3|5|7,5,1|1|2|1|2,3|3|5|3|5,2:0|3:3|5:2|7:0,True,True,1/455625,1/455625,True,False,False
4,2|3|5|7,5,1|1|2|1|3,3|3|5|3|7,2:0|3:3|5:1|7:1,True,True,1/893025,1/893025,True,False,False
4,2|3|5|7,5,1|1|2|2|2,3|3|5|5|5,2:0|3:2|5:3|7:0,True,True,1/1265625,1/1265625,True,False,False
4,2|3|5|7,5,1|1|2|2|3,3|3|5|5|7,2:0|3:2|5:2|7:1,True,True,1/2480625,1/2480625,True,False,False
4,2|3|5|7,5,1|1|2|3|2,3|3|5|7|5,2:0|3:2|5:2|7:1,True,True,1/2480625,1/2480625,True,False,False
4,2|3|5|7,5,1|1|2|3|3,3|3|5|7|7,2:0|3:2|5:1|7:2,True,True,1/4862025,1/4862025,True,False,False
4,2|3|5|7,5,1|1|3|1|2,3|3|7|3|5,2:0|3:3|5:1|7:1,True,True,1/893025,1/893025,True,False,False
4,2|3|5|7,5,1|1|3|1|3,3|3|7|3|7,2:0|3:3|5:0|7:2,True,True,1/1750329,1/1750329,True,False,False
4,2|3|5|7,5,1|1|3|2|2,3|3|7|5|5,2:0|3:2|5:2|7:1,True,True,1/2480625,1/2480625,True,False,False
4,2|3|5|7,5,1|1|3|2|3,3|3|7|5|7,2:0|3:2|5:1|7:2,True,True,1/4862025,1/4862025,True,False,False
4,2|3|5|7,5,1|1|3|3|2,3|3|7|7|5,2:0|3:2|5:1|7:2,True,True,1/4862025,1/4862025,True,False,False
4,2|3|5|7,5,1|1|3|3|3,3|3|7|7|7,2:0|3:2|5:0|7:3,True,True,1/9529569,1/9529569,True,False,False
4,2|3|5|7,5,1|2|1|2|2,3|5|3|5|5,2:0|3:2|5:3|7:0,True,True,1/1265625,1/1265625,True,False,False
4,2|3|5|7,5,1|2|1|2|3,3|5|3|5|7,2:0|3:2|5:2|7:1,True,True,1/2480625,1/2480625,True,False,False
4,2|3|5|7,5,1|2|1|3|2,3|5|3|7|5,2:0|3:2|5:2|7:1,True,True,1/2480625,1/2480625,True,False,False
4,2|3|5|7,5,1|2|1|3|3,3|5|3|7|7,2:0|3:2|5:1|7:2,True,True,1/4862025,1/4862025,True,False,False
4,2|3|5|7,5,1|2|2|1|3,3|5|5|3|7,2:0|3:2|5:2|7:1,True,True,1/2480625,1/2480625,True,False,False
4,2|3|5|7,5,1|2|2|2|2,3|5|5|5|5,2:0|3:1|5:4|7:0,True,True,1/3515625,1/3515625,True,False,False
4,2|3|5|7,5,1|2|2|2|3,3|5|5|5|7,2:0|3:1|5:3|7:1,True,True,1/6890625,1/6890625,True,False,False
4,2|3|5|7,5,1|2|2|3|2,3|5|5|7|5,2:0|3:1|5:3|7:1,True,True,1/6890625,1/6890625,True,False,False
4,2|3|5|7,5,1|2|2|3|3,3|5|5|7|7,2:0|3:1|5:2|7:2,True,True,1/13505625,1/13505625,True,False,False
4,2|3|5|7,5,1|2|3|1|3,3|5|7|3|7,2:0|3:2|5:1|7:2,True,True,1/4862025,1/4862025,True,False,False
4,2|3|5|7,5,1|2|3|2|2,3|5|7|5|5,2:0|3:1|5:3|7:1,True,True,1/6890625,1/6890625,True,False,False
4,2|3|5|7,5,1|2|3|2|3,3|5|7|5|7,2:0|3:1|5:2|7:2,True,True,1/13505625,1/13505625,True,False,False
4,2|3|5|7,5,1|2|3|3|2,3|5|7|7|5,2:0|3:1|5:2|7:2,True,True,1/13505625,1/13505625,True,False,False
4,2|3|5|7,5,1|2|3|3|3,3|5|7|7|7,2:0|3:1|5:1|7:3,True,True,1/26471025,1/26471025,True,False,False
4,2|3|5|7,5,1|3|1|3|2,3|7|3|7|5,2:0|3:2|5:1|7:2,True,True,1/4862025,1/4862025,True,False,False
4,2|3|5|7,5,1|3|1|3|3,3|7|3|7|7,2:0|3:2|5:0|7:3,True,True,1/9529569,1/9529569,True,False,False
4,2|3|5|7,5,1|3|2|2|2,3|7|5|5|5,2:0|3:1|5:3|7:1,True,True,1/6890625,1/6890625,True,False,False
4,2|3|5|7,5,1|3|2|2|3,3|7|5|5|7,2:0|3:1|5:2|7:2,True,True,1/13505625,1/13505625,True,False,False
4,2|3|5|7,5,1|3|2|3|2,3|7|5|7|5,2:0|3:1|5:2|7:2,True,True,1/13505625,1/13505625,True,False,False
4,2|3|5|7,5,1|3|2|3|3,3|7|5|7|7,2:0|3:1|5:1|7:3,True,True,1/26471025,1/26471025,True,False,False
4,2|3|5|7,5,1|3|3|2|2,3|7|7|5|5,2:0|3:1|5:2|7:2,True,True,1/13505625,1/13505625,True,False,False
4,2|3|5|7,5,1|3|3|2|3,3|7|7|5|7,2:0|3:1|5:1|7:3,True,True,1/26471025,1/26471025,True,False,False
4,2|3|5|7,5,1|3|3|3|2,3|7|7|7|5,2:0|3:1|5:1|7:3,True,True,1/26471025,1/26471025,True,False,False
4,2|3|5|7,5,1|3|3|3|3,3|7|7|7|7,2:0|3:1|5:0|7:4,True,True,1/51883209,1/51883209,True,False,False
4,2|3|5|7,5,2|2|2|2|3,5|5|5|5|7,2:0|3:0|5:4|7:1,True,True,1/19140625,1/19140625,True,False,False
4,2|3|5|7,5,2|2|2|3|3,5|5|5|7|7,2:0|3:0|5:3|7:2,True,True,1/37515625,1/37515625,True,False,False
4,2|3|5|7,5,2|2|3|2|3,5|5|7|5|7,2:0|3:0|5:3|7:2,True,True,1/37515625,1/37515625,True,False,False
4,2|3|5|7,5,2|2|3|3|3,5|5|7|7|7,2:0|3:0|5:2|7:3,True,True,1/73530625,1/73530625,True,False,False
4,2|3|5|7,5,2|3|2|3|3,5|7|5|7|7,2:0|3:0|5:2|7:3,True,True,1/73530625,1/73530625,True,False,False
4,2|3|5|7,5,2|3|3|3|3,5|7|7|7|7,2:0|3:0|5:1|7:4,True,True,1/144120025,1/144120025,True,False,False
4,2|3|5|7,6,0|0|0|0|0|1,2|2|2|2|2|3,2:5|3:1|5:0|7:0,True,True,1/9216,1/9216,True,False,False
4,2|3|5|7,6,0|0|0|0|0|2,2|2|2|2|2|5,2:5|3:0|5:1|7:0,True,True,1/25600,1/25600,True,False,False
4,2|3|5|7,6,0|0|0|0|0|3,2|2|2|2|2|7,2:5|3:0|5:0|7:1,True,True,1/50176,1/50176,True,False,False
4,2|3|5|7,6,0|0|0|0|1|1,2|2|2|2|3|3,2:4|3:2|5:0|7:0,True,True,1/20736,1/20736,True,False,False
4,2|3|5|7,6,0|0|0|0|1|2,2|2|2|2|3|5,2:4|3:1|5:1|7:0,True,True,1/57600,1/57600,True,False,False
4,2|3|5|7,6,0|0|0|0|1|3,2|2|2|2|3|7,2:4|3:1|5:0|7:1,True,True,1/112896,1/112896,True,False,False
4,2|3|5|7,6,0|0|0|0|2|1,2|2|2|2|5|3,2:4|3:1|5:1|7:0,True,True,1/57600,1/57600,True,False,False
4,2|3|5|7,6,0|0|0|0|2|2,2|2|2|2|5|5,2:4|3:0|5:2|7:0,True,True,1/160000,1/160000,True,False,False
4,2|3|5|7,6,0|0|0|0|2|3,2|2|2|2|5|7,2:4|3:0|5:1|7:1,True,True,1/313600,1/313600,True,False,False
4,2|3|5|7,6,0|0|0|0|3|1,2|2|2|2|7|3,2:4|3:1|5:0|7:1,True,True,1/112896,1/112896,True,False,False
4,2|3|5|7,6,0|0|0|0|3|2,2|2|2|2|7|5,2:4|3:0|5:1|7:1,True,True,1/313600,1/313600,True,False,False
4,2|3|5|7,6,0|0|0|0|3|3,2|2|2|2|7|7,2:4|3:0|5:0|7:2,True,True,1/614656,1/614656,True,False,False
4,2|3|5|7,6,0|0|0|1|0|1,2|2|2|3|2|3,2:4|3:2|5:0|7:0,True,True,1/20736,1/20736,True,False,False
4,2|3|5|7,6,0|0|0|1|0|2,2|2|2|3|2|5,2:4|3:1|5:1|7:0,True,True,1/57600,1/57600,True,False,False
4,2|3|5|7,6,0|0|0|1|0|3,2|2|2|3|2|7,2:4|3:1|5:0|7:1,True,True,1/112896,1/112896,True,False,False
4,2|3|5|7,6,0|0|0|1|1|1,2|2|2|3|3|3,2:3|3:3|5:0|7:0,True,True,1/46656,1/46656,True,False,False
4,2|3|5|7,6,0|0|0|1|1|2,2|2|2|3|3|5,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|0|1|1|3,2|2|2|3|3|7,2:3|3:2|5:0|7:1,True,True,1/254016,1/254016,True,False,False
4,2|3|5|7,6,0|0|0|1|2|1,2|2|2|3|5|3,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|0|1|2|2,2|2|2|3|5|5,2:3|3:1|5:2|7:0,True,True,1/360000,1/360000,True,False,False
4,2|3|5|7,6,0|0|0|1|2|3,2|2|2|3|5|7,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|0|1|3|1,2|2|2|3|7|3,2:3|3:2|5:0|7:1,True,True,1/254016,1/254016,True,False,False
4,2|3|5|7,6,0|0|0|1|3|2,2|2|2|3|7|5,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|0|1|3|3,2|2|2|3|7|7,2:3|3:1|5:0|7:2,True,True,1/1382976,1/1382976,True,False,False
4,2|3|5|7,6,0|0|0|2|0|1,2|2|2|5|2|3,2:4|3:1|5:1|7:0,True,True,1/57600,1/57600,True,False,False
4,2|3|5|7,6,0|0|0|2|0|2,2|2|2|5|2|5,2:4|3:0|5:2|7:0,True,True,1/160000,1/160000,True,False,False
4,2|3|5|7,6,0|0|0|2|0|3,2|2|2|5|2|7,2:4|3:0|5:1|7:1,True,True,1/313600,1/313600,True,False,False
4,2|3|5|7,6,0|0|0|2|1|1,2|2|2|5|3|3,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|0|2|1|2,2|2|2|5|3|5,2:3|3:1|5:2|7:0,True,True,1/360000,1/360000,True,False,False
4,2|3|5|7,6,0|0|0|2|1|3,2|2|2|5|3|7,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|0|2|2|1,2|2|2|5|5|3,2:3|3:1|5:2|7:0,True,True,1/360000,1/360000,True,False,False
4,2|3|5|7,6,0|0|0|2|2|2,2|2|2|5|5|5,2:3|3:0|5:3|7:0,True,True,1/1000000,1/1000000,True,False,False
4,2|3|5|7,6,0|0|0|2|2|3,2|2|2|5|5|7,2:3|3:0|5:2|7:1,True,True,1/1960000,1/1960000,True,False,False
4,2|3|5|7,6,0|0|0|2|3|1,2|2|2|5|7|3,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|0|2|3|2,2|2|2|5|7|5,2:3|3:0|5:2|7:1,True,True,1/1960000,1/1960000,True,False,False
4,2|3|5|7,6,0|0|0|2|3|3,2|2|2|5|7|7,2:3|3:0|5:1|7:2,True,True,1/3841600,1/3841600,True,False,False
4,2|3|5|7,6,0|0|0|3|0|1,2|2|2|7|2|3,2:4|3:1|5:0|7:1,True,True,1/112896,1/112896,True,False,False
4,2|3|5|7,6,0|0|0|3|0|2,2|2|2|7|2|5,2:4|3:0|5:1|7:1,True,True,1/313600,1/313600,True,False,False
4,2|3|5|7,6,0|0|0|3|0|3,2|2|2|7|2|7,2:4|3:0|5:0|7:2,True,True,1/614656,1/614656,True,False,False
4,2|3|5|7,6,0|0|0|3|1|1,2|2|2|7|3|3,2:3|3:2|5:0|7:1,True,True,1/254016,1/254016,True,False,False
4,2|3|5|7,6,0|0|0|3|1|2,2|2|2|7|3|5,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|0|3|1|3,2|2|2|7|3|7,2:3|3:1|5:0|7:2,True,True,1/1382976,1/1382976,True,False,False
4,2|3|5|7,6,0|0|0|3|2|1,2|2|2|7|5|3,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|0|3|2|2,2|2|2|7|5|5,2:3|3:0|5:2|7:1,True,True,1/1960000,1/1960000,True,False,False
4,2|3|5|7,6,0|0|0|3|2|3,2|2|2|7|5|7,2:3|3:0|5:1|7:2,True,True,1/3841600,1/3841600,True,False,False
4,2|3|5|7,6,0|0|0|3|3|1,2|2|2|7|7|3,2:3|3:1|5:0|7:2,True,True,1/1382976,1/1382976,True,False,False
4,2|3|5|7,6,0|0|0|3|3|2,2|2|2|7|7|5,2:3|3:0|5:1|7:2,True,True,1/3841600,1/3841600,True,False,False
4,2|3|5|7,6,0|0|0|3|3|3,2|2|2|7|7|7,2:3|3:0|5:0|7:3,True,True,1/7529536,1/7529536,True,False,False
4,2|3|5|7,6,0|0|1|0|0|2,2|2|3|2|2|5,2:4|3:1|5:1|7:0,True,True,1/57600,1/57600,True,False,False
4,2|3|5|7,6,0|0|1|0|0|3,2|2|3|2|2|7,2:4|3:1|5:0|7:1,True,True,1/112896,1/112896,True,False,False
4,2|3|5|7,6,0|0|1|0|1|1,2|2|3|2|3|3,2:3|3:3|5:0|7:0,True,True,1/46656,1/46656,True,False,False
4,2|3|5|7,6,0|0|1|0|1|2,2|2|3|2|3|5,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|1|0|1|3,2|2|3|2|3|7,2:3|3:2|5:0|7:1,True,True,1/254016,1/254016,True,False,False
4,2|3|5|7,6,0|0|1|0|2|1,2|2|3|2|5|3,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|1|0|2|2,2|2|3|2|5|5,2:3|3:1|5:2|7:0,True,True,1/360000,1/360000,True,False,False
4,2|3|5|7,6,0|0|1|0|2|3,2|2|3|2|5|7,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|1|0|3|1,2|2|3|2|7|3,2:3|3:2|5:0|7:1,True,True,1/254016,1/254016,True,False,False
4,2|3|5|7,6,0|0|1|0|3|2,2|2|3|2|7|5,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|1|0|3|3,2|2|3|2|7|7,2:3|3:1|5:0|7:2,True,True,1/1382976,1/1382976,True,False,False
4,2|3|5|7,6,0|0|1|1|0|1,2|2|3|3|2|3,2:3|3:3|5:0|7:0,True,True,1/46656,1/46656,True,False,False
4,2|3|5|7,6,0|0|1|1|0|2,2|2|3|3|2|5,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|1|1|0|3,2|2|3|3|2|7,2:3|3:2|5:0|7:1,True,True,1/254016,1/254016,True,False,False
4,2|3|5|7,6,0|0|1|1|1|1,2|2|3|3|3|3,2:2|3:4|5:0|7:0,True,True,1/104976,1/104976,True,False,False
4,2|3|5|7,6,0|0|1|1|1|2,2|2|3|3|3|5,2:2|3:3|5:1|7:0,True,True,1/291600,1/291600,True,False,False
4,2|3|5|7,6,0|0|1|1|1|3,2|2|3|3|3|7,2:2|3:3|5:0|7:1,True,True,1/571536,1/571536,True,False,False
4,2|3|5|7,6,0|0|1|1|2|1,2|2|3|3|5|3,2:2|3:3|5:1|7:0,True,True,1/291600,1/291600,True,False,False
4,2|3|5|7,6,0|0|1|1|2|2,2|2|3|3|5|5,2:2|3:2|5:2|7:0,True,True,1/810000,1/810000,True,False,False
4,2|3|5|7,6,0|0|1|1|2|3,2|2|3|3|5|7,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|0|1|1|3|1,2|2|3|3|7|3,2:2|3:3|5:0|7:1,True,True,1/571536,1/571536,True,False,False
4,2|3|5|7,6,0|0|1|1|3|2,2|2|3|3|7|5,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|0|1|1|3|3,2|2|3|3|7|7,2:2|3:2|5:0|7:2,True,True,1/3111696,1/3111696,True,False,False
4,2|3|5|7,6,0|0|1|2|0|1,2|2|3|5|2|3,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|1|2|0|2,2|2|3|5|2|5,2:3|3:1|5:2|7:0,True,True,1/360000,1/360000,True,False,False
4,2|3|5|7,6,0|0|1|2|0|3,2|2|3|5|2|7,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|1|2|1|1,2|2|3|5|3|3,2:2|3:3|5:1|7:0,True,True,1/291600,1/291600,True,False,False
4,2|3|5|7,6,0|0|1|2|1|2,2|2|3|5|3|5,2:2|3:2|5:2|7:0,True,True,1/810000,1/810000,True,False,False
4,2|3|5|7,6,0|0|1|2|1|3,2|2|3|5|3|7,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|0|1|2|2|1,2|2|3|5|5|3,2:2|3:2|5:2|7:0,True,True,1/810000,1/810000,True,False,False
4,2|3|5|7,6,0|0|1|2|2|2,2|2|3|5|5|5,2:2|3:1|5:3|7:0,True,True,1/2250000,1/2250000,True,False,False
4,2|3|5|7,6,0|0|1|2|2|3,2|2|3|5|5|7,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|0|1|2|3|1,2|2|3|5|7|3,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|0|1|2|3|2,2|2|3|5|7|5,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|0|1|2|3|3,2|2|3|5|7|7,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|0|1|3|0|1,2|2|3|7|2|3,2:3|3:2|5:0|7:1,True,True,1/254016,1/254016,True,False,False
4,2|3|5|7,6,0|0|1|3|0|2,2|2|3|7|2|5,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|1|3|0|3,2|2|3|7|2|7,2:3|3:1|5:0|7:2,True,True,1/1382976,1/1382976,True,False,False
4,2|3|5|7,6,0|0|1|3|1|1,2|2|3|7|3|3,2:2|3:3|5:0|7:1,True,True,1/571536,1/571536,True,False,False
4,2|3|5|7,6,0|0|1|3|1|2,2|2|3|7|3|5,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|0|1|3|1|3,2|2|3|7|3|7,2:2|3:2|5:0|7:2,True,True,1/3111696,1/3111696,True,False,False
4,2|3|5|7,6,0|0|1|3|2|1,2|2|3|7|5|3,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|0|1|3|2|2,2|2|3|7|5|5,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|0|1|3|2|3,2|2|3|7|5|7,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|0|1|3|3|1,2|2|3|7|7|3,2:2|3:2|5:0|7:2,True,True,1/3111696,1/3111696,True,False,False
4,2|3|5|7,6,0|0|1|3|3|2,2|2|3|7|7|5,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|0|1|3|3|3,2|2|3|7|7|7,2:2|3:1|5:0|7:3,True,True,1/16941456,1/16941456,True,False,False
4,2|3|5|7,6,0|0|2|0|0|3,2|2|5|2|2|7,2:4|3:0|5:1|7:1,True,True,1/313600,1/313600,True,False,False
4,2|3|5|7,6,0|0|2|0|1|1,2|2|5|2|3|3,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|2|0|1|2,2|2|5|2|3|5,2:3|3:1|5:2|7:0,True,True,1/360000,1/360000,True,False,False
4,2|3|5|7,6,0|0|2|0|1|3,2|2|5|2|3|7,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|2|0|2|1,2|2|5|2|5|3,2:3|3:1|5:2|7:0,True,True,1/360000,1/360000,True,False,False
4,2|3|5|7,6,0|0|2|0|2|2,2|2|5|2|5|5,2:3|3:0|5:3|7:0,True,True,1/1000000,1/1000000,True,False,False
4,2|3|5|7,6,0|0|2|0|2|3,2|2|5|2|5|7,2:3|3:0|5:2|7:1,True,True,1/1960000,1/1960000,True,False,False
4,2|3|5|7,6,0|0|2|0|3|1,2|2|5|2|7|3,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|2|0|3|2,2|2|5|2|7|5,2:3|3:0|5:2|7:1,True,True,1/1960000,1/1960000,True,False,False
4,2|3|5|7,6,0|0|2|0|3|3,2|2|5|2|7|7,2:3|3:0|5:1|7:2,True,True,1/3841600,1/3841600,True,False,False
4,2|3|5|7,6,0|0|2|1|0|1,2|2|5|3|2|3,2:3|3:2|5:1|7:0,True,True,1/129600,1/129600,True,False,False
4,2|3|5|7,6,0|0|2|1|0|2,2|2|5|3|2|5,2:3|3:1|5:2|7:0,True,True,1/360000,1/360000,True,False,False
4,2|3|5|7,6,0|0|2|1|0|3,2|2|5|3|2|7,2:3|3:1|5:1|7:1,True,True,1/705600,1/705600,True,False,False
4,2|3|5|7,6,0|0|2|1|1|1,2|2|5|3|3|3,2:2|3:3|5:1|7:0,True,True,1/291600,1/291600,True,False,False
4,2|3|5|7,6,0|0|2|1|1|2,2|2|5|3|3|5,2:2|3:2|5:2|7:0,True,True,1/810000,1/810000,True,False,False
4,2|3|5|7,6,0|0|2|1|1|3,2|2|5|3|3|7,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|0|2|1|2|1,2|2|5|3|5|3,2:2|3:2|5:2|7:0,True,True,1/810000,1/810000,True,False,False
4,2|3|5|7,6,0|0|2|1|2|2,2|2|5|3|5|5,2:2|3:1|5:3|7:0,True,True,1/2250000,1/2250000,True,False,False
