atom,gamma_code_length,return_marker_degree,digit_marker_degree,return_and_digit_markers_equal,digit_weight_form,return_weight_form,u_equals_one_specialization,first_return_changes_object,whole_codeword_alphabet,original_digit_euler_marker_match
1940,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1941,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1942,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1943,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1944,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1945,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1946,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1947,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1948,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1949,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1950,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1951,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1952,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1953,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1954,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1955,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1956,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1957,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1958,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1959,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1960,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1961,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1962,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1963,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1964,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1965,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1966,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1967,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1968,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1969,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1970,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1971,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1972,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1973,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1974,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1975,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1976,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1977,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1978,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1979,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1980,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1981,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1982,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1983,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1984,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1985,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1986,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1987,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1988,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1989,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1990,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1991,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1992,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1993,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1994,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1995,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1996,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1997,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1998,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
1999,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2000,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2001,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2002,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2003,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2004,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2005,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2006,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2007,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2008,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2009,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2010,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2011,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2012,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2013,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2014,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2015,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2016,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2017,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2018,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2019,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2020,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2021,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2022,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2023,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2024,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2025,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2026,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2027,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2028,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2029,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2030,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2031,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2032,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2033,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2034,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2035,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2036,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2037,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2038,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2039,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2040,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2041,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2042,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2043,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2044,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2045,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2046,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2047,21,1,21,False,u^21*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2048,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2049,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2050,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2051,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2052,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2053,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2054,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2055,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2056,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2057,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2058,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2059,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2060,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2061,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2062,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2063,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2064,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2065,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2066,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2067,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2068,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2069,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2070,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2071,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2072,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2073,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2074,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2075,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2076,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2077,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2078,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2079,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2080,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2081,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2082,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2083,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2084,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2085,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2086,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2087,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2088,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2089,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2090,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2091,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2092,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2093,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2094,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2095,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2096,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2097,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2098,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2099,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2100,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2101,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2102,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2103,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2104,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2105,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2106,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2107,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2108,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2109,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2110,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2111,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2112,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2113,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2114,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2115,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2116,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2117,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2118,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2119,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2120,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2121,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2122,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2123,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2124,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2125,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2126,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2127,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2128,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2129,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2130,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2131,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2132,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2133,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2134,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2135,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2136,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2137,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2138,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2139,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2140,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2141,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2142,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2143,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2144,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2145,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2146,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2147,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2148,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2149,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2150,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2151,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2152,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2153,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2154,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2155,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2156,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2157,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2158,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2159,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2160,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2161,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2162,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2163,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2164,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2165,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2166,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2167,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2168,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2169,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2170,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2171,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2172,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2173,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2174,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2175,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2176,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2177,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2178,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2179,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2180,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2181,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2182,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2183,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2184,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2185,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2186,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2187,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2188,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2189,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2190,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2191,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2192,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2193,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2194,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2195,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2196,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2197,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2198,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2199,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2200,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2201,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2202,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2203,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2204,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2205,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2206,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2207,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2208,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2209,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2210,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2211,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2212,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2213,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2214,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2215,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2216,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2217,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2218,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2219,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2220,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2221,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2222,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2223,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2224,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2225,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2226,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2227,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2228,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2229,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2230,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2231,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2232,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2233,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2234,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2235,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2236,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2237,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2238,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2239,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2240,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2241,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2242,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2243,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2244,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2245,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2246,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
2247,23,1,23,False,u^23*n^(-s),z*n^(-s),True,True,countable_return_alphabet,False
