atom,code_length,q,alpha_from_r1,power,normalized_trace_over_w_power,target,residual,match,r1_fit,r2_plus_failure,q_zero_rank_one_boundary
278,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
278,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
278,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
279,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
279,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
279,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
279,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
279,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
279,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
280,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
280,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
280,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
280,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
280,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
280,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
281,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
281,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
281,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
281,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
281,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
281,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
282,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
282,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
282,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
282,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
282,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
282,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
283,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
283,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
283,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
283,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
283,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
283,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
284,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
284,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
284,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
284,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
284,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
284,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
285,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
285,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
285,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
285,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
285,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
285,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
286,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
286,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
286,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
286,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
286,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
286,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
287,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
287,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
287,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
287,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
287,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
287,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
288,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
288,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
288,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
288,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
288,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
288,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
289,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
289,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
289,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
289,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
289,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
289,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
290,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
290,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
290,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
290,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
290,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
290,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
291,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
291,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
291,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
291,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
291,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
291,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
292,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
292,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
292,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
292,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
292,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
292,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
293,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
293,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
293,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
293,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
293,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
293,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
294,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
294,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
294,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
294,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
294,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
294,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
295,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
295,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
295,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
295,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
295,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
295,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
296,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
296,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
296,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
296,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
296,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
296,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
297,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
297,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
297,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
297,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
297,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
297,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
298,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
298,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
298,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
298,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
298,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
298,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
299,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
299,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
299,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
299,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
299,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
299,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
300,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
300,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
300,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
300,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
300,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
300,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
301,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
301,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
301,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
301,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
301,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
301,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
302,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
302,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
302,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
302,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
302,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
302,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
303,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
303,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
303,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
303,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
303,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
303,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
304,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
304,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
304,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
304,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
304,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
304,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
305,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
305,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
305,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
305,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
305,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
305,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
306,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
306,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
306,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
306,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
306,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
306,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
307,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
307,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
307,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
307,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
307,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
307,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
308,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
308,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
308,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
308,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
308,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
308,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
309,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
309,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
309,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
309,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
309,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
309,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
310,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
310,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
310,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
310,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
310,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
310,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
311,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
311,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
311,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
311,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
311,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
311,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
312,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
312,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
312,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
312,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
312,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
312,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
313,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
313,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
313,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
313,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
313,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
313,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
314,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
314,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
314,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
314,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
314,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
314,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
315,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
315,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
315,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
315,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
315,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
315,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
316,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
316,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
316,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
316,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
316,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
316,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
317,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
317,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
317,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
317,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
317,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
317,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
318,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
318,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
318,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
318,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
318,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
318,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
319,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
319,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
319,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
319,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
319,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
319,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
320,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
320,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
320,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
320,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
320,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
320,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
321,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
321,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
321,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
321,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
321,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
321,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
322,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
322,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
322,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
322,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
322,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
322,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
